milliseconds,H2O2_p,per3_p,coI_p,MLTH_p,coII_p,MLT_p,O2minus_p,H_p,O2_p,NADPH_c,O2_c,NADPplus_c,H2O2_c,NADP_c,O2minus_c,H_c,MLT_c,MLTH_c,coIII_p,NADP2_c
0,1.7089526397389042e-07,299.6739633499977,2.419276409435465e-07,300.0000284057544,-0.0015655955563554376,-0.0002575869722853619,2.0577717619820866e-05,4.3536451466456396e-07,0.6892230274590331,2.5305737991838564,-1.0449812989228722,-0.016429662094309485,-3.451833436807401e-05,-2.0043622461315294e-07,-3.640745397420696e-05,2.3383975118278505e-06,1.0251658492301216e-07,299.9999996631665,0.21086289786532303,-2.6477568946940698e-11
100,4.406795285952289e-08,299.93902745253064,2.432889538229919e-07,300.00035199793,0.0009708592216436654,5.5137563982155584e-05,2.5324167547953545e-05,7.41976884253623e-07,2.1677959161899545,-0.8075410174555597,1.5037663255339595,-0.015205429497755859,9.396132409111579e-05,1.642033055439639e-07,-6.455340170892905e-05,0.0003490846704503002,9.722541076159826e-08,300.00000037840516,-0.33998125778037913,2.2005742833179424e-11
200,2.2813292842554054e-07,299.88218317316046,-1.049017180766681e-06,300.00047528994133,0.0001826987903947222,-0.0003523100368534878,1.3788925514946e-05,-2.1626165046880884e-07,2.314389754159599,5.411421020700183,2.655861668273407,-0.018709637631395694,0.00011037716701306979,1.7807173782835e-07,0.00013331662954876357,0.00018268013415954112,-2.2546699593802284e-07,299.99999964015143,0.06858388723648934,1.4157725954684211e-11
300,1.9425479776170555e-08,299.651040043816,-2.774764229652222e-07,300.0004887179309,-0.0011716853860519775,-0.00015324756361002694,9.671727279044879e-06,-1.8479386138532175e-07,4.0900056034012575,5.842963450791366,3.9898543464293637,0.015674023171924296,-2.2140211989411954e-05,2.083484878388051e-07,0.00010269761007557945,0.00032089720267151683,3.225925508368365e-07,299.9999995674205,0.06513983813204857,5.843704828649284e-11
400,1.280666108029888e-07,299.64116839266313,-8.274151516705504e-07,300.0001351165353,0.0008324592867897467,0.00032980491642125415,-5.86880748344419e-06,-4.505300418367281e-08,5.321189053416823,9.322901446689611,5.091004873836555,0.0009918108044400932,-0.00010125815090593182,9.759505736067602e-10,1.7660042236976567e-06,-0.00015671603513200713,1.6125175819566648e-07,300.0000003266283,0.20731084952383988,-6.858863017020999e-11
500,5.817244590355625e-08,299.6375843618184,-1.01855004050232e-06,299.99960123503246,-0.0014643203340624262,0.0004661203779204147,3.889530211056451e-05,2.993509190893786e-07,5.629394814762452,10.361747326485107,6.991385655077439,-0.016267086015193288,3.974690707031332e-05,-3.440433596097256e-08,-1.677016902060795e-05,-6.908852639875187e-05,5.35997479633474e-07,300.0000000762716,-0.1601729171901737,-8.924119011483767e-12
600,2.6045447568180484e-07,299.75041240439623,-6.483754152301252e-07,299.9994231191125,-0.0009019470238166826,-0.00046171115108196515,4.5180269655693626e-05,3.895031371606534e-07,6.010002550182676,16.01772839319703,6.9036317802938125,0.011875361965387583,1.2699969973663225e-05,1.233525840185343e-07,8.629811582315529e-05,-0.00015696650314220282,1.9717834469493518e-07,300.00000010887504,0.21895108834910088,-7.291588116941651e-11
700,2.8971964060179197e-07,300.03786614064364,5.140862645659484e-07,300.00045309869495,0.0006957174430295389,-0.00031437585659983364,4.619047167329737e-05,-4.1806040813540623e-07,7.766090804867893,13.92398952046527,8.014313367172447,0.009687691726032335,2.6240348836656473e-05,1.823210233874346e-07,-4.005906013258979e-05,0.0004591228470991332,1.6448575796036987e-07,299.99999967822583,0.06513874550901994,3.854012887673366e-11
800,-1.8313795240592306e-07,299.85944557888195,-2.6664459019763935e-07,300.00004910321235,-0.0014045347370895186,0.00033095019321967967,4.614226524650517e-05,-4.343981696639844e-07,9.033539441589367,16.74737862451167,8.203549852672325,0.02011045775757119,3.5802407953870806e-05,2.1851549289430187e-08,4.848088398003477e-05,0.00032050515903309204,7.937781876706602e-07,299.9999998916606,0.1663600640223094,8.613086944999916e-13
900,-2.9306480870321197e-08,300.1088337695819,7.369427619508965e-08,300.0002665257849,0.0006244123778947568,0.00048822875796737826,5.577356619559912e-05,-4.84020914704501e-07,10.375693921565993,23.036294360474486,10.648661121144436,-0.010076250070954855,5.696096853721649e-05,3.716471008932735e-07,-7.875151267042932e-05,-5.738390418604311e-05,4.609186949343822e-07,299.9999995670622,0.5187920399266321,3.2948232831139325e-11
