milliseconds,APC,APC_Va,Va,Va_i_506,Va_i_306,APC_Va_i_506,APC_Va_i_306,Va_i_306_506,Va_1_306_Va_LC,Va_307_506,Va_507_679_709,APC_Va_1_306_Va_LC,Xa,Xa_Va,Xa_Va_i_506,Xa_Va_i_306_506,Xa_Va_i_306,Va_307_679_709,PT,Va_PT,Xa_Va_PT,Xa_Va_i_506_PT,Xa_Va_i_306_PT,Xa_Va_i_306_506_PT
0,2.006710878538233e-09,4.974803881623288e-12,2.0043114889253483e-08,4.1327475218717104e-11,8.905607442436589e-12,2.6558988668670526e-12,-5.242217539313589e-13,1.4064263015106963e-12,7.165165885096877e-13,2.3179849230251264e-14,3.400731644637724e-14,-3.2634961874942416e-14,0.0,0.0,0.0,0.0,0.0,2.266523484702872e-13,0.0,0.0,0.0,0.0,0.0,0.0
100,1.6730484083491564e-09,3.323427869113462e-10,1.971812755019461e-08,-3.3033339729648014e-11,-6.630100638281228e-12,8.38075540527655e-13,6.650048339648691e-14,1.9547033245957026e-12,-2.4168539633060693e-13,3.85338401542308e-14,4.284967371229755e-14,-2.594579521340987e-14,0.0,0.0,0.0,0.0,0.0,6.485266017591205e-13,0.0,0.0,0.0,0.0,0.0,0.0
200,1.4412858440090479e-09,5.473992533904959e-10,1.9377260252683073e-08,9.060867130993504e-11,2.0473925510050783e-11,4.3366141891922294e-12,1.4588304826142314e-14,7.366463375807734e-13,-6.537695874760833e-13,5.909973715520193e-14,-6.815833449649687e-14,8.181414821008641e-15,0.0,0.0,0.0,0.0,0.0,-4.686148599133709e-13,0.0,0.0,0.0,0.0,0.0,0.0
300,1.290810313313339e-09,7.011295191195291e-10,1.9127014026507785e-08,1.3613223222580883e-10,1.442510665454459e-11,2.6023736895848668e-12,4.582455194344959e-13,-9.246619133567916e-13,2.425154174945335e-13,9.911590674746914e-14,6.837257513487185e-14,-4.850353903770434e-14,0.0,0.0,0.0,0.0,0.0,-6.335975005812562e-13,0.0,0.0,0.0,0.0,0.0,0.0
400,1.1954464623113153e-09,7.986558131845148e-10,1.8929078347804154e-08,1.528161548890861e-10,3.4156847671209786e-11,5.014979023224256e-12,7.424770233433479e-13,-8.355490602374811e-13,3.047192239997885e-13,-1.071098184152302e-13,9.830444399806525e-14,5.2636208816857135e-14,0.0,0.0,0.0,0.0,0.0,-4.864286719659305e-14,0.0,0.0,0.0,0.0,0.0,0.0
500,1.1322348717158612e-09,8.59302819368152e-10,1.879772875995879e-08,3.182823713465926e-10,4.75552139018517e-11,4.733070575890238e-12,8.918444552656316e-13,1.3440251814897175e-12,5.999392128847449e-14,5.04953397369823e-14,-9.051346883878633e-14,1.6009243107878556e-14,0.0,0.0,0.0,0.0,0.0,9.326728938868382e-13,0.0,0.0,0.0,0.0,0.0,0.0
600,1.0846580494526085e-09,8.995068253281181e-10,1.8717277634704072e-08,4.0037421871753526e-10,7.81311744250327e-11,5.201652453433589e-12,1.2043923150092698e-12,3.6506717300239025e-12,5.880473069806332e-13,-3.801883420425804e-14,-7.846477028569713e-14,4.272508459273835e-14,0.0,0.0,0.0,0.0,0.0,5.341739971310227e-13,0.0,0.0,0.0,0.0,0.0,0.0
700,1.059878719986438e-09,9.236776544373219e-10,1.85200814844731e-08,4.320497883517279e-10,8.060067144097485e-11,1.5692658874099524e-11,2.121579917155271e-12,-1.0389565887968351e-12,6.08426545568031e-13,1.482463623473385e-14,8.502339770902182e-14,-1.5454268804983573e-14,0.0,0.0,0.0,0.0,0.0,3.369544067068167e-13,0.0,0.0,0.0,0.0,0.0,0.0
800,1.0463183530815566e-09,9.342967631614607e-10,1.8334096131751725e-08,5.116020142071057e-10,9.398496325656017e-11,2.0685193363211497e-11,2.7550470549038045e-12,3.6102585359505513e-13,7.519472280021044e-13,5.475517070274029e-14,1.305665034981752e-14,6.756278249580419e-14,0.0,0.0,0.0,0.0,0.0,5.767368786040328e-13,0.0,0.0,0.0,0.0,0.0,0.0
900,1.0355646416166508e-09,9.46571670969736e-10,1.8226786800605503e-08,6.245551395262848e-10,1.217982485515051e-10,2.1877866507860393e-11,3.651590046346551e-12,4.797206995379143e-12,5.825843030655543e-13,1.0823018419765636e-13,1.187460626835234e-13,4.8657458126661e-14,0.0,0.0,0.0,0.0,0.0,6.856700490544595e-13,0.0,0.0,0.0,0.0,0.0,0.0
1000,1.0228359333070722e-09,9.600718112870572e-10,1.8138674770898707e-08,6.91516746394275e-10,1.3844223586291938e-10,2.6334800187341677e-11,4.0923005027119235e-12,4.395111735816459e-12,1.4152277731091357e-12,1.2437154632085807e-13,-9.240402044273423e-14,-7.415787061289503e-15,0.0,0.0,0.0,0.0,0.0,1.604761670455879e-12,0.0,0.0,0.0,0.0,0.0,0.0
1100,1.0169476379691251e-09,9.59057482482977e-10,1.8009525640438364e-08,8.342872101132033e-10,1.6275674332333712e-10,2.887882051485089e-11,5.1542081446994725e-12,2.2049827860054136e-12,2.102802141618465e-12,-5.1607572476542097e-14,2.5903556755104912e-14,6.88806945291119e-14,0.0,0.0,0.0,0.0,0.0,1.562749508128066e-12,0.0,0.0,0.0,0.0,0.0,0.0
1200,1.004372962191618e-09,9.526165278341246e-10,1.79053806319095e-08,9.432650513195492e-10,1.7394659079925873e-10,3.763051716617221e-11,5.1974083036993896e-12,7.366842128733145e-12,2.4252452411454282e-12,2.1302575537517156e-14,1.1479534077068687e-13,5.324485744685406e-14,0.0,0.0,0.0,0.0,0.0,3.190001086534538e-12,0.0,0.0,0.0,0.0,0.0,0.0
1300,1.0040183257308557e-09,9.597028134525659e-10,1.7790860886607265e-08,9.858921369938598e-10,1.9122771967866737e-10,4.121811332540362e-11,6.017101073844402e-12,5.369830726168163e-12,3.186970889894862e-12,1.625973920973742e-13,-4.641249849426141e-14,6.420516326805582e-14,0.0,0.0,0.0,0.0,0.0,2.458575843738368e-12,0.0,0.0,0.0,0.0,0.0,0.0
1400,1.0005935215950382e-09,9.58654254240059e-10,1.7647633667427293e-08,1.0671509811412522e-09,2.0815665912868599e-10,5.3247570427936975e-11,7.305463796859748e-12,5.4180409236799336e-12,3.2477851032165094e-12,1.4276956276684426e-13,1.4195071029404676e-13,1.3573109588248764e-13,0.0,0.0,0.0,0.0,0.0,3.518895993812778e-12,0.0,0.0,0.0,0.0,0.0,0.0
1500,9.886708939708382e-10,9.424298030018004e-10,1.7597570665032588e-08,1.1283656575378775e-09,2.1045147946855766e-10,5.084152051120925e-11,7.535423634174395e-12,1.248941279866822e-11,3.3065374522174668e-12,-1.8288983302702013e-14,1.829855595265051e-13,1.6787019918140571e-13,0.0,0.0,0.0,0.0,0.0,4.2998134371108366e-12,0.0,0.0,0.0,0.0,0.0,0.0
1600,9.875630771247464e-10,9.421456949033622e-10,1.748650044768399e-08,1.2384371115008084e-09,2.343094411906295e-10,5.797423734579163e-11,8.877741593028991e-12,8.508140690110864e-12,5.077076913707035e-12,2.0655367170208655e-13,2.676472344361918e-14,1.5574765223415326e-13,0.0,0.0,0.0,0.0,0.0,4.72455991178991e-12,0.0,0.0,0.0,0.0,0.0,0.0
