milliseconds,APC,APC_Va,Va,Va_i_506,Va_i_306,APC_Va_i_506,APC_Va_i_306,Va_i_306_506,Va_1_306_Va_LC,Va_307_506,Va_507_679_709,APC_Va_1_306_Va_LC,Xa,Xa_Va,Xa_Va_i_506,Xa_Va_i_306_506,Xa_Va_i_306,Va_307_679_709,PT,Va_PT,Xa_Va_PT,Xa_Va_i_506_PT,Xa_Va_i_306_PT,Xa_Va_i_306_506_PT
1700,9.856009192187862e-10,9.300140127458369e-10,1.7350658045458886e-08,1.28895710603268e-09,2.41372112210091e-10,7.251998884173419e-11,9.493589800862191e-12,1.4920157453242287e-11,4.635716624724783e-12,8.298402630548881e-14,2.479792758761236e-13,2.4403435884358337e-13,0.0,0.0,0.0,0.0,0.0,6.117953654052888e-12,0.0,0.0,0.0,0.0,0.0,0.0
1800,9.780176464217995e-10,9.24474770521753e-10,1.7259197627004733e-08,1.3997911512186128e-09,2.6068809471477024e-10,7.149974458229584e-11,1.0495820770825906e-11,1.604585099302272e-11,5.87612639142663e-12,8.772369140546772e-14,2.8549252658352437e-13,3.036294280350832e-13,0.0,0.0,0.0,0.0,0.0,6.422362724001581e-12,0.0,0.0,0.0,0.0,0.0,0.0
1900,9.777574319946853e-10,9.194372117285679e-10,1.7195703224171196e-08,1.497515782886858e-09,2.7594410396047914e-10,8.203712201819098e-11,1.1044311327021744e-11,1.6988873958926098e-11,6.91146922561675e-12,2.476671649496985e-13,1.776783848892906e-13,2.870857448907669e-13,0.0,0.0,0.0,0.0,0.0,6.2805333901605364e-12,0.0,0.0,0.0,0.0,0.0,0.0
2000,9.804389665900457e-10,9.170800361994468e-10,1.704460836659743e-08,1.583302081997661e-09,3.037068668019465e-10,9.422718922472807e-11,1.194772236274148e-11,2.396621854130657e-11,7.774976899330741e-12,2.535376775780701e-13,4.2772157714420373e-13,3.5984891631541597e-13,0.0,0.0,0.0,0.0,0.0,8.031967897312759e-12,0.0,0.0,0.0,0.0,0.0,0.0
2100,9.842931679333238e-10,9.052362741954285e-10,1.6912505911331283e-08,1.725131103362337e-09,3.1406909996929997e-10,9.830310498843125e-11,1.2957179596387224e-11,2.4518795416081324e-11,7.708724277299843e-12,4.2251304046705815e-13,3.3981907302197743e-13,4.537975292215367e-13,0.0,0.0,0.0,0.0,0.0,8.128852501527601e-12,0.0,0.0,0.0,0.0,0.0,0.0
2200,9.851878041948994e-10,9.028746394946497e-10,1.6834406176979895e-08,1.7095267585338679e-09,3.2141427587974484e-10,1.040419587770544e-10,1.356748346435246e-11,2.9959797258612815e-11,9.525209479919338e-12,5.440400600350993e-13,3.239141260255908e-13,4.3758095514990824e-13,0.0,0.0,0.0,0.0,0.0,9.47244790690925e-12,0.0,0.0,0.0,0.0,0.0,0.0
2300,9.703422363551335e-10,8.89319278397881e-10,1.6754532969250782e-08,1.872884303256678e-09,3.352836496517278e-10,1.1414658593318992e-10,1.472280203370897e-11,3.000627155009203e-11,1.1047281281540107e-11,4.191795169166296e-13,5.403086066575992e-13,5.682110135270066e-13,0.0,0.0,0.0,0.0,0.0,9.811225187838014e-12,0.0,0.0,0.0,0.0,0.0,0.0
2400,9.644877639665808e-10,8.902633557404602e-10,1.6591743789563394e-08,1.929652456449709e-09,3.4589467236190976e-10,1.1986870427105623e-10,1.5584255938066852e-11,3.6137381374927895e-11,1.0953285947388258e-11,6.107546080853813e-13,5.195595592955193e-13,5.645084761032167e-13,0.0,0.0,0.0,0.0,0.0,1.1003764627849755e-11,0.0,0.0,0.0,0.0,0.0,0.0
2500,9.625017628141562e-10,8.806329207399325e-10,1.6604391305330453e-08,1.9812837368171663e-09,3.5786676976909275e-10,1.329421887373357e-10,1.6308003983901415e-11,3.699007304128645e-11,1.3170267528784933e-11,7.72189924428253e-13,7.996352375272115e-13,6.807229504057467e-13,0.0,0.0,0.0,0.0,0.0,1.2119467640058689e-11,0.0,0.0,0.0,0.0,0.0,0.0
2600,9.591485614238915e-10,8.769489733283976e-10,1.6424724582254946e-08,2.0442424837590018e-09,3.8586118168781627e-10,1.3215928822777022e-10,1.7353926687248324e-11,4.366405254060946e-11,1.3475617796327827e-11,8.829117447896468e-13,8.277814661265559e-13,7.64607388067981e-13,0.0,0.0,0.0,0.0,0.0,1.386970923446118e-11,0.0,0.0,0.0,0.0,0.0,0.0
2700,9.60342336649577e-10,8.646329382243487e-10,1.630044969334075e-08,2.1680375035228794e-09,4.008674532571842e-10,1.4835466509274032e-10,1.828422030983397e-11,4.86160304099011e-11,1.471820284439933e-11,9.651983781516222e-13,8.427403633843958e-13,7.565994907216816e-13,0.0,0.0,0.0,0.0,0.0,1.4879634986239764e-11,0.0,0.0,0.0,0.0,0.0,0.0
2800,9.703827084879525e-10,8.566544940277031e-10,1.620732529505714e-08,2.185757701070645e-09,3.9860083922934376e-10,1.5052791735830055e-10,1.8981709412992464e-11,5.189320759331313e-11,1.5281078078940124e-11,1.1186019841931995e-12,1.132019613962664e-12,9.055434627776584e-13,0.0,0.0,0.0,0.0,0.0,1.515663724536629e-11,0.0,0.0,0.0,0.0,0.0,0.0
2900,9.584861921111091e-10,8.616763769406283e-10,1.6207267968625794e-08,2.289856997171242e-09,4.273977312168635e-10,1.5797536243149828e-10,1.976587376449179e-11,5.7591002948052006e-11,1.738360415061724e-11,1.3179407219341693e-12,1.147223463377e-12,9.507101803144723e-13,0.0,0.0,0.0,0.0,0.0,1.6363239888658722e-11,0.0,0.0,0.0,0.0,0.0,0.0
3000,9.665868946271645e-10,8.455228324998813e-10,1.6073302277735143e-08,2.354342122328362e-09,4.22346536817795e-10,1.6940080832790172e-10,1.9504960407876932e-11,6.00502303669295e-11,1.864362756883074e-11,1.4042256190228984e-12,1.5117621462049107e-12,1.0695476340529018e-12,0.0,0.0,0.0,0.0,0.0,1.7843939405374276e-11,0.0,0.0,0.0,0.0,0.0,0.0
3100,9.536198237623672e-10,8.508791965318997e-10,1.598731597677163e-08,2.472416678035478e-09,4.529698774331007e-10,1.7978289445471993e-10,2.0878516467172216e-11,6.762206870269833e-11,1.9805681525478726e-11,1.6898491971500395e-12,1.577723638306858e-12,1.1260610586689543e-12,0.0,0.0,0.0,0.0,0.0,1.972481088556193e-11,0.0,0.0,0.0,0.0,0.0,0.0
3200,9.63044987168389e-10,8.460935588586541e-10,1.5823399111156604e-08,2.553522058688599e-09,4.596781287658246e-10,1.854461165537766e-10,2.1812820850386657e-11,7.263338215365357e-11,2.031047339238862e-11,1.782598741114716e-12,1.8550444889444725e-12,1.2877798347039782e-12,0.0,0.0,0.0,0.0,0.0,2.0688074508859668e-11,0.0,0.0,0.0,0.0,0.0,0.0
3300,9.626701165606565e-10,8.282252505156986e-10,1.5858834991858204e-08,2.6123401984898496e-09,4.590655872788481e-10,1.9260607258869416e-10,2.242356123748763e-11,7.613178117243068e-11,2.149566646655455e-11,1.9022504783330202e-12,1.866457415995402e-12,1.402731332132409e-12,0.0,0.0,0.0,0.0,0.0,2.2392540672225032e-11,0.0,0.0,0.0,0.0,0.0,0.0
3400,9.553001258216263e-10,8.303198519678658e-10,1.5636011034386922e-08,2.6820660078785103e-09,4.797194579682762e-10,2.0077493181286083e-10,2.3198710463914918e-11,8.557028432328735e-11,2.290902397028964e-11,2.0914959018507986e-12,2.160635133658281e-12,1.5339569868893179e-12,0.0,0.0,0.0,0.0,0.0,2.2648404628499504e-11,0.0,0.0,0.0,0.0,0.0,0.0
3500,9.5350267320197e-10,8.267396054326128e-10,1.567053820208442e-08,2.7482757090497693e-09,4.840598316518817e-10,2.0082870018614636e-10,2.3047868391533055e-11,8.809202406150814e-11,2.4803993664553316e-11,2.499464693118437e-12,2.4547629896453386e-12,1.6472800920432052e-12,0.0,0.0,0.0,0.0,0.0,2.4773942980437883e-11,0.0,0.0,0.0,0.0,0.0,0.0
3600,9.54192755950923e-10,8.121093015340754e-10,1.545849874454892e-08,2.749159038398142e-09,4.965740522474414e-10,2.1458768483275326e-10,2.3877574763108764e-11,9.570268414326463e-11,2.6986299684215964e-11,2.689569541630784e-12,2.631878636331798e-12,1.7566156499056222e-12,0.0,0.0,0.0,0.0,0.0,2.5767307514597407e-11,0.0,0.0,0.0,0.0,0.0,0.0
3700,9.391859313441476e-10,8.127568742789832e-10,1.5380585482274905e-08,2.8248921777007683e-09,5.064061516055999e-10,2.1902432647609095e-10,2.4429076162782656e-11,1.016480905501745e-10,2.7537090139445487e-11,2.9614173369831723e-12,2.9893868857814304e-12,1.8418817968602648e-12,0.0,0.0,0.0,0.0,0.0,2.6569549359315626e-11,0.0,0.0,0.0,0.0,0.0,0.0
3800,9.41603330450161e-10,8.034580468984555e-10,1.535384059050431e-08,2.8880756029943017e-09,5.281472876070977e-10,2.30848138807892e-10,2.543096838762195e-11,1.0469239526826331e-10,3.013019965208316e-11,3.1835666496587286e-12,3.356162896114402e-12,2.004429627706242e-12,0.0,0.0,0.0,0.0,0.0,2.91059412877661e-11,0.0,0.0,0.0,0.0,0.0,0.0
3900,9.382637170141227e-10,7.881583253634852e-10,1.5269978929057603e-08,3.0445025101064302e-09,5.385813193328856e-10,2.381798656755212e-10,2.5559769428476422e-11,1.1735165989606948e-10,3.14166490077233e-11,3.652098106561538e-12,3.6938183778612924e-12,2.1360135803048397e-12,0.0,0.0,0.0,0.0,0.0,2.974231505146906e-11,0.0,0.0,0.0,0.0,0.0,0.0
4000,9.482291483639975e-10,7.802411677929073e-10,1.5101420041776058e-08,3.084614356056799e-09,5.440372950971873e-10,2.4515194753292227e-10,2.6353385813049008e-11,1.2034838127268264e-10,3.38580216827633e-11,3.808102676442349e-12,3.8556890180225946e-12,2.3523211567757846e-12,0.0,0.0,0.0,0.0,0.0,3.0977011210109555e-11,0.0,0.0,0.0,0.0,0.0,0.0
4100,9.411862579710875e-10,7.761991094789142e-10,1.515763261784503e-08,3.1520315724828265e-09,5.625207289758956e-10,2.4915269437269427e-10,2.6932702964202002e-11,1.2635774585740096e-10,3.435245127700356e-11,4.146277390006307e-12,4.2060718192284465e-12,2.5154845881590888e-12,0.0,0.0,0.0,0.0,0.0,3.2584761047280985e-11,0.0,0.0,0.0,0.0,0.0,0.0
4200,9.401926470855408e-10,7.697617290375125e-10,1.4919553843849967e-08,3.1689485551470005e-09,5.661598036173404e-10,2.6160968031754426e-10,2.8027148866805053e-11,1.3461014064356672e-10,3.6488789065281236e-11,4.524047771292542e-12,4.6278983636227975e-12,2.6589003395906664e-12,0.0,0.0,0.0,0.0,0.0,3.5356482578956945e-11,0.0,0.0,0.0,0.0,0.0,0.0
4300,9.440710335310056e-10,7.681788074935369e-10,1.486330163776635e-08,3.2948807689099083e-09,5.70067054124258e-10,2.656603936451847e-10,2.822707364181306e-11,1.4325994929986811e-10,3.8830355997558876e-11,4.946379458609772e-12,5.0341407529144015e-12,2.8109193602028232e-12,0.0,0.0,0.0,0.0,0.0,3.5597565243958796e-11,0.0,0.0,0.0,0.0,0.0,0.0
4400,9.405715548542348e-10,7.691923735506235e-10,1.48129604879805e-08,3.3740515824228153e-09,5.84847917773646e-10,2.7641763977210765e-10,2.862625205545736e-11,1.500166068187692e-10,4.0654291163474016e-11,5.37961744639636e-12,5.4654439016310015e-12,2.9536810109937915e-12,0.0,0.0,0.0,0.0,0.0,3.7397450206453336e-11,0.0,0.0,0.0,0.0,0.0,0.0
4500,9.265749071326944e-10,7.601796896708656e-10,1.4700741535277186e-08,3.3584461815940036e-09,6.029703132953726e-10,2.761076892856131e-10,2.9819631994338505e-11,1.5580118841350038e-10,4.2431979179213185e-11,5.844149297534684e-12,5.904834469958664e-12,3.082772712896405e-12,0.0,0.0,0.0,0.0,0.0,3.947470854664343e-11,0.0,0.0,0.0,0.0,0.0,0.0
4600,9.280769489129638e-10,7.498666363956453e-10,1.4635016964776873e-08,3.494917186566652e-09,6.097180709132222e-10,2.837278638800943e-10,2.969208667624464e-11,1.6573887619105048e-10,4.379265924550507e-11,6.261221879407728e-12,6.328991168050719e-12,3.358663792870821e-12,0.0,0.0,0.0,0.0,0.0,4.1696206457296904e-11,0.0,0.0,0.0,0.0,0.0,0.0
4700,9.371068933007152e-10,7.527056046088022e-10,1.4617433628062751e-08,3.5041948598517794e-09,6.0952412113563e-10,2.9610231195840743e-10,3.071327865758834e-11,1.734524055159768e-10,4.641889385359327e-11,6.722288302637941e-12,6.7309478267380455e-12,3.4827142450237095e-12,0.0,0.0,0.0,0.0,0.0,4.342435273757792e-11,0.0,0.0,0.0,0.0,0.0,0.0
4800,9.290916714925684e-10,7.417835847265026e-10,1.4425502728754298e-08,3.619935485850014e-09,6.215276905876248e-10,2.964128309071222e-10,3.098197369585478e-11,1.811064682896596e-10,4.892106865520755e-11,7.264292295183941e-12,7.2675285459578505e-12,3.689826330324663e-12,0.0,0.0,0.0,0.0,0.0,4.4504359858838033e-11,0.0,0.0,0.0,0.0,0.0,0.0
4900,9.275065931559103e-10,7.34090268562702e-10,1.4365418206372309e-08,3.6159083663712175e-09,6.261281887175609e-10,3.0653022372721874e-10,3.1205218857718564e-11,1.9066951960619483e-10,4.986218836889989e-11,7.770323946908033e-12,7.745829654905737e-12,3.839930348097038e-12,0.0,0.0,0.0,0.0,0.0,4.658774307749304e-11,0.0,0.0,0.0,0.0,0.0,0.0
5000,9.33698913345656e-10,7.312386308079087e-10,1.4338151612072198e-08,3.6721658693572237e-09,6.366010583494879e-10,3.164046628363162e-10,3.224955498495801e-11,2.0268335698511968e-10,5.271371661836143e-11,8.273192776935536e-12,8.262780535400676e-12,4.022669648422085e-12,0.0,0.0,0.0,0.0,0.0,4.793793606197346e-11,0.0,0.0,0.0,0.0,0.0,0.0
