milliseconds,APC,APC_Va,Va,Va_i_506,Va_i_306,APC_Va_i_506,APC_Va_i_306,Va_i_306_506,Va_1_306_Va_LC,Va_307_506,Va_507_679_709,APC_Va_1_306_Va_LC,Xa,Xa_Va,Xa_Va_i_506,Xa_Va_i_306_506,Xa_Va_i_306,Va_307_679_709,PT,Va_PT,Xa_Va_PT,Xa_Va_i_506_PT,Xa_Va_i_306_PT,Xa_Va_i_306_506_PT
0,1.9961971573626847e-09,3.4222743915065537e-12,1.99431762171763e-08,3.385327361542176e-11,-1.493325731844062e-12,8.955899087820536e-13,8.833650857050059e-14,2.1522934668383166e-12,-3.98930787780652e-13,8.793809209668609e-14,3.532821194886402e-14,-3.1155289536650385e-14,0.0,0.0,0.0,0.0,0.0,2.688598073884729e-13,0.0,0.0,0.0,0.0,0.0,0.0
100,1.666282488462844e-09,3.344691609324102e-10,1.959809086766266e-08,6.870550342164117e-11,1.0083933786177749e-11,3.944261746663721e-12,-7.866322986752218e-15,-3.808815548962343e-14,3.951184976330203e-13,1.0530683547361855e-13,-1.066280296379906e-14,-3.022699395398457e-14,0.0,0.0,0.0,0.0,0.0,3.2564444800915454e-13,0.0,0.0,0.0,0.0,0.0,0.0
200,1.4458705201350301e-09,5.457625583623206e-10,1.933774406802679e-08,5.3014687777389527e-11,1.8359237257946452e-11,-3.962013576806964e-12,3.443838876735806e-13,-1.7020288205143089e-12,-4.854812693158693e-13,-1.0349134085967597e-14,5.0615144012707767e-14,3.0426389354604914e-14,0.0,0.0,0.0,0.0,0.0,1.0229793961636661e-13,0.0,0.0,0.0,0.0,0.0,0.0
300,1.2921267501420966e-09,6.91044852745952e-10,1.9114235814565113e-08,1.462906992241325e-10,2.885605549202424e-11,1.2034293413847143e-12,5.391736766802709e-14,-2.687177154984575e-12,-5.328399733301608e-13,-2.568656189347563e-14,8.949351171159272e-14,5.129410105617142e-16,0.0,0.0,0.0,0.0,0.0,5.390347925594825e-13,0.0,0.0,0.0,0.0,0.0,0.0
400,1.1943001221178593e-09,7.948690221527893e-10,1.8931687397894087e-08,2.3053691286272517e-10,4.1803273885985577e-11,1.079519028588701e-12,7.058096109485207e-13,7.683306337510239e-13,4.380764246060433e-13,-1.8306233777841117e-14,-7.154846678683515e-14,3.8275669929751544e-14,0.0,0.0,0.0,0.0,0.0,5.125615260927774e-14,0.0,0.0,0.0,0.0,0.0,0.0
500,1.1277017701366938e-09,8.643316107390715e-10,1.8855380508620482e-08,2.6847914553702996e-10,5.5283026133088466e-11,3.1068505624601925e-12,8.78688092300978e-13,2.8507210002385547e-12,-1.444100959039165e-13,1.635927012741389e-14,-4.313879901428887e-14,3.4301631570068183e-15,0.0,0.0,0.0,0.0,0.0,-3.098775473763905e-13,0.0,0.0,0.0,0.0,0.0,0.0
600,1.088087888727038e-09,9.021402455456991e-10,1.8604959566810285e-08,3.2434222142238344e-10,6.954454311486468e-11,8.169201191173109e-12,1.898185553177875e-12,-1.5447240333672504e-14,1.1446240784575042e-12,-7.600653395692561e-14,1.3012385676655797e-14,2.3434921437183112e-14,0.0,0.0,0.0,0.0,0.0,4.855716073746863e-13,0.0,0.0,0.0,0.0,0.0,0.0
700,1.0650716751315782e-09,9.30997993617104e-10,1.85255823811005e-08,5.013294469537968e-10,8.197714122605012e-11,1.0490974495337533e-11,1.837462544341915e-12,1.6164993070449513e-12,5.863413049084817e-13,8.003668827037464e-14,6.910370579134166e-14,-4.142901312543725e-14,0.0,0.0,0.0,0.0,0.0,6.244515136605317e-14,0.0,0.0,0.0,0.0,0.0,0.0
800,1.0503041681488684e-09,9.397519245473647e-10,1.833041221309658e-08,5.209101883858024e-10,9.795489132829988e-11,1.9339606935663505e-11,2.477960354377834e-12,2.436950228145899e-12,1.6423901710687817e-12,5.3397237734887506e-14,1.4958835468462535e-14,-3.0808414796759856e-14,0.0,0.0,0.0,0.0,0.0,1.3320347668827469e-12,0.0,0.0,0.0,0.0,0.0,0.0
900,1.0293922291181704e-09,9.548906884678119e-10,1.8304675256455583e-08,6.11598626077199e-10,1.112810212968199e-10,1.9574883815424203e-11,2.8802367870178583e-12,3.0551434116325204e-12,1.2229725996381857e-12,1.164764920256029e-13,8.741710987026743e-14,7.384062236699836e-14,0.0,0.0,0.0,0.0,0.0,1.2851390339853429e-12,0.0,0.0,0.0,0.0,0.0,0.0
1000,1.0240488695583457e-09,9.60883885829605e-10,1.8101826516643034e-08,7.294735081694844e-10,1.3163955020116478e-10,2.6356725121042434e-11,3.848045254388917e-12,2.1250286785551604e-13,1.4932597436075417e-12,-5.803619132854349e-15,9.488717663717658e-14,-1.7092265619947088e-14,0.0,0.0,0.0,0.0,0.0,2.2224241223147937e-12,0.0,0.0,0.0,0.0,0.0,0.0
1100,1.0026573896042244e-09,9.5237523163046e-10,1.808891277945694e-08,8.172110318688963e-10,1.6042062658561346e-10,3.035537629343073e-11,4.820605104418824e-12,2.6009941825517323e-12,2.4143464719185976e-12,-4.531839271978814e-14,-3.508687074664197e-14,-5.196089611076304e-15,0.0,0.0,0.0,0.0,0.0,2.135483608936906e-12,0.0,0.0,0.0,0.0,0.0,0.0
1200,1.000243274119596e-09,9.594447101063476e-10,1.7954170327052018e-08,9.136801548188696e-10,1.7283911584329043e-10,3.6537733470753075e-11,5.9216717382485435e-12,4.780333416467023e-12,1.8523021039959864e-12,-6.816810960597764e-14,2.5225002145832387e-14,3.680279294198833e-14,0.0,0.0,0.0,0.0,0.0,3.1327239956399947e-12,0.0,0.0,0.0,0.0,0.0,0.0
1300,9.901228174999052e-10,9.475252977056438e-10,1.7881418597856534e-08,1.0014370634513536e-09,1.822045359700067e-10,4.522225903199179e-11,5.816935632895318e-12,7.96314964575735e-12,2.5674315234724965e-12,-5.368628553279013e-14,6.860519099097392e-14,1.1555997345122812e-13,0.0,0.0,0.0,0.0,0.0,2.928660632636605e-12,0.0,0.0,0.0,0.0,0.0,0.0
1400,9.879616529991928e-10,9.427500595657512e-10,1.7628105997278336e-08,1.0982687734643894e-09,1.9343486031630814e-10,5.233480067274254e-11,7.365084273660476e-12,6.34929667131448e-12,4.139701155262844e-12,5.277559157431142e-14,8.181413505979096e-15,1.0424355696569476e-13,0.0,0.0,0.0,0.0,0.0,3.354318263483649e-12,0.0,0.0,0.0,0.0,0.0,0.0
1500,9.910348581068063e-10,9.424457889943412e-10,1.7563083155712998e-08,1.1749519059662661e-09,2.0856490837682178e-10,5.871992028770555e-11,7.79452223637018e-12,1.0448182699711895e-11,3.6427175700875996e-12,2.2031050039371185e-13,5.064470654811171e-14,1.9529705746107282e-13,0.0,0.0,0.0,0.0,0.0,3.5464664892131318e-12,0.0,0.0,0.0,0.0,0.0,0.0
1600,9.962041048620837e-10,9.39222808158921e-10,1.7455473969938614e-08,1.3017821402534534e-09,2.3174271793969427e-10,6.200387491997091e-11,8.986494035022627e-12,1.059082054170895e-11,5.36793297644951e-12,1.531679582824935e-13,2.027593230889407e-13,1.4991726897250507e-13,0.0,0.0,0.0,0.0,0.0,4.283490374252631e-12,0.0,0.0,0.0,0.0,0.0,0.0
1700,9.823210570926594e-10,9.395024141028319e-10,1.7408774715796966e-08,1.3516105631098077e-09,2.4554248602977764e-10,6.434379733352824e-11,9.370441601148612e-12,1.3421661986426803e-11,5.341923694907128e-12,2.357302186512383e-13,1.0345042646112223e-13,2.1879963806180554e-13,0.0,0.0,0.0,0.0,0.0,5.612773919742315e-12,0.0,0.0,0.0,0.0,0.0,0.0
1800,9.884105648483857e-10,9.296444758353009e-10,1.7333820116815174e-08,1.4541847259064149e-09,2.5925886651916735e-10,7.878535246875119e-11,1.0696437890847413e-11,1.807625786090663e-11,6.244596903391766e-12,2.10916736076643e-13,2.9090615516656003e-13,2.4596554306484986e-13,0.0,0.0,0.0,0.0,0.0,5.4615135918865435e-12,0.0,0.0,0.0,0.0,0.0,0.0
1900,9.747002253921432e-10,9.23086572507682e-10,1.7130588578938113e-08,1.5198508369696326e-09,2.8807590987200965e-10,8.600487660984069e-11,1.1228432290577787e-11,1.6111076398562836e-11,7.267742991515673e-12,2.7582440320308885e-13,1.8967952174906393e-13,2.708256362247004e-13,0.0,0.0,0.0,0.0,0.0,6.9090708373705485e-12,0.0,0.0,0.0,0.0,0.0,0.0
2000,9.85737090526063e-10,9.129377556480026e-10,1.7130347512140614e-08,1.5904742442604163e-09,2.876119996760691e-10,8.601390139064346e-11,1.1935001176794127e-11,1.82703823877298e-11,8.163854837510836e-12,2.0660805566540609e-13,3.098575554358037e-13,3.7468931089224357e-13,0.0,0.0,0.0,0.0,0.0,7.470072395985685e-12,0.0,0.0,0.0,0.0,0.0,0.0
2100,9.737790743644613e-10,9.131411052686516e-10,1.6972873066778094e-08,1.6979207459433453e-09,3.1977934901120965e-10,9.747012455659855e-11,1.2713332230373492e-11,2.4824938440625094e-11,7.971628876877695e-12,4.0057553459670394e-13,2.7107773947296596e-13,3.576155276946353e-13,0.0,0.0,0.0,0.0,0.0,8.759806685104673e-12,0.0,0.0,0.0,0.0,0.0,0.0
2200,9.77932469535272e-10,8.99476328197799e-10,1.6886298981829468e-08,1.7558125870935602e-09,3.217172601275743e-10,1.0523111025677968e-10,1.3763860696678505e-11,2.8263942238179266e-11,9.438372121554185e-12,4.659695793736643e-13,4.53960682192637e-13,4.066971960823037e-13,0.0,0.0,0.0,0.0,0.0,9.994559828659493e-12,0.0,0.0,0.0,0.0,0.0,0.0
2300,9.820749836250303e-10,9.050354799272542e-10,1.679140277699482e-08,1.8662431781606862e-09,3.4778724077727816e-10,1.1442740321031219e-10,1.507015572149422e-11,3.155355267120459e-11,1.044856331203101e-11,5.648083740146417e-13,5.073625886487303e-13,5.193592338634007e-13,0.0,0.0,0.0,0.0,0.0,1.108694458633284e-11,0.0,0.0,0.0,0.0,0.0,0.0
2400,9.75687066578294e-10,8.968184590968598e-10,1.6723636937359417e-08,1.89016365528721e-09,3.6158095557482577e-10,1.2028433174777068e-10,1.5712534184331912e-11,3.628403317323514e-11,1.074552611862287e-11,6.007380469369563e-13,6.640343600123921e-13,6.035703080660625e-13,0.0,0.0,0.0,0.0,0.0,1.0844763264290821e-11,0.0,0.0,0.0,0.0,0.0,0.0
2500,9.653178119471074e-10,8.843724285916194e-10,1.6599705153754772e-08,2.0163795722449396e-09,3.6326511534745833e-10,1.2536080813440462e-10,1.609570257260789e-11,3.978014317696973e-11,1.2953020903590066e-11,6.894638952517783e-13,6.609596057895329e-13,7.119121408095442e-13,0.0,0.0,0.0,0.0,0.0,1.1795588109135423e-11,0.0,0.0,0.0,0.0,0.0,0.0
2600,9.693668664047896e-10,8.796060358489818e-10,1.6439887600103934e-08,2.0513764158879555e-09,3.7690570690444816e-10,1.3795582258867527e-10,1.668430411292485e-11,4.116504346896387e-11,1.3125958843236098e-11,7.46204982645816e-13,9.276465355909974e-13,7.2599318471829e-13,0.0,0.0,0.0,0.0,0.0,1.3002322033455276e-11,0.0,0.0,0.0,0.0,0.0,0.0
2700,9.733868749978137e-10,8.682660638516066e-10,1.638834904292913e-08,2.116732377468399e-09,3.9509361068386385e-10,1.437483260364175e-10,1.7675456158979216e-11,4.5891460403627335e-11,1.4230136892484688e-11,1.0683248395702768e-12,1.0635712521435527e-12,8.666496285593165e-13,0.0,0.0,0.0,0.0,0.0,1.421282370601861e-11,0.0,0.0,0.0,0.0,0.0,0.0
2800,9.653034904907307e-10,8.709744857429883e-10,1.629821740239047e-08,2.2004789596468466e-09,4.1120208162863074e-10,1.5025064526062352e-10,1.831312979320111e-11,5.274209852195634e-11,1.618843679657295e-11,9.784537010174088e-13,1.1628139513280436e-12,8.829873874506895e-13,0.0,0.0,0.0,0.0,0.0,1.5249726091021742e-11,0.0,0.0,0.0,0.0,0.0,0.0
2900,9.572524735070055e-10,8.532904358297537e-10,1.6109468623817947e-08,2.3266253281737957e-09,4.1895985262749157e-10,1.6026614068327313e-10,1.9725066454964602e-11,5.580311112932161e-11,1.723046786172375e-11,1.2724728839274283e-12,1.3226170056055839e-12,9.55426674752549e-13,0.0,0.0,0.0,0.0,0.0,1.6627184662176024e-11,0.0,0.0,0.0,0.0,0.0,0.0
3000,9.57813764265531e-10,8.443034006359898e-10,1.6046827796726267e-08,2.4113131581007673e-09,4.3452398311732693e-10,1.6737868026318176e-10,1.9976875682878703e-11,6.015059209320538e-11,1.879362541240073e-11,1.4786005619218705e-12,1.3339141321493564e-12,1.0967337067899763e-12,0.0,0.0,0.0,0.0,0.0,1.8202469510976173e-11,0.0,0.0,0.0,0.0,0.0,0.0
3100,9.580379040834289e-10,8.505698409336072e-10,1.5961181254850328e-08,2.4554919102853556e-09,4.370999229858308e-10,1.7370229823903615e-10,2.0217956207555667e-11,6.402407718254238e-11,1.94493660135858e-11,1.5166747723393465e-12,1.6342663990240771e-12,1.2372092118021557e-12,0.0,0.0,0.0,0.0,0.0,1.9541377800661833e-11,0.0,0.0,0.0,0.0,0.0,0.0
3200,9.535765619552104e-10,8.4389713904999e-10,1.59316717187536e-08,2.5462309683160884e-09,4.5982868435121147e-10,1.7851957344170051e-10,2.13480555428979e-11,7.229953001958375e-11,2.0916757795871748e-11,1.8856443321998654e-12,1.86265135463911e-12,1.2856718892624876e-12,0.0,0.0,0.0,0.0,0.0,2.0013506208413876e-11,0.0,0.0,0.0,0.0,0.0,0.0
3300,9.570069234060642e-10,8.247581598153058e-10,1.5734440240734567e-08,2.546770353573472e-09,4.664675332614186e-10,1.880794272923311e-10,2.2256525269663406e-11,7.472574248054883e-11,2.2232654489026135e-11,1.950640973903143e-12,1.975675773101072e-12,1.4093621686352386e-12,0.0,0.0,0.0,0.0,0.0,2.097878344419337e-11,0.0,0.0,0.0,0.0,0.0,0.0
3400,9.593563710250098e-10,8.22260288402741e-10,1.5765811567598267e-08,2.6432456196068926e-09,4.788690410462484e-10,1.9665537796205302e-10,2.2999898410835117e-11,8.475206262230575e-11,2.3458440293557788e-11,2.119938600657269e-12,2.2088342063313733e-12,1.5535145269760998e-12,0.0,0.0,0.0,0.0,0.0,2.365349004259274e-11,0.0,0.0,0.0,0.0,0.0,0.0
3500,9.485300616857222e-10,8.15176907217771e-10,1.5601880473195662e-08,2.6779657300680784e-09,4.803871604136938e-10,2.1024403275810898e-10,2.356610550645914e-11,8.560786758863695e-11,2.5393724879885143e-11,2.3345425644327848e-12,2.3655324265751867e-12,1.6856168977456187e-12,0.0,0.0,0.0,0.0,0.0,2.436889199734721e-11,0.0,0.0,0.0,0.0,0.0,0.0
3600,9.572504473876504e-10,8.171817026743008e-10,1.5576722813714766e-08,2.7768500381125535e-09,5.090955359306716e-10,2.0941267106686887e-10,2.4262681121080655e-11,9.7529989110101e-11,2.7223785397683573e-11,2.6845815307456417e-12,2.786995511285973e-12,1.8075226476878111e-12,0.0,0.0,0.0,0.0,0.0,2.547165568174323e-11,0.0,0.0,0.0,0.0,0.0,0.0
3700,9.497417452887606e-10,8.115222859214601e-10,1.5426873819556154e-08,2.822636027163448e-09,5.199200765344523e-10,2.1646209094450695e-10,2.5055747596565332e-11,1.0187379311364445e-10,2.7982787689688192e-11,3.0324310779652244e-12,2.95110919588314e-12,1.9423414628017004e-12,0.0,0.0,0.0,0.0,0.0,2.7571572780382192e-11,0.0,0.0,0.0,0.0,0.0,0.0
3800,9.427240638475116e-10,8.01226997635283e-10,1.53384874314495e-08,2.9014259974533296e-09,5.240592181533772e-10,2.2832293170244003e-10,2.542570762713473e-11,1.0764149392154485e-10,2.9751456273214985e-11,3.343585754380298e-12,3.274918608424094e-12,2.066337943130704e-12,0.0,0.0,0.0,0.0,0.0,2.867130113811255e-11,0.0,0.0,0.0,0.0,0.0,0.0
3900,9.408070456816861e-10,7.909632178201824e-10,1.521455289944472e-08,2.9896897722519267e-09,5.388081947241905e-10,2.3419185552726166e-10,2.5844723338489264e-11,1.1353879796459345e-10,3.114964705034207e-11,3.501566916512757e-12,3.5351510044169463e-12,2.131514155396744e-12,0.0,0.0,0.0,0.0,0.0,2.9761559810486936e-11,0.0,0.0,0.0,0.0,0.0,0.0
4000,9.327587684449252e-10,7.800496714360956e-10,1.5217170332603022e-08,3.0520118999633165e-09,5.485381614134556e-10,2.458669731878087e-10,2.6716216263804883e-11,1.2096891436346086e-10,3.345968168839978e-11,3.874879121009738e-12,3.994345066625111e-12,2.3385914362332836e-12,0.0,0.0,0.0,0.0,0.0,3.1345006618242253e-11,0.0,0.0,0.0,0.0,0.0,0.0
4100,9.41812322963043e-10,7.822350028959997e-10,1.5019437429570073e-08,3.1211423706379037e-09,5.599102596510257e-10,2.4830087733900557e-10,2.7025118233831272e-11,1.3030521652135865e-10,3.484978877883813e-11,4.21631807194785e-12,4.330993067906818e-12,2.53830373487937e-12,0.0,0.0,0.0,0.0,0.0,3.343722492387145e-11,0.0,0.0,0.0,0.0,0.0,0.0
4200,9.310467071887125e-10,7.779562738782728e-10,1.5005805482200534e-08,3.2292803917779314e-09,5.640962300053615e-10,2.540960389457428e-10,2.7529444981333697e-11,1.3592692653537896e-10,3.617945451056302e-11,4.751191279609854e-12,4.7263150662806245e-12,2.6069317572546917e-12,0.0,0.0,0.0,0.0,0.0,3.442121516672453e-11,0.0,0.0,0.0,0.0,0.0,0.0
4300,9.341141114076797e-10,7.741741393345545e-10,1.4935525323198388e-08,3.2294414581248707e-09,5.7145707162494e-10,2.6502880092390387e-10,2.8023069957371395e-11,1.415209128703556e-10,3.9332454227307283e-11,5.058816953925943e-12,4.918373997608809e-12,2.7965182449030654e-12,0.0,0.0,0.0,0.0,0.0,3.592812989496674e-11,0.0,0.0,0.0,0.0,0.0,0.0
4400,9.302370309179473e-10,7.628093928251404e-10,1.4814400257021086e-08,3.3843690060356607e-09,5.835087229998261e-10,2.7071328878250286e-10,2.9019805053422782e-11,1.4854643128006845e-10,4.0016029118766925e-11,5.3938208860282416e-12,5.3386740829858874e-12,3.0017562646639346e-12,0.0,0.0,0.0,0.0,0.0,3.7383648383270567e-11,0.0,0.0,0.0,0.0,0.0,0.0
4500,9.237968848181522e-10,7.613774543812356e-10,1.4724766759957005e-08,3.415612689580918e-09,5.904171354119659e-10,2.77300241007259e-10,2.926659373101354e-11,1.6071952689678157e-10,4.2155123093162614e-11,5.8583201948857734e-12,5.815489992106791e-12,3.16111732295175e-12,0.0,0.0,0.0,0.0,0.0,3.9180188832239287e-11,0.0,0.0,0.0,0.0,0.0,0.0
