miliseconds,Hsp70,HSF,S,Hsp70_HSF,Hsp70_S,HSF_3,HSE,HSF_3_HSE,mRNA
0,2.734103232193756,0.33127091842115747,0.00017572903766730313,76.4589507831279,-0.0034046605536462776,0.05352081402079586,18.984018590841153,1.016048864223561,1.016029664336561
100,2.7387425602026965,0.33359052642707665,0.008626718264358707,76.45790374724254,0.005679834075542946,0.053516473090876544,18.98399584717902,1.0160323701724379,1.0160307478370578
200,2.737221350265533,0.3342321373566521,0.01496973085910498,76.45628141753066,-0.0016982523401430664,0.05353046017303193,18.98400659802612,1.016039552033206,1.016029785759991
300,2.7348748336887376,0.33815542909033725,0.019524654736632355,76.45371000827829,0.004434763776624057,0.05351193448635286,18.983980604096875,1.0160262975638417,1.0160290178726674
400,2.7288323564097894,0.3393397600253359,0.023593631859536446,76.4500956480032,0.019178155593310733,0.053523264760073,18.983999420745818,1.016011569054503,1.0160290852286495
500,2.7258375350346546,0.343442939429171,0.025827381764632364,76.44779858064145,0.021987870417611854,0.053548792031771014,18.98399193570449,1.0160426281494854,1.0160308961469315
600,2.7170082951094554,0.34686667674320554,0.028475814332608967,76.44538515130083,0.035921276308304856,0.053533093289715714,18.984016074596617,1.0160171743070412,1.0160290380324222
700,2.7122195569487615,0.35174892977292577,0.02957979055003687,76.44092662098141,0.04571609009338768,0.05355189336014089,18.983976051014448,1.016046738698473,1.0160300912212685
800,2.7109922534250286,0.35476663773713,0.03111821869592964,76.43771129879806,0.05223000278098336,0.053575880537261346,18.98400701436735,1.0160459317666222,1.0160302299992214
900,2.7064583388960366,0.357415884760887,0.03157204086856305,76.43295110270715,0.051627430805301265,0.053605734379638954,18.98399364580642,1.0160194045117674,1.0160298330948387
1000,2.70023070420551,0.3608435963481118,0.03202783848449264,76.4324312122371,0.0635426365420009,0.053613507212417054,18.983995882160137,1.0160369369354798,1.016030844624078
1100,2.6895128825109036,0.3640126272586027,0.032759068401691564,76.42833425774312,0.079990368724867,0.05363278355693917,18.983983236365546,1.0160713281785818,1.016029466790475
