miliseconds,Hsp70,HSF,S,Hsp70_HSF,Hsp70_S,HSF_3,HSE,HSF_3_HSE,mRNA
0,2.7304587027069656,0.33178653950515485,0.00010388401369268048,76.45790469104492,0.0008028860404050999,0.05352428057451801,18.98398206062939,1.0160224876254929,1.0160306102888441
100,2.731045575217354,0.3323680980760905,0.008885623309157594,76.45850885807909,-0.002525555808327125,0.05352631560311359,18.98400522479822,1.0160198334308637,1.0160293440878905
200,2.738071666438518,0.33591419139532114,0.015201604920860999,76.45550484524126,-0.002005068406954364,0.053527798216677414,18.98400848002527,1.0160521383719368,1.0160298589250505
300,2.726214506431445,0.3366472760436155,0.019518790132355617,76.45476216403533,0.004801096454614452,0.053532861030739363,18.98401366792317,1.016033184450085,1.0160300149894486
400,2.728522397282749,0.34138426102308334,0.023767329063770187,76.45217281903845,0.02114651821464749,0.05354778735677314,18.983998425738257,1.0160164218251457,1.0160295649457753
500,2.723390840053577,0.34455627424622737,0.025904521343236037,76.4466787531085,0.023065000731241646,0.05352347814489507,18.98398806667115,1.016050957860145,1.0160289819147519
600,2.720029158976533,0.34581836116749654,0.028018101355037583,76.44550463562544,0.027679818703570534,0.05355567831350114,18.983995212719105,1.0160187822401539,1.0160298448689893
700,2.7102542859621526,0.34931238464299735,0.029509027343398324,76.44187676209476,0.040378680331171465,0.053575525421088184,18.983989064232254,1.0160400552730788,1.0160310781900384
800,2.7097201066257486,0.35483389551664085,0.03078069022037663,76.43666204908993,0.04787149721313834,0.053586407918445135,18.9839777740853,1.0160324341468896,1.0160296988085147
900,2.701100601421305,0.3573760928692642,0.03144013284091444,76.43500773062647,0.0565063844198983,0.05357653490833926,18.983975245126096,1.0160182218544955,1.0160308817476338
1000,2.7011046410699127,0.3603502729791412,0.03266490706673451,76.42960307532672,0.0725180096905231,0.053598842473551615,18.983975947321678,1.0160662085317493,1.0160304285230912
1100,2.688853974730448,0.36320022785324524,0.03281365032307237,76.42825382107988,0.0769166250742413,0.053639061589301026,18.98396160412704,1.0160679137330322,1.0160309005862236
1200,2.6828500652543603,0.36594495568808943,0.033447166841869665,76.42393499513142,0.08948121121613783,0.05366146736153541,18.983991005021487,1.0160576147704627,1.0160298121628681
1300,2.6823398382968953,0.3674995254924068,0.033442680930946274,76.42185070627362,0.09700951652877249,0.05367986237396664,18.98395302648593,1.0160805585979538,1.0160302399424803
1400,2.6698112650364316,0.36989127028945146,0.03371598145465039,76.4205015938236,0.10730619007320477,0.05367567403904603,18.9839360708854,1.0160874898411683,1.0160303673414055
1500,2.668853933919189,0.3731496818653553,0.03408182022743765,76.41635936334762,0.11250266405991075,0.05372825388475162,18.983928818807392,1.0160954272464786,1.0160309622104657
