miliseconds,Hsp70,HSF,S,Hsp70_HSF,Hsp70_S,HSF_3,HSE,HSF_3_HSE,mRNA
0,2.7397206468672324,0.3325315038847097,-1.0254777417934897e-05,76.45988507592706,-0.0016163295255286945,0.053524750290717134,18.98401132644661,1.0160470900767742,1.0160291098030554
100,2.737301539143002,0.33147821206037265,0.008476118228068657,76.45865394890305,-0.003595505187326308,0.05353665820343011,18.983993577288892,1.0160507462326194,1.016030853493878
200,2.7378140052567956,0.3359638490300548,0.015107270556858643,76.4578917705579,-0.0006372582963033169,0.053524145920485544,18.98400814290217,1.0160131693627061,1.0160301112267016
300,2.7270715698307435,0.3372903541433643,0.01958039892383912,76.45501113561238,0.013576393534427298,0.053538558959119985,18.98399116180105,1.0160073118280006,1.016029922129683
400,2.724415499005356,0.3391917530192882,0.023356749436470117,76.45031249833119,0.01823834986472252,0.053547923616378314,18.98397905926575,1.0160513364484591,1.0160294129031096
500,2.7262487079641073,0.3430891154330492,0.025989990887416506,76.44604121079253,0.02167644730527992,0.053538019646127415,18.98401333811912,1.016031165076816,1.016029393166873
600,2.7205292749426313,0.34800304895556655,0.028451522760791634,76.44526456434492,0.02807427557118072,0.05353430224537379,18.984009209821508,1.0160564168562205,1.0160298389619262
700,2.715021702478318,0.3495300474741849,0.02997042692157873,76.44068469867902,0.03609962440989593,0.05357421198554386,18.98397293018305,1.0160457940910714,1.0160296414114327
800,2.708133781509824,0.3540728931550594,0.03076768331108821,76.43584062172684,0.045269503778188655,0.05356560631243944,18.984007557411246,1.0160258861402391,1.016030027270536
900,2.7083142040888055,0.35755569228143563,0.031470660617495136,76.43309435309622,0.052300130615397754,0.05359872550085007,18.9839730301323,1.016061586466655,1.0160301742308975
1000,2.6924272177405024,0.36066003513995226,0.03242509093149229,76.42993990981259,0.06498221784768686,0.053619881490891474,18.98399418239133,1.01604676825619,1.0160295148359029
1100,2.687271860054017,0.3636270645358717,0.03305525722534229,76.42703229448598,0.07865829936396652,0.053628887927016554,18.983976198084253,1.016041476003294,1.016029724477033
1200,2.6900266319796526,0.3666706422562697,0.03329930410969385,76.42632072083167,0.08749743389076438,0.05363989447910976,18.98396754226859,1.0160487923664312,1.016031072236875
1300,2.679585490311561,0.36840469956374067,0.033621782394716644,76.42142299029219,0.0891795504220437,0.053670783817821706,18.98394251192239,1.0160468442791404,1.0160298310063531
1400,2.670301461009737,0.37174190868734447,0.03358399123895437,76.42041380332942,0.10864262916399381,0.05369698960721231,18.98395194169138,1.0161007998364064,1.0160298255141518
1500,2.666430624560032,0.37244992906798224,0.03405206193393919,76.41806943310222,0.11680206861385449,0.05372959605640818,18.98395890252619,1.0160947809063636,1.016029921777064
1600,2.6542841519981395,0.37496530365505654,0.03423324362511165,76.4138971409295,0.1283466387233998,0.0537333853058042,18.983911695493568,1.0161166808642161,1.0160303418101124
1700,2.6511358621969876,0.3778406143956921,0.0342673000540575,76.41196037935718,0.12873857595929514,0.05377206259167058,18.983891883270665,1.0160999951075473,1.0160307455050317
1800,2.6372757449021647,0.3804849514335107,0.03414041738187924,76.4096243350047,0.14157391799196656,0.053798276545836715,18.983904124203065,1.0161246446217895,1.0160308446862694
1900,2.633904637954589,0.38205803478956674,0.03442039825741863,76.40740039083953,0.14935653969464627,0.053834717679760065,18.98386207380746,1.0161667821352138,1.0160319121883348
2000,2.629763422072221,0.38417847203308847,0.034355469761927465,76.40544320091291,0.16419087505850263,0.0538369476301774,18.98385149104138,1.0161832652968819,1.016033049802438
