miliseconds,TF,TF_VII,VII,TF_VIIa,VIIa,Xa,IIa,TF_VIIa_X,X,TF_VIIa_Xa,IX,TF_VIIa_IX,IXa,II,VIII,VIIIa,IXa_VIIIa,IXa_VIIIa_X,VIIIa1_L,VIIIa2,V,Va,Xa_Va,Xa_Va_II,mIIa,TFPI,Xa_TFPI,TF_VIIa_Xa_TFPI,ATIII,Xa_ATIII,mIIa_ATIII,IXa_ATIII,IIa_ATIII,TF_VIIa_ATIII,mw4e2cf0b0_bd70_45a4_9e60_eba82fa5c3e4,mw469042d3_a94f_4ebe_af1c_1ead580aad2a,mw6c404de5_5b24_48d6_a0c4_5491e07b1f72,mw8c2b9a07_22c3_4912_adb1_167a38ea4cb3,mw819d0d09_05ba_4674_85ba_5c9439fb77f4,mw2be3652b_79af_4228_9d1c_9d65c7d0c70f,mw6a63ae22_6bb4_4dcf_992f_9287439dd556,mwcefd1303_4967_4502_af6d_e75c88c4d548,mwe043d306_ffdd_447b_9826_4df8abbece4d,mw6591152c_8b5a_4c9b_b095_956988a01ba0,mwe51f72d2_84fb_4b43_b900_521410fdf99c,mw72ca05d8_25b0_4765_ba03_a6a0eb846aa0,mwe70b2c96_44b9_48eb_967a_7eb850a916a6,mw64e9cef3_5dd3_43f3_ad04_58e8fc07a91b,mw6d041b25_87db_4394_9b8b_7ac61e01f359,mwd68cbf38_9266_4dfb_aa00_f817c3421aec,mwa6be116e_72f1_439e_bca6_eb61f79cc68e,mw6a8501d2_9479_41ae_8616_1e8d0e1bbfa9,mw3cec90c2_500e_4f30_b6be_325ef5194755,mwedf22864_05a0_40c3_a0d5_ede45a3e7e8f,mwd3e1ba39_ab10_4702_addd_fb6a7e184a4b,mwfa9d903a_b5e5_4a38_a649_dfe4719577aa,mw2e632a32_3823_4933_95cb_19567cbcc66a,mw8bdbd17d_f542_4b8c_88c6_a82eaf997a43,mw18e5caa7_26eb_4521_b217_da75bb3193ad,mwf5c3f9df_7ccf_4ca7_b241_471a66720da8,mwa4fcfa0c_6944_42fc_8c74_7865f13953c8,mwe0bb059d_deaa_45fa_b7dc_ec1c4409c4ca,mw7a1594c9_f04f_478c_9f5f_ccbe0b95a820,mwbdb849d8_2b25_4551_8de8_adc8bead2303,mw931f65a6_3967_4ac2_9904_ba791b216fc2,mw85e2714d_e6e5_47d5_9ffc_d90573faebe1
0,0.0010163392201285436,-1.4542217164573533e-06,5.833283632631316,8.052553007057567e-09,0.05835351522240077,-9.088779359204154e-07,-2.285718547351904e-08,1.0206663516214687e-08,93.33258006574586,2.7897809601644622e-08,52.49956251782596,-8.441316784615947e-10,8.128324089206664e-09,816.6598612023682,0.408329958640907,-1.950303544740829e-08,2.231591034151842e-16,1.642297066637835e-16,-1.9882941626134916e-10,1.3195821596785486e-10,11.666569445074783,1.04404018304698e-10,-7.51250401939254e-16,-4.549002447753534e-16,8.911756854210917e-15,1.4583211816103385,-4.3350255063779176e-10,1.637053669624309e-08,1983.3168056937502,3.308266990671584e-09,-1.9850002581021442e-17,-9.382082794520123e-12,7.193679644030449e-11,3.6298546103081852e-12,0.0,198.3316805693286,0.0,262.497812518229,0.0,0.0,0.0,0.0,18.083182640144667,0.0,0.0,0.0,0.0,3.8455261582683547e-10,-1.1899451143848013e-05,0.2916642380731178,-7.262071588408039e-10,34.999708335451146,1.3001444045223133e-10,2.413153135639521e-11,5249.956251868433,-9.311389670075742e-07,2.0202605340285144e-20,-2.274607952350649e-18,-1.638624924312919e-21,1.1257796315311443e-20,-2.250740292021333e-26,2.3302027450538895e-26,7.795282050050987e-09,2.796152505293318e-08,3.0477596750240805e-12,3.613422279138236e-08
100,0.001014640364815798,2.508651354419435e-06,5.833282508472229,3.8273261092736336e-07,0.05471587930980395,2.2449210922762086e-08,1.3899523017168515e-08,6.009103730309782e-08,93.32897732298255,1.5516956150513085e-08,52.49956251025233,2.8583141321081263e-09,-1.910038602578038e-08,816.6598611429406,0.4083299067091898,2.025738234096306e-08,-1.4131569042913616e-15,3.528191168230468e-18,-4.4723779269364606e-11,-1.6625185958548913e-10,11.666569445187708,-6.968458296149048e-11,-6.808221316157647e-16,4.156522334071823e-16,5.800396219950996e-15,1.4583211349729273,1.0936544563040702e-09,-1.9123265566640336e-08,1983.3168056929078,-2.8304965505835708e-09,-4.4114676860829426e-18,-1.775547052922574e-11,-3.8127311672799926e-10,1.2353466867686132e-11,0.0,198.3316805693286,0.0,262.497812518229,0.0,0.0,0.0,0.0,18.083182640144667,0.0,0.0,0.0,0.0,-5.038695224249038e-10,0.0036037839472576427,0.29166423596995433,-9.217649206141464e-10,34.99970833584049,-3.0282402681541677e-11,-3.70294923819439e-11,5249.956251857418,-5.357019664374908e-07,1.93817618199581e-20,1.5131569027393867e-19,-2.1857435451860884e-21,-2.009450801877054e-20,9.859470161133753e-26,3.639333244300395e-26,-9.622916292041736e-09,3.372514033935845e-08,5.876892788265058e-12,3.6140057734426554e-08
200,0.0010098574430268611,4.52164908825548e-06,5.8332814119645615,7.611645327283091e-07,0.054736550395033993,-7.232228656849006e-07,3.4850933888648656e-08,1.1755181430741678e-07,93.32893371360402,6.021170243914455e-08,52.49956246838334,1.3702431751768794e-08,-1.488325015444344e-08,816.6598611672847,0.40832994394151645,2.8285911752659148e-08,2.8314122837993147e-16,1.6753473598512932e-16,2.4113263545363285e-10,-2.1077870760744368e-10,11.666569445027998,-1.1036809367269891e-11,3.204817298729251e-16,-5.114917595075779e-16,1.8707797813462208e-15,1.4583211881288665,6.761196749142452e-10,-1.1765949122307592e-08,1983.3168056974705,3.215735441066522e-09,1.1236525192393841e-17,1.720807661447603e-11,-5.454217518445496e-11,-8.279354627318857e-11,0.0,198.3316805693286,0.0,262.497812518229,0.0,0.0,0.0,0.0,18.083182640144667,0.0,0.0,0.0,0.0,7.776288944218887e-10,0.003615604611673779,0.29166423800560937,-1.5072951436134885e-09,34.999708335596914,-1.3926154025951319e-10,4.8671595236125687e-11,5249.956249209357,-1.374386948448779e-06,-8.18910147679816e-21,1.4502396853574944e-18,-3.26935338683622e-22,-1.8485715435138298e-20,1.78802087106834e-25,-1.0417026073762287e-26,-9.03379502243416e-09,-5.102142462063647e-08,-2.5310031785064657e-12,3.398066403431868e-08
300,0.0010084713268596838,5.66206385283915e-06,5.833277299847215,8.712934335396844e-07,0.05471362248556622,-8.940831419308405e-07,4.404068163593421e-08,2.4211975673707337e-07,93.3289311745184,8.899676106159324e-08,52.49956249133435,2.04150704773894e-08,1.3488621291328311e-08,816.6598611709272,0.4083298905083533,1.2514926255662096e-08,3.532891485498917e-15,-2.924057484623417e-16,4.5981098955719e-11,2.753014571859843e-10,11.666569445116435,-1.0774709896195328e-11,3.6904347013700117e-16,7.886862943967979e-17,4.347752980241956e-16,1.4583211338726472,3.5547361228941773e-10,9.649720123977867e-09,1983.3168056964807,1.2890612716134598e-09,8.215687181179413e-18,1.3128816768578951e-11,2.901055380172258e-10,-1.1037563480202439e-10,0.0,198.3316805693286,0.0,262.497812518229,0.0,0.0,0.0,0.0,18.083182640144667,0.0,0.0,0.0,0.0,-1.586887073953255e-09,0.0035991587618002703,0.2916642341853869,2.608426236492302e-10,34.99970833566822,-3.099762468258052e-10,4.553032746130136e-11,5249.95625064318,-1.264577092250668e-06,-2.2294023705793493e-20,-9.528553045958422e-20,7.041223620285342e-22,-2.6615239378433534e-20,2.0900292637976724e-26,1.5194845134892468e-28,1.4049818115644454e-08,5.183601016091623e-09,5.799103937514075e-12,5.166789568906555e-08
400,0.0010041780272681958,1.0426489314167365e-05,5.833275518848641,1.1742060747147683e-06,0.05472582488688176,1.004136460095373e-06,-1.5454916473588083e-08,3.1651668841888795e-07,93.32896157542046,2.3019667981593192e-07,52.49956245216338,2.4171722961714274e-08,2.033888268318225e-08,816.6598611158663,0.4083298965335085,-1.8877764032979208e-08,-2.6673032374331657e-15,-2.1192826691204201e-16,-2.645555618869833e-11,2.042347056410074e-10,11.666569445302574,2.647238512991818e-10,9.738139222464274e-16,3.2810318945805193e-16,4.446679295935278e-15,1.458321140441459,-5.552216590258832e-10,-3.579160011962201e-09,1983.316805693489,1.6397765266009717e-09,-3.218768540844689e-17,8.333029487095061e-12,-3.762342869532372e-10,2.2263750571171152e-10,0.0,198.3316805693286,0.0,262.497812518229,0.0,0.0,0.0,0.0,18.083182640144667,0.0,0.0,0.0,0.0,1.1148671159544096e-09,0.003589158498739584,0.29166423598512364,5.890191797386314e-10,34.99970833599168,1.6089231984015601e-12,-1.84257303986452e-11,5249.956250518594,7.003082187560901e-07,1.6368644386002345e-20,-2.2822204529501817e-18,1.5210762306407697e-21,3.1464025801568793e-20,-2.050565260412298e-25,8.94137280575754e-27,-3.6437449893075243e-09,2.7408076011330764e-08,-4.977384641954493e-12,4.878366792314904e-08
500,0.001003004342495182,1.3671594771764863e-05,5.833272245468632,1.2736362769103714e-06,0.05472242330663582,-5.882764675369668e-07,-2.996407079145637e-08,4.2494192217707115e-07,93.32893263782965,2.6668351875859266e-07,52.49956248018149,3.300856672281894e-08,2.124823105261845e-08,816.6598611419253,0.4083299226101559,2.1722146495374267e-08,2.0883739147400444e-15,-2.625693056794378e-16,2.914139735063058e-10,4.9859049816635207e-11,11.666569445012268,-2.3666461315390257e-10,-5.900863670877624e-16,-3.528147463938216e-16,5.213154722876885e-15,1.458321164164082,-4.2142901238035314e-10,5.253535211447185e-09,1983.3168056958136,6.891252673379727e-10,1.8250429953028624e-17,1.5265215954313956e-11,-4.6543090385040027e-10,2.439492797488232e-10,0.0,198.3316805693286,0.0,262.497812518229,0.0,0.0,0.0,0.0,18.083182640144667,0.0,0.0,0.0,0.0,1.418152214924845e-10,0.0035908377521147563,0.29166423415681886,9.360286942192652e-10,34.99970833572848,-9.850659390899274e-11,-3.136775407159194e-11,5249.956249892794,-1.4274541872579571e-06,1.6383812471945592e-20,-4.729566016912779e-19,1.0442658200782417e-21,6.963516189125598e-21,9.36257491239189e-26,-3.304919785517386e-26,2.144520019614494e-08,-9.839211359533855e-09,-3.668227874293499e-12,4.491082852144002e-08
600,0.0009999423500270937,1.3474381775992918e-05,5.8332698864181145,1.7021078701925705e-06,0.054745573196515906,1.0025115322433537e-06,3.2245113984074164e-10,4.495284023985499e-07,93.32896099921722,3.8501377717947365e-07,52.49956244184041,3.534810890616326e-08,5.423671861849476e-09,816.6598611375981,0.4083299121657552,3.505926112918425e-08,3.4625086171907734e-15,2.518080104267939e-17,-7.890582641560119e-11,-2.430387532176342e-10,11.666569445209346,2.7323745233841894e-11,-1.0486853165961874e-15,-3.2623802706730935e-17,-2.689928173001091e-15,1.458321184552003,-5.608712586570801e-10,2.1075747872219e-08,1983.3168056949517,-1.418196982064302e-10,1.5940387620972687e-17,1.5393256959559942e-11,-2.6300469285145864e-10,5.274797873851103e-10,0.0,198.3316805693286,0.0,262.497812518229,0.0,0.0,0.0,0.0,18.083182640144667,0.0,0.0,0.0,0.0,3.169729383009142e-09,0.003604264611156092,0.2916642351570629,1.357512987336117e-09,34.99970833601874,2.4835354384842397e-10,3.4810647610067434e-11,5249.956248724405,-1.7116445874594219e-06,-3.657567627152303e-21,1.0093904888403043e-18,1.814632819339697e-21,-2.060007255780329e-20,1.9977434890005931e-25,2.6025202003338976e-26,1.8947199384443295e-08,1.6990450084781536e-08,-3.7755696121612784e-12,-3.332367826613169e-08
700,0.000996504196994012,1.6629433549716276e-05,5.833267436402278,1.7351373737754782e-06,0.05472818512442669,1.7309508956798268e-06,1.0103434237877562e-08,4.951260131930702e-07,93.32893855150867,4.504669738540245e-07,52.49956244790815,4.29003760220469e-08,1.7882753223019817e-08,816.6598611331726,0.40832987988045866,2.5365517438128538e-08,-2.6862761228161867e-15,1.0528739738045093e-16,2.717639319595198e-10,-1.8472985694593822e-10,11.666569445012122,4.2006468539283524e-11,-5.168193199446766e-16,-2.5481853947405394e-16,-8.429971039039992e-15,1.4583211676049683,3.058205823307983e-10,4.2116337358063356e-08,1983.3168056940237,2.5553490557343503e-10,-2.098043436886588e-17,-8.21702378965112e-12,-4.538837377631206e-10,3.245110731232017e-10,0.0,198.3316805693286,0.0,262.497812518229,0.0,0.0,0.0,0.0,18.083182640144667,0.0,0.0,0.0,0.0,5.836782733746968e-09,0.003585524672613307,0.29166423489331306,-1.2160723994216228e-09,34.99970833551979,-1.1800161269168781e-10,-1.5546098507665987e-11,5249.956252074019,-9.285449874539502e-07,-5.924352734707772e-21,1.161984027201744e-18,-1.5828395198590663e-21,4.597363138271302e-21,1.7601977192244389e-25,-1.7714496928102813e-26,-9.7740846937108e-09,2.517968758916111e-09,1.9489336417050093e-12,1.0929573933004466e-08
800,0.000993518510920691,1.9781742934564362e-05,5.833266062075398,2.0369610950735294e-06,0.05472836834224277,1.8507662297896462e-06,2.642389725352606e-08,6.358567506525532e-07,93.32893319210605,5.097298279892246e-07,52.49956239985438,4.687437700679144e-08,6.073143250895787e-08,816.6598611740775,0.4083298748024781,-4.326635183253287e-09,-7.056677282740282e-16,-2.8016817727911476e-16,2.3651464497418266e-10,-2.6597475848282665e-10,11.666569445176048,1.1013000536411043e-11,-1.1832325562770134e-15,-3.835650507704208e-16,5.360346985894491e-15,1.4583211135662555,7.122577101355095e-10,6.407824220086901e-08,1983.3168056946945,4.250288039692394e-09,9.961803706038242e-19,2.0482519400376746e-11,-6.80308814551099e-11,8.191986485213063e-10,0.0,198.3316805693286,0.0,262.497812518229,0.0,0.0,0.0,0.0,18.083182640144667,0.0,0.0,0.0,0.0,8.408392032291241e-09,0.0036016465143732875,0.29166423410389797,6.481759672104504e-10,34.99970833579454,-3.012243727167247e-10,8.48080720591867e-12,5249.956249485941,1.3962827288378205e-07,1.9233901330564397e-20,1.4831882444230743e-18,-7.829317034008535e-22,3.250832758392238e-20,-2.0116646535175018e-25,3.4196697063086574e-26,2.85114221136408e-08,1.5347398920056594e-08,-3.735535111931818e-12,5.0061390689019433e-08
900,0.0009931578833836572,2.0895684946923048e-05,5.83326475962454,2.434686167111114e-06,0.05474617162923852,1.8622048813270822e-06,-1.9654668012840642e-08,6.766773823478344e-07,93.3289570135242,5.836468167077116e-07,52.499562376493216,5.1133220969086606e-08,4.031778437179697e-08,816.6598611398041,0.40832993379348664,-2.123579696370113e-08,-2.5854658612923526e-16,3.2899966563462714e-16,-2.1410604050194344e-10,-2.2476594776611373e-10,11.666569444999512,2.0628244920493306e-10,-5.094528707244778e-17,-1.1440895052813487e-16,2.5880708424521746e-15,1.4583211082166112,1.0339407457967997e-09,8.328641646238935e-08,1983.3168056886122,-2.0803715973997466e-09,-8.26098577016002e-18,-4.327060327294993e-12,2.476316982901001e-10,5.200607314105114e-10,0.0,198.3316805693286,0.0,262.497812518229,0.0,0.0,0.0,0.0,18.083182640144667,0.0,0.0,0.0,0.0,6.870019606015637e-09,0.003584571158473585,0.2916642380406768,8.235735544152062e-11,34.99970833549278,-2.2749687964602113e-10,-4.6963646281561104e-11,5249.9562486730565,-1.4091702318890555e-07,-9.745498847867219e-21,2.1308857008306753e-18,-8.87850189314252e-22,1.95438299746716e-20,-5.62657648917107e-26,-3.848650182281981e-27,2.7886533092663112e-08,6.664288168136536e-08,6.7452855788223985e-12,5.65280215096673e-08
