milliseconds,TF,TF_VII,VII,TF_VIIa,VIIa,Xa,IIa,TF_VIIa_X,X,TF_VIIa_Xa,IX,TF_VIIa_IX,IXa,II,VIII,VIIIa,IXa_VIIIa,IXa_VIIIa_X,VIIIa1_L,VIIIa2,V,Va,Xa_Va,Xa_Va_II,mIIa,TFPI,Xa_TFPI,TF_VIIa_Xa_TFPI,ATIII,Xa_ATIII,mIIa_ATIII,IXa_ATIII,IIa_ATIII,TF_VIIa_ATIII,mw4e2cf0b0_bd70_45a4_9e60_eba82fa5c3e4,mw469042d3_a94f_4ebe_af1c_1ead580aad2a,mw6c404de5_5b24_48d6_a0c4_5491e07b1f72,mw8c2b9a07_22c3_4912_adb1_167a38ea4cb3,mw819d0d09_05ba_4674_85ba_5c9439fb77f4,mw2be3652b_79af_4228_9d1c_9d65c7d0c70f,mw6a63ae22_6bb4_4dcf_992f_9287439dd556,mwcefd1303_4967_4502_af6d_e75c88c4d548,mwe043d306_ffdd_447b_9826_4df8abbece4d,mw6591152c_8b5a_4c9b_b095_956988a01ba0,mwe51f72d2_84fb_4b43_b900_521410fdf99c,mw72ca05d8_25b0_4765_ba03_a6a0eb846aa0,mwe70b2c96_44b9_48eb_967a_7eb850a916a6,mw64e9cef3_5dd3_43f3_ad04_58e8fc07a91b,mw6d041b25_87db_4394_9b8b_7ac61e01f359,mwd68cbf38_9266_4dfb_aa00_f817c3421aec,mwa6be116e_72f1_439e_bca6_eb61f79cc68e,mw6a8501d2_9479_41ae_8616_1e8d0e1bbfa9,mw3cec90c2_500e_4f30_b6be_325ef5194755,mwedf22864_05a0_40c3_a0d5_ede45a3e7e8f,mwd3e1ba39_ab10_4702_addd_fb6a7e184a4b,mwfa9d903a_b5e5_4a38_a649_dfe4719577aa,mw2e632a32_3823_4933_95cb_19567cbcc66a,mw8bdbd17d_f542_4b8c_88c6_a82eaf997a43,mw18e5caa7_26eb_4521_b217_da75bb3193ad,mwf5c3f9df_7ccf_4ca7_b241_471a66720da8,mwa4fcfa0c_6944_42fc_8c74_7865f13953c8,mwe0bb059d_deaa_45fa_b7dc_ec1c4409c4ca,mw7a1594c9_f04f_478c_9f5f_ccbe0b95a820,mwbdb849d8_2b25_4551_8de8_adc8bead2303,mw931f65a6_3967_4ac2_9904_ba791b216fc2,mw85e2714d_e6e5_47d5_9ffc_d90573faebe1
0,0.0010160127591382002,-9.426762891018274e-07,5.8332851914152,-1.4869762851914782e-08,0.058352316683750675,-2.391253058618331e-07,4.8183817010180364e-08,-6.258977962898752e-09,93.33257874865127,1.274208061047497e-08,52.499562477623584,-2.4136834102821724e-09,4.77699937240201e-10,816.6598611220259,0.40832991040522804,1.6218571951130305e-08,1.3272297596011612e-16,-1.0503399977211652e-16,1.620840910006232e-10,2.004656635232682e-11,11.66656944542034,-2.915093830923778e-11,-9.407612968936948e-16,-1.5676623841211748e-16,4.516726400645388e-15,1.4583211840024872,-8.411487791957159e-10,-1.372469040369618e-08,1983.3168056911534,-3.449578007611011e-09,2.6356161803339303e-18,6.783458877142951e-12,-3.745263295091826e-10,-1.6253187806256256e-10,0.0,198.3316805693286,0.0,262.497812518229,0.0,0.0,0.0,0.0,18.083182640144667,0.0,0.0,0.0,0.0,1.1165182644928026e-09,5.834994672975165e-07,0.2916642369571289,-5.376056018937594e-11,34.999708335784945,-1.8079750043849557e-10,-4.2761437079980855e-11,5249.956249936084,4.776499815198034e-07,-1.8042788587051242e-20,1.9540785648318952e-18,-5.258147436993451e-22,-2.575240607629349e-21,9.230594756482636e-26,2.5153832837337145e-26,-5.236434685656749e-09,-2.472933289636174e-08,-3.75678787772141e-12,4.6810236886784696e-08
100,0.0010128867601662485,2.2038748190233527e-06,5.833281435113969,4.923479357956814e-07,0.05475661015532991,-2.79525264950089e-07,-1.3335782292639497e-08,9.46291652868249e-08,93.32895260976821,4.520464469677487e-08,52.4995625167947,8.762812257475788e-09,-4.1997122055160635e-09,816.6598611524064,0.40832994946196965,1.1454360114590146e-08,2.1862488339954134e-15,2.707303648595713e-16,1.5657576065407373e-10,1.4077394677166776e-10,11.66656944522992,-1.089235287330207e-10,1.1174402657856637e-15,-4.889530633400156e-16,5.221011440985759e-15,1.4583212009382622,3.814193532392504e-10,2.321193438877312e-08,1983.3168056915054,3.8853909786233493e-10,-2.3347354634981815e-17,1.4469755224929e-12,3.662545677425012e-10,-1.7747881522141395e-10,0.0,198.3316805693286,0.0,262.497812518229,0.0,0.0,0.0,0.0,18.083182640144667,0.0,0.0,0.0,0.0,-2.781502786853902e-09,0.0036228967093542863,0.29166423749909604,1.5918788828678561e-09,34.99970833575835,-4.460768887391689e-11,2.37884841337402e-11,5249.956250712198,1.388080364954928e-07,-9.689522500895133e-21,4.903497442779429e-19,7.941118486993492e-22,1.8447409117968398e-20,1.1303132180467212e-25,9.612429567252664e-28,-1.4015020951379445e-08,4.102602716288842e-08,-6.7446979932855e-12,-3.562912385978021e-08
200,0.0010115336909690567,5.419136630674105e-06,5.8332783520287546,7.793906588388573e-07,0.05473228536710009,4.5535684657285867e-07,-4.84065495759058e-08,9.824567229016799e-08,93.32895664529684,4.7395148487264454e-08,52.49956251423321,1.2788293194673538e-08,1.1800997744123295e-08,816.6598611211249,0.4083299719099706,-2.2381446240578854e-08,-3.229138668137982e-15,-2.85529851106949e-16,5.958373133044903e-11,5.020113627696948e-11,11.666569445254062,-2.375025855158525e-10,8.426310435143724e-16,2.611804573308741e-16,9.393170509779043e-15,1.4583212076775227,1.026140967802485e-09,4.049727267299333e-09,1983.316805695877,3.6356531608167465e-10,-3.1255338858645513e-17,-1.8166620500081575e-11,-2.1722718683276385e-10,5.6333358650262086e-11,0.0,198.3316805693286,0.0,262.497812518229,0.0,0.0,0.0,0.0,18.083182640144667,0.0,0.0,0.0,0.0,1.3248528080922243e-09,0.003591460081446766,0.29166423715584405,5.4454730938492e-10,34.999708335835834,-3.13682580542508e-10,-5.247688115428749e-11,5249.956249707517,-1.5797648357358056e-06,-1.8528368622467258e-20,-3.179853787680191e-19,1.5144549335310684e-21,3.1112402615473085e-20,1.2667846172002214e-25,-2.930069292353436e-26,-2.6752986024649966e-09,-5.393050469339944e-10,3.907115294253923e-12,-4.206703307377953e-08
300,0.0010088190274742189,5.739998447398502e-06,5.833278568053461,9.893850203954154e-07,0.05472034524511823,5.570560049851097e-07,3.7429108013337426e-08,2.5730034622461137e-07,93.3289723865185,1.0757197489238155e-07,52.49956249912749,1.7964895088604975e-08,1.5523389810513278e-08,816.6598611260366,0.40832991073733416,3.642075810654189e-08,3.3007572483796005e-15,3.3904572649302215e-16,7.256149197501369e-11,1.5273249032575745e-10,11.66656944513668,7.22202675559677e-11,-1.0279095035946171e-15,3.0757649521335645e-16,2.009837834204085e-15,1.4583211498199313,2.846255431845181e-10,2.7182566010321847e-08,1983.3168056897337,-8.457201694258041e-10,1.4508135641481825e-17,8.656435964608082e-12,4.219767412697919e-10,-1.2641400195937282e-10,0.0,198.3316805693286,0.0,262.497812518229,0.0,0.0,0.0,0.0,18.083182640144667,0.0,0.0,0.0,0.0,3.759660430000829e-09,0.0035785277559774098,0.29166423702234623,-1.22368189013781e-09,34.99970833564046,2.8108277660993215e-10,-2.5284235237648544e-12,5249.95625082499,-1.7464792719251504e-06,-2.2524843980259396e-20,2.3090703016245616e-18,-2.4909945761114615e-21,2.1244627980345354e-20,-1.8293684017676989e-25,-2.83792748590453e-26,-1.4075442146354989e-08,8.761484531604332e-09,-4.708423496912625e-13,4.291500591471741e-08
400,0.001004635555046357,1.0113270673581769e-05,5.8332767688486005,1.1685648366524276e-06,0.05470822665790445,7.431397848037707e-08,-5.019094032215449e-08,2.737964629796559e-07,93.32894772943374,1.6308880212813354e-07,52.4995624676414,2.19103788023971e-08,-8.938508023234738e-09,816.6598611430683,0.4083299205396639,-3.677696199591811e-08,-2.5564232735010054e-15,3.0661162563274683e-16,2.0710365713888903e-10,-7.886932954881389e-11,11.666569445473572,-6.35131604417055e-11,-6.867000329496534e-16,4.635053134516005e-16,6.38433867282315e-15,1.4583211724023504,7.337583102861988e-10,1.0960918002248973e-08,1983.316805697579,2.7279137125471854e-09,3.6060282944896583e-17,1.554205744336051e-11,-1.547727738270191e-10,1.565524306118426e-10,0.0,198.3316805693286,0.0,262.497812518229,0.0,0.0,0.0,0.0,18.083182640144667,0.0,0.0,0.0,0.0,3.3721133172262646e-09,0.0036026990114773607,0.291664237468069,-1.4130577376001014e-09,34.99970833598535,-1.0542654496715998e-10,-1.1775760669241038e-11,5249.956251487432,5.992492670922791e-07,4.901822529203935e-21,1.572983678011559e-18,1.6543545590249259e-21,-2.651221709251169e-20,-6.506271439139922e-26,-1.78603516698928e-26,9.911503911199442e-09,-2.832614801405469e-08,-6.880994177307169e-13,-4.6782429782486935e-08
500,0.001003353470906361,1.095501822810941e-05,5.833271175576671,1.3058814276866953e-06,0.05471870193109885,4.0800722799027475e-07,-3.696923618136622e-08,3.6323633327519476e-07,93.32897159336652,2.8942185534729146e-07,52.49956247623995,2.784011546287183e-08,1.914931722811849e-08,816.6598612124637,0.4083298964864463,-1.8456749000967907e-09,2.2489450642636233e-15,1.1219390206753931e-17,2.2941999084038423e-10,1.6511376093545575e-10,11.666569445500865,-1.8477591579052607e-11,-7.024288431880005e-16,1.5211061959442877e-16,-8.087444441090431e-15,1.4583211399677642,7.733559303574647e-10,-1.4177425161902832e-08,1983.3168056918466,-3.139647129508005e-09,5.751959407970613e-18,-1.3264482476978908e-11,1.212164979325018e-10,2.3767872291640127e-12,0.0,198.3316805693286,0.0,262.497812518229,0.0,0.0,0.0,0.0,18.083182640144667,0.0,0.0,0.0,0.0,3.853375421163747e-09,0.003601162510439831,0.2916642359085282,1.5803794574350775e-09,34.999708335400086,1.2507207452305844e-11,-1.3837698194625627e-12,5249.9562485815695,2.967528952122512e-07,8.450387796017473e-21,2.1678683906393405e-18,-7.361875891973884e-22,-1.9593467164725375e-20,-4.9007769336874934e-26,6.911914756179576e-27,1.7284211751419808e-08,4.1628850048976994e-08,4.127599156065336e-12,3.9022590250311464e-08
600,0.0009991646420049272,1.5137752295799634e-05,5.833271324631572,1.5065988718403972e-06,0.054721974345034674,7.549601341999887e-07,-3.8775407975435455e-08,4.59653358202096e-07,93.32897876370141,3.1168452095146547e-07,52.49956245977205,3.960106397139864e-08,4.0351939347753036e-08,816.659861146313,0.40832990453460255,3.253627294702089e-08,-8.448707857074347e-17,8.959515173394426e-17,-2.0510021302656618e-10,3.09492003415161e-10,11.66656944532647,-1.7164241130784834e-10,8.963841064467947e-17,4.414293789659472e-17,-8.308940799928119e-15,1.4583211414019743,-4.412182428271974e-10,1.9222330300326815e-08,1983.3168056941208,1.704276200546119e-09,2.4631068072237625e-17,-1.0466095458088132e-11,-6.823049464115425e-11,3.8352025456649654e-10,0.0,198.3316805693286,0.0,262.497812518229,0.0,0.0,0.0,0.0,18.083182640144667,0.0,0.0,0.0,0.0,4.041403240646681e-09,0.0036248978162572005,0.2916642369681389,1.3565804732131495e-09,34.99970833540208,-2.432126909851146e-10,3.16633513666708e-11,5249.956252150257,3.1964692942150907e-07,-1.199263218282709e-20,-3.1602417174770307e-19,-4.287510778789809e-23,3.1220896531879047e-20,2.15303341305432e-26,-4.039320626110001e-26,3.044893130134362e-09,-2.4904908828996123e-08,-5.616818872103035e-12,-2.084343117431944e-08
700,0.0009954546466610403,1.8137885432487095e-05,5.833267898347425,1.910954413121781e-06,0.05474268292790455,6.677408318832043e-07,-2.109004812458776e-09,5.613867405455753e-07,93.3289648886662,4.492550933116066e-07,52.499562421528346,4.386136856796558e-08,2.340715946067229e-08,816.6598611667473,0.4083299702118399,1.966396752267826e-08,-4.931167900961053e-17,-2.591653715177881e-16,-1.3276442778936155e-10,-1.4968912798607932e-10,11.666569445267172,1.8773567664588971e-10,-6.837538705468104e-16,-3.474150669655882e-16,9.528124989037037e-15,1.4583210980287418,-4.964621035860648e-10,3.6376245683540073e-10,1983.3168056880095,3.6986347542196947e-09,-2.37234247235613e-17,-3.487415227780763e-12,3.3768465996560737e-10,7.366764788188024e-10,0.0,198.3316805693286,0.0,262.497812518229,0.0,0.0,0.0,0.0,18.083182640144667,0.0,0.0,0.0,0.0,7.434052441826686e-09,0.003605357358289251,0.2916642363778419,9.811809965620943e-10,34.99970833595999,5.446516641697443e-11,1.6701301665798682e-11,5249.956249416751,6.248257365800708e-07,-1.664582977961011e-20,-9.629132217473492e-19,2.5300606441571167e-22,-7.514863437363496e-21,-1.2391960940811313e-25,-3.77901540678989e-26,1.676945611857343e-08,2.5962315584417296e-08,3.826903061469382e-12,2.0482771342916794e-08
800,0.0009946170991520752,1.9739584460889935e-05,5.8332640959140925,2.2390539324808607e-06,0.054743632807869376,1.3831657496142703e-06,4.8246166875988624e-08,6.620266682719367e-07,93.3289331965912,4.859863756235856e-07,52.49956238451829,4.650326853336811e-08,6.231357050356103e-08,816.6598611397541,0.408329898146067,-1.9619384080162436e-08,-1.6134147317639986e-15,-1.4722861344588279e-16,-1.34003615753787e-10,4.946748971258667e-11,11.666569445043839,2.3799923090027193e-10,6.59562497646905e-17,1.4417189231511177e-16,-1.8508410547912036e-15,1.4583211397006348,4.042493911631781e-10,8.148615205938555e-08,1983.3168056926736,-2.4778812305655877e-09,3.526942819013429e-17,1.892116753977181e-11,2.502175100926367e-10,8.122669723279731e-10,0.0,198.3316805693286,0.0,262.497812518229,0.0,0.0,0.0,0.0,18.083182640144667,0.0,0.0,0.0,0.0,8.676632302270451e-09,0.0036004214274827197,0.29166423649773143,5.02789589843403e-10,34.99970833575136,-1.1079791204411361e-10,-2.148824965963069e-11,5249.956249709303,8.430479321511572e-07,-2.2744727422236576e-20,5.570398426901093e-19,5.647484617716358e-22,-4.975213281503317e-21,1.551040082660518e-25,6.4568517040446794e-27,1.3519188149301747e-08,2.3933251897283154e-08,9.337519943046287e-13,5.9552441166942135e-08
900,0.0009930691452022123,2.328486719289972e-05,5.833263051728316,2.462243412065645e-06,0.0547430822601685,2.4271024259873095e-06,3.2586715021599877e-09,7.15299110626244e-07,93.32893617232463,5.445193730606234e-07,52.49956241343395,5.3975642519454646e-08,4.144823395511522e-08,816.6598611705004,0.4083298912653499,-2.4703637793785684e-08,1.0614003409925361e-15,-1.1218413181137785e-16,2.1072960995488743e-10,-1.8764038129903284e-10,11.666569445170166,5.570977851572231e-11,1.908003779893365e-16,-4.2302697534789747e-16,-8.667385230727902e-15,1.4583210554466044,1.2256622520380262e-09,8.106084269180529e-08,1983.316805690055,-2.4056447133267112e-09,-2.0638209017428297e-17,-7.136716109157479e-12,-2.0258243128958839e-10,5.275944921723368e-10,0.0,198.3316805693286,0.0,262.497812518229,0.0,0.0,0.0,0.0,18.083182640144667,0.0,0.0,0.0,0.0,4.909481605728567e-09,0.0035814245349128863,0.291664234937471,1.0073505812649094e-09,34.999708335878076,-2.631785902997885e-10,-5.276898726381119e-11,5249.956248826706,6.254869356588351e-07,-9.152993457032336e-21,1.0927391951029062e-18,2.5634192520784247e-21,-2.7054553745159395e-20,1.9075889488820215e-25,-2.1100621120311263e-26,1.1091043666376953e-09,5.930413683357899e-08,4.4463771812625495e-12,-1.331192264866279e-08
