miliseconds,TF,TF_VII,VII,TF_VIIa,VIIa,Xa,IIa,TF_VIIa_X,X,TF_VIIa_Xa,IX,TF_VIIa_IX,IXa,II,VIII,VIIIa,IXa_VIIIa,IXa_VIIIa_X,VIIIa1_L,VIIIa2,V,Va,Xa_Va,Xa_Va_II,mIIa,TFPI,Xa_TFPI,TF_VIIa_Xa_TFPI,ATIII,Xa_ATIII,mIIa_ATIII,IXa_ATIII,IIa_ATIII,TF_VIIa_ATIII,mw4e2cf0b0_bd70_45a4_9e60_eba82fa5c3e4,mw469042d3_a94f_4ebe_af1c_1ead580aad2a,mw6c404de5_5b24_48d6_a0c4_5491e07b1f72,mw8c2b9a07_22c3_4912_adb1_167a38ea4cb3,mw819d0d09_05ba_4674_85ba_5c9439fb77f4,mw2be3652b_79af_4228_9d1c_9d65c7d0c70f,mw6a63ae22_6bb4_4dcf_992f_9287439dd556,mwcefd1303_4967_4502_af6d_e75c88c4d548,mwe043d306_ffdd_447b_9826_4df8abbece4d,mw6591152c_8b5a_4c9b_b095_956988a01ba0,mwe51f72d2_84fb_4b43_b900_521410fdf99c,mw72ca05d8_25b0_4765_ba03_a6a0eb846aa0,mwe70b2c96_44b9_48eb_967a_7eb850a916a6,mw64e9cef3_5dd3_43f3_ad04_58e8fc07a91b,mw6d041b25_87db_4394_9b8b_7ac61e01f359,mwd68cbf38_9266_4dfb_aa00_f817c3421aec,mwa6be116e_72f1_439e_bca6_eb61f79cc68e,mw6a8501d2_9479_41ae_8616_1e8d0e1bbfa9,mw3cec90c2_500e_4f30_b6be_325ef5194755,mwedf22864_05a0_40c3_a0d5_ede45a3e7e8f,mwd3e1ba39_ab10_4702_addd_fb6a7e184a4b,mwfa9d903a_b5e5_4a38_a649_dfe4719577aa,mw2e632a32_3823_4933_95cb_19567cbcc66a,mw8bdbd17d_f542_4b8c_88c6_a82eaf997a43,mw18e5caa7_26eb_4521_b217_da75bb3193ad,mwf5c3f9df_7ccf_4ca7_b241_471a66720da8,mwa4fcfa0c_6944_42fc_8c74_7865f13953c8,mwe0bb059d_deaa_45fa_b7dc_ec1c4409c4ca,mw7a1594c9_f04f_478c_9f5f_ccbe0b95a820,mwbdb849d8_2b25_4551_8de8_adc8bead2303,mw931f65a6_3967_4ac2_9904_ba791b216fc2,mw85e2714d_e6e5_47d5_9ffc_d90573faebe1
0,0.001017499735899977,1.5732312611384495e-06,5.833283185458286,1.124672815473697e-07,0.05831942593428685,7.65006395456744e-07,3.1621078265394084e-09,-2.0845331637028153e-08,93.33256310896596,4.37860256424096e-08,52.4995624945959,3.0861796382918814e-10,-9.907693532129028e-09,816.6598611924844,0.4083299831755604,1.4875322878473542e-08,3.4921643887704407e-15,-7.884362320481405e-17,-2.4069563720981616e-10,1.3021647426792428e-10,11.666569445052755,2.788913330156644e-10,9.82259833394976e-16,4.772538702083831e-16,-9.134614472270014e-15,1.458321223551659,8.772041775456917e-11,-3.342301859899374e-08,1983.3168056927063,-3.064464588936209e-09,2.6357951971974825e-19,1.1264382331226212e-11,2.3685557679773265e-11,2.7280992649833773e-10,0.0,198.3316805693286,0.0,262.497812518229,0.0,0.0,0.0,0.0,18.083182640144667,0.0,0.0,0.0,0.0,2.386918725457361e-09,-1.9041510846654887e-05,0.2916642373033461,-1.6103687485707435e-09,34.9997083361287,-5.455953823449997e-11,3.132824018397232e-11,5249.956251118359,-1.5826111996032043e-06,2.1143026296745322e-20,-1.58788438380645e-18,-1.6886607513515015e-21,3.059900612869331e-20,-7.152459454259044e-26,-3.763140678125332e-26,-1.068367234908347e-08,-5.229773951014501e-08,1.4313283383309376e-12,1.4686792544248182e-08
100,0.0010149889619661728,3.3493191002016126e-06,5.833283575670276,2.9095131294081087e-07,0.054709463116354294,5.813571832743442e-07,-1.2536257575774841e-08,1.4460968629187021e-08,93.32894037033113,4.272416887736182e-08,52.499562521284815,6.469536716995365e-09,1.91915718841588e-08,816.6598612006446,0.4083299456274593,2.1966868755819994e-08,-7.255758692431208e-16,8.346354976942698e-17,-5.618942299502712e-11,-2.538643213065492e-10,11.66656944504532,1.1474576457465235e-13,-4.0009686927378195e-16,-1.8224798414815234e-16,-5.438537602213927e-15,1.4583212167794688,1.0759455100437798e-09,7.672817488147445e-09,1983.31680569721,1.5844780271302722e-09,-1.901763242872296e-17,1.0613119971906679e-11,3.4635081126824075e-10,1.8002317033683042e-11,0.0,198.3316805693286,0.0,262.497812518229,0.0,0.0,0.0,0.0,18.083182640144667,0.0,0.0,0.0,0.0,-3.037606078056842e-09,0.0035896698350312306,0.29166423807954633,1.0188091540851264e-09,34.99970833577817,1.6514912339216326e-10,-2.9448662463824952e-12,5249.95625110184,1.3547007900523005e-06,-8.946207132370762e-21,-8.370776660056674e-19,-1.7754366910204066e-21,3.364396176756615e-20,-1.461737663217865e-25,-2.9392767744301765e-26,-1.953327390857856e-09,-5.199053237648486e-09,-4.025988586283401e-12,-4.0545891551587205e-09
200,0.0010113341555147758,4.420125003511802e-06,5.8332789730497465,6.456237948420477e-07,0.054728051032100204,-4.4085768935310874e-07,2.3782523694148826e-08,9.847990668734889e-08,93.32893540191169,7.4021481382145e-08,52.49956250184037,1.2492405289394954e-08,1.729483289443457e-08,816.6598611545595,0.408329964315999,-2.7184474555698515e-08,2.594894544792354e-15,2.456961758095063e-17,6.7999529386365534e-12,2.726874264722198e-10,11.666569445004324,-1.1952081846708944e-11,-7.110860847105202e-16,-4.0966829644881377e-16,2.732545552943146e-15,1.4583211601738966,2.924668342313066e-10,-1.4425670822059114e-08,1983.3168056887969,-1.667741979155283e-09,2.5184010356996213e-17,8.8607912972962e-13,2.9429652823424535e-11,-6.484146587452995e-11,0.0,198.3316805693286,0.0,262.497812518229,0.0,0.0,0.0,0.0,18.083182640144667,0.0,0.0,0.0,0.0,-9.148998663350262e-10,0.003623622360763606,0.2916642359750307,5.399138382890345e-10,34.99970833564725,2.1286636760371422e-10,-5.300610866735261e-11,5249.9562491723345,1.8420258071730688e-06,1.4328596231095925e-20,1.1614923937762776e-18,-4.1961144715457566e-22,-6.056169961337233e-21,3.860248788479628e-26,-3.2194815817782784e-26,-1.6369202928695385e-08,4.6578885814162836e-09,2.9927561611284126e-12,-1.0692252637200736e-09
300,0.0010096139551205945,8.08784642367156e-06,5.833278852847355,9.979179859430856e-07,0.054719080544149014,-4.25147164907769e-07,3.301952886261757e-08,2.3323878113012452e-07,93.32895524986368,1.6458644634216583e-07,52.499562450467145,2.0355507932272297e-08,7.117223812469884e-09,816.6598612218011,0.408329917297506,2.114280171798861e-09,3.509772211764267e-15,2.882946156521631e-16,7.077044379086127e-11,-1.1678768831926344e-10,11.666569445228754,-4.477153170379519e-11,1.1048645591564148e-15,-2.9146948069263316e-16,-7.794888890701073e-15,1.458321148340272,-1.1436935888581225e-09,3.517017930516154e-08,1983.3168056969369,7.243002697165898e-10,8.621352206442332e-18,6.625186901892495e-12,-1.7484551057859544e-10,2.0223680394722043e-10,0.0,198.3316805693286,0.0,262.497812518229,0.0,0.0,0.0,0.0,18.083182640144667,0.0,0.0,0.0,0.0,-7.225171056713434e-10,0.003610050595504356,0.2916642346420974,-6.943252048347271e-10,34.99970833572693,-1.0626973560064121e-10,4.724882368387669e-11,5249.956248861299,5.540605333296992e-07,2.1469762782196923e-21,-2.266314586308162e-19,8.487551642191373e-22,-1.2672580604207237e-20,9.758099246401137e-26,1.7824462567100374e-26,1.8789926565050952e-08,3.003201938549666e-08,-5.784601419343254e-13,5.086206543070322e-08
400,0.0010040022613062934,9.59138636500413e-06,5.833274911838233,1.2536976011826053e-06,0.05470755350568048,4.6403233219419733e-07,3.958579086564811e-08,2.7049115187975365e-07,93.32893741344856,1.9867722984158143e-07,52.499562492284966,2.3125255418168823e-08,3.0625737183983826e-08,816.6598611882098,0.4083299053972463,1.4728672487586983e-08,2.4476710957944393e-15,9.770264635224011e-17,4.91543842396061e-11,8.568622103904762e-11,11.666569445339164,-5.780516121266462e-11,7.036688214903757e-16,2.849810918801965e-16,3.3298853468644674e-15,1.4583211519536976,6.2451810896007e-10,4.928213166430302e-08,1983.3168056888394,-1.450770400725102e-09,-6.185440205991789e-18,-1.081279143803369e-11,-4.51556903731444e-10,-4.52676191337956e-11,0.0,198.3316805693286,0.0,262.497812518229,0.0,0.0,0.0,0.0,18.083182640144667,0.0,0.0,0.0,0.0,-8.57496063824226e-10,0.003605605977071584,0.29166423521737433,-4.546324243174272e-10,34.99970833571067,-1.884472699398813e-10,-2.226109164916092e-11,5249.95625035789,2.5421397266438684e-08,-1.8697398873582634e-20,-3.769377286285071e-20,1.3567726039399536e-21,-7.793276594376571e-21,1.971945008673846e-25,1.595852654702985e-26,1.7119857996040476e-08,5.1448750182330366e-08,1.387452495083487e-12,-4.01377218633775e-08
500,0.0010028103859828625,1.1273679683428092e-05,5.833271049112787,1.529954264507855e-06,0.05475258139365134,1.2382877203234175e-06,1.2880620577772768e-08,4.257177292002207e-07,93.328965699499,2.9354207872259067e-07,52.49956247092967,3.1959171931757583e-08,2.2810539365545364e-08,816.6598612105885,0.4083299150804809,3.697946355196081e-09,-2.150636544147621e-15,-1.4625053077738785e-17,1.1901129747305043e-10,-7.703980526839451e-11,11.666569444997524,2.7578728673489986e-10,-4.1323623643173755e-16,-1.3671800209297447e-16,8.017452963270879e-15,1.4583211424191802,-6.475479852019371e-11,4.854889281115166e-09,1983.3168056956526,2.031761773188467e-10,2.2368787628166653e-17,1.2259143901698947e-11,-3.2718271281899673e-12,3.2805274664039267e-10,0.0,198.3316805693286,0.0,262.497812518229,0.0,0.0,0.0,0.0,18.083182640144667,0.0,0.0,0.0,0.0,-2.127991145001966e-10,0.0036110179874815065,0.29166423482240167,1.0274174688959483e-10,34.99970833607789,-1.057117829781388e-10,-3.9608167523624535e-11,5249.956251620919,-9.599145617574475e-07,-1.2184940989005526e-20,-1.349636032600137e-18,-1.5883729090155176e-21,-2.772726462408035e-20,7.003248297648949e-26,2.9980717896265985e-26,-9.476888599302568e-09,9.573746553241315e-09,5.745120575916022e-12,-3.20758997239539e-08
600,0.0009980141398178708,1.2921996897103555e-05,5.833271691277596,1.7854977973205182e-06,0.05474854525987182,-2.654659285697387e-07,3.758938078842544e-08,4.4927187557011275e-07,93.32893742293349,3.365356057367927e-07,52.499562434888304,3.64846836719345e-08,1.763969754321268e-08,816.6598611178291,0.40832991760092935,3.5443534677024905e-08,-2.649514785080881e-15,3.466257134219044e-16,-5.158357573624871e-11,-3.1465905345280546e-10,11.666569445064967,9.613527228040221e-11,-1.526788076282551e-16,-3.2328071953862057e-16,-2.6676968468135724e-15,1.458321173183112,7.769061551435047e-10,1.1174034468642199e-08,1983.3168056884342,3.860348285589829e-09,-2.849944034239192e-17,-1.4998587450287963e-11,-4.683238384374379e-10,4.4638546325730975e-10,0.0,198.3316805693286,0.0,262.497812518229,0.0,0.0,0.0,0.0,18.083182640144667,0.0,0.0,0.0,0.0,5.490541906824565e-09,0.003591463405833443,0.2916642356164863,9.722326530091504e-10,34.99970833597225,9.382948158416944e-11,-1.048848751684295e-11,5249.956248650523,1.0810202714600336e-06,-1.4606554589345876e-20,-9.351924678029388e-19,-2.618868218292514e-21,-1.5745054154713044e-21,-1.4825349640378341e-25,-3.52406129761865e-26,1.6270416418536337e-09,-3.646459417674145e-09,4.338743870866965e-12,-7.704590034541957e-09
700,0.0009987741642114715,1.7509399452273462e-05,5.833269167048984,1.932029741966247e-06,0.054734613181996565,1.925657002331653e-06,-4.3860967435102294e-08,5.822960199296631e-07,93.3289326993225,4.260879496394088e-07,52.49956243846333,4.45509897520098e-08,2.7776849081088637e-08,816.6598611992334,0.40832997336163335,9.278743064056892e-09,-2.7586978581275945e-15,-3.3796513268505734e-16,-1.0518157716209414e-11,-2.752816006443419e-10,11.666569445251517,-2.0669809201803296e-10,9.684802862826072e-16,7.372567014651882e-17,-2.6571881183132742e-15,1.4583210947115226,9.811277505096913e-11,6.657286765101279e-08,1983.3168056894688,1.1887158062341163e-09,-1.944107302720755e-17,2.2656678355149448e-11,4.0585051232740283e-10,5.833470402483449e-10,0.0,198.3316805693286,0.0,262.497812518229,0.0,0.0,0.0,0.0,18.083182640144667,0.0,0.0,0.0,0.0,5.010734177955017e-09,0.0035889294451267846,0.2916642354619919,-4.571770811950461e-10,34.999708335576386,-7.897536614431883e-11,-2.2942173033931266e-11,5249.956251952857,1.0219021131051816e-06,1.3738942393469697e-20,-2.1840359076762917e-18,-2.0284233873318405e-21,-3.2148819762597174e-20,-1.6682574156629644e-25,-4.1740098391051155e-26,1.053726418014147e-08,3.986365270985008e-08,-3.34609433902409e-12,5.843783416111234e-08
800,0.0009927340255386325,2.046449898540178e-05,5.833265651545529,1.997797940065411e-06,0.05471628149751092,1.389827262045412e-06,5.872563166822346e-08,6.58334851357635e-07,93.32897564944157,5.110115198647364e-07,52.4995624111446,4.9663309712155506e-08,5.420306956008905e-08,816.6598611648976,0.40832995850089543,2.2154662741110822e-08,-5.733232019839796e-16,2.0176162221534213e-16,1.164643621301089e-10,1.0166186588721407e-10,11.666569445196789,2.397417389035334e-10,9.497069534964072e-16,-3.947217836728639e-16,-7.585247410429891e-15,1.4583211093680424,-8.146484255232794e-10,6.107509853960851e-08,1983.3168056904544,1.9333506626748963e-09,-1.437541804859873e-17,1.7355467407597983e-11,-4.599976753130546e-10,5.578369682178785e-10,0.0,198.3316805693286,0.0,262.497812518229,0.0,0.0,0.0,0.0,18.083182640144667,0.0,0.0,0.0,0.0,3.061791575425419e-09,0.0035954940618265485,0.29166423788936996,8.481665069438513e-10,34.999708335847814,-2.1223018606643955e-10,-4.446139810026615e-11,5249.956250115794,1.6584819126223582e-06,-1.0190801529823521e-20,1.1496397368149841e-18,1.5681656981181754e-21,1.7552864144056622e-20,-6.040312475328542e-26,2.2498890277417725e-26,3.436699661628628e-09,-3.3534804775644235e-08,6.11844317986091e-12,3.224466831524614e-08
900,0.0009911183892922857,2.0289811939608858e-05,5.833264479147329,2.3845222376611e-06,0.054748895967703014,1.938138533733062e-06,3.4368585246562614e-08,6.822088514676858e-07,93.32896341543761,5.809831467891828e-07,52.499562411609745,5.2224320962877674e-08,4.0706081715193166e-08,816.6598611769721,0.4083299283588597,-2.9395279702168356e-08,-1.7370279609517608e-15,-1.1424117186173513e-16,1.41760253883379e-10,2.229748127169937e-10,11.666569445478004,-1.88456849948726e-10,-4.788674791658865e-16,3.1041132635688815e-16,-1.641294315215461e-15,1.4583210618387672,1.1512761502662026e-09,9.713440291829424e-08,1983.3168056957095,3.2608171982656685e-09,2.3589005584248862e-17,2.3938490140476317e-11,-2.1505854980569091e-10,9.115075709875256e-10,0.0,198.3316805693286,0.0,262.497812518229,0.0,0.0,0.0,0.0,18.083182640144667,0.0,0.0,0.0,0.0,1.0020568607830086e-08,0.003591326701783451,0.2916642365803043,1.273406426247325e-09,34.99970833551854,2.955155074393309e-10,-5.384470510100917e-11,5249.956250957842,-6.945982299015341e-07,4.622748546556056e-21,-1.7814637621801793e-19,2.6615383314967744e-21,3.138346095356491e-20,1.6402095233966437e-25,2.2148591933118328e-26,4.774760148926068e-09,-1.9068397305470587e-08,5.492612669077106e-12,5.8041169704484205e-08
