milliseconds,cpd_C00208_CY,cpd_C00208_CS,cpd_C01835_CS,cpd_G00343_CS,cpd_C00031_CS,cpd_C00031_CY,cpd_C00569_CY,cpd_C00569Glc_CY,cpd_C00051_CY,cpd_C00660tot_CY,cpd_C03339tot_CY,ec_3_2_1_2_CS,ec_3_2_1_68_CS,ec_2_4_1_25_CS,ec_2_4_1_25_CY,ec_2_4_1_1_CY,ec_2_7_1_1_CY,tc_2_A_84_1_2_CIMS,tc_2_A_1_1_17_CIMS,cpd_C00369db_CS
0,10.0,10.0,99.99999999999999,999.9999999999999,10.0,10.0,9999.999999999998,9999.999999999998,1000.0,9999.999999999998,9999.999999999998,0.007829999999999998,0.011799999999999998,1.9999999999999998,2.0,2.0,10.0,1.9999999999999996,19.999999999999996,4.1284188000004287e-16
100,10.001318796034276,10.096459123089264,100.05398480816714,999.9688013761881,9.75426600238399,10.833175078837657,7191.363678079854,12808.63632192014,1000.0,9999.999999999998,9999.999999999998,0.007829999999999998,0.011799999999999998,1.9999999999999998,2.0,2.0,10.0,1.9999999999999996,19.999999999999996,4.210987176000447e-16
200,10.004006408358263,10.1928931977581,100.10779048809509,999.9376927541593,9.514638260293726,11.64512478531802,5108.700950563495,14891.299049436499,1000.0,9999.999999999998,9999.999999999998,0.007829999999999998,0.011799999999999998,1.9999999999999998,2.0,2.0,10.0,1.9999999999999996,19.999999999999996,4.2935555520004645e-16
300,10.00834631704212,10.289302166571671,100.16142069688922,999.9066723062716,9.280986958494573,12.436299489762073,3599.33467273746,16400.665327262534,1000.0,9999.999999999998,9999.999999999998,0.007829999999999998,0.011799999999999998,1.9999999999999998,2.0,2.0,10.0,1.9999999999999996,19.999999999999996,4.3761239280004836e-16
400,10.01478802603932,10.38568604147123,100.21487966604262,999.8757379164787,9.053162590436825,13.207031880677812,2522.622224512974,17477.377775487017,1000.0,9999.999999999998,9999.999999999998,0.007829999999999998,0.011799999999999998,1.9999999999999998,2.0,2.0,10.0,1.9999999999999996,19.999999999999996,4.458692304000504e-16
500,10.023865212946244,10.48204483513094,100.26817157091381,999.8448874967922,8.831017631497708,13.957545645390061,1760.150980946097,18239.849019053894,1000.0,9999.999999999998,9999.999999999998,0.007829999999999998,0.011799999999999998,1.9999999999999998,2.0,2.0,10.0,1.9999999999999996,19.999999999999996,4.541260680000525e-16
600,10.036130551955782,10.578378559981614,100.32130040857301,999.8141190483806,8.61441084681533,14.687997845821357,1224.824913390231,18775.17508660976,1000.0,9999.999999999998,9999.999999999998,0.007829999999999998,0.011799999999999998,1.9999999999999998,2.0,2.0,10.0,1.9999999999999996,19.999999999999996,4.623829056000545e-16
700,10.0520386801343,10.674687228340726,100.37427007460286,999.7834306231629,8.403204578458595,15.398613259007139,851.4988694722101,19148.501130527788,1000.0,9999.999999999998,9999.999999999998,0.007829999999999998,0.011799999999999998,1.9999999999999998,2.0,2.0,10.0,1.9999999999999996,19.999999999999996,4.706397432000567e-16
800,10.071864729046162,10.770970852431708,100.42708437140783,999.752820319654,8.197264452327603,16.08976667894277,592.4915566848168,19407.50844331518,1000.0,9999.999999999998,9999.999999999998,0.007829999999999998,0.011799999999999998,1.9999999999999998,2.0,2.0,10.0,1.9999999999999996,19.999999999999996,4.788965808000591e-16
900,10.095731653417191,10.867229444391029,100.47974701433681,999.7222862799028,7.996459162946724,16.76195624432953,412.88858891322866,19587.111411086767,1000.0,9999.999999999998,9999.999999999998,0.007829999999999998,0.011799999999999998,1.9999999999999998,2.0,2.0,10.0,1.9999999999999996,19.999999999999996,4.871534184000613e-16
1000,10.123438377142573,10.96346301625875,100.53226162265165,999.6918266940087,7.8006607919859166,17.415969505406046,288.1145984134528,19711.88540158654,1000.0,9999.999999999998,9999.999999999998,0.007829999999999998,0.011799999999999998,1.9999999999999998,2.0,2.0,10.0,1.9999999999999996,19.999999999999996,4.954102560000638e-16
1100,10.154656854381752,11.059671579979968,100.5846317212031,999.6614397992826,7.609744749354764,18.052684855428218,201.71419858991592,19798.285801410082,1000.0,9999.999999999998,9999.999999999998,0.007829999999999998,0.011799999999999998,1.9999999999999998,2.0,2.0,10.0,1.9999999999999996,19.999999999999996,5.036670936000662e-16
1200,10.189019920216156,11.155855147411648,100.6368607473463,999.6311238767897,7.423589529578274,18.67298430080257,142.23508000150113,19857.764919998495,1000.0,9999.999999999998,9999.999999999998,0.007829999999999998,0.011799999999999998,1.9999999999999998,2.0,2.0,10.0,1.9999999999999996,19.999999999999996,5.119239312000688e-16
1300,10.226167911845698,11.252013730326057,100.68895205440516,999.6008772496172,7.242076589827077,19.27771020361586,101.46152611598272,19898.538473884015,1000.0,9999.999999999998,9999.999999999998,0.007829999999999998,0.011799999999999998,1.9999999999999998,2.0,2.0,10.0,1.9999999999999996,19.999999999999996,5.201807688000715e-16
1400,10.265749644386508,11.348147340411817,100.74090891278104,999.5706982823187,7.065090310974415,19.86766698483691,73.50715151152176,19926.492848488477,1000.0,9999.999999999998,9999.999999999998,0.007829999999999998,0.011799999999999998,1.9999999999999998,2.0,2.0,10.0,1.9999999999999996,19.999999999999996,5.284376064000742e-16
1500,10.307443320622193,11.444255989275414,100.79273451155169,999.540585380116,6.892517941400462,20.443602725071415,54.17558300444434,19945.824416995547,1000.0,9999.999999999998,9999.999999999998,0.007829999999999998,0.011799999999999998,1.9999999999999998,2.0,2.0,10.0,1.9999999999999996,19.999999999999996,5.36694444000077e-16
1600,10.35097361059341,11.540339688442469,100.84443195977381,999.5105369882464,6.724249551136891,21.006193381293784,40.734821652328456,19959.26517834767,1000.0,9999.999999999998,9999.999999999998,0.007829999999999998,0.011799999999999998,1.9999999999999998,2.0,2.0,10.0,1.9999999999999996,19.999999999999996,5.4495128160008e-16
1700,10.39613783404519,11.636398449359621,100.89600428842607,999.480551590992,6.56017796350974,21.556019178128718,31.474388624687577,19968.52561137531,1000.0,9999.999999999998,9999.999999999998,0.007829999999999998,0.011799999999999998,1.9999999999999998,2.0,2.0,10.0,1.9999999999999996,19.999999999999996,5.53208119200083e-16
1800,10.442841512209085,11.732432283397337,100.94745445332458,999.4506277102215,6.400198652542926,22.093532949503125,25.22221055425469,19974.777789445743,1000.0,9999.999999999998,9999.999999999998,0.007829999999999998,0.011799999999999998,1.9999999999999998,2.0,2.0,10.0,1.9999999999999996,19.999999999999996,5.614649568000862e-16
1900,10.490935040440936,11.82844120185355,100.9987853388724,999.4207639035153,6.2442096109941705,22.619227552178025,20.782595717540346,19979.217404282455,1000.0,9999.999999999998,9999.999999999998,0.007829999999999998,0.011799999999999998,1.9999999999999998,2.0,2.0,10.0,1.9999999999999996,19.999999999999996,5.697217944000894e-16
