milliseconds,TGFb_R1_surface,TGFb_R2_surface,TGFb_R1_endo,TGFb_R2_endo,TGFb,TGFb_In,Active_R2,Active_Rec,Active_Rec_endo,Inactive_Rec,pS2_c,S2_c,S4_c,pS2_pS2_S4_c,pS2_pS2_pS2_c,Smad7mRNA,Smad7mRNA1,S7,pS2_n,pS2_pS2_S4_n,pS2_pS2_pS2_n,S2_n,S4_n
0,43.08535651922874,12.257129189146246,26.73849455632226,42.11450163724525,99.99786727018865,0.000465122021064415,0.010554316987331948,-0.04048641932535503,0.009882234952293883,0.017016339562604284,0.0025056559757548466,349.3240632366372,270.6767712082828,-0.20105309168523097,0.0019906121088194085,0.03025301169019002,0.19683262462926734,3.244901103785387,0.0048823049159976385,-0.01479438568987649,0.0022245330310504035,89.12070665977038,44.5820472069517
100,31.018656659897488,0.08518142844467194,26.77046267017845,41.57424102301775,99.99611734159019,-0.00032381376114551147,0.583035865900631,10.38476497423176,0.07236673218880127,1.7458077427221212,0.02611133052668287,349.76352881552054,270.4294787970678,0.43005694839809083,-0.007575264021076004,0.030253010896267432,0.1968324480770029,1.4929881876366575,0.006255017129064397,-0.17761670269492486,-0.011683439259390901,89.08121315864548,44.606555826082484
200,30.37316151410739,0.08809665597794528,27.013277574548198,41.08345302009107,99.99221640770085,0.0018022170314135099,0.5907959899624111,10.117911670129228,0.14664477473972648,2.3312770376726526,0.03927842544873513,348.8306513266407,270.44766524407044,0.4377752855115964,0.006291991846186198,0.03025301217704725,0.1968327911488714,0.8611088475873911,0.0079365767635126,0.21931150969848845,0.011936761366209544,89.21144823527297,44.58557092326777
300,29.31628496211856,0.06525593997777299,27.425874322719675,40.716862310276376,99.99114699039733,0.0024237878019520752,0.6011240814452397,10.12438375097913,0.2176135131863075,2.5288204009853654,0.04708209555287741,348.94433057297067,269.9868787573535,0.572749272419941,0.0074389852679038,0.03025300931819314,0.19683255620429352,0.6963864667258504,0.009936229991789568,-0.16498717105996297,-0.005747696856407547,89.16127323516608,44.57812220385553
400,29.081747643703913,0.020446310615638404,27.72913662771038,40.42183774973137,99.986817918582,0.00518649180859074,0.6324522169682163,10.387546078745656,0.24935606615915637,2.6165542750064064,0.056740290832572295,347.64152574560586,269.97795658758315,0.5648077424551285,-0.0011701309063361135,0.030253010199137544,0.19683256951883207,0.5950088179461636,0.010927766896885212,-0.14605727383406308,0.01044662903194083,88.73007909685703,44.60665175672796
500,28.00025611695127,0.14781417624930368,28.021136041062196,40.12672309958985,99.98070936094432,0.006752818722425681,0.6657679260821643,10.431338303137064,0.3275863755480629,2.6246486682293444,0.06214476146347306,348.1058267378706,269.88431620012,0.8749598809026243,-0.0020672667178083474,0.03025301120210469,0.19683259157963592,0.5800125479504469,0.01758972804482876,-0.12183895308806214,-0.0023497844704573508,88.51942460345656,44.57959637588716
600,27.67479992856601,0.011425916483590162,28.286516814245353,39.95130162836706,99.97698617593511,0.006884179817960938,0.6632066288152212,10.72594773746472,0.36609290308895703,2.6688207522189713,0.06996723191639145,345.9074301844514,269.5784096711006,1.5316682920305722,0.007804097334633142,0.030253012261778494,0.19683246120809592,0.559909433853333,0.016201458639833105,0.038008701376825084,-0.012347400110213177,88.6827115404623,44.607411194946636
700,26.984387830802664,0.15219045246136098,28.67277456550647,39.66784292256085,99.97577028949998,0.010825707847436562,0.687323803046036,10.86884645761055,0.40158840379152055,2.67837570258298,0.07540978454792326,346.6760872124441,268.7827113226481,1.4923268140196733,-0.0023880705520249656,0.030253011460412586,0.19683269288098676,0.5399062065663885,0.030644683801055478,0.04482961975430007,-0.0051204551856959945,88.47778507071897,44.56717233459561
800,26.388409867303523,0.030767041837311368,29.074888750399463,39.53416590288758,99.97340183609082,0.011319260375089733,0.7387782976804378,10.879851380581457,0.4752751861111578,2.6795138539402625,0.08446811970068845,345.5651969165578,268.36685862039826,2.7108850386748977,0.008601548085107887,0.030253010196050825,0.19683280784447763,0.534730515472823,0.030592412829020785,0.19960461519071257,-0.012521371348597796,88.28810279415904,44.58830812006411
900,26.249631407181738,0.081622899231087,29.379472233142128,39.31523958894254,99.96936791178094,0.014729162839454836,0.7513775303947571,10.992981818351543,0.4896511365899609,2.669430252664466,0.08834594550908227,344.62309022615136,267.2737539507688,3.0040841641413394,0.0020677234542057924,0.030253012394931767,0.1968324729313702,0.553265395170627,0.03495974535986924,0.4414208363717248,0.00018120381789955977,88.02912406764626,44.603186841570746
