miliseconds,Tumor,IL2,Immune_cells
0,1.0171608721748897,8.380415943631065e-07,-0.0013845407896642876
100,1.0354695238132041,1.7743089951620893e-07,0.0058960678030876065
200,1.0494133242374657,2.293921678215509e-06,0.010775265066705087
300,1.0662509362115393,2.3686968667347292e-06,0.008286744698548213
400,1.0654997473918433,7.148033389848004e-06,0.011880069042460618
500,1.106508652144945,4.08300087476451e-06,0.01672193532356665
600,1.0954020238343023,1.1472847021047944e-05,0.022884788420268525
700,1.116569936130275,9.548664715947511e-06,0.027671566638074137
800,1.1386333591840232,1.724413952384691e-05,0.033114228271440456
900,1.1637779274509148,1.5781372405930377e-05,0.03239244297030028
1000,1.1995003324195277,2.4049925247450728e-05,0.040351626592315754
1100,1.2169964941220663,1.8607402787132606e-05,0.041415023882517256
1200,1.2369355618359437,2.1909783731556883e-05,0.044244622148702346
1300,1.274628842242889,2.4879488541972336e-05,0.04792099368507659
1400,1.2764616777332243,3.2089541723608934e-05,0.05721418111953822
1500,1.305168370877839,3.5304919281986186e-05,0.06036083634006201
1600,1.3440503991820736,3.541278419418397e-05,0.06009230365426709
1700,1.3411168273067173,4.667634744531855e-05,0.0684748695587672
1800,1.4014688598858729,4.540735769073569e-05,0.07350426146626178
1900,1.39673852771791,4.609199596650372e-05,0.07831362942730452
2000,1.42740365806538,5.608627672968519e-05,0.08254719868194349
2100,1.4495462192168789,5.5563054276270025e-05,0.08916414011582323
2200,1.5032256102452568,6.706863753180655e-05,0.09484956571717994
2300,1.5229864199363634,6.43518075382191e-05,0.09494802832836446
2400,1.5435520122740263,7.47925606285998e-05,0.10139148643464722
2500,1.5571024892585072,7.907871948403582e-05,0.10478422286184415
2600,1.5761106189562677,8.255556405822921e-05,0.11025069276169892
2700,1.6326524209592856,8.505067251001085e-05,0.12013015931739011
2800,1.642680226715479,9.710654537309746e-05,0.12348605433407349
2900,1.6671305770788176,0.0001022349559266601,0.1304246556263195
3000,1.7237554191587712,0.00010782083598862114,0.13415254484187258
3100,1.7596293517703705,0.00011222837171146071,0.1389858043276254
3200,1.7772337088843424,0.00012379699752807855,0.14831194316971325
3300,1.813371572124675,0.00012811310500687213,0.1539837549010068
3400,1.8335426988470842,0.0001325834817395541,0.15740487501437633
3500,1.8618259178748697,0.0001474996333365548,0.16645361340644899
3600,1.9071218628041746,0.0001545623687838039,0.16609390761772316
3700,1.937939373148681,0.000161460595038199,0.1740725897644907
3800,1.979536041239743,0.00017117563447019145,0.18412568999540652
3900,2.010581114285877,0.00018369651052604723,0.18444910349537252
4000,2.0637632642365804,0.00018930770989857636,0.19405692491986526
4100,2.088373301984919,0.0002018909693433282,0.20020433511641014
4200,2.1275866007181423,0.00020757299977729798,0.20607404460092882
4300,2.182417372450002,0.00021848366038536009,0.21559017088207724
4400,2.189915761686196,0.00022861280195175283,0.22033949249801418
4500,2.2333541088795568,0.0002471383086660545,0.23012938555090603
4600,2.3097915190566973,0.0002535944343365384,0.2333005902442888
4700,2.3205067703110065,0.00027194686706365326,0.2455080565506333
4800,2.393900347201738,0.0002833871281570399,0.2511827586571898
4900,2.414000407388957,0.0002939630475109059,0.2558540472101546
5000,2.451294747634037,0.000314734927441161,0.2669235144751032
