miliseconds,Tumor,IL2,Immune_cells
0,1.0057153091905202,1.6680194393408135e-06,0.0008836631791355167
100,1.0280964897627922,-1.125827304407955e-06,0.005960664260699447
200,1.0186081822737971,5.1699617608517186e-06,0.009494233645358346
300,1.0533862077067364,7.69267666186974e-06,0.010085712092368289
400,1.0557017366697807,1.236281232015987e-06,0.011577904398659083
500,1.1011375483257249,1.123539046305231e-05,0.014347344169995658
600,1.1038924485353483,8.332674746305832e-06,0.02521942264591294
700,1.1224519942575408,9.818143335103963e-06,0.02430928426794117
800,1.145073304756171,1.7039321973868e-05,0.02861622616897386
900,1.186961466478569,1.482908963014908e-05,0.035653905201549804
1000,1.1844020500931836,2.1214354366340112e-05,0.037254218762037966
1100,1.2262241193035066,2.4560611847132484e-05,0.04427024426753878
1200,1.2433520588217013,2.7295428730344783e-05,0.04981602447900479
1300,1.2824965764522323,2.9382252376059305e-05,0.05053610218359175
1400,1.2957659121464191,3.289725688768232e-05,0.05679465585222724
1500,1.293705254839968,3.7180299150516634e-05,0.05885072686049902
1600,1.3387619650971012,3.6192316939888744e-05,0.06436941079963984
1700,1.3789220108822136,4.285898912562248e-05,0.06749707312548794
1800,1.3867037406536786,4.6997351143397024e-05,0.06957265096108925
1900,1.4053674739596358,4.962386361987949e-05,0.08054158698468525
2000,1.4240432400818692,5.8758407318456404e-05,0.08007428127062932
2100,1.4424645984435835,5.9438918577406924e-05,0.08976251921837186
2200,1.4893974854159713,6.0306005089561085e-05,0.09137535594784069
2300,1.5268517310585852,7.078199765506075e-05,0.09951395812494092
2400,1.5500106046825393,7.338084221643908e-05,0.10355095226630365
2500,1.5606083152390982,7.607914249161385e-05,0.10699324467816547
2600,1.5998371071125201,8.231525388632811e-05,0.11455359942467545
2700,1.6400325608720527,8.912200287657672e-05,0.11612401449729425
2800,1.650113969405788,9.649098407092241e-05,0.12126608608417874
2900,1.7038044020493697,0.00010103711267341265,0.13130208609102112
3000,1.7238814954602728,0.00010678973115207718,0.13005277620312525
3100,1.7519177258929177,0.0001114625146756136,0.14283923720807576
3200,1.7875190455047667,0.00011853385690563252,0.14810853605341584
3300,1.825685859219767,0.00012986684914170646,0.1482735799138569
3400,1.8388308843319618,0.0001332067265691529,0.1600698099337
3500,1.8681821442468987,0.00014508304104374748,0.16155119692034736
3600,1.8939642504502188,0.00014824664466564448,0.1688550370386011
3700,1.9583568055538723,0.00016357008282231778,0.17218138747329612
3800,1.9732312967176338,0.00017447426961918197,0.1815653097619473
3900,2.0180065535597813,0.00018257189858332867,0.1881314122533254
4000,2.0595870766171376,0.0001939871433562784,0.19382689541284567
4100,2.100096082332749,0.00019955852011202917,0.20451529245931946
4200,2.1171257867561306,0.0002142341358627977,0.206195710257171
4300,2.1641678414613335,0.00022058909655832415,0.21688269215175446
4400,2.20037077559628,0.00023503824817686913,0.22158220969340456
4500,2.266515100872913,0.00024401907103407329,0.2329039725478855
4600,2.3083802816214973,0.000261375378874522,0.23333119328612978
4700,2.333778037267702,0.000269422233859964,0.24157291681277837
4800,2.387787935106813,0.0002854446722161532,0.24806855638549902
4900,2.4120363039042716,0.0002971560278770226,0.26082809927578315
5000,2.4463315169981086,0.0003097937981899594,0.2653982667585537
