miliseconds,Tumor,IL2,Immune_cells
0,1.0198442361631777,-1.0590360308356702e-06,0.0003585183960701376
100,1.0086693773062556,-3.0421617209934057e-06,0.006265478815445145
200,1.0426780453451756,-4.120625171810822e-08,0.009122159873842023
300,1.071894256599775,2.531787111108999e-06,0.013893744056429088
400,1.057068749544758,6.946096645592831e-06,0.014748137831958047
500,1.085496313335759,7.351595416385374e-06,0.018633163278033996
600,1.1003957921310117,1.1908245840427956e-05,0.02180497127178677
700,1.1435425994815709,1.4011777286411314e-05,0.029400078417473358
800,1.1683090215689242,1.1150817121840406e-05,0.0324271198599499
900,1.1777115267645129,1.5850682528809816e-05,0.037114608976681826
1000,1.1799331357040264,1.965714634020835e-05,0.04128756718578454
1100,1.2126211601120929,2.2070685973613965e-05,0.03844026218486939
1200,1.2624460208338482,2.382981468178883e-05,0.04823638078253848
1300,1.2616419372945478,3.096055911555176e-05,0.04703772898612968
1400,1.3073538661508917,2.7440930789381187e-05,0.05795104196064023
1500,1.2891495878940438,3.457105796378421e-05,0.059144557856951184
1600,1.3255687658080118,4.034226229350743e-05,0.061245701842197325
1700,1.3409020273746226,4.192679358178725e-05,0.06860624202220501
1800,1.3668962142081624,4.527669481099031e-05,0.07645279046969827
1900,1.3875347282428678,5.337544593367598e-05,0.07957546909320726
2000,1.4508737074174478,5.019789193981547e-05,0.0793998512782303
2100,1.4488469002071975,6.062820454128519e-05,0.08901506450136422
2200,1.5042132570574924,6.23825256115374e-05,0.09552656768745944
2300,1.5169794728014665,6.940106117661498e-05,0.0988821222336014
2400,1.5536650899360174,6.869041592559272e-05,0.1042017278572649
2500,1.5766601226225434,7.651153448103761e-05,0.107824669011176
2600,1.5999135658169457,8.41608397280689e-05,0.11477779704083738
2700,1.604691710121458,8.800231964451472e-05,0.1208419349784186
2800,1.663757205988434,9.70818215128678e-05,0.12633065382838637
2900,1.6869461956105394,0.00010570913203586002,0.12559391632745298
3000,1.7075512096281371,0.00010618962388500398,0.13486146319176132
3100,1.727029243058883,0.00011678688371854436,0.14164543644903402
3200,1.7977239642526468,0.00012165273639390383,0.1417874754725214
3300,1.8302264444721206,0.00013000384018179253,0.1485387743056635
3400,1.8451852040974837,0.00013898372466520284,0.1556119324661886
3500,1.8642809087570982,0.00014774985775302008,0.1595839120992665
3600,1.8990512230488839,0.0001513672956660577,0.16796821400177933
3700,1.9451280305946166,0.0001649866510499962,0.17220637050591767
3800,1.961084172935751,0.00016926986991757116,0.1795804201030913
3900,2.0310628726424,0.00017666207074103316,0.18669960518835055
4000,2.0733813277677244,0.00019051411144226546,0.19117599454858714
4100,2.102559411686919,0.00020353544878153523,0.20006987691449157
4200,2.1243170663431585,0.0002133469619198288,0.2116062541139914
4300,2.1795485308882507,0.00022149195946371107,0.21611543105584197
4400,2.216234523498001,0.00023003537323884133,0.22524014627778735
4500,2.262216515227544,0.0002448722538523913,0.22556375130275427
4600,2.278261341251957,0.00025655735312659,0.235873785400596
4700,2.3413926351233534,0.0002662176914449212,0.243685594694582
4800,2.3670075913941706,0.00028648380769601714,0.2505158649594365
4900,2.39581488962336,0.00029565386546475075,0.2575049256860294
5000,2.4472619171952554,0.00031267044487875246,0.26563949779335383
