miliseconds,species_1,species_2,species_3,species_4,species_5,species_6,species_7,species_8,species_9,species_10,species_11,species_12,species_13,species_14,species_15,species_16,species_17,species_18,species_19,species_20,species_21,species_22,species_23,species_24,species_25,species_26,species_27,species_28,species_29,species_30,species_31,species_32,species_33,species_34,species_35
0,150.02237918689545,0.007813844485123367,10.017319354290809,1000.0016255547606,-0.0009426548929096877,-0.01131201490667437,-0.06436928021416581,-0.09259499101331631,-47.36425259171424,0.0002937261375626884,347175.7447526511,0.049690296857277716,-361867.6370246041,987143.2091405378,-110.95978446923462,-669.4597818377135,-61.88094291274286,1.6046127926585566e-05,-0.48208193936692,-653.6786851347148,-109.68850841059438,123.24979627997382,-44.18043624732691,1131.0592873708356,1413.1700284204821,-1996.2120589046638,228.66337149742404,-0.05094076311141654,0.03109292423748661,8261.92552713963,-52442.50319742525,-154752.27968400114,638681.0037944501,-13016.50216772263,-2.9808195340480963
100,145.97320061211408,4.083705293555098,4.294748968151772,999.8316636372261,0.16974902342511758,1.1428462134953075,0.17393022216814194,1.0629729802681567,3.522837503830875,0.003316146754134161,-235964.8046546865,0.12228252957866866,287418.91972681234,75050.40298111014,-74.65301591156498,-1051.7257964945677,-9.589561821938652,8.577245375658828e-05,0.1395118453044097,-736.3521427123435,-11.093152345924844,275.59655714808605,-849.5634034701392,447.86903459238135,131.6802852010798,-1818.3017004995029,124.86018962593194,0.5581931991520376,0.2903652510217667,11936.64747960881,-122092.2703199502,687874.0227021868,-330510.5838687257,1069.5845951745982,0.21092692465403118
200,146.4301746118877,3.5784869842532223,2.8679787268704744,999.8446537011628,0.15810351113043317,2.05160159617079,0.6471651199097521,3.9288979999701623,-18.526317445241325,0.03944468560091686,-529359.5372713505,0.11578530771131507,45876.83090196878,1241995.2517077285,157.96225260346034,-213.50556909290975,-45.05687692093168,-0.00011579080153311304,-0.12181851269556163,117.3239305513881,175.65403090187644,-718.9627814419933,330.5925035329716,208.44492285908723,-870.9310993865615,422.5090572065023,-2303.862329993961,7.032344947541865,6.953138819241443,19339.778307672746,183804.89604104945,202063.20956065602,593973.4801154137,15347.166250979568,-5.582607462270366
300,147.2809907369104,2.768263038409124,2.1189062022695917,999.8733732214175,0.12390880759855835,2.2632033395996345,1.452691180841144,6.432395508610204,24.885596487716285,0.04347922778379242,474394.58972594124,0.20856864005094233,429858.80675012374,692150.1464453684,222.34799268656732,1621.5386861911522,-94.5289072178169,-0.0001160797105884573,-0.16257183907562514,-435.99598270856814,586.9517916502062,162.94672110662003,-657.2685168168586,-1240.9984466022647,-600.2483558445318,-2031.4699431744543,-1813.1191355308436,10.954247322618821,10.863071066710665,-18167.184526232588,-146491.08397143352,-498113.2765980369,300732.94018903427,25543.366494024496,-4.367420146303487
400,147.91783209408055,2.077194915618383,1.5601724743044356,999.9049704395552,0.09589537174979809,2.0798771940666936,2.1543073147769887,7.622643578019398,6.130184555673047,0.02437987955389293,37568.63035720162,0.7568862323435341,-230958.22849809044,192448.68207650134,-272.942816982065,1717.948032248613,53.80122306887305,0.00027507775275683065,-0.002565866548542821,770.357459852902,149.3599644080738,-801.3943335594433,196.96778959594224,1238.7565427483157,314.31507820863624,-770.461643351811,1345.837002502393,12.274742190935028,12.512524785487384,27189.924679568197,-9265.696099233102,745502.3159462194,-127471.17086496999,-26978.509072700042,-2.7439985248371674
500,148.4054529139219,1.6193218750111027,1.1872434732616093,999.9257980128675,0.07456620283494922,1.8079267609566527,2.6937776629529786,7.984495018835635,41.0522498350487,0.014054589834130453,444384.96127229894,1.86201588627274,533385.9473152618,-241419.32709833563,-124.84672481065452,-791.516272193607,-107.89301670908378,0.0007610647619993546,0.2626084981965913,-654.5302629157227,-614.651275451923,700.6373136774099,961.8207662647268,-691.6343507867059,650.5548281613502,125.26286069112135,2054.9547551708447,12.040508721246615,12.112719082978693,11512.557357577478,-5102.228575048551,-93220.61529208082,-425305.52898022544,-2667.9238982251,3.0282894987256586
600,148.82187459816979,1.2285565382272554,0.9898114603346512,999.9439937562844,0.05671679240792079,1.4387084286942184,3.2503871862377873,7.37609485648151,56.30234441118921,0.008557385654442412,-487894.4041113653,2.8457482284408515,385973.2882643839,-1148813.098130287,90.45690548853364,1330.2985408250936,-7.48668507953867,0.00132125094062404,0.2379932046260374,-107.20849172847048,-287.00232355147716,-319.33458332573616,-1081.0723890726597,652.7264540580944,1022.6875326181441,647.5369081602806,-2179.466022238964,11.238536976571137,11.45116722956534,16475.116586422373,110967.24357465272,-714935.3654337196,-912120.1938335405,6690.258728828061,3.26007422143578
700,149.0456416657644,0.8938246772503773,0.7191601304989603,999.9578249574674,0.04109163068240674,1.1837558952880967,3.673098200862955,6.514731958692228,-8.895767466077075,0.0060886793914575145,2174.7621756297303,3.54088547767876,536139.4853276416,1077751.6740911878,-178.60951649183852,2001.566977249481,62.59524177121671,0.0022944843551101907,0.9174995941796935,68.95066772680224,10.265542907247493,353.33324765716856,-716.6310333146846,591.384271715176,-1062.249981360267,587.3062394049839,-1502.971677382304,10.519026039984706,10.550070556410024,21697.521302689674,-142378.1639218774,-705368.4442136463,-588496.161119286,-8781.343471623657,2.0621039366714258
800,149.3155581748764,0.6610832437389961,0.4653490746898664,999.9676219785073,0.03294759182086155,0.9249522144780035,3.941726109535583,5.634327949731215,-13.906591787060158,0.0038267801585613686,501913.6067273513,4.0070461060848315,-403706.7566460091,346309.5262698194,-239.64909809479443,1006.1658795905438,-11.500456100432832,0.0031631162072931806,2.0766576182027423,316.96914122832715,487.1096828806221,419.81627413480794,-648.8073595094321,-616.7591295571942,-907.9942899249337,2287.5260247197907,1823.3598664277629,9.57767677638996,9.546611502847416,-8655.531042367842,58675.32421652365,362368.48361188534,84469.25322579562,1666.621786429995,0.07465455297500558
900,149.46635096810869,0.5035118189620501,0.45021667896423756,999.9740381855842,0.025965031864060805,0.7394762915429783,4.2492435217173465,4.651978867445115,21.76337998561331,0.0032311795471383635,-213729.90857371705,4.137302114406162,730441.691392576,1252913.1349889054,-70.64137333900872,-723.3223853858929,-29.359311485360614,0.004223936413884212,3.320918729756469,-593.9333354457101,-474.9283796544696,674.058640242629,-147.92557802742488,1134.6661971939673,526.6454004557515,2319.070473571909,-1953.0137028649858,9.074443023357274,8.97431918277896,-2062.459664741289,148970.8081585723,176847.60951658266,-812039.2139207292,9425.089438642672,5.810052747465849
