miliseconds,P2,Target
0,9.981654364739484,10.038544402161403
100,10.028318159313772,10.09011802987254
200,10.12778437596026,10.078561515674634
300,10.157438948909226,10.151767418632497
400,10.231790862726449,10.171911423414409
500,10.268550757315202,10.257684297685357
600,10.29659562316508,10.306086895095868
700,10.37310984328874,10.40042211504418
800,10.436026315854111,10.441606532829182
900,10.452328336631602,10.48726086367929
1000,10.545221742922992,10.51499574553125
1100,10.578026230188941,10.548317861704826
1200,10.649986984541803,10.655226071219422
1300,10.66037097488294,10.672536628647682
1400,10.773402934278195,10.716881616486907
1500,10.824533922665115,10.763635294392735
1600,10.876563336555211,10.872432443546689
1700,10.918822421009407,10.902607767387263
1800,10.970104064825936,10.931872778241903
1900,11.01916740623732,11.042896679207391
2000,11.02524327048025,11.091199338823486
2100,11.098291981115844,11.122539336955924
2200,11.146443348415625,11.16292970597335
2300,11.185946864661702,11.24787416178334
2400,11.278222018011453,11.252186482639155
2500,11.33661864523864,11.299204320237065
2600,11.413903345892876,11.387680046760186
2700,11.407315763575564,11.429950066843409
2800,11.529118368536615,11.473793857945617
2900,11.548571749496432,11.534580265931234
3000,11.62663485907417,11.570743144340959
3100,11.648772480827901,11.686092748894136
3200,11.716956693635561,11.703830914781708
3300,11.740385776013676,11.724438095804919
3400,11.786842637742103,11.775612993745412
3500,11.85613091278084,11.868841513648574
3600,11.90330986287577,11.8965797759069
3700,11.938472182454918,11.957879809488658
3800,12.05137745400755,11.998189180902209
3900,12.049960371080973,12.11320750638277
4000,12.115673969344435,12.115158022276939
4100,12.182411908533657,12.188158652310703
4200,12.24221988941337,12.268374148557436
4300,12.283889504046126,12.271210294679058
4400,12.338828541348668,12.33547214306487
4500,12.42329500448863,12.387722637465446
4600,12.463475239346089,12.426911341084667
4700,12.555945604886222,12.489976678299014
4800,12.598669948213377,12.561509687179777
4900,12.647274493126265,12.600110407486033
5000,12.689487915094999,12.676684145150851
