milliseconds,Smad2c,Smad2n,Smad4c,Smad4n,T1R_Surf,T1R_Cave,T1R_EE,T2R_Surf,T2R_Cave,T2R_EE,LRC_Surf,LRC_Cave,LRC_EE,Smads_Complex_c,Smads_Complex_n,TGF_beta
0,492.4445003061998,236.3690975023587,1148.8418393433599,551.7609182637761,0.23560688024376872,2.087474794373529,2.065894081795869,0.2031793812715493,1.7748790437318402,1.144854906841032,-0.000771503441585335,-0.003315142439778984,0.001255169369947726,-0.010526965667213898,-0.3189362501159763,0.08001350568822446
100,493.02296729644183,236.25506170182837,1149.0553060346137,551.6350798857544,0.06781878622561004,2.0838586922154416,2.049619962729032,0.033392896797435255,1.770608230288964,1.145082625633669,0.16851983037100562,0.0018071579788782178,0.009824843207755188,-0.1778312277468169,-0.35796947606858426,0.0798180974796788
200,492.0631764236145,236.5263093452687,1149.6054668334793,551.7498014118419,0.05401345613748904,2.0777854284723376,2.047725849664528,0.016934648163019022,1.7665474429162613,1.1385962256777407,0.18408906230976857,0.006890073116334747,0.016600180117449403,0.09000591395884669,0.4651121808695347,0.07978848261980549
300,493.0352168154853,236.34583632806707,1148.8555657720312,551.6574416555467,0.04878598420649345,2.0805103216843777,2.047168723641643,0.01441057872082374,1.7588223050025524,1.139264332309691,0.18397183850800294,0.012318613033880611,0.014557196825896969,0.6049802101174098,0.18228776419930412,0.07978831808083338
400,492.50442724531075,236.4160666198563,1149.4418334633199,551.8212944667669,0.05070144721816307,2.069293682520757,2.0380902327318258,0.014623531699106742,1.7515631479254627,1.1308170813808984,0.1893591058539739,0.021561480554072306,0.0180562091128823,0.3840723423402892,0.06567634062138626,0.0797595636664632
500,491.93656590483084,236.62809709115584,1149.7170646793095,551.6199958347914,0.05007483485395476,2.0554346582812486,2.0303987604193794,0.01239467908128676,1.7567567966383622,1.127632027652517,0.18834933175981164,0.026414065150199405,0.02145232604437197,0.4318060883332818,-0.174425261384096,0.07975482306544679
600,492.8990802775984,236.60213120705828,1148.437387402168,551.6836195936168,0.04943077697045325,2.0621205375997436,2.02275771958217,0.01631215700688899,1.748200861725216,1.1181395444504925,0.1866712129417975,0.03481278573053192,0.030195537176799302,0.2752335418354416,-0.3944526202760797,0.07975903554589546
700,491.37429828030366,236.44780612193847,1148.6649703227833,551.6737133717554,0.04781675544400574,2.05567482856946,2.011992826064616,0.012164418243754147,1.735139343019708,1.1030262008347151,0.18758335230704393,0.0414581646578481,0.036677347700089735,0.09731687428247421,0.35340237059028845,0.07973943497661018
800,492.16315357981927,236.30905033845042,1148.72904390079,551.7175453810071,0.05115444862060401,2.0375809534528964,2.006407916784591,0.016413970856333192,1.731506513441826,1.0948838934470455,0.18712542121492182,0.04808952885310765,0.04917483281539398,1.075270173661337,0.23237601648683065,0.07972785042982165
900,491.93496436899693,236.4863130435244,1149.2362261335209,551.5386859994495,0.047513397568050474,2.0357529357906885,2.0055197481859897,0.014641282506437836,1.7202721914627925,1.0883533700165209,0.18943422312622862,0.052383092360327434,0.05992571884717808,1.3751630493729783,0.21881987929469487,0.07972427953702786
1000,491.4861667678042,236.2499044986321,1147.6188914599209,551.708339565036,0.04764818147675488,2.0288406858238734,1.996968242586692,0.015700100807520996,1.7125227782010448,1.0951693448040267,0.1880822391183316,0.06168822014164327,0.05533975586824678,0.9411326407000297,-0.0695009966545389,0.07972111860440441
1100,491.3634287080487,236.34551567049922,1148.1951612064288,551.6872956912263,0.05154818119035696,2.0262348678684967,1.997730778981579,0.014479967760099612,1.7119469923936408,1.0815998911725555,0.18902837158099092,0.062486505847796456,0.07173779731503344,0.6590056215463495,-0.11745253310581252,0.07971897302510818
1200,491.25132522093844,236.148532501055,1147.6079634785253,551.6040612670654,0.0497112231362969,2.0208470591206797,1.9835589256352508,0.013998796474665426,1.710911680145982,1.085690329282803,0.18808328713360337,0.06458745455368373,0.0684155257256464,1.6311378492943067,-0.0681031756112579,0.07970840618965415
1300,490.644522363603,236.3107089062503,1147.1412299896404,551.6906473127283,0.048867488187494874,2.01851452675984,1.9909432272263266,0.01244886274770076,1.7064897422857337,1.076150597134408,0.18956288899638765,0.07978360472154805,0.08079602782031205,2.2107525539569317,0.5786729375421512,0.07969857831543808
1400,491.2145102096101,236.30673612413375,1147.8977149459183,551.6417974401159,0.04919894036928917,2.0083863975176186,1.9793827431723134,0.013999672050337912,1.699270315004618,1.0684232612105713,0.19013126934961327,0.07989286599491224,0.08144576280561726,1.3766157640979562,0.8509859315613367,0.07969064022791786
1500,489.9662335184732,236.23723882550493,1146.9405380153412,551.4080950558291,0.049877611562294005,2.005657861336524,1.976639248771131,0.012579050736115269,1.6871041607044004,1.0570121785431106,0.1863785313572081,0.08415116671180654,0.09319482573148073,2.3039743034200737,0.7392677563116705,0.07968022170567127
