milliseconds,Th,T,Cs,Cp,C
0,2.119530693784637e-05,70634.10355378552,-6.589979009466595e-05,-0.004053399513919554,3.1248976655874544e-05
100,8.864423165095951e-06,90956.09952497424,0.027066219595238587,0.03258237194834918,0.027433529112345156
200,5.142783367917118e-05,145741.82871155388,0.02822515043732161,0.026665936863508533,0.027982501397442024
300,4.825779853789904e-05,81263.0586572261,0.028029879470803962,0.03818849270437289,0.02807019483505169
400,6.147645395786889e-05,154350.1173405794,0.028421187350515294,0.034410786609652085,0.02848652488150138
500,0.00010320824614927032,160902.57236570955,0.02828010401615893,0.03843471961077517,0.0282384203061656
600,0.00013146729335429032,139002.25238444723,0.028377038396164487,0.03063203037214128,0.028181554061501454
700,0.00016074640597147887,168540.6691014936,0.027938422878862893,0.03757984835278288,0.028188412250110685
800,0.00018544336005241158,143286.63834054524,0.02839198191780036,0.030897745166445126,0.02824924498271065
900,0.00018717163489200532,136539.54178625485,0.028287482226477464,0.04109065540493237,0.028314953732476677
1000,0.00022139985897283768,163697.40557462422,0.027961216076149955,0.036635041517212266,0.02797873412422434
1100,0.00022624813983135151,137903.3330608107,0.028477249447920946,0.03205891643142629,0.028203494392409743
1200,0.00024600396269727916,213651.87446333922,0.027942895861671452,0.042025125847105334,0.028027967958802406
1300,0.00026110642976985815,222140.40558125207,0.02844872576140974,0.0426730824535072,0.02854366729821345
1400,0.0002999310542793468,199713.70323085441,0.02842614030699749,0.034733905914282076,0.028033212559016175
1500,0.0003051402416974763,201339.1657123857,0.028487821109482697,0.044243193461759145,0.02813915573326016
1600,0.0003320648077031918,217892.17219957116,0.028216038560045075,0.03900362395921475,0.02782639595380386
1700,0.0003525764075850185,208044.8863718571,0.02808708782538634,0.047270950743102134,0.027909779660628273
1800,0.000353007234887466,279025.74764140986,0.028341157963553354,0.05089565508519717,0.02834823328048717
1900,0.0004041264086892603,242818.16868754764,0.028086955882662117,0.04859414250530163,0.02823769703779549
2000,0.0003948920896792025,244845.33913881116,0.027638601944496913,0.04815118287930469,0.027954624669863332
2100,0.00043730002168349875,295214.6712013724,0.027889403678578763,0.05516692827447252,0.02787149216288925
2200,0.0004713889154399102,310594.3377256666,0.028273350349406833,0.055872253917232925,0.028108930711308
2300,0.0004838456672773189,363729.4097483601,0.028172835169725262,0.052324294319027215,0.027659331188215383
2400,0.00048046358223238637,352965.3438778076,0.02768910508693121,0.06135355888466954,0.027454323366064556
2500,0.0004971370253204874,380630.0624668389,0.027449074672253566,0.06707368326505944,0.027327662187675336
2600,0.00053418752463742,375813.1275535628,0.02758467264581992,0.06551990884372909,0.027773968595183985
2700,0.0005206479008531021,434969.4391115742,0.02753706517975578,0.06671807842240715,0.027377411715118437
2800,0.0005383940489067553,427839.9922325194,0.02714554797369458,0.07369225675340253,0.027565938655855556
2900,0.0005643722561944065,441760.349672369,0.027291972581660145,0.08282270753048795,0.027213334397986576
3000,0.0005913602349095397,454012.9792125071,0.02725960327818909,0.08412620161420319,0.027318351316463072
3100,0.000627227245292714,498376.5244283468,0.02692105564375844,0.08601837853500835,0.02686756840712636
3200,0.0006369351125616961,528884.9093968727,0.02679093653837083,0.09612586374024487,0.027373233797439535
3300,0.0006628921968237595,557364.6704162891,0.027048816957251372,0.09595102016279594,0.026880969027382698
3400,0.00065264242751858,571205.9737941783,0.0264666401627668,0.10302117998773344,0.026578835796529726
3500,0.0006647964237714087,610646.9991214573,0.026691298532605597,0.11514302760859065,0.026191800817954344
3600,0.0006712845010434041,692152.7915335973,0.026363701479976364,0.11651122192965074,0.026521245802275453
3700,0.0006863284729350788,723197.3543469147,0.026201678396657862,0.13072844521243807,0.026223828793191628
3800,0.0007154372636517892,772065.3849823922,0.02597118367002758,0.1334985395631978,0.02640959787777339
3900,0.000729677385755961,788689.9259541866,0.02599701388729885,0.13524682093118554,0.025574404402175174
4000,0.000708645458063716,820199.6712935482,0.02612624881039206,0.14875401183806258,0.026027857388469897
4100,0.0007291056890311793,854491.7004580816,0.025575346084680706,0.15523968373211847,0.02539322155158432
4200,0.0007535068085500946,953115.7832345789,0.025101507557215862,0.16646437454011612,0.025361316833864434
4300,0.0007479037577999651,968275.0714838518,0.025231291504775682,0.1703868530611874,0.02543217158419016
4400,0.0007582755876588811,1037884.2924699679,0.02530513407446797,0.1848803164412887,0.024974019826872588
4500,0.0007821920704734055,1106413.1305000298,0.025136791530904694,0.18852125303839853,0.025019985933368825
4600,0.000779669560029285,1199140.46701343,0.024859545020488864,0.19628322791743166,0.024988336661723815
4700,0.0007752903887537026,1277349.043000245,0.024406747755187638,0.2035410648021998,0.024098237358089292
4800,0.0007794230594969821,1312603.1615562064,0.024045112938470607,0.21212066547253403,0.02401987384560822
4900,0.0007689357085633363,1448412.6358722996,0.02412288033538801,0.2274694374611951,0.024269978912543445
5000,0.0008076594566708811,1552866.9833644417,0.024187544972101727,0.23620275158566453,0.024091449235523015
