milliseconds,Th,T,Cs,Cp,C
0,1.8049263662500534e-05,114142.19940219048,0.0002917490291025793,-0.001957203674401518,0.00029260497090487133
100,3.5717906219792096e-05,96976.725418458,0.027018878526654612,0.027783885088755705,0.027375278945021717
200,3.410869134787499e-05,114166.44651239784,0.028607767184191325,0.029727982914225872,0.028544425620367183
300,4.8397101089150015e-05,119862.99714969978,0.028481488197110445,0.03469547211230004,0.028241315387305312
400,7.236476646684927e-05,117876.41582022823,0.02794328073974766,0.034641208454740835,0.028622239048543986
500,0.00010734360668067669,132710.58040904463,0.028433942990182627,0.03971349608957601,0.028041783320259157
600,0.0001303721654266303,113520.7029269819,0.028386575200880407,0.0304778244919779,0.028358270274370094
700,0.00012534889726974966,116312.65558686884,0.028597560933947865,0.03912066445890914,0.027872457850952638
800,0.00017524993023526066,157122.12934945285,0.027925885597358122,0.03416624296137919,0.028519729098916185
900,0.0001708487672694716,144562.44532861823,0.02788496031474939,0.03779119252035788,0.028165447173047333
1000,0.0002056204682437544,171525.97052315657,0.02835294473810707,0.041261704481967504,0.028218014483786875
1100,0.00024015557938068485,192086.35210168478,0.02814771234209688,0.04404702140288923,0.02802329346037046
1200,0.00024164611115115955,219495.77475464856,0.028269941339123764,0.033029031293182826,0.02821751628997727
1300,0.00026753165965787227,183332.46911204132,0.02832084350525787,0.04019233038327087,0.02823750662796392
1400,0.00030521873476848337,245037.12945880397,0.027964819057258575,0.035667241743022965,0.028193052276651736
1500,0.0003072197219782503,184502.978340602,0.028474191551477086,0.04763288629774375,0.028215006096741203
1600,0.0003348183588034312,263956.7408405609,0.027916531670653083,0.04054030766748726,0.028062603560246407
1700,0.0003716016734488147,264095.71324679174,0.028198424767752,0.04314418200257274,0.02802686782297821
1800,0.00037565033202299227,280596.99179596594,0.02817357276919894,0.046390668463289805,0.028102703571107265
1900,0.0003762771523184576,300108.5960299637,0.028062254495384416,0.0494236497198893,0.028114042161214
2000,0.00040646988630842136,254159.07439458976,0.02820718761072864,0.056394876126720554,0.02763727740492604
2100,0.0004368750201588682,274114.6257767204,0.028252170625374433,0.05871067716707615,0.02832582568978998
2200,0.00044107267434934306,351133.11944789736,0.027676270189088793,0.05973748537591791,0.028025799472381086
2300,0.0004676763591186332,361188.8357882647,0.028135745904903114,0.061977327688002945,0.027971363829476337
2400,0.0004866594877943829,336622.80276764417,0.02749312162161464,0.06412705656444741,0.02807553276533384
2500,0.0004813743976912235,375864.7850445244,0.027536088472683743,0.06747629288617754,0.027876327948285685
2600,0.000509314135033109,413144.5946940903,0.02759567062314762,0.06487052033071261,0.027534785120118768
2700,0.0005643103739585917,430797.5785313267,0.02738508089722729,0.0655808563063465,0.027818759805496914
2800,0.0005699573144866226,446458.93566637,0.027193087768415357,0.07041526541463955,0.02736473972313702
2900,0.000583676207438548,452193.5881315603,0.027183605067712502,0.07980234035175213,0.02732771530284475
3000,0.000601502252229067,473298.0982035313,0.02713497391189784,0.08449591553780003,0.027113582709138166
3100,0.0006226817754188468,493763.5808621637,0.027422369540815235,0.08762513084283838,0.02711538145878131
3200,0.0006075894720360496,504974.084989319,0.027403081947891966,0.09404184682874923,0.026877563734082375
3300,0.0006530097029694635,569355.8737136282,0.02689913251197366,0.10181446432496721,0.026875661701615084
3400,0.0006671658702085552,637489.4108720234,0.0268233301908398,0.10088611120382461,0.026410463954702992
3500,0.0006577303042906293,658550.5174358687,0.026427346004511066,0.11078960495566442,0.026164364934808823
3600,0.0006561333266620783,704721.9984242378,0.02642400349909491,0.12013699214238265,0.026744556828572952
3700,0.000673757971998466,734848.7334357426,0.025955972436492347,0.1233422415036098,0.02639142772519056
3800,0.000723755433238975,778993.657819981,0.02643530954812912,0.13523880527007257,0.025902693913946527
3900,0.0007235783853918492,785746.0020765238,0.02590422962572621,0.14593756773936084,0.02627727153519009
4000,0.0007379513442843228,806044.0067703839,0.025459197901960263,0.1479208661700445,0.025720513776874517
4100,0.0007251972535187404,871825.4565308195,0.02580561996325601,0.15112144266162106,0.025577288454100882
4200,0.0007479686049797919,972925.5102432242,0.025445938371588234,0.17079057103148682,0.025155493520327275
4300,0.0007532681401664388,989749.851792356,0.025199103342634373,0.17909800630678982,0.02557351056454998
4400,0.0007529503262108466,1083628.7139681147,0.024989560861226064,0.18470315530225676,0.025221726530356845
4500,0.0007559864304561507,1114252.8109812355,0.024550146869075317,0.19061458088365665,0.02474857739452589
4600,0.0007863780293760281,1155350.3915377457,0.02463516420781764,0.19652359910175884,0.02443734093432808
4700,0.0007975392500065329,1276138.630163184,0.02421533499401006,0.20790491014673937,0.024808141079339242
4800,0.0007617052149885198,1327591.6742100916,0.024137611874018236,0.2189989787949716,0.02392075614813051
4900,0.0007930456537337212,1437367.042251531,0.02384329347707111,0.23003621293611518,0.02405109555289481
5000,0.0007807879648969512,1486994.517170361,0.024117346557871906,0.23316693510091263,0.023824849629865807
