milliseconds,Th,T,Cs,Cp,C
0,-2.2489836459798945e-05,95522.2870710643,0.00027025784838416965,0.0015749540235684234,3.8000677087367255e-05
100,6.090096285115505e-08,90385.72338376642,0.0275672528719178,0.037167646567750484,0.02715105503760015
200,5.8502992260236314e-05,111407.5087119887,0.028322089039362897,0.03354057198182975,0.028524915768922618
300,3.722562951236144e-05,115170.65579506062,0.028098638791458692,0.034254328561267824,0.028247454842262334
400,5.997699421972697e-05,136342.82658529267,0.028171282240622274,0.029784947355134914,0.028159859589541217
500,9.280710551537142e-05,152309.27367695913,0.028210980333749143,0.03439528791327872,0.028572410158605527
600,0.00010605564185577675,152257.12429193812,0.027891149327239205,0.03621837784909395,0.028271979824296713
700,0.0001663930323765947,112145.01444471546,0.027988565696142914,0.0373384448896303,0.0284173700259571
800,0.00014383497156459138,167173.81896338434,0.028636616770807227,0.03267556471023755,0.028209379395381273
900,0.000179741577970939,174040.95590483566,0.02846085189059489,0.031315483944389017,0.02828609780248488
1000,0.00023226008143688217,151848.537218758,0.028588114366916138,0.039903339517912584,0.02801139625697677
1100,0.00020688979411004967,165077.64271557596,0.028505136588587943,0.04252988542137554,0.028452536190708907
1200,0.0002487093944825242,211945.72400625102,0.028313227439249217,0.041493846379019296,0.02855326798270824
1300,0.0002505008641818648,178695.24423940308,0.028333449037381657,0.036791053048225414,0.027852111138586436
1400,0.00027064439771256964,200544.62911692666,0.02816655614548259,0.044217968396899475,0.028144532977813455
1500,0.00029855803509373693,223321.4756277806,0.028116077697972308,0.04038959496893471,0.02789314609082765
1600,0.00031067371965682656,232238.10399150738,0.02801725622849788,0.039283233490945015,0.02829319693634618
1700,0.0003597871807527472,219110.36448666366,0.027965562763448724,0.04163962751820854,0.027894177065074174
1800,0.00035539267525122505,261204.86171204262,0.02840568613809842,0.0481483548947773,0.028117197890480172
1900,0.0004007435200475912,242726.5185980384,0.028251038067074904,0.04257611121425692,0.0279312809450916
2000,0.00043621362999007965,269529.91567919945,0.02794559808308044,0.05504388266116317,0.027894946195508273
2100,0.00044040508851085175,332686.51391656836,0.02806315721792221,0.057604022070246605,0.02815317685434408
2200,0.0004270988726994547,295745.2624470161,0.02795168289179648,0.05722746404300893,0.028134870875897354
2300,0.0004907932846843656,325078.45296586945,0.02751810414046203,0.05200558613247904,0.0275654841966727
2400,0.0004756197722841715,373588.3515603435,0.027862936378296912,0.06453694485086153,0.027629556354813612
2500,0.0004848369604545459,342734.65149003523,0.02795215416404806,0.06908643315038794,0.027662019795165475
2600,0.0005333769717417678,379347.4232192845,0.02772095266345229,0.06769042981936879,0.027794603277901602
2700,0.0005490063073437877,434772.49731107766,0.02780635885796169,0.07325945158400397,0.027751287383114828
2800,0.0005642032002113558,403791.3833253593,0.027853083705190296,0.07078344230275478,0.027255053029397444
2900,0.0005659610950846546,467776.4148502756,0.027056814225447177,0.0819072091946738,0.02706078641096372
3000,0.0006102775680163548,492278.10341507185,0.027324524721771794,0.0818234779588173,0.02697288943155646
3100,0.0006025495696269539,525169.3769372326,0.027013665197962132,0.08555631837456246,0.02683343006777365
3200,0.0006339062277906863,557010.8134182505,0.0270627637606766,0.09092103899773447,0.027140168091470396
3300,0.0006312557981640094,596447.1509066401,0.02711847854622661,0.10057797115195381,0.027049051533729856
3400,0.0006313842127836975,604505.4968868737,0.02650921875596219,0.10006768759823015,0.026712837420365683
3500,0.0006432547749178132,650496.0978597366,0.0268381971308941,0.11528365252342548,0.026762398590956138
3600,0.0006616991034670409,660475.9592259938,0.026703268879311147,0.11219251105659188,0.02617338719706039
3700,0.0007111940940218446,675703.7978769185,0.026340979333390056,0.12321405945694903,0.025997307762984232
3800,0.0006811116355788388,733053.283200243,0.025957052803897734,0.13592918488449984,0.026302788575808436
3900,0.0007384186778081688,755158.5250675136,0.026359728592179398,0.14083853921384853,0.02552987419146061
4000,0.0007118617722723882,853854.4379821867,0.0259913484000084,0.14828856662426212,0.025880440405659625
4100,0.000741565746301634,879956.7716905329,0.025858045361042532,0.1590176781030753,0.025718607052574644
4200,0.0007328839470664853,910119.2670313348,0.025726675978358177,0.15915449140597893,0.02564827302957486
4300,0.0007312910007136653,973425.9411812093,0.025594001510927524,0.17087217343925915,0.025203987283401324
4400,0.0007787257189442925,1033106.3191258496,0.025145685671997202,0.18090303072222266,0.025142824200757818
4500,0.0007897082999454139,1153654.0349904923,0.024734569220048852,0.1933805477842605,0.02518779701709232
4600,0.0007673669137313313,1229916.8246074482,0.024550312566708612,0.19531343758816264,0.024549310024204775
4700,0.0007693612393786691,1273494.2677804818,0.024539864916150136,0.20317872558730157,0.024740216563530284
4800,0.000759305552098173,1310281.2412518265,0.02424614005706595,0.21751757381535633,0.024656453504433642
4900,0.0007693351157156087,1422212.5596917346,0.023816882749113425,0.22933041578432725,0.02416453708881187
5000,0.0007737480505902955,1558118.818290529,0.024021557908860233,0.2318138968947534,0.024114500330330878
