milliseconds,Th,T,Cs,Cp,C
0,-1.94871627142078e-05,91332.77263910364,0.00037564035481572704,0.0042888162742264115,0.00022070676926299262
100,-5.208667810058681e-06,138531.63658953932,0.027143148173535202,0.026259969191653458,0.0273108899834576
200,3.283471844470093e-05,133903.2333272633,0.02800858718527025,0.03340978777371293,0.028119021885123805
300,5.800912708314053e-05,144952.58475527485,0.028177325098998476,0.03915354845943846,0.028174576210783158
400,8.630059711163117e-05,121843.19402647027,0.02786535221803964,0.035101641855558335,0.02798105242871308
500,8.800399964883818e-05,95671.81839880263,0.027940850232901458,0.04003071399513528,0.028025349518186787
600,0.00014457812335649998,164297.38400778157,0.02809764979786597,0.034962453860087866,0.028096666314895765
700,0.0001550576868248975,143087.84911296147,0.028157068714880516,0.029319349615033737,0.02854827409218922
800,0.00014883992280034704,179603.9065819441,0.028482050499623882,0.04142412098079342,0.028352578202892074
900,0.00019561197115439927,123731.85940617882,0.028541218348987894,0.032103918404714306,0.0285977042886041
1000,0.00019063317721569487,158299.1585712638,0.02854299305928318,0.031077771769047892,0.02835292389561673
1100,0.00021960756452020272,156384.66888143474,0.028486043487582862,0.03305849023979233,0.02857282781944781
1200,0.00023954166653659948,175350.8849714229,0.0282832841311505,0.042905918974949116,0.02841330015197836
1300,0.0002525131574404807,185546.90238160806,0.028520956012542634,0.034505671079228674,0.02847210938265814
1400,0.00031580130487442886,211365.26601549517,0.028457919502685496,0.03542034481043743,0.028223401397328523
1500,0.0003309577553302818,205700.0117734615,0.028031224150741274,0.038128746134051636,0.02791585488329873
1600,0.00031984375713234867,216300.51617343078,0.02828649289457221,0.0458015368189619,0.028460693832271535
1700,0.00035822250517653206,208637.51010468128,0.027808117656285544,0.0460363235361905,0.028015927913427868
1800,0.00037720552811327585,284019.4891259922,0.02804114370333251,0.04749995062213191,0.028235538073934037
1900,0.00041614567863540973,261626.59265444835,0.02827123688065974,0.05024431843561971,0.02836029479910175
2000,0.000389090619911613,277707.2089040523,0.02837016120746951,0.047441138821336555,0.02782667730221442
2100,0.00041577152038444783,263324.7902872206,0.02810149532401584,0.05469344018799081,0.02759605544335116
2200,0.0004634115906019176,301093.1310122631,0.02820911430673541,0.05923215592666021,0.027890052187042134
2300,0.0004890806257584435,368165.800817982,0.027641495224145232,0.05888307853061613,0.02810405934604578
2400,0.0005066381669765994,374819.7239213588,0.027594800415261724,0.06363434164964678,0.027811744608070572
2500,0.0005051006465831506,360757.27721941785,0.027882839718290163,0.06367474936577305,0.027768622556523022
2600,0.0005107756160796032,423984.9712856392,0.027516489175111434,0.06891233947046337,0.02723295965325488
2700,0.0005539406499550752,418397.28098586865,0.027292187215784292,0.07578089186853477,0.02716696690484805
2800,0.0005403792082045815,398661.58275249094,0.027841105800500178,0.07277729823471381,0.027185017319783695
2900,0.0005940440980306106,477071.2860044022,0.027345266111110707,0.075954401309605,0.027147832392809317
3000,0.0005913785325341382,484924.25784192997,0.027195830189899864,0.08103450498681311,0.027217275953650255
3100,0.0005916922407294261,522543.30220133247,0.026816174404887667,0.08307291680314206,0.02722111122253595
3200,0.0006443273858125148,508555.39823862416,0.02694403543635903,0.09374139636218842,0.02677347938899798
3300,0.0006472100277140434,591252.4499580617,0.027223143769595497,0.10320347656637031,0.027239954039833543
3400,0.0006542433827537629,612462.0594598355,0.027108273365463585,0.11087516483955277,0.0266038612152318
3500,0.000690682028310645,635447.4823974996,0.026706473111478345,0.11715220645357896,0.02632483424150251
3600,0.0006935498573426738,694549.0870776798,0.026361081974976476,0.11762627390837922,0.02677113144898476
3700,0.0006855979075870852,725615.4458005843,0.02652043503722214,0.12295976878333462,0.026532419423416984
3800,0.0006917429092523083,712596.2417389434,0.02628957757152069,0.13690250397359072,0.025948986205728598
3900,0.0007047170181555515,811452.515574148,0.0260984450161214,0.14096743962373176,0.025533939954846027
4000,0.0007458118120909617,839327.2360866854,0.02581642824314137,0.15444958736810668,0.025649088755825163
4100,0.0007290926017321756,915733.9744252061,0.025765456274182037,0.15595081259203727,0.02576867325268102
4200,0.0007226486190461214,932106.7049284389,0.025719366823596015,0.1609945371546803,0.025331479978234213
4300,0.0007318752807032681,976163.7831874682,0.025422547358923752,0.178597234796342,0.025540015424332263
4400,0.000779852679278885,1077116.5831807428,0.025363332409275092,0.17811672038693896,0.02525808039474437
4500,0.0007889441332200263,1128434.967783816,0.02493651278642515,0.1888750700971468,0.02466868153497858
4600,0.0007702940156703731,1189048.8791001705,0.025033999015659884,0.1971753475916149,0.024598542094900564
4700,0.0007778900494884065,1248100.47749826,0.02489319501919598,0.2143856674664642,0.02440184107052947
4800,0.000803578951547411,1323185.4388408319,0.024302648093638076,0.22052114118410557,0.024578083485807763
4900,0.0007683801151848916,1466321.227722592,0.024525237825460552,0.2257225178233125,0.024244346388008525
5000,0.0007849638593790773,1529837.836967711,0.023826741431758718,0.23830276375097792,0.024369455472878217
