milliseconds,Smad2c,Smad2n,Smad4c,Smad4n,T1R_Surf,T1R_Cave,T1R_EE,T2R_Surf,T2R_Cave,T2R_EE,LRC_Surf,LRC_Cave,LRC_EE,Smads_Complex_c,Smads_Complex_n,TGF_beta
0,492.2743197761674,236.53652452567493,1149.4681670407535,551.6926678403094,0.23591081490549554,2.091738490603596,2.0595741815463886,0.20141154652165483,1.7776981104210554,1.1510586535493765,-0.001015877819524289,0.0006462152282476494,-0.0036897124340331965,-0.14819075694566727,-0.03528927214588581,0.07999695700723392
100,492.33952404405767,236.51876028843267,1149.618009205693,551.7239659016917,0.06871843636894288,2.0854056488048123,2.056909050185756,0.03344936241689763,1.774202632915914,1.146062327785807,0.1669581830414653,0.0030323662826992025,0.003933750342273782,-0.24137590159863165,-0.032042102026016664,0.07981208652749336
200,492.65945416126016,236.4384683228353,1149.7418374654524,551.7320084790418,0.055331660139143965,2.084944605542604,2.049093261547292,0.02009370712682347,1.7705966616911297,1.1341017848386474,0.18309871910308811,0.012220565216939424,0.01014159337224533,0.3465845860333971,-0.18404383209442038,0.07979340722470242
300,492.1583319137586,236.396468635524,1149.4843100617034,551.6957388408208,0.051138025478056744,2.074237422325832,2.046369010368458,0.01483453465900085,1.7606531834317203,1.1283557113113352,0.1860499870224195,0.016869234926102265,0.013879293408457026,0.26814757535375794,0.11188887787804382,0.07978773542899256
400,492.08622335526655,236.37390740110553,1149.277330890708,551.703847213026,0.05099293246075269,2.070823489759802,2.0384225173861426,0.014658547717875852,1.7524099997019715,1.1286321688162129,0.18640609348341025,0.023496251046562847,0.019097117905220392,0.06423705058434276,0.03181543627242716,0.07976988876874926
500,492.1098145026504,236.43177513565598,1149.3663557958023,551.6682273839459,0.049538434346360335,2.064523436289017,2.032396636657401,0.013902820965425134,1.7482689855831526,1.122529697894658,0.18801125424599516,0.02854284773342182,0.029029870794898088,0.08593565754234744,-0.0797000303756284,0.079762594305038
600,492.12995872646496,236.42382442886753,1149.3023900500264,551.7297780088936,0.05080375479041739,2.0587540714041377,2.0248443785155765,0.01413648979855479,1.7460400301588697,1.1139446944479374,0.18881580667639983,0.032714025776800645,0.034577405445523846,0.6599697973168613,-0.020256165335334357,0.07976101591281588
700,491.93917993017396,236.40494215355477,1149.0048670983992,551.7116535696275,0.049593785766851396,2.0487642787800144,2.0194535368322746,0.015017333669403398,1.7395042343420482,1.109721594080935,0.18684767145592274,0.04081852201752804,0.03903159942423346,0.23479866840998698,-0.08136335492835263,0.07974302109288763
800,492.24727065720396,236.334012976654,1148.826633025626,551.6246393358739,0.04862475985707979,2.045084861550853,2.0122226216633172,0.01494266409244225,1.7323303864223627,1.102435957522824,0.1882283778830212,0.04688116342232498,0.045401085167941134,0.5016247263799469,0.011296158052988253,0.07973896867051468
900,492.03928560093976,236.41656934269892,1148.2901038749671,551.6102592475378,0.049692762558620034,2.038169884959011,2.01148946860548,0.013024038112779942,1.7223608384897378,1.0957931778330856,0.18645699665561474,0.05372827206934322,0.048421799873576254,0.6736634383435176,0.3281361221287677,0.07972632311428911
1000,491.2789515283451,236.37003545289897,1148.557036748492,551.6758664881315,0.050618419100670574,2.0351230840331063,2.005629869621948,0.013856784489062256,1.717520663320594,1.09021608838442,0.18764044623862924,0.060079681952281146,0.0552178937622526,0.7583062928113176,-0.04212574498964425,0.07972253111133316
