milliseconds,Smad2c,Smad2n,Smad4c,Smad4n,T1R_Surf,T1R_Cave,T1R_EE,T2R_Surf,T2R_Cave,T2R_EE,LRC_Surf,LRC_Cave,LRC_EE,Smads_Complex_c,Smads_Complex_n,TGF_beta
0,492.92750613264815,236.54880921569375,1149.4040268810652,551.6933458531636,0.2357786639246234,2.0950661639290877,2.064142228167236,0.20101837379107357,1.7767806575637268,1.1481322794170377,0.0009692174093569303,0.0012615369219148242,-0.00034129640936375415,-0.23555591367782483,-0.19479249830833012,0.08000613712338717
100,492.94324868156207,236.4079608201773,1149.5630948146638,551.7602531780574,0.06792998973064711,2.0853874119803764,2.053184789829374,0.03353110339013528,1.7735175987178469,1.147006768699807,0.16850338949937776,0.001693656814296941,0.00745124130509485,0.22690946563649558,-0.12634994464985194,0.07982537779933085
200,492.3369861545169,236.38570027964607,1149.5470454470262,551.7755625372375,0.05484488645362245,2.0852870294979406,2.0501242057148126,0.020509945959944775,1.7666373827989703,1.140315957424636,0.18139747571643577,0.0070972445744299575,0.006931371438477826,-0.13736780497861908,0.05808329531106984,0.07979967643180583
300,492.5827380056252,236.3902128288188,1149.6135705414097,551.7595290287809,0.05178924588638934,2.0776714339242304,2.0455957944317444,0.015476543020316409,1.7597830995627786,1.1321549449518291,0.18702962733592005,0.018002776379605682,0.017476831035816993,0.11416221123381937,0.09030709910164306,0.07978486234874171
400,492.70747727593533,236.4354633804178,1149.3628012404204,551.676866078192,0.048630816475459054,2.0670931362996776,2.039785289041568,0.013943078383810571,1.7598050391568278,1.124693968385777,0.1884646212975355,0.024329762170109622,0.020634690744418545,-0.16011088619967742,0.07245970265425675,0.0797777254723269
500,492.3976404169238,236.36656605986403,1149.2196794107729,551.7683250027833,0.049589863179759004,2.0623680872032164,2.0283481426618697,0.014168996161770312,1.745659888651314,1.1172717185348349,0.18637883108882417,0.025582004600110175,0.02520740038731109,0.05555268743681743,0.040664882534061725,0.07975910611956188
600,491.9085127835049,236.50199189684176,1149.0904372328775,551.7387967453844,0.050004242555197205,2.0589834269948275,2.0279540455339196,0.01443126668057348,1.7472378357368608,1.1151096336181385,0.18811576965162244,0.03367716478258492,0.03587784843042159,0.3486607231929687,0.2560436732395852,0.07975662134638446
700,491.93148347837695,236.3555806075586,1148.7063516134049,551.7615925660824,0.04978567517482496,2.0533956249497822,2.0210743939591316,0.013736969984230352,1.7403015352972675,1.1046333261103314,0.186920537108791,0.03890534555967243,0.03984885498282296,0.30638653720157377,-0.12319692899946479,0.07975143100322064
800,491.70076080405244,236.38507846533676,1148.6265303976425,551.7195051315102,0.048525328879063474,2.04454438739065,2.017459761810419,0.01437166216974813,1.7296799074354166,1.1033265823096787,0.1873365190188034,0.045512683703791114,0.045526719662763795,0.3816619870334975,0.09639779856897807,0.0797346312140442
900,492.1232499004865,236.4044931542859,1148.635198820868,551.6165095430285,0.04892768909471615,2.040287509676726,2.0108026712180918,0.013051195895512081,1.7254054941889814,1.0934678538712008,0.18743506170639987,0.049655966810754,0.04881017094602593,0.5165380929120551,-0.02880560767645264,0.079732322987661
1000,491.8618707416656,236.38567730889068,1147.9679853900745,551.6680366513779,0.048717184625486465,2.0323988186704462,1.9995249535538233,0.014321621947175369,1.7228503780568167,1.0915420960795845,0.18886373231421738,0.05840070778261698,0.054433319427848514,0.7958561681868943,0.31140678296486357,0.07972246092204342
1100,491.38377622740126,236.3464001034726,1148.372213098712,551.6785746663668,0.05014538167233498,2.0292388655943636,1.9954610964559956,0.013123049343802241,1.7137283033934203,1.0873879648556022,0.18639158859548982,0.06442867522031138,0.06768365370347597,1.3717388225928742,0.0020890597482610684,0.07971630718380565
