milliseconds,FeDuo,FeDuo_0,FeRBC,FeRBC_0,FeSpleen,FeSpleen_0,FeLiver,FeLiver_0,Fe2Tf,NTBI,Tf,Fe1Tf,Hepcidin,Fe2Tf_0,Fe1Tf_0,NTBI_0,Fe2Tf_,FeRest,FeOutside,FeRest_0,FeBM,FeBM_0
0,-1.1369501825809894e-35,0.0117590568706314,-2.4555975836433013e-34,0.0379799887571665,3.177383263171093e-35,0.00394239990123767,1.0897713120406224e-35,0.00200010981212238,-5.5751215241382685e-37,-1.0538421100155672e-40,1.5821833083706e-05,1.5317153997469998e-36,2.30017456622937e-08,1.3524819675704801e-05,9.353347240589152e-06,3.3311210465159e-08,-8.441827456798654e-52,9.24136798583806e-36,1.102994073152449e-36,0.000286841656341217,0.0030378361484431904,-3.259628803698375e-34
100,4.944896162351915e-35,0.0117590568706314,-2.0887265493673203e-34,0.0379799887571665,-7.514034195776178e-35,0.0039423999012376705,4.295991689177783e-37,0.00200010981212238,2.0393751707962528e-35,2.9897777549616162e-40,1.582183308370626e-05,1.7601404798489731e-35,2.3001745662293693e-08,1.3524819675705136e-05,9.353347240588553e-06,3.331121046515881e-08,-6.386376849517911e-51,5.509578408047468e-35,3.320338392555468e-37,0.000286841656341217,0.0030378361484431904,-9.216388184464324e-34
200,9.473001251855983e-35,0.011759056870631399,-1.7631578440126306e-34,0.0379799887571665,-1.409651126938596e-34,0.003942399901237671,1.631883155977367e-34,0.00200010981212238,6.003624188862637e-35,2.2898476573836857e-39,1.5821833083706274e-05,4.761469539355632e-35,2.3001745662293693e-08,1.3524819675705182e-05,9.353347240588488e-06,3.331121046515888e-08,-1.2578896327112255e-50,1.384181106075317e-34,7.633060571357993e-37,0.000286841656341217,0.0030378361484431904,-2.6377203234057603e-33
300,1.0251209315324903e-34,0.011759056870631399,-3.2555896498580172e-34,0.0379799887571665,-1.6329510846819895e-34,0.003942399901237671,2.0687423429696372e-34,0.00200010981212238,9.720979437127178e-35,3.3367091245758404e-39,1.5821833083706295e-05,7.492985532443174e-35,2.3001745662293693e-08,1.3524819675705223e-05,9.353347240588434e-06,3.3311210465158936e-08,-2.245934950134993e-50,2.2932277096308843e-34,1.9729850674329115e-36,0.000286841656341217,0.003037836148443191,-4.2996710598465394e-33
400,1.771993727053559e-34,0.011759056870631399,-6.37549044357939e-34,0.0379799887571665,-2.021209795925498e-34,0.003942399901237671,2.813715159051832e-34,0.0020001098121223797,1.2735628596982365e-34,4.2652347723970986e-39,1.58218330837063e-05,9.780969820991504e-35,2.30017456622937e-08,1.352481967570525e-05,9.353347240588388e-06,3.331121046515899e-08,-2.819162326879166e-50,3.216202744230146e-34,1.9901605962652517e-36,0.000286841656341217,0.0030378361484431913,-5.754098113497628e-33
500,2.268185202179666e-34,0.011759056870631399,-8.05390973068087e-36,0.0379799887571665,-1.4646459348459827e-34,0.003942399901237671,3.6900913535660557e-34,0.0020001098121223797,1.4125880414154132e-34,4.821869399877608e-39,1.5821833083706305e-05,9.608863864512664e-35,2.30017456622937e-08,1.3524819675705248e-05,9.353347240588388e-06,3.331121046515899e-08,-2.8999099336536456e-50,3.259287567580542e-34,5.224507826063609e-36,0.000286841656341217,0.0030378361484431917,-4.918447173847245e-33
600,2.6355044394680236e-34,0.011759056870631399,7.530527382031662e-34,0.0379799887571665,-9.773139474202505e-35,0.003942399901237671,4.677417864220034e-34,0.00200010981212238,1.4304092070424294e-34,6.721399636109888e-39,1.5821833083706308e-05,9.192478719033529e-35,2.30017456622937e-08,1.3524819675705257e-05,9.353347240588383e-06,3.331121046515899e-08,-2.985973463852946e-50,3.469159113520801e-34,8.88107413560596e-36,0.000286841656341217,0.0030378361484431917,-4.1661875232494395e-33
700,2.878705506109253e-34,0.011759056870631399,1.2273720362548882e-33,0.0379799887571665,2.190832121644699e-36,0.003942399901237671,6.4534548313371974e-34,0.00200010981212238,1.5246790237572403e-34,6.855750987537959e-39,1.5821833083706305e-05,9.101537065048455e-35,2.30017456622937e-08,1.3524819675705257e-05,9.353347240588393e-06,3.331121046515899e-08,-2.8871102229782363e-50,3.7711453124513757e-34,9.963575424678674e-36,0.000286841656341217,0.0030378361484431917,-3.605206085786994e-33
800,3.573862847292957e-34,0.011759056870631399,1.661530098619803e-33,0.0379799887571665,8.837470969159481e-35,0.003942399901237671,6.680225250336558e-34,0.00200010981212238,1.5919056006857947e-34,8.765635588302977e-39,1.5821833083706305e-05,8.847275773491776e-35,2.30017456622937e-08,1.3524819675705257e-05,9.353347240588386e-06,3.331121046515899e-08,-2.9843325996784957e-50,3.7895232034447168e-34,1.2463764648608662e-35,0.000286841656341217,0.0030378361484431917,-3.075134760281502e-33
900,3.75770732896021e-34,0.011759056870631399,1.8223285443884242e-33,0.0379799887571665,2.175209306471197e-34,0.003942399901237671,8.611659797422755e-34,0.00200010981212238,1.7172187477529542e-34,1.0204448207607798e-38,1.5821833083706305e-05,8.480365975552582e-35,2.30017456622937e-08,1.3524819675705255e-05,9.353347240588383e-06,3.331121046515899e-08,-2.959821398751845e-50,4.002595809678879e-34,1.4703484152911433e-35,0.000286841656341217,0.003037836148443192,-2.3805323738327933e-33
