milliseconds,FeDuo,FeDuo_0,FeRBC,FeRBC_0,FeSpleen,FeSpleen_0,FeLiver,FeLiver_0,Fe2Tf,NTBI,Tf,Fe1Tf,Hepcidin,Fe2Tf_0,Fe1Tf_0,NTBI_0,Fe2Tf_,FeRest,FeOutside,FeRest_0,FeBM,FeBM_0
0,-2.573577613645117e-35,0.0117590568706314,-1.8394794781456623e-34,0.0379799887571665,1.9682711190017547e-35,0.00394239990123767,-1.2262345033759076e-35,0.00200010981212238,-2.5838917216660143e-36,3.285749128281773e-40,1.5821833083706e-05,3.15303346491483e-38,2.30017456622937e-08,1.3524819675704801e-05,9.353347240589147e-06,3.3311210465159e-08,-5.782859126082632e-52,5.725564268718429e-36,1.7577882684399885e-37,0.000286841656341217,0.0030378361484431904,5.871161090853676e-35
100,1.0893789366331579e-35,0.0117590568706314,-1.0645987488672247e-34,0.0379799887571665,-2.246873726616126e-35,0.0039423999012376705,2.9197754208209067e-36,0.00200010981212238,2.6677655988721537e-35,1.1478491991883278e-39,1.582183308370626e-05,1.9356074584426399e-35,2.3001745662293693e-08,1.3524819675705141e-05,9.35334724058855e-06,3.331121046515881e-08,-4.756634143051147e-51,4.958385246058862e-35,1.921469685208788e-36,0.000286841656341217,0.0030378361484431904,-1.5100631863803126e-33
200,6.234947955507328e-35,0.011759056870631399,-3.9028598383961285e-34,0.0379799887571665,-8.292579388967633e-35,0.003942399901237671,1.356078372219312e-34,0.00200010981212238,6.673296959553412e-35,1.7581268627301235e-39,1.5821833083706274e-05,4.773886337352146e-35,2.3001745662293693e-08,1.3524819675705182e-05,9.35334724058849e-06,3.331121046515888e-08,-1.2939498539637251e-50,1.544505121954152e-34,8.254287264997261e-37,0.000286841656341217,0.0030378361484431904,-2.6769043593110317e-33
300,1.4161312547289922e-34,0.011759056870631399,-4.5903431963621405e-34,0.0379799887571665,-2.130397131062266e-34,0.003942399901237671,2.036798044121134e-34,0.00200010981212238,1.0021859012939268e-34,3.4928669944420376e-39,1.5821833083706295e-05,7.534124160344309e-35,2.3001745662293693e-08,1.3524819675705221e-05,9.353347240588434e-06,3.3311210465158936e-08,-2.0761392433204348e-50,2.4792163902679797e-34,1.6097775896471675e-36,0.000286841656341217,0.003037836148443191,-4.680179637606554e-33
400,1.6584034007402144e-34,0.011759056870631399,-4.923146542991127e-34,0.0379799887571665,-1.8000797321137102e-34,0.003942399901237671,2.591454685182514e-34,0.0020001098121223797,1.3188129385634358e-34,4.8956388234284224e-39,1.5821833083706308e-05,9.89044993594702e-35,2.30017456622937e-08,1.352481967570525e-05,9.353347240588392e-06,3.331121046515899e-08,-2.82447936681651e-50,3.0762979754438288e-34,3.8448684626552434e-36,0.000286841656341217,0.0030378361484431913,-5.511880661183573e-33
500,2.1139515842499774e-34,0.011759056870631399,8.97379220352514e-35,0.0379799887571665,-1.870351983108108e-34,0.003942399901237671,3.726558797172499e-34,0.0020001098121223797,1.3581955517957301e-34,5.898698272517809e-39,1.5821833083706308e-05,9.660996408754543e-35,2.30017456622937e-08,1.3524819675705251e-05,9.353347240588393e-06,3.331121046515899e-08,-2.809849670043123e-50,3.2779081650861226e-34,6.672486957606426e-36,0.000286841656341217,0.0030378361484431917,-4.906324667105843e-33
600,2.722304083543277e-34,0.011759056870631399,1.8565605332111022e-34,0.0379799887571665,-3.878017007030957e-35,0.003942399901237671,5.626057710326456e-34,0.00200010981212238,1.4398049124319534e-34,6.377647244192028e-39,1.5821833083706308e-05,9.200363827833289e-35,2.30017456622937e-08,1.3524819675705253e-05,9.353347240588388e-06,3.331121046515899e-08,-2.9111565461306945e-50,3.4161935187994484e-34,7.871846983806293e-36,0.000286841656341217,0.0030378361484431917,-4.4241788053183346e-33
700,3.1811375685015862e-34,0.011759056870631399,1.167913330584402e-33,0.0379799887571665,6.032735919184513e-35,0.003942399901237671,6.3362352518249455e-34,0.00200010981212238,1.5246507319037183e-34,7.734018290358445e-39,1.5821833083706305e-05,9.053800362689671e-35,2.30017456622937e-08,1.3524819675705251e-05,9.353347240588386e-06,3.331121046515899e-08,-2.9648774284760365e-50,3.5925658228323414e-34,9.176257253249533e-36,0.000286841656341217,0.0030378361484431917,-3.669726909878117e-33
800,3.355093940985773e-34,0.011759056870631399,1.5456008070191602e-33,0.0379799887571665,1.025576658695398e-34,0.003942399901237671,7.008025336135415e-34,0.00200010981212238,1.6309563206616643e-34,8.127197705715771e-39,1.5821833083706305e-05,8.828919039595185e-35,2.30017456622937e-08,1.3524819675705255e-05,9.353347240588383e-06,3.331121046515899e-08,-3.001729283703092e-50,3.934055648397733e-34,1.2573112794097926e-35,0.000286841656341217,0.0030378361484431917,-3.0578690026615476e-33
900,3.7220609725439268e-34,0.011759056870631399,1.8453495703368398e-33,0.0379799887571665,1.4612279357985202e-34,0.003942399901237671,8.305067456110589e-34,0.00200010981212238,1.6888849029663112e-34,9.869905233593616e-39,1.5821833083706308e-05,8.560119332115725e-35,2.30017456622937e-08,1.3524819675705257e-05,9.353347240588388e-06,3.331121046515899e-08,-3.0882840345264687e-50,4.118017683261032e-34,1.231450287666713e-35,0.000286841656341217,0.003037836148443192,-2.4791354928159966e-33
1000,4.413682203273108e-34,0.011759056870631399,2.5974869380788726e-33,0.0379799887571665,2.2403710998912926e-34,0.003942399901237671,8.903568134299711e-34,0.00200010981212238,1.8377865543753199e-34,1.0455116032033209e-38,1.5821833083706305e-05,8.224167917386924e-35,2.30017456622937e-08,1.3524819675705255e-05,9.353347240588385e-06,3.331121046515899e-08,-3.16365813245625e-50,4.247490810933741e-34,1.647282562636584e-35,0.000286841656341217,0.003037836148443192,-1.85529894896098e-33
1100,4.7791001260343965e-34,0.011759056870631399,2.5625848106354935e-33,0.0379799887571665,3.5642977890341706e-34,0.003942399901237672,1.0312765539910927e-33,0.00200010981212238,1.9056947053283336e-34,1.101819296476207e-38,1.5821833083706305e-05,8.03493078519287e-35,2.30017456622937e-08,1.3524819675705255e-05,9.353347240588388e-06,3.331121046515899e-08,-3.2366491789592364e-50,4.3919003369953434e-34,1.848677284717148e-35,0.000286841656341217,0.003037836148443192,-1.4186404322433477e-33
1200,4.9335939467886485e-34,0.011759056870631399,3.515908567108475e-33,0.0379799887571665,3.8360077541784303e-34,0.003942399901237672,1.2348006324768633e-33,0.00200010981212238,1.95579994954103e-34,1.3306698991427638e-38,1.5821833083706305e-05,7.815511649042364e-35,2.30017456622937e-08,1.3524819675705257e-05,9.353347240588385e-06,3.331121046515899e-08,-3.1420361240440683e-50,4.627127165301241e-34,2.0763507698237348e-35,0.000286841656341217,0.003037836148443192,-8.15030408827132e-34
