miliseconds,FeDuo,FeDuo_0,FeRBC,FeRBC_0,FeSpleen,FeSpleen_0,FeLiver,FeLiver_0,Fe2Tf,NTBI,Tf,Fe1Tf,Hepcidin,Fe2Tf_0,Fe1Tf_0,NTBI_0,Fe2Tf_,FeRest,FeOutside,FeRest_0,FeBM,FeBM_0
1300,5.299208044974204e-34,0.011759056870631399,3.571252074801066e-33,0.0379799887571665,4.629471031674069e-34,0.003942399901237672,1.3147739208377252e-33,0.00200010981212238,2.0463751817013777e-34,1.396279205622977e-38,1.5821833083706305e-05,7.331119727522859e-35,2.30017456622937e-08,1.3524819675705251e-05,9.353347240588383e-06,3.331121046515899e-08,-3.2718709079875377e-50,4.8320212848775226e-34,2.2813564170962176e-35,0.000286841656341217,0.003037836148443192,2.741350180022104e-34
1400,5.7564710053056115e-34,0.011759056870631399,4.1396456237899904e-33,0.0379799887571665,5.449599109930618e-34,0.003942399901237672,1.3789037250299082e-33,0.00200010981212238,2.1371297144689723e-34,1.4165049798777093e-38,1.5821833083706305e-05,7.078610983303411e-35,2.30017456622937e-08,1.3524819675705255e-05,9.353347240588386e-06,3.331121046515899e-08,-3.3399041816176424e-50,4.954146274802667e-34,2.4493396023091243e-35,0.000286841656341217,0.0030378361484431926,1.2541661287403178e-33
1500,6.283378358410733e-34,0.011759056870631399,4.632467431777565e-33,0.0379799887571665,6.649172347246215e-34,0.003942399901237672,1.5086602516368625e-33,0.00200010981212238,2.2233048971040936e-34,1.5208336497428712e-38,1.5821833083706305e-05,6.97451560710473e-35,2.30017456622937e-08,1.3524819675705258e-05,9.353347240588386e-06,3.331121046515899e-08,-3.295370036010777e-50,5.137317279513015e-34,2.8332398135073354e-35,0.000286841656341217,0.0030378361484431926,1.2905819155171129e-33
1600,6.65709357071909e-34,0.011759056870631399,5.4986632359692255e-33,0.0379799887571665,7.772207725349033e-34,0.003942399901237672,1.562584235574051e-33,0.00200010981212238,2.2421236350063064e-34,1.7171448620642698e-38,1.5821833083706305e-05,6.741375951640394e-35,2.30017456622937e-08,1.3524819675705255e-05,9.353347240588388e-06,3.331121046515899e-08,-3.307153609703914e-50,5.180117077586833e-34,2.791306640551155e-35,0.000286841656341217,0.0030378361484431926,2.57267169364733e-33
1700,7.001128733751389e-34,0.011759056870631399,5.964977160406323e-33,0.0379799887571665,7.97128101548463e-34,0.003942399901237672,1.7155197973851595e-33,0.00200010981212238,2.3868317082033846e-34,1.8088347330299324e-38,1.58218330837063e-05,6.240295829208214e-35,2.3001745662293693e-08,1.3524819675705257e-05,9.353347240588386e-06,3.331121046515899e-08,-3.5073972703560143e-50,5.462127647999071e-34,3.0420753045405937e-35,0.000286841656341217,0.0030378361484431926,2.6927433594760235e-33
1800,7.49691506593188e-34,0.011759056870631399,5.927200001704257e-33,0.0379799887571665,8.807001280564734e-34,0.003942399901237672,1.7852597430691926e-33,0.00200010981212238,2.4529619579893543e-34,1.8346574554058454e-38,1.5821833083706305e-05,5.967790805245804e-35,2.3001745662293693e-08,1.3524819675705255e-05,9.353347240588383e-06,3.331121046515899e-08,-3.5162711168106567e-50,5.559376590221555e-34,3.4574588623974665e-35,0.000286841656341217,0.003037836148443193,3.88053195646375e-33
1900,7.948633103379058e-34,0.011759056870631397,6.359326357049757e-33,0.0379799887571665,9.53822948161067e-34,0.003942399901237672,1.960555881067463e-33,0.00200010981212238,2.5120566517088042e-34,1.9805217334887426e-38,1.5821833083706305e-05,5.860290370599639e-35,2.3001745662293693e-08,1.3524819675705257e-05,9.353347240588381e-06,3.331121046515899e-08,-3.540877526572266e-50,5.687008753237071e-34,3.6032443060883836e-35,0.000286841656341217,0.003037836148443193,4.6164642466802564e-33
2000,8.436824581261687e-34,0.011759056870631397,6.813390129835702e-33,0.0379799887571665,1.0744281941836002e-33,0.003942399901237672,2.0727759785886855e-33,0.00200010981212238,2.6100761677461343e-34,2.075300325475101e-38,1.58218330837063e-05,5.517503287565574e-35,2.3001745662293693e-08,1.3524819675705257e-05,9.353347240588383e-06,3.331121046515899e-08,-3.6253506007255454e-50,6.023784380690893e-34,3.7826748719549813e-35,0.000286841656341217,0.003037836148443193,5.392422689545439e-33
2100,8.978106004467552e-34,0.011759056870631397,7.836194474647496e-33,0.0379799887571665,1.1345766987505179e-33,0.003942399901237672,2.1051760040916435e-33,0.00200010981212238,2.6620141646187683e-34,2.2575785756664802e-38,1.5821833083706305e-05,5.217554081486831e-35,2.3001745662293693e-08,1.3524819675705257e-05,9.353347240588385e-06,3.331121046515899e-08,-3.630685239233249e-50,6.100764296953672e-34,3.8482987066771885e-35,0.000286841656341217,0.003037836148443193,6.062783092122729e-33
2200,9.189746567085705e-34,0.011759056870631397,8.329334246063315e-33,0.0379799887571665,1.2204258420189804e-33,0.003942399901237672,2.2099179228417643e-33,0.00200010981212238,2.73058977428337e-34,2.2444387647337191e-38,1.5821833083706305e-05,5.010495907075232e-35,2.3001745662293693e-08,1.3524819675705255e-05,9.353347240588388e-06,3.331121046515899e-08,-3.6662652283538698e-50,6.263430163070692e-34,4.097111966300787e-35,0.000286841656341217,0.003037836148443193,6.756638029318836e-33
2300,9.693692177785352e-34,0.011759056870631397,8.697831453305342e-33,0.0379799887571665,1.2885291408224291e-33,0.003942399901237672,2.3190407076742824e-33,0.00200010981212238,2.8268219552698755e-34,2.382460211223262e-38,1.5821833083706305e-05,4.83989996297667e-35,2.3001745662293693e-08,1.3524819675705258e-05,9.353347240588385e-06,3.331121046515899e-08,-3.6482489490913567e-50,6.624161404656903e-34,4.49402714112883e-35,0.000286841656341217,0.0030378361484431934,7.215598093308685e-33
2400,1.019042498387177e-33,0.011759056870631397,9.217457008895274e-33,0.0379799887571665,1.3515051740672932e-33,0.003942399901237672,2.5476643721697812e-33,0.00200010981212238,2.9438480959163306e-34,2.4441943579845397e-38,1.5821833083706305e-05,4.286095815648243e-35,2.3001745662293693e-08,1.3524819675705253e-05,9.353347240588381e-06,3.331121046515899e-08,-3.840134650967473e-50,6.682743032613944e-34,4.75703252406295e-35,0.000286841656341217,0.0030378361484431934,8.078142588607994e-33
2500,1.0738977895236496e-33,0.011759056870631397,9.700209981905949e-33,0.0379799887571665,1.4001424993073436e-33,0.003942399901237672,2.577629715134225e-33,0.00200010981212238,2.974522842073963e-34,2.665101247492383e-38,1.5821833083706305e-05,4.26876916662222e-35,2.3001745662293693e-08,1.3524819675705257e-05,9.353347240588381e-06,3.331121046515899e-08,-3.7670167416552165e-50,6.834220549694464e-34,4.921389046757056e-35,0.000286841656341217,0.0030378361484431934,8.138522174098658e-33
2600,1.0917990511270738e-33,0.011759056870631397,9.67329515289098e-33,0.0379799887571665,1.5417562248597344e-33,0.003942399901237672,2.6892806126128264e-33,0.00200010981212238,3.0369131382919367e-34,2.681834648036668e-38,1.5821833083706305e-05,3.9844180368754277e-35,2.3001745662293693e-08,1.3524819675705262e-05,9.35334724058838e-06,3.331121046515899e-08,-3.931745114180271e-50,6.9665015938405e-34,5.07185400611695e-35,0.000286841656341217,0.0030378361484431934,8.776728134355347e-33
2700,1.1686171701773675e-33,0.011759056870631395,1.0614358613727942e-32,0.0379799887571665,1.594239614011803e-33,0.003942399901237672,2.7908237863872035e-33,0.00200010981212238,3.0998352191610917e-34,2.8850546949607556e-38,1.58218330837063e-05,3.505159903362092e-35,2.3001745662293693e-08,1.3524819675705258e-05,9.353347240588386e-06,3.331121046515899e-08,-3.8830324914190574e-50,7.246249521830604e-34,5.355439618542034e-35,0.000286841656341217,0.0030378361484431943,9.878588401662008e-33
2800,1.2001363123865657e-33,0.011759056870631395,1.0789165587341524e-32,0.0379799887571665,1.7116286545118273e-33,0.003942399901237672,3.0073763512818056e-33,0.0020001098121223805,3.2129403175074757e-34,2.951703988193415e-38,1.5821833083706305e-05,3.472476888788887e-35,2.3001745662293693e-08,1.3524819675705262e-05,9.353347240588381e-06,3.331121046515899e-08,-4.0406537996122296e-50,7.357962280405386e-34,5.54785178414093e-35,0.000286841656341217,0.0030378361484431943,1.0360750758537234e-32
2900,1.2013627616929909e-33,0.011759056870631395,1.1455324357450247e-32,0.0379799887571665,1.771636351341915e-33,0.003942399901237672,2.9993642628210225e-33,0.0020001098121223805,3.2985570734637084e-34,2.973045570198032e-38,1.5821833083706305e-05,3.1391735717724473e-35,2.3001745662293693e-08,1.3524819675705258e-05,9.353347240588383e-06,3.331121046515899e-08,-3.9411125033725006e-50,7.552552229962288e-34,5.8180727886942e-35,0.000286841656341217,0.0030378361484431943,1.1531359751440798e-32
3000,1.2642612969203185e-33,0.011759056870631395,1.1841231485451726e-32,0.0379799887571665,1.8671340045645227e-33,0.003942399901237673,3.133128202986283e-33,0.0020001098121223805,3.353854172214345e-34,3.1197351022458593e-38,1.5821833083706305e-05,2.8582452348308066e-35,2.3001745662293693e-08,1.3524819675705257e-05,9.353347240588383e-06,3.331121046515899e-08,-4.1228838801045013e-50,7.6227435570430955e-34,5.91050695467395e-35,0.000286841656341217,0.0030378361484431943,1.1892052025322266e-32
3100,1.3004978808322641e-33,0.011759056870631395,1.2312369878450244e-32,0.0379799887571665,1.9466943510207896e-33,0.003942399901237673,3.326613186820453e-33,0.0020001098121223805,3.446160895739829e-34,3.2850437150006957e-38,1.58218330837063e-05,2.483464441897939e-35,2.3001745662293693e-08,1.3524819675705262e-05,9.353347240588383e-06,3.331121046515899e-08,-4.076509661118116e-50,8.046679033473842e-34,6.321119080286176e-35,0.000286841656341217,0.0030378361484431943,1.2676302257256213e-32
3200,1.3333266237444249e-33,0.011759056870631395,1.2837326932860408e-32,0.0379799887571665,2.0317708533811335e-33,0.003942399901237673,3.4522501658138385e-33,0.0020001098121223805,3.4804004038669277e-34,3.3397345748517106e-38,1.58218330837063e-05,2.408216036713555e-35,2.3001745662293693e-08,1.352481967570526e-05,9.353347240588383e-06,3.331121046515899e-08,-4.2234834906237417e-50,8.095255398892173e-34,6.281077865424957e-35,0.000286841656341217,0.0030378361484431947,1.331963772985616e-32
3300,1.3782219705634138e-33,0.011759056870631395,1.3330650405809488e-32,0.0379799887571665,2.0350774587181013e-33,0.003942399901237673,3.546153394012659e-33,0.0020001098121223805,3.6599847304570183e-34,3.3944408012698104e-38,1.5821833083706308e-05,2.1350724605560112e-35,2.3001745662293693e-08,1.3524819675705263e-05,9.353347240588381e-06,3.331121046515899e-08,-4.157223860424371e-50,8.235070884296874e-34,6.572595410154385e-35,0.000286841656341217,0.0030378361484431947,1.4217903158403583e-32
3400,1.4473606889025056e-33,0.011759056870631395,1.3668115812711126e-32,0.0379799887571665,2.1751577305831604e-33,0.003942399901237673,3.567374956216949e-33,0.0020001098121223805,3.6693567167949055e-34,3.4888237409424395e-38,1.5821833083706305e-05,1.718030115749015e-35,2.3001745662293693e-08,1.3524819675705258e-05,9.353347240588385e-06,3.331121046515899e-08,-4.316662277980741e-50,8.3611597550464e-34,6.864638879641433e-35,0.000286841656341217,0.0030378361484431947,1.4530174073532363e-32
3500,1.4744546984749954e-33,0.011759056870631394,1.439978780046748e-32,0.0379799887571665,2.238382152490305e-33,0.003942399901237673,3.771761589507173e-33,0.0020001098121223805,3.7743574470230244e-34,3.670049327363114e-38,1.5821833083706305e-05,1.5003945641793613e-35,2.3001745662293693e-08,1.3524819675705262e-05,9.353347240588383e-06,3.331121046515899e-08,-4.339488464018686e-50,8.561342012480125e-34,6.911648142242873e-35,0.000286841656341217,0.0030378361484431947,1.5636322441894775e-32
3600,1.4990816447581894e-33,0.011759056870631394,1.4737760444827385e-32,0.0379799887571665,2.3137749494508008e-33,0.003942399901237673,3.7672495133609844e-33,0.0020001098121223805,3.817733874997586e-34,3.696565275570342e-38,1.58218330837063e-05,1.0728545491680005e-35,2.3001745662293693e-08,1.3524819675705258e-05,9.353347240588375e-06,3.331121046515899e-08,-4.394104184532687e-50,8.741412110270838e-34,7.303039853252342e-35,0.000286841656341217,0.003037836148443195,1.557406874286947e-32
3700,1.561864954423872e-33,0.011759056870631394,1.5099206567166603e-32,0.0379799887571665,2.3875049282365547e-33,0.003942399901237673,3.886177282082592e-33,0.0020001098121223805,3.933141156483487e-34,3.849711833070613e-38,1.5821833083706305e-05,7.886526842476724e-36,2.3001745662293693e-08,1.3524819675705265e-05,9.353347240588385e-06,3.331121046515899e-08,-4.321526500406367e-50,8.934540721093766e-34,7.33531873607796e-35,0.000286841656341217,0.003037836148443195,1.671520043298228e-32
3800,1.585249301945665e-33,0.011759056870631394,1.5426230177644917e-32,0.0379799887571665,2.491469900855237e-33,0.003942399901237673,4.0123679147124635e-33,0.0020001098121223805,3.995397281645207e-34,3.957033187441383e-38,1.5821833083706305e-05,7.341989290805483e-36,2.3001745662293693e-08,1.352481967570526e-05,9.353347240588385e-06,3.331121046515899e-08,-4.465625723801189e-50,9.191114193460829e-34,7.683580404367148e-35,0.000286841656341217,0.003037836148443195,1.749177314223503e-32
3900,1.6112421428382754e-33,0.011759056870631394,1.5842368750713074e-32,0.0379799887571665,2.479266377307268e-33,0.003942399901237673,4.116408716074101e-33,0.0020001098121223805,4.0293457867195594e-34,3.99930711698424e-38,1.5821833083706305e-05,7.927710797126698e-36,2.3001745662293693e-08,1.3524819675705263e-05,9.353347240588378e-06,3.3311210465158996e-08,-4.858379688001948e-50,9.149988898812665e-34,8.030704452126855e-35,0.000286841656341217,0.0030378361484431956,1.7261896060682943e-32
4000,1.6275902897264022e-33,0.011759056870631394,1.5599774397385831e-32,0.0379799887571665,2.4629793274636575e-33,0.003942399901237673,4.019699156553982e-33,0.0020001098121223805,3.996557291679018e-34,3.948461454173509e-38,1.58218330837063e-05,5.27199629645166e-36,2.3001745662293693e-08,1.3524819675705263e-05,9.353347240588381e-06,3.3311210465158996e-08,-5.461166474735259e-50,9.213198964871016e-34,8.054067597594779e-35,0.000286841656341217,0.0030378361484431956,1.726899687885381e-32
4100,1.614101307330791e-33,0.011759056870631394,1.580152069458641e-32,0.0379799887571665,2.530747374520462e-33,0.003942399901237673,4.017970512762128e-33,0.0020001098121223805,3.949602250367322e-34,4.0061259765517084e-38,1.5821833083706305e-05,6.790388588175657e-36,2.3001745662293693e-08,1.3524819675705263e-05,9.353347240588376e-06,3.3311210465158996e-08,-5.788506485728464e-50,9.076330791461618e-34,8.473235265889892e-35,0.000286841656341217,0.0030378361484431956,1.7554728749322643e-32
4200,1.6083441620926157e-33,0.011759056870631394,1.5986604766625863e-32,0.0379799887571665,2.526952819218842e-33,0.003942399901237673,4.158886974354892e-33,0.0020001098121223805,3.929870008091322e-34,4.019805357893499e-38,1.5821833083706305e-05,6.561576493421461e-36,2.3001745662293693e-08,1.3524819675705268e-05,9.353347240588375e-06,3.3311210465158996e-08,-6.257544873761745e-50,9.132493656619615e-34,8.502333168894198e-35,0.000286841656341217,0.0030378361484431956,1.7550853421748182e-32
4300,1.6219051961399448e-33,0.011759056870631394,1.6168332350099642e-32,0.0379799887571665,2.5124700355912484e-33,0.003942399901237673,4.1063835538320274e-33,0.0020001098121223805,3.967101734309731e-34,4.05259242949253e-38,1.5821833083706305e-05,6.120887505446669e-36,2.3001745662293693e-08,1.3524819675705262e-05,9.353347240588385e-06,3.3311210465158996e-08,-6.812878676047987e-50,9.204829041778398e-34,8.732133409286544e-35,0.000286841656341217,0.0030378361484431956,1.7409420212325504e-32
4400,1.614786829843707e-33,0.011759056870631394,1.5964251375850858e-32,0.0379799887571665,2.574108255227544e-33,0.003942399901237673,4.0656311498897485e-33,0.0020001098121223805,3.982528883290614e-34,3.934514780675464e-38,1.5821833083706305e-05,5.984038135916268e-36,2.3001745662293693e-08,1.3524819675705263e-05,9.35334724058838e-06,3.3311210465158996e-08,-7.175733347860345e-50,9.31509934972956e-34,9.209685526202666e-35,0.000286841656341217,0.0030378361484431956,1.6887677290563474e-32
4500,1.614085465809772e-33,0.011759056870631394,1.661157384182653e-32,0.0379799887571665,2.5598164310706402e-33,0.003942399901237673,4.1551480245505386e-33,0.0020001098121223805,3.9903136742579645e-34,3.9482338551531364e-38,1.5821833083706305e-05,7.81731732447982e-36,2.3001745662293693e-08,1.3524819675705262e-05,9.353347240588376e-06,3.3311210465158996e-08,-7.667467331138721e-50,9.315157424151826e-34,9.476658445171581e-35,0.000286841656341217,0.0030378361484431956,1.7434551456509166e-32
4600,1.608856873295754e-33,0.011759056870631394,1.6176373334895897e-32,0.0379799887571665,2.5110274095386362e-33,0.003942399901237673,4.077079163146e-33,0.0020001098121223805,3.9267534855993995e-34,4.026301193208819e-38,1.5821833083706305e-05,7.714030694233097e-36,2.3001745662293693e-08,1.3524819675705258e-05,9.353347240588376e-06,3.3311210465158996e-08,-8.162052454594232e-50,9.105953806837516e-34,9.730583054014706e-35,0.000286841656341217,0.0030378361484431956,1.687929493418916e-32
4700,1.5999666971436244e-33,0.011759056870631394,1.6636987072406294e-32,0.0379799887571665,2.571480256370144e-33,0.003942399901237673,4.104908408026348e-33,0.0020001098121223805,3.923550031403589e-34,4.030611224723704e-38,1.5821833083706305e-05,7.36605365145337e-36,2.3001745662293693e-08,1.3524819675705262e-05,9.353347240588375e-06,3.3311210465158996e-08,-8.700493765383106e-50,9.263532430620728e-34,9.8495873175158e-35,0.000286841656341217,0.0030378361484431956,1.7063205349541536e-32
4800,1.604875345316679e-33,0.011759056870631394,1.633739804221361e-32,0.0379799887571665,2.5839655013551988e-33,0.003942399901237673,4.074822074434688e-33,0.0020001098121223805,3.964399064042672e-34,3.99958067727157e-38,1.5821833083706305e-05,6.657777943876602e-36,2.3001745662293693e-08,1.3524819675705265e-05,9.353347240588376e-06,3.3311210465158996e-08,-9.214295802418232e-50,9.268293911841781e-34,1.0100849566332839e-34,0.000286841656341217,0.0030378361484431956,1.7348623054932262e-32
4900,1.568776680984714e-33,0.011759056870631394,1.6675702956114196e-32,0.0379799887571665,2.5940611373576392e-33,0.003942399901237673,4.196553049506835e-33,0.0020001098121223805,3.9513959257457466e-34,4.019153580027673e-38,1.5821833083706305e-05,7.945620578755306e-36,2.3001745662293693e-08,1.3524819675705263e-05,9.353347240588378e-06,3.3311210465158996e-08,-9.692542212092226e-50,9.12175517863993e-34,1.024621617524853e-34,0.000286841656341217,0.0030378361484431956,1.7140441130915308e-32
5000,1.598600884956066e-33,0.011759056870631394,1.6793088106205986e-32,0.0379799887571665,2.606091991506062e-33,0.003942399901237673,4.133181413004212e-33,0.0020001098121223805,3.964418467084282e-34,3.999100980352514e-38,1.5821833083706305e-05,5.917676132703074e-36,2.3001745662293693e-08,1.3524819675705262e-05,9.353347240588385e-06,3.3311210465158996e-08,-1.0086757141145383e-49,9.305613349070277e-34,1.0653874287923331e-34,0.000286841656341217,0.0030378361484431956,1.670612693364692e-32
