miliseconds,FeDuo,FeDuo_0,FeRBC,FeRBC_0,FeSpleen,FeSpleen_0,FeLiver,FeLiver_0,Fe2Tf,NTBI,Tf,Fe1Tf,Hepcidin,Fe2Tf_0,Fe1Tf_0,NTBI_0,Fe2Tf_,FeRest,FeOutside,FeRest_0,FeBM,FeBM_0
0,1.215508640397059e-35,0.0117590568706314,1.2641653905620368e-34,0.0379799887571665,-3.091747491912914e-35,0.00394239990123767,1.109629977514021e-35,0.00200010981212238,-4.3768752536533837e-36,3.58305245288928e-40,1.5821833083706003e-05,9.345107948058885e-37,2.30017456622937e-08,1.3524819675704801e-05,9.353347240589152e-06,3.3311210465159e-08,6.3652328326838534e-52,-1.2072313256762812e-35,1.264962308847413e-36,0.000286841656341217,0.0030378361484431904,-3.250656473613038e-34
100,1.7216387445953912e-35,0.0117590568706314,1.3999149551455737e-34,0.0379799887571665,-4.7051453038515437e-35,0.0039423999012376705,7.075870790500756e-35,0.00200010981212238,2.945691006344876e-35,2.415380036598222e-40,1.5821833083706264e-05,1.8828958361432614e-35,2.3001745662293693e-08,1.3524819675705138e-05,9.353347240588553e-06,3.331121046515881e-08,-4.7689001754901033e-51,6.916080030545802e-35,-8.855911046122789e-37,0.000286841656341217,0.0030378361484431904,-1.425153179883362e-33
200,9.31277257031794e-35,0.011759056870631399,-1.9888117042527867e-34,0.0379799887571665,-1.3887954139951695e-34,0.003942399901237671,1.8299299573244236e-34,0.00200010981212238,6.044522557137881e-35,1.688161524278296e-39,1.582183308370627e-05,4.702191273561791e-35,2.3001745662293693e-08,1.3524819675705182e-05,9.353347240588493e-06,3.331121046515888e-08,-1.4079849722288337e-50,1.5856395591175403e-34,-2.7566327785958733e-37,0.000286841656341217,0.0030378361484431904,-2.7738082948741252e-33
300,1.2593494524153908e-34,0.011759056870631399,-6.513186199878388e-34,0.0379799887571665,-1.7375909341567414e-34,0.003942399901237671,2.2807988545051212e-34,0.00200010981212238,1.0291305184303558e-34,3.8098056872105486e-39,1.5821833083706295e-05,7.541448709938838e-35,2.3001745662293693e-08,1.3524819675705223e-05,9.353347240588439e-06,3.3311210465158936e-08,-2.1107595491717971e-50,2.4820179616220175e-34,2.1739837087793585e-36,0.000286841656341217,0.003037836148443191,-4.919087431887132e-33
400,1.9671677948728054e-34,0.011759056870631399,-7.598545061414204e-34,0.0379799887571665,-2.664480889369857e-34,0.003942399901237671,2.8729172710094445e-34,0.0020001098121223797,1.2912179074126877e-34,4.736679858271735e-39,1.58218330837063e-05,9.83725107981038e-35,2.30017456622937e-08,1.3524819675705253e-05,9.353347240588383e-06,3.331121046515899e-08,-2.8929511251111965e-50,3.202397836956479e-34,2.205164598316694e-36,0.000286841656341217,0.0030378361484431913,-5.982934451314522e-33
500,2.040871146474614e-34,0.011759056870631399,-2.5603370909629394e-34,0.0379799887571665,-1.6646708596348203e-34,0.003942399901237671,4.063517687956059e-34,0.0020001098121223797,1.4153069587481915e-34,5.170824010185126e-39,1.5821833083706305e-05,9.424787958259627e-35,2.30017456622937e-08,1.3524819675705248e-05,9.353347240588385e-06,3.331121046515899e-08,-2.906040506248504e-50,3.2709425595049705e-34,6.373143788557801e-36,0.000286841656341217,0.0030378361484431917,-4.983003321396397e-33
600,2.4253084080843795e-34,0.011759056870631399,6.1207680694271145e-34,0.0379799887571665,-5.457810393241945e-35,0.003942399901237671,5.237970758863789e-34,0.00200010981212238,1.4347648646369361e-34,6.9689199983647e-39,1.5821833083706305e-05,9.32237968653939e-35,2.30017456622937e-08,1.3524819675705257e-05,9.353347240588393e-06,3.331121046515899e-08,-2.8910455577988277e-50,3.6136365158467786e-34,6.24815329591404e-36,0.000286841656341217,0.0030378361484431917,-4.2783176767779126e-33
700,2.8124419777255083e-34,0.011759056870631399,9.369568867187783e-34,0.0379799887571665,2.688645472522387e-35,0.003942399901237671,5.706759502519188e-34,0.00200010981212238,1.5065555985395165e-34,6.934175030665542e-39,1.5821833083706305e-05,9.075378131966302e-35,2.30017456622937e-08,1.3524819675705255e-05,9.353347240588388e-06,3.331121046515899e-08,-3.0606666421847082e-50,3.7704571922539367e-34,8.424704255300892e-36,0.000286841656341217,0.0030378361484431917,-4.199912331205152e-33
800,3.2889424845391115e-34,0.011759056870631399,1.3790444191596254e-33,0.0379799887571665,5.416006273959288e-35,0.003942399901237671,7.043924124863237e-34,0.00200010981212238,1.6330977293083108e-34,9.19525976433528e-39,1.58218330837063e-05,8.658782712422798e-35,2.30017456622937e-08,1.3524819675705257e-05,9.353347240588383e-06,3.331121046515899e-08,-2.9568698639983694e-50,3.984406537620669e-34,1.2639046750833264e-35,0.000286841656341217,0.0030378361484431917,-2.8983934712863196e-33
900,3.7702623039880248e-34,0.011759056870631399,1.8656024870264858e-33,0.0379799887571665,1.6414001572682905e-34,0.003942399901237671,8.705783620818376e-34,0.00200010981212238,1.6615186379447095e-34,1.0012485742564863e-38,1.58218330837063e-05,8.55032616719843e-35,2.30017456622937e-08,1.3524819675705253e-05,9.353347240588393e-06,3.331121046515899e-08,-2.965566932479233e-50,4.163065669198008e-34,1.2864514284015235e-35,0.000286841656341217,0.003037836148443192,-2.405765577007472e-33
