miliseconds,FeDuo,FeDuo_0,FeRBC,FeRBC_0,FeSpleen,FeSpleen_0,FeLiver,FeLiver_0,Fe2Tf,NTBI,Tf,Fe1Tf,Hepcidin,Fe2Tf_0,Fe1Tf_0,NTBI_0,Fe2Tf_,FeRest,FeOutside,FeRest_0,FeBM,FeBM_0
1000,4.021510902535591e-34,0.011759056870631399,2.1171535848659557e-33,0.0379799887571665,2.7575053649848236e-34,0.003942399901237671,9.334006981226777e-34,0.00200010981212238,1.7885257968166437e-34,1.0628203279756237e-38,1.5821833083706305e-05,8.110085602798283e-35,2.30017456622937e-08,1.3524819675705257e-05,9.353347240588386e-06,3.331121046515899e-08,-3.137297814253073e-50,4.124803345271285e-34,1.5938154805950048e-35,0.000286841656341217,0.003037836148443192,-1.9990749232154314e-33
1100,4.736066448236798e-34,0.011759056870631399,3.0854112757506486e-33,0.0379799887571665,3.4858969860000495e-34,0.003942399901237672,1.0373079070331716e-33,0.00200010981212238,1.8330836119880248e-34,1.222004182588211e-38,1.5821833083706308e-05,7.852532674010382e-35,2.30017456622937e-08,1.3524819675705251e-05,9.353347240588381e-06,3.331121046515899e-08,-3.056132706921076e-50,4.459827864943516e-34,1.830402078243182e-35,0.000286841656341217,0.003037836148443192,-1.0647054125706791e-33
1200,5.1524268094732235e-34,0.011759056870631399,3.0312713347066056e-33,0.0379799887571665,4.17546102121619e-34,0.003942399901237672,1.142552446666694e-33,0.00200010981212238,1.9368434047433065e-34,1.2897955807084335e-38,1.5821833083706305e-05,7.588753526475885e-35,2.30017456622937e-08,1.3524819675705253e-05,9.353347240588383e-06,3.331121046515899e-08,-3.1232921910311087e-50,4.621877507526874e-34,2.0636212571518918e-35,0.000286841656341217,0.003037836148443192,-2.9310465665315327e-34
1300,5.615667796706817e-34,0.011759056870631399,3.854292895411244e-33,0.0379799887571665,5.129494662879844e-34,0.003942399901237672,1.3309236617941475e-33,0.00200010981212238,1.9867384832450888e-34,1.378785494450235e-38,1.58218330837063e-05,7.492780490010421e-35,2.30017456622937e-08,1.3524819675705257e-05,9.353347240588386e-06,3.331121046515899e-08,-3.320494923680904e-50,4.63121166824257e-34,2.2501486300792425e-35,0.000286841656341217,0.003037836148443192,5.251068183548421e-34
1400,6.034883233484491e-34,0.011759056870631399,4.511349328623279e-33,0.0379799887571665,6.1086985387700014e-34,0.003942399901237672,1.437143110557514e-33,0.00200010981212238,2.1376729944197102e-34,1.5002816344269215e-38,1.58218330837063e-05,7.025248426814152e-35,2.30017456622937e-08,1.3524819675705251e-05,9.353347240588388e-06,3.331121046515899e-08,-3.291707303354884e-50,4.887398406982578e-34,2.620352670658026e-35,0.000286841656341217,0.0030378361484431926,5.627585399484803e-34
1500,6.4873364061790845e-34,0.011759056870631399,4.519704094451983e-33,0.0379799887571665,6.733116580924101e-34,0.003942399901237672,1.569698741041272e-33,0.00200010981212238,2.175976091378876e-34,1.5144498554143514e-38,1.5821833083706305e-05,6.915971422701843e-35,2.30017456622937e-08,1.3524819675705258e-05,9.353347240588381e-06,3.331121046515899e-08,-3.33760019274721e-50,5.135203577943013e-34,2.76779229373905e-35,0.000286841656341217,0.0030378361484431926,1.3459218246162868e-33
1600,6.601979759264408e-34,0.011759056870631399,5.1781030780797036e-33,0.0379799887571665,6.855740160023723e-34,0.003942399901237672,1.661672168569326e-33,0.00200010981212238,2.2650727327119123e-34,1.6660173298838464e-38,1.5821833083706308e-05,6.438771334073987e-35,2.30017456622937e-08,1.352481967570526e-05,9.35334724058839e-06,3.331121046515899e-08,-3.426354620003403e-50,5.3688596948719916e-34,2.792039965898841e-35,0.000286841656341217,0.0030378361484431926,2.7081955946364357e-33
1700,6.973572857167236e-34,0.011759056870631399,5.470534352348119e-33,0.0379799887571665,8.021747811447457e-34,0.003942399901237672,1.6533985041144296e-33,0.00200010981212238,2.345092541853548e-34,1.7967419210833953e-38,1.5821833083706305e-05,6.466079512166053e-35,2.3001745662293693e-08,1.3524819675705255e-05,9.353347240588386e-06,3.331121046515899e-08,-3.5222935095622163e-50,5.331249003726366e-34,3.1454034667788366e-35,0.000286841656341217,0.0030378361484431926,2.659578067492163e-33
1800,7.368205805937349e-34,0.011759056870631399,6.242171226448083e-33,0.0379799887571665,8.576635439959717e-34,0.003942399901237672,1.8993063234894392e-33,0.00200010981212238,2.474150791734547e-34,1.824365878450543e-38,1.5821833083706305e-05,5.997222209320131e-35,2.3001745662293693e-08,1.3524819675705258e-05,9.353347240588381e-06,3.331121046515899e-08,-3.5438194149583225e-50,5.73936715424181e-34,3.192924476773987e-35,0.000286841656341217,0.003037836148443193,4.0744429033283765e-33
1900,7.964996955230548e-34,0.011759056870631397,6.909210395593109e-33,0.0379799887571665,9.329498319643459e-34,0.003942399901237672,1.9391364104899262e-33,0.00200010981212238,2.4810141247442755e-34,2.053631863055976e-38,1.5821833083706305e-05,5.891694454324763e-35,2.3001745662293693e-08,1.3524819675705257e-05,9.353347240588385e-06,3.331121046515899e-08,-3.465322498180005e-50,5.856200068203438e-34,3.602812328590663e-35,0.000286841656341217,0.003037836148443193,4.564505224662489e-33
2000,8.350546556573055e-34,0.011759056870631397,6.80300444385149e-33,0.0379799887571665,1.0763723155622059e-33,0.003942399901237672,1.997131673857599e-33,0.00200010981212238,2.621213281419737e-34,2.0995348756560535e-38,1.58218330837063e-05,5.419294692881057e-35,2.3001745662293693e-08,1.3524819675705255e-05,9.35334724058838e-06,3.331121046515899e-08,-3.65804910023442e-50,5.912531432630891e-34,3.676211162260719e-35,0.000286841656341217,0.003037836148443193,5.12302154155336e-33
2100,8.709277603617946e-34,0.011759056870631397,7.705144431123206e-33,0.0379799887571665,1.0915281869128174e-33,0.003942399901237672,2.110782660059199e-33,0.00200010981212238,2.6392395585859044e-34,2.2517588534007243e-38,1.58218330837063e-05,5.18530893222014e-35,2.3001745662293693e-08,1.3524819675705258e-05,9.353347240588388e-06,3.331121046515899e-08,-3.6801723967891046e-50,6.245939521986098e-34,4.032867167692665e-35,0.000286841656341217,0.003037836148443193,5.69035132959999e-33
2200,9.101173059470482e-34,0.011759056870631397,8.295589689013573e-33,0.0379799887571665,1.1971706382116719e-33,0.003942399901237672,2.2244861774281995e-33,0.00200010981212238,2.708072381079661e-34,2.345867170410142e-38,1.5821833083706305e-05,5.108926508598909e-35,2.3001745662293693e-08,1.3524819675705255e-05,9.353347240588386e-06,3.331121046515899e-08,-3.6879068890643723e-50,6.298023167622077e-34,4.105600296702266e-35,0.000286841656341217,0.003037836148443193,6.731485749615192e-33
2300,9.70401604914067e-34,0.011759056870631397,8.539780723309538e-33,0.0379799887571665,1.2715653720459177e-33,0.003942399901237672,2.3607630201352512e-33,0.00200010981212238,2.7835906203033865e-34,2.355270607249079e-38,1.5821833083706305e-05,4.617146034493007e-35,2.3001745662293693e-08,1.3524819675705257e-05,9.35334724058838e-06,3.331121046515899e-08,-3.6402563819725485e-50,6.410700894919515e-34,4.3571363920218614e-35,0.000286841656341217,0.0030378361484431934,7.144366897710543e-33
2400,9.957907107641756e-34,0.011759056870631397,8.786864418047e-33,0.0379799887571665,1.388847449056965e-33,0.003942399901237672,2.4364438012905015e-33,0.00200010981212238,2.846992991774144e-34,2.5150283966530623e-38,1.58218330837063e-05,4.531706512718124e-35,2.3001745662293693e-08,1.3524819675705257e-05,9.353347240588378e-06,3.331121046515899e-08,-3.8807045216677643e-50,6.753285901140934e-34,4.512409594902501e-35,0.000286841656341217,0.0030378361484431934,7.855465398004703e-33
2500,1.064535277305737e-33,0.011759056870631397,9.613598635086414e-33,0.0379799887571665,1.4484953844760334e-33,0.003942399901237672,2.5891338726920383e-33,0.00200010981212238,3.0069950776045352e-34,2.561361952599302e-38,1.5821833083706305e-05,4.109189217942146e-35,2.3001745662293693e-08,1.352481967570526e-05,9.35334724058838e-06,3.331121046515899e-08,-3.917892236500526e-50,6.885288073870082e-34,4.703907697677989e-35,0.000286841656341217,0.0030378361484431934,8.153879838245512e-33
2600,1.0797349897455124e-33,0.011759056870631397,1.0244788564506633e-32,0.0379799887571665,1.5391787407354066e-33,0.003942399901237672,2.7637943798440332e-33,0.00200010981212238,3.038779852785718e-34,2.74777283575889e-38,1.5821833083706305e-05,3.864960556700564e-35,2.3001745662293693e-08,1.3524819675705257e-05,9.35334724058838e-06,3.331121046515899e-08,-3.9333853758549507e-50,7.0508836453789075e-34,4.935669479027931e-35,0.000286841656341217,0.0030378361484431934,8.797275216299934e-33
2700,1.1204131185762726e-33,0.011759056870631395,1.0598448258986137e-32,0.0379799887571665,1.592694667978395e-33,0.003942399901237672,2.8957395906046736e-33,0.00200010981212238,3.0919425647255897e-34,2.879492914267561e-38,1.5821833083706305e-05,3.7140898940793665e-35,2.3001745662293693e-08,1.3524819675705263e-05,9.353347240588381e-06,3.331121046515899e-08,-4.0156547171116763e-50,7.286362444862811e-34,5.148198122578942e-35,0.000286841656341217,0.0030378361484431943,1.0139453581618425e-32
2800,1.1805041237522327e-33,0.011759056870631395,1.0618938275148814e-32,0.0379799887571665,1.7212818610866228e-33,0.003942399901237672,2.8816451261427528e-33,0.0020001098121223805,3.1862504463103582e-34,2.950420924595907e-38,1.5821833083706305e-05,3.275946611985683e-35,2.3001745662293693e-08,1.3524819675705257e-05,9.353347240588381e-06,3.331121046515899e-08,-4.0532308452458535e-50,7.271278992027908e-34,5.398977823455167e-35,0.000286841656341217,0.0030378361484431943,1.0475484774823415e-32
2900,1.2021732227440922e-33,0.011759056870631395,1.11812386455318e-32,0.0379799887571665,1.8041726627944834e-33,0.003942399901237672,3.0486599748524404e-33,0.0020001098121223805,3.2520736353433366e-34,2.993347063809812e-38,1.5821833083706305e-05,2.9403698543292355e-35,2.3001745662293693e-08,1.3524819675705263e-05,9.353347240588388e-06,3.331121046515899e-08,-3.9771351713289045e-50,7.543037607743053e-34,5.838752342584846e-35,0.000286841656341217,0.0030378361484431943,1.0898811288139156e-32
3000,1.2520624871321702e-33,0.011759056870631395,1.1583712922778992e-32,0.0379799887571665,1.8687972722665035e-33,0.003942399901237673,3.2109373090227284e-33,0.0020001098121223805,3.422128296777698e-34,3.118489224614723e-38,1.5821833083706305e-05,2.6787759472940585e-35,2.3001745662293693e-08,1.3524819675705258e-05,9.35334724058838e-06,3.331121046515899e-08,-4.0152174149393264e-50,7.823541169775583e-34,5.937020006583885e-35,0.000286841656341217,0.0030378361484431943,1.1916768687226679e-32
3100,1.3214485571301716e-33,0.011759056870631395,1.2259261399342803e-32,0.0379799887571665,1.9194519597349765e-33,0.003942399901237673,3.284131076508505e-33,0.0020001098121223805,3.407382376666211e-34,3.270889929712481e-38,1.5821833083706305e-05,2.500423105791476e-35,2.3001745662293693e-08,1.352481967570526e-05,9.353347240588381e-06,3.331121046515899e-08,-4.0611441764919317e-50,7.809719260659909e-34,6.181005558044328e-35,0.000286841656341217,0.0030378361484431943,1.2712890108383809e-32
3200,1.3735583319098198e-33,0.011759056870631395,1.2644841163577777e-32,0.0379799887571665,1.9502828894357918e-33,0.003942399901237673,3.3266085847714234e-33,0.0020001098121223805,3.5648898545605517e-34,3.3671647768538236e-38,1.5821833083706305e-05,2.300157208484587e-35,2.3001745662293693e-08,1.352481967570526e-05,9.35334724058838e-06,3.331121046515899e-08,-4.230114614254731e-50,8.116685678947712e-34,6.304069223478332e-35,0.000286841656341217,0.0030378361484431947,1.3631393284022507e-32
3300,1.405093171789478e-33,0.011759056870631395,1.3298315644869336e-32,0.0379799887571665,2.0946996419817525e-33,0.003942399901237673,3.5552590566306635e-33,0.0020001098121223805,3.5633802655279502e-34,3.413887612918956e-38,1.5821833083706305e-05,2.1063010437173814e-35,2.3001745662293693e-08,1.3524819675705258e-05,9.353347240588383e-06,3.331121046515899e-08,-4.2008871962931357e-50,8.338626063605613e-34,6.692823153128638e-35,0.000286841656341217,0.0030378361484431947,1.410582033198939e-32
3400,1.4311593090585587e-33,0.011759056870631395,1.3735732100418308e-32,0.0379799887571665,2.115353493589343e-33,0.003942399901237673,3.5691989141347795e-33,0.0020001098121223805,3.714538750712494e-34,3.4926561293339787e-38,1.5821833083706305e-05,1.6842088057538857e-35,2.3001745662293693e-08,1.3524819675705262e-05,9.35334724058838e-06,3.331121046515899e-08,-4.2458980255602218e-50,8.516812937069813e-34,6.748357343950135e-35,0.000286841656341217,0.0030378361484431947,1.482825572600435e-32
3500,1.4624974380823999e-33,0.011759056870631394,1.3922635216383342e-32,0.0379799887571665,2.2595321107571724e-33,0.003942399901237673,3.788818618787947e-33,0.0020001098121223805,3.815073550554199e-34,3.6247193684166174e-38,1.5821833083706305e-05,1.4070835978096376e-35,2.3001745662293693e-08,1.3524819675705262e-05,9.353347240588376e-06,3.331121046515899e-08,-4.281588959721732e-50,8.702870053104278e-34,7.059243310414516e-35,0.000286841656341217,0.0030378361484431947,1.5223707642053285e-32
3600,1.5458281265191005e-33,0.011759056870631394,1.462756358526511e-32,0.0379799887571665,2.3346216339774824e-33,0.003942399901237673,3.763297681174865e-33,0.0020001098121223805,3.873972020650156e-34,3.78359136152369e-38,1.5821833083706305e-05,1.0595558871520896e-35,2.3001745662293693e-08,1.3524819675705263e-05,9.353347240588385e-06,3.331121046515899e-08,-4.276972740162941e-50,8.908744694159286e-34,7.204823306805048e-35,0.000286841656341217,0.003037836148443195,1.5772007226632388e-32
3700,1.585385625554429e-33,0.011759056870631394,1.4983280879684875e-32,0.0379799887571665,2.425203452005466e-33,0.003942399901237673,3.912540804993028e-33,0.0020001098121223805,3.8911726212430285e-34,3.8392626298171875e-38,1.5821833083706308e-05,9.507334506610652e-36,2.3001745662293693e-08,1.3524819675705263e-05,9.35334724058838e-06,3.331121046515899e-08,-4.405888055902122e-50,8.884128805797428e-34,7.529595341072697e-35,0.000286841656341217,0.003037836148443195,1.6347813190793776e-32
3800,1.624203758978071e-33,0.011759056870631394,1.5354900489912756e-32,0.0379799887571665,2.491070338429731e-33,0.003942399901237673,4.0810730211908124e-33,0.0020001098121223805,3.971271100824587e-34,3.9772447578416026e-38,1.5821833083706305e-05,8.173124134153612e-36,2.3001745662293693e-08,1.3524819675705263e-05,9.353347240588383e-06,3.331121046515899e-08,-4.354474403505916e-50,9.111673361284542e-34,7.62815690257172e-35,0.000286841656341217,0.003037836148443195,1.7253287242361328e-32
3900,1.5897541296407352e-33,0.011759056870631394,1.5469694662163935e-32,0.0379799887571665,2.492508065480659e-33,0.003942399901237673,4.1001379224032846e-33,0.0020001098121223805,4.027185858554253e-34,3.9588459640926403e-38,1.58218330837063e-05,5.142001188903281e-36,2.3001745662293693e-08,1.3524819675705263e-05,9.353347240588383e-06,3.3311210465158996e-08,-4.96896192615243e-50,9.0734738876999e-34,7.929074213267378e-35,0.000286841656341217,0.0030378361484431956,1.7400713530499782e-32
4000,1.630922037740525e-33,0.011759056870631394,1.560207896808843e-32,0.0379799887571665,2.476583108399967e-33,0.003942399901237673,4.054767081863605e-33,0.0020001098121223805,3.961284145719428e-34,3.942431778951589e-38,1.58218330837063e-05,4.9352689747993424e-36,2.3001745662293693e-08,1.3524819675705265e-05,9.353347240588378e-06,3.3311210465158996e-08,-5.285258916834781e-50,9.0903506564926e-34,8.254659138663213e-35,0.000286841656341217,0.0030378361484431956,1.7090653960913904e-32
4100,1.5948971488869406e-33,0.011759056870631394,1.5927417704235865e-32,0.0379799887571665,2.4644384200967465e-33,0.003942399901237673,4.128199898875403e-33,0.0020001098121223805,3.959178868921e-34,4.034018549639325e-38,1.5821833083706305e-05,7.884088180943026e-36,2.3001745662293693e-08,1.3524819675705267e-05,9.353347240588378e-06,3.3311210465158996e-08,-5.776946553199374e-50,9.131895442324892e-34,8.337913130997678e-35,0.000286841656341217,0.0030378361484431956,1.7354718528102108e-32
4200,1.6056665699468777e-33,0.011759056870631394,1.5862662885840212e-32,0.0379799887571665,2.492455446945574e-33,0.003942399901237673,4.077132825513388e-33,0.0020001098121223805,3.9559828914487995e-34,4.0338016915585e-38,1.5821833083706305e-05,6.447472004221177e-36,2.3001745662293693e-08,1.3524819675705263e-05,9.353347240588383e-06,3.3311210465158996e-08,-6.272680812953046e-50,9.302472738791008e-34,8.654119859336459e-35,0.000286841656341217,0.0030378361484431956,1.6870561254178144e-32
4300,1.626072368771828e-33,0.011759056870631394,1.6106925100818155e-32,0.0379799887571665,2.510664583160583e-33,0.003942399901237673,4.1014442062627304e-33,0.0020001098121223805,3.994448253719827e-34,3.942501195278239e-38,1.5821833083706305e-05,6.118415017803961e-36,2.3001745662293693e-08,1.352481967570526e-05,9.353347240588378e-06,3.3311210465158996e-08,-6.792680736803094e-50,9.312306996313277e-34,8.979774584368976e-35,0.000286841656341217,0.0030378361484431956,1.7008488630125642e-32
4400,1.616457956240053e-33,0.011759056870631394,1.598119153648658e-32,0.0379799887571665,2.5134914140951977e-33,0.003942399901237673,4.076167021611663e-33,0.0020001098121223805,3.998873373900471e-34,4.066414941532836e-38,1.5821833083706305e-05,5.243692782465313e-36,2.3001745662293693e-08,1.3524819675705262e-05,9.353347240588375e-06,3.3311210465158996e-08,-7.216477730526207e-50,9.308482265295648e-34,9.102216199932064e-35,0.000286841656341217,0.0030378361484431956,1.6890600793759803e-32
4500,1.6049738602704548e-33,0.011759056870631394,1.637655795481448e-32,0.0379799887571665,2.5765168667601804e-33,0.003942399901237673,4.154199040596206e-33,0.0020001098121223805,3.965371588439987e-34,3.985930360896143e-38,1.5821833083706305e-05,7.81569447787548e-36,2.3001745662293693e-08,1.3524819675705263e-05,9.353347240588383e-06,3.3311210465158996e-08,-7.64947575847989e-50,9.287509427615698e-34,9.327116489803215e-35,0.000286841656341217,0.0030378361484431956,1.7289422906205128e-32
4600,1.6012189603399425e-33,0.011759056870631394,1.6559646132020953e-32,0.0379799887571665,2.4989022170299143e-33,0.003942399901237673,4.1433657820326575e-33,0.0020001098121223805,3.897646726836811e-34,3.9876356304458274e-38,1.58218330837063e-05,6.034934922757062e-36,2.3001745662293693e-08,1.3524819675705258e-05,9.353347240588383e-06,3.3311210465158996e-08,-8.159668268895546e-50,9.303048284041549e-34,9.653003823661655e-35,0.000286841656341217,0.0030378361484431956,1.6941940318053196e-32
4700,1.5900951797320918e-33,0.011759056870631394,1.6445663952734125e-32,0.0379799887571665,2.529406696798967e-33,0.003942399901237673,4.1876572288976465e-33,0.0020001098121223805,3.9444275625183186e-34,4.004465624249198e-38,1.5821833083706305e-05,6.154607945746256e-36,2.3001745662293693e-08,1.3524819675705262e-05,9.353347240588376e-06,3.3311210465158996e-08,-8.744896317662037e-50,9.083926812005218e-34,9.861818598738062e-35,0.000286841656341217,0.0030378361484431956,1.6754358281138967e-32
4800,1.592628812605594e-33,0.011759056870631394,1.667218220635699e-32,0.0379799887571665,2.5791819485089004e-33,0.003942399901237673,4.1179873538601134e-33,0.0020001098121223805,3.9672636652514e-34,4.0410918030540297e-38,1.5821833083706305e-05,5.984852435927765e-36,2.3001745662293693e-08,1.3524819675705262e-05,9.353347240588376e-06,3.3311210465158996e-08,-9.147931760344527e-50,9.100912470430073e-34,1.010771870242103e-34,0.000286841656341217,0.0030378361484431956,1.729916132033766e-32
4900,1.5774463455045934e-33,0.011759056870631394,1.6595984780611527e-32,0.0379799887571665,2.5400282309647025e-33,0.003942399901237673,4.1780634160018615e-33,0.0020001098121223805,3.9255968992894915e-34,3.9844254121439106e-38,1.5821833083706305e-05,5.20144289147388e-36,2.3001745662293693e-08,1.3524819675705263e-05,9.35334724058838e-06,3.3311210465158996e-08,-9.616638398842736e-50,9.286416822050534e-34,1.0365528463581485e-34,0.000286841656341217,0.0030378361484431956,1.7458824548297408e-32
5000,1.5722723372377595e-33,0.011759056870631394,1.6638056511394117e-32,0.0379799887571665,2.566194963431447e-33,0.003942399901237673,4.179910928973476e-33,0.0020001098121223805,3.929536878299538e-34,4.045543419827102e-38,1.5821833083706305e-05,7.764824707257737e-36,2.3001745662293693e-08,1.3524819675705265e-05,9.353347240588381e-06,3.3311210465158996e-08,-1.0030712746976086e-49,9.217540738515648e-34,1.047393855130065e-34,0.000286841656341217,0.0030378361484431956,1.6820495872602623e-32
