miliseconds,Tumor,CancerStemCell,CytotoxicTcell,TGFb,IFNy,MHC1,MHC2
0,69.99598068152015,30.06520320048168,249.953512549973,37.94436847170795,49.88910598296348,50.034982536969416,37.7704802811419
100,70.00918137788521,30.01478656878225,249.82652956406548,4579.851818607092,49.720829456049614,50.09002101108746,85.80069056929388
200,70.0187593656925,30.48005503577548,249.56768813584057,6832.127002673693,48.92481969534599,50.17312196881567,118.92521600480596
300,70.01649320609538,30.89144697485682,249.4181140962927,7974.502774278603,48.64967557511091,50.19782464335601,140.51567258331815
400,70.02629556307264,31.46593620722731,249.34829196953206,8585.898682808725,48.262446098344085,50.33408614155472,163.47499027630224
500,70.03084424117776,31.438989608496826,249.05213383098123,8789.091657468836,47.62896291205751,50.323310171979806,195.65036866095213
600,70.04298243493486,31.573844720962658,248.94411439092517,8958.44408028607,47.18737940379414,50.391590695868786,219.451270709355
700,70.04829740959481,32.01316160225641,248.81238531150083,9028.073120781697,46.34797407030637,50.47639044308196,232.31049307274026
800,70.0554272826862,32.46767066220752,248.61675509804942,9086.452061441425,45.98152559911324,50.61380513537727,258.99894599718755
900,70.06619795017347,32.580014547670544,248.3338623841336,9132.11068857296,45.804658594189256,50.6779953876979,272.70120762558224
1000,70.06705943087357,32.95588843144796,248.285434595671,9143.136480789117,44.978372615509954,50.69200401545993,312.5577404576877
1100,70.07396236158625,33.2886788855485,248.1392320373623,9144.264899161917,44.72243162643093,50.74106635535782,327.0288849336345
1200,70.0875398893446,33.57505173963405,247.81847744987786,9067.891839699816,44.14340368141249,50.83760534333415,349.93265567215764
1300,70.08629368776214,34.283231100293904,247.80211687177245,9182.664612585284,43.582353165484264,50.886426990127745,367.8530466936386
1400,70.09302962263168,34.55010421062908,247.6354018787771,9149.972186652778,43.63067282165161,50.99442372399479,414.89305787790926
1500,70.1016975936823,34.868006884530175,247.3143391102387,9117.568083422499,42.85084469300588,51.11893058072682,422.51230401234193
1600,70.11066010813667,35.1569340822019,247.1830680110044,9070.848106328038,42.58836414601046,51.14851268958001,449.83006281105213
1700,70.1180304771596,35.604415874501555,247.16252367288828,9088.215158080971,42.01533700955427,51.19693919770913,478.24156858914364
1800,70.12214853743818,35.65386003046911,246.87606809795264,9201.393213684536,41.65567863548337,51.27245050641861,487.3456167612229
1900,70.13704929317042,36.460922647881404,246.81242954392297,9097.962999190331,41.32159276730587,51.38973502900161,500.5718712654273
2000,70.13571278709814,36.74392038773489,246.45284729240862,9132.220219515522,40.6753568292578,51.37319067881972,535.7321483553818
2100,70.14853480203608,37.14755543389744,246.35717685522343,9136.449110126954,40.14631735338079,51.51049039468738,558.7988018380893
2200,70.157120797527,37.279168691355636,246.15145828355665,9071.923572821031,40.077461891491104,51.60785927872398,563.8028174124909
2300,70.15951623410596,37.68655900003333,246.04614073651922,9097.856878273773,39.60872258493737,51.64490405693994,598.3078552860925
2400,70.17305862842348,38.00054519894236,245.8154340909592,9099.20340488455,39.38973556273703,51.68465790895913,632.5070211512551
2500,70.17883871211161,38.25214098528163,245.6254964618491,9175.88518702587,39.04941922103059,51.729796997579804,652.5476961752167
2600,70.18468012621187,38.87842673506209,245.4680539445276,9162.89575079089,38.245677291001215,51.88013940998981,664.3562155249808
2700,70.18439082666367,39.303218635860745,245.28403165852538,9183.77898235524,37.91175448422191,51.87518480349645,684.8389253445663
2800,70.19378299031574,39.560343580317124,245.234079664576,9068.330676166157,37.689930346002235,51.965197179986006,689.8571304233297
2900,70.20680050586049,39.81953156071392,244.91715866250124,9145.876495927554,37.05880799565208,52.076984447937626,710.6053032511819
3000,70.20971958745834,40.326035526524564,244.8473030761797,9187.034104147442,36.697876193419916,52.12563099224988,747.741340389698
3100,70.21762043082138,40.66501424459932,244.54315840269533,9142.0337539204,36.32642612348314,52.17557949743032,767.9902209118104
3200,70.2222949673906,41.313660718620596,244.47382641005208,9202.099974937964,36.35201834200279,52.211616341555754,765.4527833951246
3300,70.23367747252036,41.81639432828956,244.26800195507707,9152.13291662034,35.55693053594042,52.36508898803274,802.7903287972428
3400,70.24129282628503,41.98589050210439,244.2182817164142,9186.978909543526,35.56584666107881,52.38187555258032,800.7442609459936
3500,70.24201827640691,42.53123878086588,244.03817158444556,9128.820965452445,34.92556053323098,52.446397643514395,837.2331077756191
3600,70.24929531579959,43.15070677857235,243.74047161044055,9130.79921939498,34.55361507422569,52.52514893737559,839.910352471947
3700,70.26071781675245,43.26413808786446,243.57474286390647,9088.889472310502,34.346598347066376,52.646015920396266,868.1868831203252
3800,70.26367920672645,44.1523042429974,243.50108057522434,9197.616245982612,34.150524142244436,52.68043691224525,889.0826742653858
3900,70.27594346777086,44.22978614993722,243.33492420993232,9077.79878179818,33.53252114653092,52.75276141468916,906.7776693653516
4000,70.28186958929251,44.77843446002429,243.07250892882598,9116.686096605265,33.303845472822545,52.777587482096955,904.2071124909467
4100,70.28386628003425,45.47545939792347,243.02813998131646,9084.315817775429,33.268701369850774,52.85269415013275,926.3362074012497
4200,70.29705253628441,45.79263993150934,242.8756894054625,9122.457580574683,32.48488956215147,52.942351134059784,965.3877320401048
4300,70.29779912831766,46.02915044910975,242.55848608774923,9156.662056365367,32.10969266393907,52.98679439549554,980.1158614761255
4400,70.30729971578079,46.329356552485805,242.34430900276064,9171.921791514536,31.854122355018962,53.1163103209673,997.8860477402168
4500,70.31633158790501,47.1158374836358,242.18113162852345,9094.777133375095,31.40682889867447,53.08793283652088,990.8169497319551
4600,70.32154624750721,47.78383446345942,242.10930813986303,9194.740779783648,31.325626331744733,53.19954747035176,1011.186771593145
4700,70.33259577376917,48.20050346369718,241.94157954226762,9108.38131729172,31.223430771092346,53.28620957940803,1019.4316525034363
4800,70.33857106968571,48.45464687573426,241.79536770378937,9164.434342290877,30.98088579769878,53.33264864999099,1038.5963886822376
4900,70.34306692795717,48.79983481820987,241.5112155919944,9140.384157671499,30.465662410478902,53.37396051180331,1058.3126730950019
5000,70.35185856389492,49.3915863500563,241.52591607513284,9146.768390913563,30.086650919017565,53.51735935425764,1071.9028699868445
