miliseconds,Tumor,CancerStemCell,CytotoxicTcell,TGFb,IFNy,MHC1,MHC2
0,70.0005715853532,29.742844065013664,249.97830589867684,31.658114292875545,49.7490379222825,50.01351195485838,64.29861737764239
100,70.00643483822802,30.09589136496927,249.80329873689914,4659.247443389722,49.48715163113712,50.09292496661331,92.09226525799397
200,70.01701537455199,30.873715369123673,249.72266615833763,6956.730293023742,48.960927364788205,50.092250338736605,106.1408415098797
300,70.02355025822847,30.795042224245073,249.4173371872897,8037.212242478652,48.72668372586435,50.25325551751734,145.8315685347318
400,70.02318979575759,31.20577144676298,249.18814000490954,8568.067602195739,47.98815599269272,50.27735119469822,169.78268174214014
500,70.03428376673784,31.420188625665162,249.04638519319195,8889.182525184191,47.77996846146636,50.33776930120358,172.77398215838795
600,70.04100046386134,31.62938993452536,248.87887563013774,9010.89034015308,47.23420342704363,50.40577007807164,203.75662649528837
700,70.05007411506494,31.946708026973177,248.71072180511794,9115.430237552966,46.60044348837302,50.53687969747405,220.61492754213597
800,70.0508106795796,32.23072979379601,248.64864077836341,9043.396584285672,46.24656225093718,50.52349388673693,268.8598037407268
900,70.06109599380326,32.95344707652753,248.50443869568144,9047.19225393177,45.40219318148716,50.63921593501729,293.9715466284915
1000,70.0743436568057,33.428011352636936,248.22319292946995,9058.215528731736,45.30267945122044,50.724579962560476,308.64516399652564
1100,70.08009286365052,33.543623523145556,248.1920419275955,9085.16222521279,44.957338155628335,50.792158470481304,333.78219543772195
1200,70.08796699690221,33.821695874166174,248.0320669994835,9067.31745318449,44.07255934094753,50.81541059972547,368.4369916112872
1300,70.0891719220069,34.31395713777182,247.81863810727035,9160.80761805731,43.90971021795628,50.890993367739256,366.06750579632217
1400,70.09988284448782,34.39543592161077,247.64679112248535,9076.137345799189,43.5885097401895,51.022904964073525,409.82792098958254
1500,70.10023598220491,34.82083497024947,247.38892800012616,9141.416897100931,43.09798025563454,51.06471541088102,411.20087144187147
1600,70.11629681805428,35.120558002042,247.2266654004867,9144.556950569577,42.488743855479164,51.13600883639642,448.6724673832454
