miliseconds,c,cer,nIR,rIR,n,a,V
1800,0.10012794429761593,99.99907493248138,0.01000735183127705,0.2575042721607382,0.008967614141429549,0.4599996411711317,-59.971212911214124
1900,0.10013228855912545,99.9990446662468,0.010120850581606274,0.25565444919402563,0.008935751370500218,0.4599996298459371,-59.9704933624724
2000,0.10013883939499535,99.99901522714222,0.010085002757889533,0.2544259203583433,0.00887965767927667,0.4599996035979199,-59.96677867642558
2100,0.10014154908018957,99.99895228492771,0.010335450918887575,0.2530148516149763,0.008781469300313982,0.45999960053076977,-59.96692178355952
2200,0.10015803288321419,99.99889289539229,0.01036574094337311,0.2522858422815399,0.008736723038670024,0.4599995841997191,-59.96402374880591
2300,0.10016283951198021,99.99884513418351,0.010468868991742975,0.2518101512812727,0.008663066479374752,0.4599995589424192,-59.9632743694153
2400,0.10016245356677135,99.99878507082256,0.010602519082508829,0.24939527258545946,0.00859632890775709,0.4599995274345256,-59.95980577061488
2500,0.10017555440033737,99.9987726245763,0.010748479514364162,0.24934500960798842,0.008550984257071724,0.45999950327785233,-59.95882670589064
2600,0.10018429146365188,99.99871957179805,0.010778832428642016,0.24749029989578267,0.008518421400656312,0.4599995065095405,-59.95587726559164
2700,0.10019035699535685,99.99868476648383,0.010914096138748464,0.2469763386607031,0.008471536216336574,0.45999947017452303,-59.95263426760451
2800,0.10019715355748614,99.99864387618561,0.011079018586553668,0.24664349824812284,0.008449640628196354,0.459999445606626,-59.951833190653446
2900,0.10020701606328998,99.99854361995166,0.011115827740930886,0.24422193579586957,0.008330155322707826,0.45999944109401064,-59.94966536727973
3000,0.10020410834094588,99.99850908342145,0.011262638861920193,0.24356782194867882,0.008297695433234092,0.45999940139696366,-59.946837411522075
3100,0.10021245628691566,99.99844386270391,0.011385349028734938,0.24321977050607563,0.008254988241995864,0.45999938322585,-59.94586643674113
3200,0.10022086872415838,99.99844667290792,0.011445155287360068,0.242226770595553,0.008208644162990138,0.4599993856862345,-59.94490405340055
3300,0.10022863783968575,99.998374138557,0.011547408498210392,0.24155737497762728,0.008196155323943487,0.45999935613176196,-59.941447645644146
3400,0.10023791542740194,99.99828754907556,0.011720398140497738,0.2404511119729967,0.008076171085529528,0.4599993479971034,-59.938036992535444
3500,0.10024261145056464,99.9982943398955,0.01170655261827664,0.23955143123609093,0.008089074631799902,0.4599993074446863,-59.936260377240956
3600,0.10025107612104658,99.99819783610653,0.011856233128892047,0.23850340681641102,0.00802455940629854,0.45999928673411244,-59.9339151447583
3700,0.10025685087519617,99.99816139542502,0.01203214021120049,0.23707367146044483,0.00792843292462781,0.45999927069844254,-59.93277356137149
3800,0.10026336379663707,99.9981075675052,0.012091199870134272,0.23638941936470448,0.007943096965366986,0.45999926386306594,-59.93191798512102
3900,0.10027035308795137,99.99807183727314,0.012172356605214488,0.235675863387746,0.007899836978009426,0.4599992381181581,-59.92773272047784
4000,0.10027770712194044,99.99801172716217,0.012333606075953187,0.2351171170573096,0.007823304151599191,0.45999920807263506,-59.925049387243945
4100,0.10028112247431123,99.99796105145968,0.012397764520333808,0.2345668872146914,0.007768732233921536,0.4599991901456368,-59.92464223057291
4200,0.10029090187450991,99.99791312329447,0.012560127415531554,0.23363011347927454,0.007700635219136245,0.4599991817284579,-59.92130214853368
4300,0.10029623488235331,99.99787309266264,0.01267149352831931,0.23218353729937202,0.0077037865016239965,0.4599991538014691,-59.918160215052616
4400,0.10030200435197692,99.99782456256615,0.012734717418080911,0.23216225092735832,0.007605089806947692,0.45999913496739264,-59.91790745423518
4500,0.10031526643887019,99.99779121795285,0.012764071423477404,0.23089514308811962,0.007612007019808725,0.4599991272654599,-59.913189796666344
4600,0.10031996427861449,99.9977525380429,0.012930105182957032,0.2304516108303921,0.007513813113884321,0.4599991090999907,-59.91230935335915
4700,0.1003308225425712,99.99769213878369,0.013085071945358195,0.22985982746959616,0.007507398349374501,0.45999908093478087,-59.91051576049081
4800,0.10033122703440608,99.99762963570112,0.013156434392142896,0.22824617729549415,0.007461986752557737,0.45999905878981395,-59.9076953155742
4900,0.10033811284818457,99.99756377508552,0.013229088049369385,0.22888011978195602,0.00739371608050639,0.45999906203140245,-59.90624627122038
5000,0.10034554257671827,99.99753096126203,0.013408994020088888,0.22711797994042582,0.007339683083872549,0.4599990301191786,-59.903531639850335
