milliseconds,c,cer,nIR,rIR,n,a,V
0,0.0999989473684302,99.99996679350375,0.007969269184753724,0.28139327240989,0.009962725215685387,0.46000000943886316,-59.999984479725065
100,0.10000954892709928,99.99995376830455,0.008101815193340417,0.2802452340339734,0.009947091476608851,0.4599999893609969,-59.99853926368296
200,0.1000153539603648,99.99986982205701,0.008170552187984391,0.2780788912540215,0.009891804300180402,0.4599999541437167,-59.99673297639063
300,0.10001886715007594,99.99985384772339,0.008362722885753557,0.27645032226638655,0.009824887724797223,0.4599999494568693,-59.99494504717994
400,0.10002783792489217,99.99982110333183,0.008440684806122827,0.27494824953727026,0.00974527176735403,0.45999992778050186,-59.99405141131381
500,0.10003316326239964,99.99972196646044,0.008561982316552157,0.27451238770374004,0.00967331494882074,0.45999990821881537,-59.991571665114606
600,0.10004549475650472,99.99968179473002,0.008724642499541281,0.27342265301188473,0.009672098025573696,0.4599998954565348,-59.99137579819865
700,0.1000526313022425,99.99966452090739,0.008819871243816562,0.2708900572145847,0.009549145643130185,0.4599998538356131,-59.98880091117986
800,0.1000555246052432,99.99959023385715,0.008884279512595716,0.26977137330137235,0.009492712417292427,0.45999983665366245,-59.98942898600744
900,0.10006395628825937,99.99957734397097,0.008955984176295628,0.26839606003252664,0.009460057501814856,0.45999983509556275,-59.987340988970004
1000,0.10006917975605126,99.99951820299471,0.009025648890305353,0.26640273782480484,0.009432204253828905,0.4599998175997744,-59.984710603917065
1100,0.10007864140055278,99.99942642075673,0.00924018919864736,0.2655352223958277,0.009372607366788082,0.45999977238455503,-59.98420776544345
1200,0.10008678184009911,99.99941498646757,0.009291453466894637,0.26364300805485186,0.009314830032364482,0.4599997517690318,-59.982105241122184
1300,0.10009252417515585,99.99937069716051,0.009422157689014332,0.2631649094346567,0.009240480415774662,0.4599997579285288,-59.98109994186974
1400,0.10009323821185889,99.99931718685325,0.009450870663544459,0.2617834610084001,0.009151780695284684,0.4599997203148764,-59.97736458915429
1500,0.10010293454495625,99.99922804517823,0.00967621377492555,0.2610588047046948,0.00908333979482769,0.4599997050703069,-59.977362575604005
1600,0.10011548066689697,99.99923072955652,0.009656939936389101,0.2594753184734495,0.009072734874138814,0.4599996739149207,-59.9735026613782
1700,0.10011936323949015,99.99913747606294,0.009790698612449843,0.2573327539188643,0.009006774902881442,0.459999660315692,-59.971957050195456
1800,0.10012864724136807,99.9991115433755,0.009971984659887332,0.2572859258266885,0.008974316881928813,0.45999965007396887,-59.97038851698556
1900,0.10012858760631688,99.99906067594135,0.010019647128735041,0.25565153163738624,0.008911233066491848,0.4599996300145425,-59.96901841561028
2000,0.10014364378586141,99.99901963300238,0.010165425697887427,0.2537730740821782,0.00881032004122353,0.45999961909357406,-59.967628457064265
2100,0.10014138802431452,99.99896508209501,0.01021781603894026,0.25265220968377283,0.008786081715546387,0.45999958948908776,-59.967096536930825
2200,0.10015077085312009,99.99891839641839,0.010394952198881702,0.25295128237790127,0.008753810895304729,0.45999957632321437,-59.963508429351954
2300,0.10016386693704746,99.99883265747073,0.010473878422209117,0.25082382198513203,0.008707733631141808,0.4599995437402651,-59.9607061023442
2400,0.10016356369691365,99.99877429170091,0.010548008958711746,0.24979324958059038,0.008589775581720938,0.45999954186038233,-59.95854151585098
2500,0.10017372115064509,99.99876110953527,0.010776515385848577,0.24969359326200505,0.008613797165939054,0.45999950501118736,-59.95772091866152
