milliseconds,c,cer,nIR,rIR,n,a,V
2600,0.10017716786110666,99.99868004479055,0.010773242360184128,0.24801126867459392,0.008494988630737652,0.45999949653808253,-59.95659069484951
2700,0.1001843870415548,99.99868308187156,0.010977369999997594,0.2468610379639273,0.008497836007534879,0.45999948415093855,-59.955320454320315
2800,0.10019109300581353,99.9986132302627,0.010964768783007199,0.24515365742904366,0.008397342798971433,0.4599994555680655,-59.952152878168754
2900,0.1001985473578566,99.99852942643713,0.011065169566400662,0.24507519076551887,0.008374758421686132,0.45999944819056987,-59.94992224345885
3000,0.10021034134358431,99.99848026397336,0.011297455941939592,0.24443922036120944,0.008303277699478294,0.4599994101933002,-59.948583557208785
3100,0.10021621911469145,99.99849970156126,0.01133993860912484,0.24305148251346873,0.008234685727258996,0.4599994058185362,-59.94487708936034
3200,0.10021833573809477,99.99837989659781,0.011411310644848524,0.2422827595007292,0.00825007773906826,0.45999936368273014,-59.942546812272106
3300,0.10022888658076869,99.99834100375915,0.011587990595435574,0.24173526018779584,0.008162579412765578,0.45999937147791137,-59.94057147166572
3400,0.10023403282166012,99.99833362318145,0.011708702670519953,0.23987488322656766,0.008113245463908323,0.4599993354174972,-59.93929369347592
3500,0.10024650492950148,99.99825007991734,0.011814435457410379,0.23858158142583258,0.008065651171981285,0.4599993311262296,-59.93856560934176
3600,0.10025255698449402,99.99821299574396,0.01183524315264452,0.23770181115105446,0.007994154623667224,0.45999931196942395,-59.93519058965758
3700,0.10025418158143139,99.99813732114299,0.01190945838839182,0.23718825405046243,0.007930505829109947,0.45999929122780314,-59.93374443846093
3800,0.10026645380584444,99.99809139217388,0.012082799407747919,0.236680367306252,0.007913852274858359,0.45999925729365454,-59.92932383075407
3900,0.10027095730222006,99.99804718528739,0.0122249908543029,0.2363278788710945,0.007878894388255134,0.45999922852517633,-59.92988137827568
4000,0.10027785739561643,99.99805264352727,0.01229408747424177,0.23510444468712066,0.007795014815295469,0.45999922085670086,-59.927124634053364
4100,0.10028314878182479,99.99797305209354,0.012371552406706753,0.23364792207518628,0.007765682265659157,0.4599992070139017,-59.92334964052533
4200,0.10028809306464687,99.9979572260072,0.012558083631924549,0.23375902040095706,0.00776014396122394,0.4599991781786728,-59.92030779468
4300,0.100303181614906,99.99786055613126,0.012568740934965548,0.23238290886815388,0.007663706629261526,0.45999916721399764,-59.91947827272016
4400,0.10030235430550541,99.99781408059353,0.01279036364912424,0.23131494923986615,0.007622134720432897,0.45999914861605606,-59.91561232554514
4500,0.10030908111002036,99.99780513757614,0.01289198001248405,0.23114580270692497,0.007568238187016351,0.45999913462604336,-59.91364081621117
4600,0.10032448717840373,99.99776070292346,0.0129436844095696,0.22980088613533392,0.007571130052423856,0.4599991184315551,-59.9116256297893
4700,0.10032531612387185,99.997669766387,0.013116949707183025,0.2294937883364165,0.007495142866604559,0.4599990882845551,-59.90966085669025
4800,0.10033491515019957,99.99761314357406,0.013108164131230055,0.22815828458621032,0.007456605908554568,0.45999906442212035,-59.90705719306528
4900,0.10033572547270884,99.99758203129167,0.01324369213273154,0.22783278879110605,0.007377822258486469,0.459999055130445,-59.906014708622855
5000,0.10034474711268976,99.99750950260182,0.013371723093167589,0.227188939789439,0.007329307167422307,0.4599990400832031,-59.902947355828424
