miliseconds,c,cer,nIR,rIR,n,a,V
2300,0.1001619987274029,99.99887037880958,0.010422115380752293,0.25164000903086925,0.008669481674495067,0.4599995579746554,-59.96079998566877
2400,0.10016423188813167,99.99883637351633,0.010659297849611778,0.24984410083262973,0.008647654078925407,0.4599995432782336,-59.95956958123694
2500,0.10017303636007252,99.99873649915202,0.010707918330459424,0.2489008082470029,0.008593634310467358,0.45999950965920516,-59.95911494923917
2600,0.10017837371535546,99.99868075179916,0.010808050872272988,0.24836341465391576,0.008544724764969158,0.4599995045794659,-59.956566704912355
2700,0.10019174555473159,99.99868521523102,0.0108667538768996,0.24759435593204557,0.008494892124656444,0.4599994778407507,-59.95485659515176
2800,0.10019178650391736,99.99860614782952,0.011007236627462542,0.24588801201616556,0.008394204196421616,0.45999945871598114,-59.95320735798609
2900,0.10020722215305236,99.99859061545109,0.011188465166304791,0.2441380768920097,0.008357631452369141,0.45999942167805546,-59.95066068589465
3000,0.1002124176658786,99.9985445295179,0.01118942218653585,0.24431590288488217,0.00835120146704352,0.4599994211131207,-59.94827481252984
3100,0.10021393495763851,99.99845590533327,0.01136156835712414,0.24311137600196997,0.008285139908951042,0.45999939521349714,-59.94705988511191
3200,0.10022604818002868,99.99837963863659,0.01145569521609219,0.24192398175668917,0.008202636935760387,0.4599993860028088,-59.942875062590595
3300,0.1002298578992747,99.99836396673912,0.01151531470683721,0.24029012758725832,0.008159121979847013,0.45999934620572047,-59.94207034842914
3400,0.10024160101977866,99.99832950026612,0.011670314282076487,0.2395313346667262,0.008144123790392015,0.45999933945512633,-59.938186431964574
3500,0.10024053269016278,99.99829726167256,0.011719443770887284,0.23916311213427885,0.008081562762821851,0.45999933221822736,-59.938287900747646
3600,0.10025541648268975,99.99822287500979,0.011894286958631114,0.23822724420518296,0.007998203145226746,0.4599992932936893,-59.934817926499456
3700,0.10026161797566852,99.99817288701556,0.012004450483696446,0.2382895406131638,0.008003094036325525,0.45999928782742366,-59.93362005456263
3800,0.1002674143501685,99.99811811516008,0.012110785603806384,0.2371284803062983,0.00792595836086008,0.4599992579825041,-59.93063866828091
3900,0.10027093682426443,99.99808727818406,0.012242659219927687,0.23643797037655293,0.00783243706518841,0.4599992455004404,-59.92775662347146
4000,0.10027771906237483,99.99801792904384,0.012279978224342061,0.23426840396383428,0.007849522690957915,0.45999923072442794,-59.92741804130723
4100,0.10028963379961571,99.99797405123184,0.012337516864783413,0.23393738819698603,0.007799416206571592,0.45999919108221904,-59.923436481503465
4200,0.10029162553958515,99.99792477073012,0.012576980139456859,0.23347322476827118,0.00772719666615878,0.4599991814348939,-59.921731479301286
4300,0.10030329578460496,99.99785329136024,0.012631689137314703,0.23272432408824073,0.007663576538466642,0.45999916377563693,-59.919671136587404
4400,0.10030614226740103,99.99779997916414,0.012694811761692064,0.23133175696818908,0.007608843934280817,0.4599991483609983,-59.91699297145741
4500,0.10031614544818766,99.99775884201686,0.012907211149372749,0.23181657881350654,0.007563484310942461,0.45999911846649344,-59.913203477937
4600,0.1003177798293513,99.99775009993111,0.012996613953419833,0.2308077869389528,0.007548914754534402,0.4599991128835209,-59.91222059672696
4700,0.10032656517910919,99.99767486676068,0.013113191767761207,0.2300803942714289,0.00751463378592503,0.459999083018859,-59.91090333765213
4800,0.1003382978130707,99.99764963764571,0.013216611038825429,0.2289094509903438,0.007448036169088904,0.45999905419204873,-59.9084127124395
4900,0.10034001094204682,99.99757928090948,0.013336212698509648,0.2290042759422846,0.007439894955463301,0.45999903616692134,-59.906215071762055
5000,0.1003520098066173,99.99756489479526,0.01343362224450647,0.2275651517981512,0.007323120546528241,0.4599990280937771,-59.9028974272337
