miliseconds,c,cer,nIR,rIR,n,a,V
0,0.10000233807253121,100.00001110584314,0.008004773752037349,0.2826192029528469,0.010034137846764397,0.45999999742285125,-60.000285793812246
100,0.1000092867424115,99.99991713376097,0.008141915328033045,0.2799727661877139,0.009922929431356501,0.4599999714969763,-59.99889671418887
200,0.10001119980464562,99.99986804853908,0.008292628820357277,0.27871183052178145,0.009854380543835268,0.45999996098203705,-59.99843037127703
300,0.10002254645918683,99.99981567324124,0.008387791045489378,0.2774884681501059,0.009821555090737722,0.459999932699066,-59.99588291466531
400,0.100030294638987,99.99981644649445,0.00839108116930714,0.27565079986846336,0.009742073210075954,0.4599999359827547,-59.99403473531933
500,0.10003396481575796,99.99978594882613,0.008502891720740521,0.2742500242591924,0.009668931404754848,0.4599998947434969,-59.993366623976854
600,0.10003686356668502,99.99967724349867,0.008603890550023165,0.272258641852259,0.00966929534060049,0.4599998894244377,-59.9909987659879
700,0.10005230600168709,99.99966930881499,0.008701087010350144,0.2712998542552977,0.009572254665226747,0.4599998766140745,-59.98889201111855
800,0.10005452040611872,99.99959593212124,0.008820420490495431,0.26909859169192146,0.009509896623560233,0.4599998307846525,-59.9872258035998
900,0.10006670996419764,99.99958098301798,0.009038537845553484,0.26811079189110226,0.009471749658181877,0.45999983016104107,-59.98623596759182
1000,0.10007120987024583,99.99947426657924,0.009110106490632,0.2665454363710747,0.009426908372399163,0.4599998077208232,-59.98467249070286
1100,0.10008115164895574,99.99941846179988,0.0091539488531388,0.26493268824952404,0.009378911878337065,0.45999977298465183,-59.98472268125044
1200,0.1000876533911686,99.99937528611461,0.009272302440731635,0.2649607890798894,0.009257084332335106,0.4599997771479259,-59.980624037660746
1300,0.10009568515424869,99.99936795498625,0.00943292696026992,0.263434600066577,0.009199776460319107,0.4599997343402861,-59.97928668724111
1400,0.10009952274808993,99.9992914007,0.009446062112745795,0.2612765508868138,0.009168740696836014,0.4599997133821016,-59.976926893270715
1500,0.10010975157975815,99.99926426586546,0.009615418847549398,0.26031600416100453,0.009145748339201084,0.45999971374600257,-59.97686236647876
1600,0.1001072517114324,99.99922648860606,0.0097083081878234,0.25983693851490663,0.009085731649806061,0.45999968010806275,-59.9733962387115
1700,0.1001189953097399,99.99917092935988,0.009860469229046502,0.25786694186622705,0.009025070321814673,0.45999966165397976,-59.97192247723375
1800,0.1001273477115101,99.9991150325546,0.009910159185867065,0.25647235842894744,0.008991018861761063,0.45999965297725537,-59.97000985453889
1900,0.10012916743282656,99.99902077223722,0.01000683760093036,0.25540908656471184,0.00891836850673923,0.4599996268495019,-59.96885611595803
2000,0.10013629972299988,99.9990437977556,0.010102137073274354,0.2546526509008489,0.00887235576197084,0.45999960657334826,-59.9688545206373
2100,0.10014998990844233,99.99896988920302,0.010346561280280725,0.2529057245125493,0.008782427752380806,0.4599995970889031,-59.96476489873893
2200,0.1001487187390907,99.99888574110025,0.010316608397892462,0.2516913585448757,0.00877162462611267,0.45999957997730684,-59.96317080587314
