miliseconds,c,cer,nIR,rIR,n,a,V
0,0.09999734511992815,100.00002862414013,0.00806586902032354,0.2815252548591854,0.010028931135472872,0.4600000037635855,-59.99910869179914
100,0.10000763791848115,99.99997635328425,0.008108065869433821,0.28099107267908147,0.00997587986634109,0.45999997986309965,-59.9991496166804
200,0.10001371807836705,99.99989596462018,0.008156355913809674,0.27859640432718186,0.00985802496582335,0.45999995409365724,-59.997690243947964
300,0.10002486762075656,99.99981848025732,0.0083118803027706,0.2777733820430634,0.009816523671063405,0.45999995136582406,-59.996365404651776
400,0.1000286481037043,99.9998139408499,0.008462463534089403,0.27523381396090013,0.009747107965497177,0.45999990958451126,-59.99537991499191
500,0.10003823542748833,99.99978035372482,0.008473951420352654,0.2747955022142177,0.009698978402414174,0.4599998989756079,-59.99302137532359
600,0.10004695113991646,99.99966726463285,0.008662267262091065,0.27278638681241807,0.009622209955160055,0.4599998881302238,-59.99136288752442
700,0.10004494871564441,99.99966036568189,0.008830491167594472,0.27203392679927707,0.009594574891455055,0.45999985924742137,-59.9895463950276
800,0.10005498367496736,99.99963808183821,0.008921281234606513,0.26950535800315595,0.009541111995314417,0.4599998482466826,-59.988926950977465
900,0.10006176176532912,99.99958929204955,0.008944560043670011,0.2682840162605799,0.00945696263795784,0.45999981338429646,-59.98660937327667
1000,0.10007336392730282,99.99948989207188,0.009100993720911537,0.2671557767415304,0.00938500771954005,0.45999980612093067,-59.985154752928054
1100,0.10007492824428095,99.99945534830911,0.009205278485585645,0.26561030860400603,0.009379226777379257,0.4599997797172819,-59.981885033948856
1200,0.1000796860796005,99.99942663528054,0.009305288852023716,0.26361614944190664,0.009261513690237418,0.459999777534997,-59.98081537325501
1300,0.10008892502063171,99.99933032392926,0.009426592967410625,0.26272233743500434,0.009236258790821511,0.45999974973899066,-59.98023099426141
1400,0.10009483527562713,99.99928961716002,0.009495892162499945,0.2615558809041149,0.009207615627430452,0.4599997132132415,-59.97723526776508
1500,0.10010030779700752,99.99924905907207,0.009573161449692487,0.2610235163724638,0.009143374724412165,0.45999970210505964,-59.977538414577324
1600,0.1001091365181998,99.99920526903092,0.009743682662656366,0.25904483496971104,0.009040100616185553,0.4599996874503866,-59.974800065013184
1700,0.10012033296792078,99.99917990635589,0.009791288939201342,0.25739492231572597,0.00899723507911389,0.45999967635265404,-59.97280159022765
1800,0.10012814658207407,99.99911541119278,0.009983629955333027,0.2559889398222375,0.008926414942031448,0.4599996489226976,-59.97195984164519
1900,0.10013616086470471,99.99905220483112,0.010045455521214303,0.2555726694461517,0.008885761203828071,0.459999636553738,-59.969140932611076
2000,0.1001393943765379,99.99897750115922,0.01017950933574172,0.25427934484397974,0.008821703330787035,0.45999959561573267,-59.96842363965477
2100,0.10014563712762178,99.9989578853901,0.010286374594958493,0.2529405386933094,0.008759511658346906,0.4599995809026885,-59.967074443054756
2200,0.10015178745688581,99.99891121749747,0.010430016172818165,0.2528395828809607,0.008755723703353925,0.45999956744696124,-59.964798764684
2300,0.10016501058208299,99.99885171964125,0.010406463368784266,0.2510730924660236,0.00865053971980582,0.45999954244650515,-59.960931986557654
2400,0.10016868601197658,99.99882085841162,0.01059498988807505,0.24982864468954624,0.00859351967056711,0.4599995447669511,-59.95973110689602
2500,0.10017301871306789,99.99877642475674,0.01073960654826282,0.2483822448700302,0.008604097020303885,0.45999951373015524,-59.95887970931546
2600,0.10017877088545193,99.99871616974393,0.01082868440646637,0.2473638149339253,0.008558954350002255,0.4599994807785745,-59.955512623554284
2700,0.10018377841997349,99.99868411060392,0.010942207688559602,0.24658927812873344,0.008491444407517198,0.4599994870622428,-59.95448059893725
2800,0.1002000582352616,99.9985957153228,0.010982125895261699,0.24606478347896713,0.008411763764276584,0.45999944216715183,-59.95214806124496
2900,0.1002021265071738,99.99857473151962,0.011194922765599575,0.2455566514801393,0.008342855514511253,0.45999942699891755,-59.94901371708901
3000,0.10020908784541915,99.99850882851564,0.01130345129222599,0.24441591244888702,0.00829095949012063,0.45999941543031275,-59.94865762757886
3100,0.10021578390281545,99.99843214851094,0.011330883108092408,0.24268766524842827,0.008227323634976904,0.45999939508009063,-59.945595141935215
3200,0.10022546274718258,99.99842285989682,0.011489771195957123,0.24230743950959133,0.008231000766269389,0.4599993886493212,-59.94479734092085
3300,0.10022915834546453,99.99839259044188,0.011584474839900171,0.24106621174040718,0.008187512409810811,0.4599993573591851,-59.9412663349037
3400,0.10023473598420986,99.99832063703748,0.011601236469928338,0.240630823197753,0.008099586841938759,0.45999934013275645,-59.93959492396243
3500,0.10024092429249376,99.99829260625845,0.011791198504699658,0.23868019166438495,0.008035417563015977,0.4599993316874012,-59.93790373223734
3600,0.100252039642092,99.99822471959095,0.011930580341067948,0.23771648717848962,0.008025712135489457,0.4599993076261453,-59.93434743863396
3700,0.1002549961937533,99.99815687915363,0.012003294378359987,0.23671764904787101,0.007932028143852462,0.45999926658277496,-59.932651525661264
3800,0.10026188250309077,99.99808942172763,0.01216224823172772,0.2369292728757393,0.007935532383243064,0.45999924844531237,-59.930810572071884
3900,0.10027229765976832,99.9980890376206,0.012202995632056273,0.23569029336992892,0.00784538962323791,0.459999255623198,-59.928291635246644
4000,0.10027900937689811,99.99801617863217,0.012354122558921186,0.23555482572310094,0.007816797088326596,0.4599992219389274,-59.92588106742214
4100,0.1002839963283405,99.99799368056897,0.01248560274405561,0.23393088857160277,0.0077863395492196235,0.45999921651506254,-59.925254949204955
4200,0.1002901899289003,99.99795421344847,0.012482877718728927,0.23265983141995494,0.007713710867362426,0.45999918233680276,-59.92249392470633
4300,0.10029451839742927,99.99788612128063,0.012700401228933296,0.23340132175288242,0.00768220988842567,0.45999915415650583,-59.918972162677434
4400,0.10030506455539362,99.9978176859043,0.012723390498014332,0.2311230733939752,0.007670803344965165,0.4599991400823789,-59.91837713321448
4500,0.10031574823423825,99.99780865615257,0.012875999933839012,0.23036207483671506,0.007575139194694059,0.45999911847319663,-59.91318655091064
4600,0.10032224175584323,99.99774814669622,0.012896471355953834,0.23041441813083643,0.007520950257011223,0.4599991156729373,-59.912158312818335
4700,0.10032438956812774,99.99765012443962,0.013069439690502158,0.23038106234554542,0.007525011894699406,0.45999908068510104,-59.91058934298097
4800,0.10032860808459185,99.99760176634351,0.013128981206796108,0.22826476630041478,0.007438603997134767,0.4599990705248455,-59.90696922859929
4900,0.10033993661422617,99.99755402551003,0.013322832788981383,0.22800150349970186,0.007403644015381999,0.4599990622904848,-59.905501345671325
5000,0.10035056786423552,99.99749438845967,0.013323555950432131,0.22700716274864388,0.007373897489416874,0.4599990242023084,-59.9028446579371
