milliseconds,S,N
0,0.09820065395186077,0.1999057644323323
100,0.10034217782794906,0.19986781721561764
200,0.10412568411179371,0.19957989304951443
300,0.10332649196715156,0.198970623062838
400,0.10392182875916753,0.19891444508236714
500,0.10604610378413727,0.1988449831423472
600,0.10788320188185734,0.19815911478761056
700,0.10869247817277387,0.19834688149729734
800,0.10979017691006082,0.1977409513715773
900,0.11154719720502418,0.19763020315975224
1000,0.11450492446535039,0.197663085809347
1100,0.11332628151889272,0.1972513228275209
1200,0.11700339077180544,0.19698325754199159
1300,0.11727143939639344,0.19678297142315634
1400,0.11967915479601711,0.19636302052085083
1500,0.11861054864832252,0.19648945730368522
1600,0.12201242533003967,0.19634576583994792
1700,0.12299095062256916,0.19606753174937636
1800,0.1251195814185312,0.1956618896869489
1900,0.12364395227821101,0.1956174994481213
2000,0.1276382470665366,0.19544025016942124
2100,0.12607263607526137,0.1953576379591677
2200,0.13074091749859598,0.19472765988786753
2300,0.13097507601805153,0.1945352606869817
2400,0.1328054568911658,0.19461408611372036
2500,0.13261864239275123,0.19464124809321684
2600,0.1325819365426984,0.19445582896974986
2700,0.13368162441327813,0.19386294614450902
2800,0.13647112606884781,0.19397977637896405
2900,0.13922939988693642,0.19367784606933078
3000,0.1377331919972797,0.19344446311100139
3100,0.13940478364853642,0.19333744726304905
3200,0.14245619890387481,0.1931212116894428
3300,0.14221639635104352,0.19323863175082429
3400,0.1431226034234605,0.19289546857743367
3500,0.14589203898410302,0.19310269111027611
3600,0.14500364147966108,0.19285513189110798
3700,0.14729023002334665,0.19251312452123595
3800,0.14790333238899092,0.1926290968818776
3900,0.14830888836651732,0.19218214369612902
4000,0.15174526617287992,0.19203858382359562
4100,0.1512715127269624,0.19242199909960012
4200,0.15109635202699875,0.1919968235449269
4300,0.15489416531729894,0.19215261715560675
4400,0.15306837398216908,0.19201739840816967
4500,0.15399914466380435,0.19189122669563308
4600,0.15854705687787182,0.19150545461615232
4700,0.1562123477285303,0.1916128858189447
4800,0.1580312754440257,0.19147841364251883
4900,0.15906496244080728,0.19160018723853448
5000,0.1624794613500425,0.19151377957533125
