milliseconds,S,N
0,0.09892211835956893,0.19999630092371365
100,0.10110569278250767,0.19988821199507564
200,0.10173475982823918,0.19938898443900893
300,0.10465396186056493,0.1994273148123206
400,0.10558200762035584,0.19916944232646464
500,0.10737598891313674,0.19848102614412583
600,0.10738566433415725,0.1985128979118523
700,0.11046031675175416,0.19830007833113125
800,0.1093850004850544,0.19787216845948702
900,0.11172074649899166,0.1976395607160712
1000,0.11318537267626481,0.19745842016248297
1100,0.11561247806404418,0.1969484880519806
1200,0.11708730052113875,0.1967482281481423
1300,0.11624893316734587,0.19695947461965
1400,0.12029091087569721,0.19666929396508193
1500,0.12066213185165028,0.19613937445791851
1600,0.1211315734393818,0.19602448348473464
1700,0.12379385437806636,0.19582387799886203
1800,0.12255893946388596,0.19590553107222902
1900,0.12614760542360623,0.19553509585268855
2000,0.12644955241449315,0.19534032865416862
2100,0.12833278878616344,0.19528179573164164
2200,0.12786679794335015,0.19472911278555924
2300,0.13100330711876054,0.19477844818963033
2400,0.13308076515095674,0.19437544865109338
2500,0.13100891582155774,0.19463596069347133
2600,0.13481081884897136,0.19443122215815414
2700,0.13364198934589414,0.19426800347237005
2800,0.13472691806197046,0.19376228163619927
2900,0.13714155540373085,0.19386454995627245
3000,0.13935303437072155,0.1934716445989665
3100,0.13840456838689946,0.19330210875428944
3200,0.14104723220973464,0.1932208957314017
3300,0.14213250929053356,0.19328614504453714
3400,0.14185521047765326,0.19316086679627162
3500,0.1449919726426866,0.193097820747575
3600,0.1468790576703569,0.19274795713022158
3700,0.14627268299770776,0.19245585927976214
3800,0.14790154634595656,0.19276478087598373
3900,0.1495178690632893,0.19251202877039145
4000,0.15172646025946734,0.192294831389067
4100,0.15305881015384992,0.19198105484789557
4200,0.15361860153489462,0.1922867501354724
4300,0.15332487963645117,0.19182807925299278
4400,0.15607492420429334,0.19184996112370528
4500,0.1558925809414586,0.19151418948079893
4600,0.1552387751812895,0.19191048225044652
4700,0.15631883136129104,0.19158735827905096
4800,0.16004912454348288,0.19154917338790295
4900,0.15976155183030438,0.19162248158096082
5000,0.16159249712452595,0.19118298942154832
