milliseconds,S,N
0,0.10035263840491045,0.19982581884898493
100,0.10077866964389137,0.19977495299031217
200,0.10241794486553647,0.19943177318971594
300,0.1035537315296321,0.199215313050155
400,0.10522251329645772,0.19866160838711888
500,0.10550314571885294,0.1984457862005846
600,0.10646701800082473,0.19833759525639494
700,0.10988683307675495,0.19813883930712467
800,0.11155013010540508,0.19773703240612492
900,0.1111841101563122,0.19743356942542117
1000,0.11283501582737958,0.19720974690519996
1100,0.11512713976545468,0.197193725644781
1200,0.11653152344440117,0.19711505605684784
1300,0.11815966140706932,0.19689393288607315
1400,0.11909673044359359,0.1967019342948153
1500,0.1210398931171811,0.1961464041755687
1600,0.12181591780376075,0.19593228803562907
1700,0.12302110541327324,0.19602605255153768
1800,0.12357144279050779,0.19560300368236394
1900,0.12446051156133851,0.19561800285360254
2000,0.12804642496641142,0.19546736229942233
2100,0.1292120598891483,0.19533984483359101
2200,0.12873236273544145,0.1948388101886141
2300,0.13191360813455588,0.19491447654325797
2400,0.13020619606049416,0.19460568461667446
2500,0.13427698400924898,0.19437480246823213
2600,0.13249686098849853,0.19406682123686309
2700,0.13436913814954368,0.19394406550192073
2800,0.1371712429990165,0.1938834863037642
2900,0.13750496668739465,0.19392546508738467
3000,0.1380638712219191,0.19345608257503263
3100,0.1393380444761073,0.1932896839752727
3200,0.14269820510895667,0.19354163350691975
3300,0.14338211000915177,0.19305532057278518
3400,0.14189584129390065,0.1929221835929325
3500,0.14564387426010017,0.19309009281023357
3600,0.14655404708762704,0.19253797383448304
3700,0.14546844327517539,0.1928424222206652
3800,0.14952467838544223,0.19251376383009014
3900,0.14807271640176597,0.19231070538027428
4000,0.1514048503249669,0.1921626670229505
4100,0.15058759720918624,0.1922622041189865
4200,0.1526887275394883,0.1920659309700996
4300,0.15200931608075263,0.19182300977025593
4400,0.15625483428173084,0.19173711868707707
4500,0.15469216314193482,0.19158310817851146
4600,0.15664604926615414,0.19148488923376933
4700,0.15874897139621322,0.19137800195440607
4800,0.16060287657697409,0.19126191385338653
4900,0.16059065126593566,0.19135416989994306
5000,0.1599948447764471,0.19105997863590385
