miliseconds,Z,Y
0,0.14450647970381078,1.605407803280447
100,0.22553776357896735,1.6247603161716686
200,0.2292482296695954,1.712499781527708
300,0.23892339660364303,1.7904312904799518
400,0.24530612065208765,1.8639234044639539
500,0.25182994812119225,1.896845149844771
600,0.2742477067260066,1.9507504783297966
700,0.26375580466206827,1.993690252102077
800,0.28427725121967806,2.0253862363473085
900,0.28037386671035003,2.0750903742739513
1000,0.306710312094332,2.0948603012949576
1100,0.3052140367665883,2.1050018337860124
1200,0.31922293110733946,2.093673514512543
1300,0.3456730678087039,2.0705199331426947
1400,0.38468026811184364,1.975554610782397
1500,1.2845518850681281,0.7043598601135801
1600,0.525507664582418,0.879818379698531
1700,0.21885998494618616,1.1695514966783447
1800,0.21335531317878945,1.2896560398384087
1900,0.21790151897112445,1.3865391895594144
2000,0.21270029599771484,1.4962900051971626
2100,0.22058675434534486,1.5913956210341067
2200,0.22855766086727677,1.6670878860095746
2300,0.24734236538353516,1.7155454072432943
2400,0.25052436770098874,1.809888715734695
2500,0.2502215563065434,1.8807241301904711
2600,0.2534526633863343,1.9185986938688013
2700,0.2666708720706545,1.960869681500758
2800,0.26768038830800756,2.0235142702763618
2900,0.28766699767090476,2.06637483423036
3000,0.286505138588734,2.0843674046022866
3100,0.295776722645342,2.0847766074827296
3200,0.30388422539841936,2.103506641763016
3300,0.33351111270906436,2.086937266745341
3400,0.35258224090511076,2.051091019039322
3500,0.4081158205506359,1.917183809267299
3600,1.108868920346494,0.6531694990625136
3700,0.3896435175543032,0.9555416571888539
3800,0.21683376752421332,1.1892939130545823
3900,0.22028153403331682,1.3189254109613593
4000,0.21262695334282367,1.3965525101612648
4100,0.22255370782138637,1.5220231922243783
4200,0.2201489005637288,1.5751588879016325
4300,0.23238463526161512,1.666523518645052
4400,0.24185382854792475,1.7664886615701738
4500,0.24177175293937245,1.8242545318018162
4600,0.2524368568534621,1.8759591004430867
4700,0.25251489469082555,1.9453843166979772
4800,0.26835173523990613,1.975377323905187
4900,0.26925418282011065,2.036514199048203
5000,0.2874193074462892,2.071522269995499
