milliseconds,NatP,MisP,Ub,E1,E2,E3,E3_MisP,DUB,Proteasome,ROS,E1_Ub,E2_Ub,E3_MisP_Ub,E3_MisP_Ub2,E3_MisP_Ub3,E3_MisP_Ub4,E3_MisP_Ub5,E3_MisP_Ub6,E3_MisP_Ub7,E3_MisP_Ub8,MisP_Ub4_Proteasome,MisP_Ub5_Proteasome,MisP_Ub6_Proteasome,MisP_Ub7_Proteasome,MisP_Ub8_Proteasome,E3_MisP_Ub_DUB,E3_MisP_Ub2_DUB,E3_MisP_Ub3_DUB,E3_MisP_Ub4_DUB,E3_MisP_Ub5_DUB,E3_MisP_Ub6_DUB,E3_MisP_Ub7_DUB,E3_MisP_Ub8_DUB,AggP1,AggP2,AggP3,AggP4,AggP5,SeqAggP,AggP_Proteasome,UCHL1,UCHL1_Proteasome,UCHL1_damaged_Proteasome,Lysosome,UCHL1_damaged,Lamp2a,Lamp2a_UCHL1_damaged,Ub_UCHL1,SUB,SUB_misfolded,E3SUB,E3SUB_SUB_misfolded,E3SUB_SUB_misfolded_Ub,E3SUB_SUB_misfolded_Ub2,E3SUB_SUB_misfolded_Ub3,E3SUB_SUB_misfolded_Ub4,E3SUB_SUB_misfolded_Ub5,E3SUB_SUB_misfolded_Ub6,E3SUB_SUB_misfolded_Ub7,E3SUB_SUB_misfolded_Ub8,E3SUB_SUB_misfolded_Ub_UCHL1,E3SUB_SUB_misfolded_Ub2_UCHL1,E3SUB_SUB_misfolded_Ub3_UCHL1,E3SUB_SUB_misfolded_Ub4_UCHL1,E3SUB_SUB_misfolded_Ub5_UCHL1,E3SUB_SUB_misfolded_Ub6_UCHL1,E3SUB_SUB_misfolded_Ub7_UCHL1,E3SUB_SUB_misfolded_Ub8_UCHL1,SUB_misfolded_Ub4_Proteasome,SUB_misfolded_Ub5_Proteasome,SUB_misfolded_Ub6_Proteasome,SUB_misfolded_Ub7_Proteasome,SUB_misfolded_Ub8_Proteasome,asyn,asyn_Proteasome,asyn_Lamp2a,asyn_dam,Parkin,Parkin_asyn_dam,Parkin_asyn_dam_Ub,Parkin_asyn_dam_Ub2,Parkin_asyn_dam_Ub3,Parkin_asyn_dam_Ub4,Parkin_asyn_dam_Ub5,Parkin_asyn_dam_Ub6,Parkin_asyn_dam_Ub7,Parkin_asyn_dam_Ub8,Parkin_asyn_dam_Ub_DUB,Parkin_asyn_dam_Ub2_DUB,Parkin_asyn_dam_Ub3_DUB,Parkin_asyn_dam_Ub4_DUB,Parkin_asyn_dam_Ub5_DUB,Parkin_asyn_dam_Ub6_DUB,Parkin_asyn_dam_Ub7_DUB,Parkin_asyn_dam_Ub8_DUB,asyn_dam_Ub4_Proteasome,asyn_dam_Ub5_Proteasome,asyn_dam_Ub6_Proteasome,asyn_dam_Ub7_Proteasome,asyn_dam_Ub8_Proteasome,AggA1,AggA2,AggA3,AggA4,AggA5,AggD1,AggD2,AggD3,AggD4,AggD5,AggU1,AggU2,AggU3,AggU4,AggU5,AggS1,AggS2,AggS3,AggS4,AggS5,aggasyn,aggasyndam,aggParkin,aggUb,aggE3,aggDUB,aggMisP,aggUchl1,aggUchl1dam,aggSUB,upregUb
0,6000.0,80.0,1500.0,105.0,50.0,300.0,2.0,160.0,1500.0,10.0,795.0,950.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,300.0,0.0,1.0,2.0,10.0,350.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5785.0,10.0,0.0,1200.0,0.0,200.0,0.0,500.0,815.0,5.0,160.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,20.0,20.0,25.0,25.0,30.0,30.0,40.0,40.0,0.0,0.0,0.0,5.0,20.0,3000.0,0.0,0.0,0.0,4800.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
100,6000.00063998482,79.99940740289631,1499.850504124956,106.73269126025883,47.10915219070648,299.98496567351066,2.0483091186493043,160.00004005448102,1500.0313769801007,10.000000000002245,793.267308739741,952.8908478092942,0.12450988432776579,0.04975711534325731,0.014423384949260008,0.0032495602205856607,0.0005964869590452389,9.2201924526035e-05,1.2296083683044381e-05,299.7741243325118,1.654262657873262e-05,0.9993496292915556,1.998795079147348,9.998773642031077,349.98598907569766,100.00000022903627,100.00000006175789,100.0000000132823,100.00000000236098,100.00000000035655,100.00000000004671,99.99999999980417,99.99995963887413,3.1599751584073706e-10,1.2639867843568722e-19,3.370620790169485e-29,6.74121879404317e-39,1.0785912770517941e-48,2.3722687400410278e-43,8.435861936696684e-13,5784.896923941911,9.990351925372636,1.7348201923057511e-12,1200.0,5.784371723489533e-05,199.99760012881822,5.784525203391898e-09,500.1028444764677,814.996724973843,4.97646861899243,159.9714409537752,4.584336040947882,0.2919707404431803,0.11913200688310482,0.03491918881097409,0.007920421126047565,0.0014603828391909794,0.00022645388389902927,3.0270955524243808e-05,14.988411232003976,20.000003979441,20.000051082720642,25.0000002345624,25.000050041570656,30.00000000683392,30.000100000331766,39.99999999983133,39.99994696303644,1.355342674089749e-06,2.0591607312419886e-07,7.997493071205669e-05,4.996907706195203,19.997593257791046,2999.9994805081897,0.0007646255537442757,0.002399865397206125,0.0001464569981199445,4799.999996456937,3.432797008035625e-06,8.818438551589276e-08,1.8352311539441437e-08,3.1869740079712586e-09,4.729440787637255e-10,6.114390781297896e-11,6.993561806251676e-12,7.166440156236941e-13,7.258450543629646e-14,7.419535196287013e-14,1.2528383165031799e-14,1.820659433144122e-15,2.315750959782372e-16,2.6146720897761723e-17,2.6513472053505186e-18,2.4383327492141503e-19,2.221823390155949e-20,5.427157927582471e-14,6.127766932058398e-15,6.213769814314582e-16,5.714581686847711e-17,5.207191985181456e-18,2.2492485971459904e-06,1.6869360973085339e-13,8.434679244764315e-21,3.163004327781218e-28,9.489012261306457e-36,-3.690351644986469e-11,-6.810148805371028e-19,-8.378239204652026e-27,-7.731159524403905e-35,-5.708852005303506e-43,-1.446089139276581e-11,-1.0456354488902167e-19,-5.040522073178943e-28,-1.822510862291117e-36,-5.27330605116212e-45,9.947072960511686e-13,2.4833481151114157e-23,4.1311898316571145e-34,5.153337839451466e-45,5.142204958016367e-56,1.660587667250514e-42,-2.460401223596165e-50,4.677975824792535e-59,1.2343237749578e-49,1.867398682846806e-50,1.3556270925847033e-50,1.494935382139668e-50,3.897430311977096e-51,-8.905356770375226e-53,4.321136097894171e-51,6.904049891600405e-10
200,6000.001279939362,79.99882959209745,1499.6698121638453,108.2279383674531,44.99571229971043,299.9697938257421,2.0917281254633835,160.00008020686406,1500.062861193641,10.000000000008994,791.7720616325463,955.0042877002903,0.1754588221404015,0.11600931033460937,0.060514330485063515,0.025562124430888483,0.00899450439918688,0.0026998413661994394,0.0007048498540310303,299.54861447264295,4.1863657400120684e-05,0.9987023520147993,1.9975916530599283,9.997548054499811,349.9718231693078,100.00000072063682,100.00000033112191,100.00000012805728,100.00000004227671,100.00000001210223,100.00000000304671,99.99999999987327,99.9999185560198,6.319901417906889e-10,5.055895056289864e-19,2.6964604808115595e-28,1.0785769607633998e-37,3.4514223682632127e-47,1.5182428157694486e-41,3.3743400673644912e-12,5784.794683616747,9.980713495111448,6.936563384112054e-12,1200.0,0.00011567487631497931,199.99520051525496,2.3136202408851472e-08,500.20484341438384,814.9934498959979,4.953123898360043,159.9430896253889,4.205177581551739,0.38064581118737445,0.26283037088465866,0.14062103955634675,0.060348945063901524,0.02146060966759183,0.006489925343283312,0.0017036570632297029,14.977317978833982,20.000011991043163,20.000105607103038,25.000002196786657,25.00010073032751,30.000000212714795,30.000200051309218,40.000000010933576,39.99989365523868,2.3698457869870364e-05,6.831002671320246e-06,0.00016151956460263154,4.99381786668802,19.995179800220843,2999.998961029721,0.0015285027565883178,0.004799461608845483,0.0002860503554601401,4799.999986050124,1.3096886433353172e-05,5.596610361824199e-07,2.0486654748859224e-07,6.487281055452048e-08,1.797657093841544e-08,4.410809782534916e-09,9.684570764160367e-10,1.920710600391439e-10,4.146318115989709e-11,9.837736487734954e-13,2.966575416803922e-13,7.911202110273048e-14,1.882162135732611e-14,4.0303251076941535e-15,7.829934534832759e-16,1.3900954623434367e-16,2.6681248376298855e-17,4.410653356934969e-12,9.444852080067735e-13,1.8349350800431075e-13,3.2577174226874594e-14,6.252890124807646e-15,4.4984943885520094e-06,6.747738778290932e-13,6.747736792417225e-20,5.06080135046433e-27,3.0364801409070714e-34,-1.452851284941005e-10,-1.055631665072288e-17,-5.11335553873083e-25,-1.8576693215513921e-32,-5.399536478357896e-40,-5.7837132864209284e-11,-1.6727223007612917e-18,-3.2251335871782956e-26,-4.66384290089923e-34,-5.395978183993971e-42,1.978921802564136e-12,9.867449935714843e-23,3.2769020831786215e-33,8.158547535896026e-44,1.624677014016647e-54,1.0627702817426531e-40,-9.15650562977951e-47,2.3608680309484777e-56,1.5798031596970449e-47,2.3902327459176042e-48,1.7351544572254545e-48,1.913919963171379e-48,4.988575429202451e-49,-3.642382643448306e-49,5.530995896065278e-49,1.3807796768182521e-09
300,6000.001919863738,79.99826652969841,1499.4621125927097,109.54959482541113,43.57180260877419,299.9545157765177,2.1308288621662816,160.00012044203626,1500.094350228907,10.000000000020242,790.4504051745881,956.4281973912268,0.19762167002011083,0.16134602170090911,0.11193549863030369,0.06568155086277186,0.03293451171438977,0.014307640139529426,0.005459488173647869,299.32548942208933,9.13361973277431e-05,0.9980674859758297,1.9963939568659694,9.996324818249889,349.95750321575383,100.00000132213734,100.00000078082218,100.00000040559287,100.00000018538155,100.00000007501114,100.0000000270778,100.00000000695904,99.99987675497519,9.479779952850331e-10,1.137564844964352e-18,9.100433963016314e-28,5.460205917179401e-37,2.6208718342722255e-46,1.7293582589984918e-40,7.592256610173903e-12,5784.693325417521,9.971084699641919,1.5601157283227746e-11,1200.0,0.00017349348866712918,199.99280115928283,5.205218581448573e-08,500.3059512378666,814.9901747673957,4.929964923957005,159.91501611895265,3.8596659348739606,0.39271376179108636,0.34181547769893705,0.24719245447025498,0.1490478190543627,0.0761306647109736,0.033508371992591254,0.012909394708120131,14.971514377840457,20.000021024094966,20.000162725102143,25.000006737046522,25.00015311884103,30.000001280673988,30.00030045990946,40.00000014934823,39.99984012888846,0.00010112366042352376,4.135684506659081e-05,0.00025458086982272835,4.990734240341892,19.992761324221537,2999.998441564559,0.0022916323867762777,0.00719878866494701,0.00041910185123003146,4799.999969101395,2.8115423216739094e-05,1.5311827267285033e-06,7.43480754948806e-07,3.217422929272906e-07,1.245037863228018e-07,4.333779259766954e-08,1.3655794256827388e-08,3.920264435608813e-09,1.3527386292860564e-09,4.193289107701738e-12,1.7030218104686023e-12,6.255682950183897e-13,2.085264258661661e-13,6.338411855381708e-14,1.7655338858973632e-14,4.528971957324751e-15,1.3725714357305344e-15,4.886166235715732e-11,1.485257766041061e-11,4.137225482948376e-12,1.0613108904093232e-12,3.216531936206903e-13,6.747737374169944e-06,1.5182399626493178e-12,2.2773589386473404e-19,2.5620278614931113e-26,2.3058243095407583e-33,-3.2177596318571634e-10,-5.178741757765505e-17,-5.556406308960639e-24,-4.471273050944079e-31,-2.878668252188793e-38,-1.3011907934429853e-10,-8.466666755409728e-18,-3.6727332784492683e-25,-1.1949202525352587e-32,-3.110411038703335e-40,2.9527811651014092e-12,2.205487140400058e-22,1.0965981443127248e-32,4.086923968339416e-43,1.2181704670445179e-53,1.2105606011858723e-39,-1.0812482256823355e-44,8.948517630984569e-55,2.6992403750375798e-46,4.083969885173961e-47,2.964662097061546e-47,3.270872919898548e-47,8.523420249726926e-48,-4.72361178572914e-47,9.450347693298222e-48,2.071124828747575e-09
400,6000.002559758075,79.99771816091076,1499.2303951217982,110.7526175864184,42.74519647557693,299.93916753305564,2.1661237207004325,160.0001607467291,1500.1257337743295,10.000000000035984,789.2473824135809,957.254803524424,0.20841979721752277,0.18787800223062937,0.152575742953378,0.10929809450975428,0.06878115759879803,0.03817395224389318,0.0188273566813651,299.1109153900445,0.00017302086313021869,0.9974559629523653,1.9952103812766486,9.995108760327172,349.9430331275249,100.0000019736249,100.00000134357795,100.00000083243711,100.00000046614379,100.00000023577184,100.00000010796464,100.00000004167109,99.99983425205879,1.2639611933911613e-09,2.0223172931974108e-18,2.1571118579154943e-27,1.725666727661999e-36,1.1044116599515393e-45,9.716306981997328e-40,1.34973330415904e-11,5784.592889239309,9.961465529375918,2.772453382808926e-11,1200.0,0.00023129956614543297,199.9904020608748,9.252963209668923e-08,500.4061288060348,814.9868995889642,4.9069907168941045,159.88729374358684,3.5450783786999693,0.3771914359774223,0.3683716093126849,0.31694148273597766,0.23635658788862318,0.15298449111450813,0.08663533458724192,0.04336684871895663,14.985115028173022,20.00002996191425,20.000221017011008,25.000013345636102,25.000207609069292,30.00000391564813,30.000401802177088,40.000000756304495,39.99978665137714,0.0002466220774744308,0.00012660976462429416,0.0003778189850687015,4.987667881221323,19.990346495892503,2999.9979221127255,0.0030540151650109916,0.00959784659553631,0.0005459181682134617,4799.999945917635,4.770532267056532e-05,2.9966939123472293e-06,1.7270015405326844e-06,9.085851925860397e-07,4.3565412492913674e-07,1.907046535722559e-07,7.64341375810276e-08,2.815517749049789e-08,1.379437787029736e-08,1.1311526280791884e-11,5.5323069835742325e-12,2.492440949680949e-12,1.0342745985772682e-12,3.960885611052415e-13,1.4034107490605694e-13,4.614497274816675e-14,1.9603938764253883e-14,2.4232614879008534e-10,9.280602169771292e-11,3.2884021283246354e-11,1.081280405857846e-11,4.5938002760638304e-12,8.996977553951908e-06,2.699091022526837e-12,5.398178867737338e-19,8.097264321612329e-26,9.716712881712577e-33,-5.631668123012975e-10,-1.5864858825946815e-16,-2.979417825441829e-23,-4.196583025318563e-30,-4.729289379167695e-37,-2.312970912613069e-10,-2.6754141144964807e-17,-2.06308038025604e-24,-1.1932150393484657e-31,-5.5216396151858307e-39,3.916421311918624e-12,3.8950122100525708e-22,2.577424327763561e-32,1.2781582036000009e-42,5.068781428790537e-53,6.801719539097352e-39,-3.1095072944222603e-43,1.175189065014913e-53,2.0222303232272267e-45,3.059506414380719e-46,2.220949762038832e-46,2.4509115331278853e-46,6.385247655450129e-47,-1.4908060867302378e-45,7.079759722016738e-47,2.7614412082606478e-09
500,6000.003199622486,79.99718441440412,1498.976635195562,111.88261693741276,42.40839143839262,299.9237781826083,2.198065780009918,160.00020110932235,1500.1569326966276,10.000000000056223,788.1173830625866,957.5916085616082,0.21462168644706486,0.2028868495198347,0.18009676778296285,0.14631469482423312,0.10736505347103967,0.07084637999903183,0.04209993039680873,298.9141257853392,0.0002852597837863289,0.9968733081911941,1.9940491610240305,9.99390710621173,349.9284227739964,100.00000265124292,100.00000197103168,100.0000013679089,100.00000087757604,100.00000051802856,100.00000028088948,100.00000013486809,99.99979108908227,1.579939852669809e-09,3.1598396792702522e-18,4.213055175938173e-27,4.212986303707342e-36,3.3703321363075114e-45,3.7060470182200075e-39,2.108956827400922e-11,5784.49341043381,9.951855974714903,4.330262834267503e-11,1200.0,0.00028909312097618006,199.98800322000363,1.4456570048966358e-07,500.5053414614228,814.9836243616256,4.884200239981612,159.85997153923628,3.258837602210419,0.35286820092760146,0.3653271194853429,0.34854975945258465,0.2988093001651187,0.2280294056163881,0.15484261946361538,0.09399305308838093,15.037919333651667,20.00003841795178,20.00027954190951,25.00002111098512,25.000263855622872,30.000008351828534,30.000504578817104,40.00000231035966,39.99973389910268,0.0004489596708701492,0.0002701478974838731,0.0005474415002663744,4.984634287182259,19.987957230282042,2999.997402674294,0.0038156517622128894,0.011996635430635696,0.000666791602022063,4799.99991679157,7.116975051852123e-05,4.908219910392176e-06,3.1697243211328583e-06,1.904455539861393e-06,1.0599946655569862e-06,5.459537288912958e-07,2.6028860446961055e-07,1.1504787527144507e-07,7.494662795898141e-08,2.3848096221736733e-11,1.324708590521783e-11,6.878887582402035e-12,3.3322998016048497e-12,1.5059644284951248e-12,6.353709740541264e-13,2.5061306319053963e-13,1.3970267947696833e-13,7.806600756225113e-10,3.5282330974845416e-10,1.4886440164894185e-10,5.87198916356309e-11,3.273459305778686e-11,1.1246214927850757e-05,4.217326215779687e-12,1.0543307782343087e-18,1.9768689946001278e-25,2.965301849919767e-32,-8.664004838609706e-10,-3.7552830279083164e-16,-1.0850749087130064e-22,-2.3514582317421803e-29,-4.0768496131143245e-36,-3.613615347399434e-10,-6.530624080328568e-17,-7.868098134867426e-24,-7.109714644001613e-31,-5.139876182413681e-38,4.8699764457391064e-12,6.045961874721628e-22,4.991718779536653e-32,3.087963853830784e-42,1.5274696333337156e-52,2.5946437211250986e-38,-4.123547969925698e-42,8.633527042783886e-53,9.643093970947555e-45,1.4587985091643013e-45,1.0589546439641374e-45,1.1688568224137083e-45,3.0445050062764984e-46,-2.1678041164752163e-44,3.3757018102372697e-46,3.451729575306974e-09
600,6000.003839457092,79.99666520792326,1498.7019936128993,112.97488698331632,42.438272184032265,299.90836764009254,2.2270480975551026,160.00024151962708,1500.1879038225893,10.000000000080957,787.025113016683,957.5617278159685,0.2188633288215716,0.2116931807701049,0.19749654129607996,0.17366810436215777,0.14153946133551804,0.10582572212804679,0.07230256952134784,298.7434368747969,0.00042157166521904096,0.9963186265511847,1.9929144848596225,9.992726369389588,349.9136888486919,100.0000033451528,100.000002635512,100.00000197424367,100.00000139210086,100.00000091803983,100.00000056378931,100.00000031438948,99.99974733704441,1.895914089064824e-09,4.55012506281105e-18,7.280067635902618e-27,8.735911231296674e-36,8.386306312663787e-45,1.1063148931319476e-38,3.0368962589112335e-11,5784.394921422012,9.942256026057915,6.233137911801588e-11,1200.0,0.0003468741657207192,199.98560463664214,2.081575528557149e-07,500.60355742012683,814.9803490862968,4.8615924076582715,159.83307173901528,2.9985155248577713,0.3268290944651664,0.34835686817680606,0.35326081956475774,0.3320176004262824,0.2847319678347737,0.22121063817931358,0.15557316449905215,15.1453865740632,20.000046283877317,20.0003378121759,25.00002927273346,25.00032120356542,30.00001433315354,30.000608942032905,40.00000518591569,39.99968297534885,0.0006868778761607136,0.0004636377215113865,0.0007683527410975091,4.98164557172598,19.985629263712415,2999.9968832493673,0.004576542817697588,0.014395155200264227,0.0007820007369541468,4799.999882002507,9.78902939097292e-05,7.206899038277529e-06,5.042468013069941e-06,3.3311836702184877e-06,2.0666224265662585e-06,1.20079658591394e-06,6.524631752171136e-07,3.3146638049045605e-07,2.752008814298434e-07,4.3136874738568435e-11,2.6277746226490427e-11,1.514187460195594e-11,8.227621604770587e-12,4.210889997952414e-12,2.028681511663051e-12,9.201977005479439e-13,6.450589235704696e-13,1.927267996304383e-09,9.864418344072992e-10,4.752663941185274e-10,2.155891448188989e-10,1.511376232116542e-10,1.3495449495820353e-05,6.072944700709092e-12,1.8218818017014815e-18,4.099231031557357e-25,7.378610953782233e-32,-1.228564527469912e-09,-7.551664642420357e-16,-3.0944097104713124e-22,-9.50993865574818e-29,-2.338405963594107e-35,-5.203027817763432e-10,-1.3539521241115818e-16,-2.3488318380307803e-23,-3.0561725589675935e-30,-3.1817916713361946e-37,5.8135790398633235e-12,8.64916489775016e-22,8.553422658052698e-32,6.336642085034458e-42,3.753313311759514e-52,7.747565521530504e-38,-3.35524454509335e-41,4.392998185189408e-52,3.455303712091484e-44,5.2264281302500583e-45,3.793863511278592e-45,4.188439625855654e-45,1.0907403225604082e-45,-1.9331902637389e-43,1.2094141657803202e-45,4.141990685756883e-09
700,6000.004479262008,79.99616045379328,1498.4070317216735,114.0539088291104,42.707690739952376,299.8929485144905,2.2534046978789073,160.0002819686678,1500.2186307314641,10.000000000110187,785.946091170889,957.2923092600485,0.22218171577533924,0.21732586284530617,0.20836111410456723,0.19238315597581482,0.16830907802044826,0.13770494719472742,0.10453046514611795,298.6031324183689,0.0005749280921187091,0.99578722812281,1.9918058901258335,9.99156991995773,349.8988528705514,100.0000040509921,100.00000332252377,100.00000262494225,100.00000197978831,100.0000014158667,100.0000009547618,100.00000059467689,99.99970308759909,2.2118840178392398e-09,6.193166732464782e-18,1.1560334467083927e-26,1.6184104078288273e-35,1.8125775410104857e-44,2.788124454128872e-38,4.133551749086431e-11,5784.297452937978,9.932665673808811,8.480672734457472e-11,1200.0,0.00040464271325261743,199.9832063107632,2.833023537496128e-07,500.70074653096765,814.9770737638888,4.839166095114798,159.8065971037964,2.7618364815073893,0.30165189987763363,0.32603812870566545,0.34241072483755336,0.3416156799084035,0.3181188114758995,0.27327835174659976,0.2153968184753798,15.31180969695663,20.000053554922754,20.00039561588299,25.000037344955025,25.000379031036758,30.00002135791053,30.000714690907195,40.00000948868803,39.99963521829481,0.0009402022935511041,0.0006907896448504377,0.0010340103588014227,4.978705133880716,19.98340592431475,2999.996363838064,0.005336688955431596,0.016793405934437716,0.0008918110900420888,4799.999841816991,0.00012731901987604043,9.8344757801516e-06,7.297493778925346e-06,5.171430576365095e-06,3.480329351782231e-06,2.216756357389009e-06,1.3327178374752109e-06,7.551734657288719e-07,7.754326687806738e-07,7.032263806039369e-11,4.592663156549435e-11,2.864017691772705e-11,1.6994075044113588e-11,9.577528318186028e-12,5.119299866063702e-12,2.5933613764943084e-12,2.2183250753979356e-12,3.980264199977443e-09,2.243378516565713e-09,1.199195589329806e-09,6.075326553314602e-10,5.197170968441831e-10,1.5744681257815633e-05,8.265945635599947e-12,2.893077992498356e-18,7.594323198020057e-25,1.5948066352411644e-31,-1.6468843143065895e-09,-1.3571026229088307e-15,-7.455043929590313e-22,-3.071471830761057e-28,-1.0124218781906392e-34,-7.081112103981286e-10,-2.507922572380877e-16,-5.921427847200912e-23,-1.0485957539187926e-29,-1.4856851789152294e-36,6.747359838923929e-12,1.1695633545371941e-21,1.3469091856966064e-31,1.1617769480012314e-41,8.011280466824267e-52,1.953642549453483e-37,-1.947062702275911e-40,1.7343653432934293e-51,1.0163679959408986e-43,1.5370760740175647e-44,1.1157496267883999e-44,1.2320072151620492e-44,3.2077961255499506e-45,-1.2282329264735677e-42,3.55685703593775e-45,4.832225290987261e-09
800,6000.005119037352,79.99567006261937,1498.0919251708783,115.13396332966492,43.10083684988724,299.8775286162794,2.277414904928756,160.00032244847947,1500.2491132512614,10.000000000143913,784.8660366703346,956.8991631501135,0.22499390033682304,0.22133847609982504,0.215370095494768,0.2047695608708116,0.1877243121084412,0.16374228742185715,0.13450928072958193,298.4929310154638,0.0007396858910184761,0.9952734296129829,1.9907198389995004,9.990437562787388,349.8839378034636,100.00000476657183,100.00000402468562,100.00000330366852,100.0000026166015,100.00000198731829,100.00000143877996,100.00000097496576,99.99965843862783,2.527849753548259e-09,8.088958204170984e-18,1.7256032240009367e-26,2.760894761886651e-35,3.5338522664780016e-44,6.205989805069377e-38,5.39892356541269e-11,5784.201034891287,9.923084908381124,1.1072461722978747e-10,1200.0,0.0004623987767453624,199.98080824233955,3.6999727047949164e-07,500.7968794162473,814.9737983953077,4.816920145452742,159.78053891509867,2.546681149944343,0.27818808554331537,0.3025544723098811,0.32394725804582264,0.3355935670233078,0.33087865300298464,0.30620658726724326,0.26364496481894134,15.530313931104391,20.00006026285039,20.000452883825226,25.000045066548516,25.000436884374633,30.0000289079698,30.0008214245408,40.000015055049275,39.99959193056791,0.0011942210569173238,0.0009347913669832834,0.0013313945923587017,4.975807641783697,19.98132936302004,2999.995844440506,0.006096090794925397,0.019191387663168736,0.0009964757247364609,4799.999796489406,0.0001589707568647709,1.2737166986196104e-05,9.88208918155115e-06,7.386847927627685e-06,5.291590697541981e-06,3.6197050209211816e-06,2.356641853836074e-06,1.4569592399922163e-06,1.808536960324471e-06,1.0637040069142164e-10,7.33329222192042e-11,4.8639322766164296e-11,3.092642777093843e-11,1.8811938135282444e-11,1.0925700540198179e-11,6.0506653668041764e-12,6.174061530226973e-12,7.24248556633615e-09,4.405861927144439e-09,2.559066437215706e-09,1.417317910165522e-09,1.4463688736659662e-09,1.7993910213792578e-05,1.0796328178721298e-11,4.318526187812466e-18,1.295556582772845e-24,3.1093330438855125e-31,-2.118716454338672e-09,-2.246313266501378e-15,-1.587645219135087e-21,-8.415720433889416e-28,-3.5688843822181814e-34,-9.24777204815746e-10,-4.2776533746974674e-16,-1.3190827024636118e-22,-3.050718620814984e-29,-5.6448003014229e-36,7.671447863467733e-12,1.5176560039637983e-21,1.993811457257857e-31,1.9614687392751802e-41,1.5425240524762364e-51,4.353073380893674e-37,-8.829540202658808e-40,5.686507799698559e-51,2.5871644127975908e-43,3.9118671244069677e-44,2.839554110974065e-44,3.13589234642874e-44,8.163765263842798e-45,-6.093685955371243e-42,9.052234588387269e-45,5.522434137707767e-09
900,6000.005758783239,79.99519394530398,1497.7566536282495,116.22078601566079,43.52447492252032,299.8621128990647,2.2993107033115,160.00036295193266,1500.2793597440739,10.000000000182133,783.7792139843388,956.4755250774805,0.22747569540998913,0.22448735962490193,0.22019884791210667,0.21299655932925243,0.20122054789005364,0.18348848263198214,0.15977750769147198,298.4092943504908,0.0009119359322319879,0.9947722000685957,1.9896516550238836,9.989326549920268,349.86896505501517,100.00000549059193,100.00000473817097,100.0000040010004,100.00000328588888,100.00000261097252,100.0000019959482,100.00000144359635,99.99961348142838,2.843811410034598e-09,1.0237493219451305e-17,2.456932926033427e-26,4.422353498130684e-35,6.36800208459682e-44,1.2559304230302704e-37,6.833012091009297e-11,5784.105696873106,9.913513720200825,1.4008099618070955e-10,1200.0,0.0005201423696668632,199.97841043134406,4.682394731660318e-07,500.89192696915825,814.970522981453,4.794853375142147,159.7548827475449,2.3510896151697147,0.25663743004345435,0.27976980123628165,0.30258948009562425,0.3207148533550444,0.32862450343087307,0.3210454013264497,0.29582642011560933,15.787155884101331,20.00006645036064,20.00050961369397,25.000052321257204,25.000494484271265,30.00003656895875,30.000928703799048,40.00002155489592,39.999554166229295,0.0014398814008224953,0.0011822029144165564,0.0016462539171378386,4.972942371340656,19.979433650375984,2999.995325056813,0.006854748957416826,0.021589100416466646,0.0010962358356977195,4799.999746262536,0.00019241595452196847,1.5866608920997826e-05,1.2744926664731013e-05,9.930614621742066e-06,7.469668554476053e-06,5.405506278683005e-06,3.750316064157273e-06,2.487646651627813e-06,3.6657549770899047e-06,1.5208168678240963e-10,1.0946828298605987e-10,7.626602252800459e-11,5.12517220598056e-11,3.3152642602043237e-11,2.059709912388091e-11,1.2269668575705248e-11,1.467057601499828e-11,1.2000713348796118e-08,7.763555347912188e-09,4.8237846187685386e-09,2.8737657235135717e-09,3.4365238346406197e-09,2.0243136363708142e-05,1.3664091488326757e-11,6.1488330266922574e-18,2.0752288515026747e-24,5.603112314389693e-31,-2.641542533350165e-09,-3.4920179101694815e-15,-3.0773637983854804e-21,-2.033922274985784e-27,-1.0754536128071928e-33,-1.1702911555694201e-09,-6.850769857039024e-16,-2.673507075250966e-22,-7.825035238698379e-29,-1.832351873915201e-35,8.585970417425319e-12,1.9083313056898286e-21,2.8152922973528986e-31,3.1095443068877946e-41,2.745250084361188e-51,8.824915777314795e-37,-3.317517253014603e-39,1.617534550728359e-50,5.895894872398169e-43,8.912910939937149e-44,6.469642592750218e-44,7.145699920417151e-44,1.8600345391943135e-44,-2.5033589339485354e-41,2.0624889170056977e-44,6.2126179679326244e-09
