milliseconds,CKX3m,Auxin,Cytokinin,AHP6m,AHP6p,IAA2m,IAA2p,ARR5m,ARR5p,PHBm,PHBp,CKX3p,PIN3m,PIN1m,PIN7m,miRNA
0,0.0,0.059595713023517384,0.2000000000005899,0.0015046171502035657,0.0025137159314993166,0.05369414081624491,0.05360903738589717,0.27579489211543357,0.2757854944854015,1.9865237674505776,1.9191447642291437,0.0,0.0,0.0,0.9459174282434625,0.0
100,0.0,0.0596341856884596,0.20000000000021345,0.0014580000520805225,0.0024154087456586108,0.053767099419452666,0.05369004752590477,0.27580255012635674,0.27579430432358215,1.9878061896153192,1.9256195344995977,0.0,0.0,0.0,0.9467338873585457,0.0
200,0.0,0.05966901090517811,0.2000000000000746,0.001415002040151774,0.0023221858849196975,0.053833179099055155,0.053763421356228254,0.275809267449465,0.2758020369751564,1.988967030172603,1.9315958494809937,0.0,0.0,0.0,0.9474733096685262,0.0
300,0.0,0.05970051809564105,0.20000000000002702,0.0013753623430914177,0.0022339077327609507,0.05389299342221571,0.053829842011713654,0.27581515130391904,0.27580881457582546,1.990017269854701,1.937108103934571,0.0,0.0,0.0,0.9481426089054578,0.0
400,0.0,0.059729017884719474,0.2000000000000114,0.0013388282415208411,0.0021504139356566107,0.0539471228836164,0.05388995371518161,0.2758203036920398,0.2758147508356256,1.990967262823982,1.942189873852655,0.0,0.0,0.0,0.9487483100690411,0.0
500,0.0,0.0597548033020901,0.20000000000000487,0.0013051559916376636,0.0020715304979548573,0.05399611661367009,0.053944365139548554,0.2758248178984502,0.27581995184885233,1.9918267767363365,1.946873753972984,0.0,0.0,0.0,0.9492965733137922,0.0
600,0.0,0.05977813406265333,0.200000000000002,0.0012741239643218323,0.0019970788262944263,0.054040462435413675,0.0539936170292589,0.2758287736466612,0.27582450916514445,1.9926044687551108,1.9511895996708657,0.0,0.0,0.0,0.9497928633495833,0.0
700,0.0,0.05979924408765905,0.20000000000000084,0.0012455281391544643,0.0019268784733810366,0.05408060036029203,0.054038197349673286,0.27583224128294753,0.2758285031153415,1.9933081362553016,1.9551650585716351,0.0,0.0,0.0,0.9502421058994706,0.0
800,0.0,0.059818346322020995,0.20000000000000037,0.001219178950177622,0.0018607476755491458,0.05411693147898969,0.054078550992944695,0.2758352831928622,0.27583200509002886,1.9939448774006996,1.958825960608303,0.0,0.0,0.0,0.9506487881666222,0.0
900,0.0,0.05983563240839758,0.20000000000000012,0.001194901796091672,0.001798504429163291,0.054149817168729374,0.05411507895428394,0.27583795348011503,0.2758350774073446,1.994521080279919,1.9621962361027738,0.0,0.0,0.0,0.9510169516901866,0.0
1000,0.0,0.05985127456942983,0.19999999999999998,0.0011725360996454198,0.0017399679395840762,0.054179582589700036,0.054148142071811914,0.27584029917843966,0.2758377742153412,1.9950424856476607,1.9652980165481342,0.0,0.0,0.0,0.9513502313197931,0.0
1100,0.0,0.05986542841505882,0.19999999999999993,0.0011519336590355375,0.0016849599455550385,0.05420652183103292,0.05417806672767535,0.2758423615647406,0.27584014291894493,1.9955142805019601,1.968151825887097,0.0,0.0,0.0,0.9516519135996846,0.0
1200,0.0,0.05987823514232543,0.19999999999999996,0.0011329573280140452,0.0016333056842907508,0.054230901954795935,0.054205149341895194,0.27584417690023105,0.27584222527788077,1.9959411714108473,1.9707767355986,0.0,0.0,0.0,0.9519249825598541,0.0
1300,0.0,0.05988982292422401,0.19999999999999998,0.0011154801862918963,0.001584834551067576,0.054252965560108814,0.054229659214686525,0.27584577682851125,0.27584405799317424,1.9963274308074668,1.9731904621065954,0.0,0.0,0.0,0.9521721486325821,0.0
1400,0.0,0.059900307905172395,0.2,0.0010993849441963755,0.001539380593786291,0.054272932633317866,0.054251840566395856,0.27584718879325576,0.27584567306891666,1.9966769301724128,1.9754094368739892,0.0,0.0,0.0,0.952395869383278,0.0
1500,0.0,0.05990979513106761,0.2,0.001084563368916066,0.0014967829111992672,0.05429100227898844,0.05427191444906936,0.2758484365557821,0.27584709823092746,1.9969931710355868,1.9774488749728976,0.0,0.0,0.0,0.9525983688951588,0.0
1600,0.0,0.059918380218364986,0.19999999999999998,0.0010709152108198828,0.0014568861831142192,0.054307355828786014,0.054290082190013814,0.2758495409946022,0.2758483578019884,1.997279340612166,1.979322906329461,0.0,0.0,0.0,0.9527816726082496,0.0
1700,0.0,0.05992614881317454,0.19999999999999998,0.0010583485490978047,0.001419540489219023,0.05432215583417417,0.054306524276568804,0.2758505198417609,0.27584947242463126,1.9975382937724846,1.9810445336188254,0.0,0.0,0.0,0.9529475960316796,0.0
1800,0.0,0.05993317933126889,0.19999999999999998,0.0010467779672616792,0.0013846019622999564,0.0543355511590652,0.05432140601458695,0.2758513889271575,0.2758504605018405,1.9977726443756296,1.9826258580135356,0.0,0.0,0.0,0.9530978020103762,0.0
1900,0.0,0.05993954154996897,0.19999999999999998,0.001036125469506779,0.0013519323787008453,0.054347674358910456,0.05433487462237653,0.2758521615101883,0.2758513374546571,1.997984718332299,1.9840779667035846,0.0,0.0,0.0,0.953233771320958,0.0
2000,0.0,0.05994529784667016,0.2,0.001026319607897248,0.001321399296365865,0.05435864398551371,0.05434706178617803,0.27585284882978,0.27585211630950224,1.9981765948890053,1.9854110427653713,0.0,0.0,0.0,0.9533568286150463,0.0
2100,0.0,0.05995050669417271,0.2,0.0010172931478621295,0.0012928768674033378,0.05436857108787255,0.05435809087627963,0.27585346170632125,0.27585280951118984,1.9983502231390906,1.98663465425426,0.0,0.0,0.0,0.9534682154805891,0.0
2200,0.0,0.05995521807768626,0.20000000000000004,0.0010089860738513377,0.001266244499806906,0.054377550763485674,0.05436806752756199,0.27585400832985085,0.27585342649798134,1.9985072692562091,1.9877573881630166,0.0,0.0,0.0,0.9535689947361438,0.0
2300,0.0,0.059959480544244256,0.2,0.0010013408164183447,0.0012413881595620632,0.05438567539960842,0.05437709424859338,0.27585449740468715,0.27585397721744437,1.9986493514748094,1.9887874498605351,0.0,0.0,0.0,0.953660197895957,0.0
2400,0.0,0.05996333636177426,0.20000000000000004,0.0009943054897337046,0.0012181994176610205,0.05439302544150796,0.05438526035449053,0.27585493585583476,0.2758544696480498,1.99877787872581,1.9897322540189353,0.0,0.0,0.0,0.9537427239180141,0.0
2500,0.0,0.05996682436710825,0.2,0.0009878317680758915,0.0011965751016013379,0.05439967475666383,0.05439264797299751,0.27585532935545537,0.27585491072758234,1.9988941455702762,1.9905987076282576,0.0,0.0,0.0,0.9538173990399744,0.0
2600,0.0,0.05996998069909308,0.2,0.000981874548443119,0.0011764181045942285,0.05440569211650378,0.05439933348230081,0.27585568351466505,0.2758553072129496,1.9989993566364372,1.9913932410952233,0.0,0.0,0.0,0.9538849919218029,0.0
2700,0.0,0.05997283635972713,0.2,0.0009763933041021505,0.0011576356984099655,0.054411136519730896,0.05440538245468872,0.27585600234510604,0.27585566371203935,1.9990945453242388,1.9921216559068933,0.0,0.0,0.0,0.9539461629207722,0.0
2800,0.0,0.05997542085108865,0.2,0.0009713497514784457,0.001140140755109599,0.054416064062389885,0.05441085727286005,0.27585628963268904,0.27585598488852386,1.9991806950362894,1.9927894111765465,0.0,0.0,0.0,0.9540015400914751,0.0
2900,0.0,0.05997775965724314,0.2,0.0009667094218751627,0.0011238506368251302,0.05442052331891514,0.054415811836384866,0.27585654888056843,0.2758562744752722,1.9992586552414384,1.9934014334750423,0.0,0.0,0.0,0.9540516665554426,0.0
3000,0.0,0.05997987611911287,0.2,0.0009624403310163038,0.0011086873923551793,0.05442455872320262,0.05442029550189109,0.2758567829318608,0.2758565354589712,1.9993292039704293,1.9939622879684602,0.0,0.0,0.0,0.9540970398704037,0.0
3100,0.0,0.05998179134825761,0.2,0.0009585130578128364,0.0010945776775711056,0.05442821051440189,0.054424352963958166,0.27585699454370455,0.2758567710428555,1.9993930449419204,1.9944761677116323,0.0,0.0,0.0,0.9541381101543096,0.0
3200,0.0,0.05998352426626714,0.2,0.0009549005960536586,0.0010814523426103213,0.05443151479103737,0.054428024271236074,0.27585718633047146,0.27585698393195884,1.9994508088755714,1.9949469193111473,0.0,0.0,0.0,0.9541752810472068,0.0
3300,0.0,0.059985092100703255,0.19999999999999998,0.0009515780089845951,0.0010692464099938074,0.05443450438295965,0.05443134591058829,0.2758573603528334,0.2758571765667865,1.9995030700234422,1.995378087011037,0.0,0.0,0.0,0.9542089201188771,0.0
3400,0.0,0.05998651062891542,0.19999999999999998,0.0009485222064387154,0.0010578988778456315,0.054437209359721433,0.0544343513184153,0.2758575185454237,0.2758573514172413,1.9995503542971809,1.9957729443691195,0.0,0.0,0.0,0.9542393640128074,0.0
3500,0.0,0.05998779350755635,0.19999999999999996,0.0009457123321753505,0.0010473523110945268,0.05443965576269858,0.05443706939681505,0.27585766245413906,0.2758575099789865,1.999593116918545,1.9961344482575598,0.0,0.0,0.0,0.9542669044524474,0.0
3600,0.0,0.059988953182062835,0.19999999999999996,0.0009431291122199385,0.0010375528332162874,0.054441867301373764,0.054439526482054953,0.27585779334011473,0.2758576535315945,1.9996317727354282,1.9964653238560086,0.0,0.0,0.0,0.9542918073367213,0.0
3700,0.0,0.05999000197402583,0.19999999999999998,0.0009407540818090493,0.0010284501536159793,0.05444386741675321,0.05444174870061188,0.2758579125863171,0.27585778425030266,1.9996667324675284,1.9967681653258906,0.0,0.0,0.0,0.9543143355546791,0.0
3800,0.0,0.05999095168745215,0.19999999999999998,0.0009385697921119327,0.0010199972326140234,0.05444567853043063,0.05444376109079435,0.2758580214798778,0.2758579045067171,1.999698389581739,1.9970454124894779,0.0,0.0,0.0,0.9543347407866857,0.0
3900,0.0,0.059991810760888026,0.19999999999999998,0.000936561713080135,0.0010121495501250275,0.05444731679518706,0.05444558146024286,0.2758581208185639,0.27585801430246404,1.9997270253629351,1.9972991118389896,0.0,0.0,0.0,0.954353203799435,0.0
4000,0.0,0.05999258810009832,0.2,0.0009347155715979411,0.0010048655997150762,0.05444879919933897,0.05444722864074816,0.2758582115380375,0.27585811454796655,1.9997529366699451,1.9975312571886876,0.0,0.0,0.0,0.9543699148671511,0.0
4100,0.0,0.05999329259793451,0.2,0.0009330176354292118,0.0009981065911271645,0.05445014268795007,0.054448721447441215,0.27585829464816847,0.2758582065473469,1.9997764199311514,1.9977437561551599,0.0,0.0,0.0,0.9543850637327295,0.0
4200,0.0,0.0599939303215596,0.2,0.0009314567071490809,0.0009918362190939453,0.05445135883173316,0.05445007278191578,0.27585837061043367,0.27585829080479074,1.999797677385321,1.997938169749849,0.0,0.0,0.0,0.9543987804920927,0.0
4300,0.0,0.059994507851410875,0.2,0.0009300216168342479,0.0009860202929089582,0.05445246022807912,0.054451296554309636,0.27585844017597855,0.275858367719203,1.9998169283803633,1.99811604856514,0.0,0.0,0.0,0.954411205894966,0.0
4400,0.0,0.05999503066165518,0.2,0.00092870242951131,0.0009806268646911094,0.05445345734902088,0.054452404362555384,0.2758585039171008,0.2758584375994871,1.9998343553885067,1.9982787691862343,0.0,0.0,0.0,0.9544224572266067,0.0
4500,0.0,0.05999550410126065,0.2,0.0009274898076093159,0.0009756266047747338,0.054454360292258176,0.054453407559000994,0.2758585623098182,0.27585850161133174,1.999850136708689,1.9984276084480943,0.0,0.0,0.0,0.9544326488450923,0.0
