milliseconds,x1,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19,x2,x20,x21,x22,x23,x24,x25,x3,x4,x5,x6,x7,x8,x9
0,0.001,0.001,0.001,0.001,0.001,0.001,1.5,1.5,0.5,0.2,0.5,0.001,0.5,5.0,0.76,0.07,0.8,0.0,0.001,0.001,0.001,0.001,0.001,0.001,0.001
100,0.00503190965850602,0.005045416498303787,0.0038322662718833734,1.9778384588619475,0.43120885274358894,0.0395210891818702,1.5,1.513486461197992,0.49741685140476727,0.2,0.5,0.008691631148459363,0.4998439430471433,4.912336816964015,0.7563637561068032,0.07,0.8,0.0,0.00395743416559784,0.004337946077647435,0.002609991982200623,9.611988338041765e-05,0.0011274068557976266,0.0037329017671371887,0.001027452529489337
200,0.00526943072928691,0.005297000429009224,0.00678130185012697,3.3138011814693065,1.354955536887113,0.22367964026134465,1.5,1.5269604564927168,0.49186924086106437,0.2,0.5,0.013392875315199537,0.49950720575916274,4.708316506287317,0.7477550707355082,0.07,0.8,0.0,0.01035822205953457,0.006326733522005566,0.005702319892109625,0.00010062743372984816,0.0012178872703470585,0.005647320664928216,0.0010741905309616213
300,0.005602657236574151,0.00564191098770105,0.009901735545832251,4.27363051105293,2.501256192985257,0.556297076933167,1.5,1.5404218011994373,0.48450802738517446,0.2,0.5,0.01659762444731387,0.4990549711657,4.448864282431531,0.7362385540429908,0.07,0.8,0.0,0.018958120584872194,0.007611311481320984,0.009707529836595423,0.00010702819588236348,0.0013133244528261323,0.0076504307176964255,0.0011404804146209224
400,0.006009515044604899,0.006059364934614678,0.013240325125803637,5.000981998765047,3.7630164975401064,1.0032320745087169,1.5,1.5538703822514939,0.475917691386707,0.2,0.5,0.01910856196912564,0.4985190479807422,4.1693853958501315,0.7229011778000364,0.07,0.8,0.0,0.029153405015061085,0.008538883295917104,0.014332855547946234,0.00011488804601975273,0.0014151926857498423,0.00977354569922072,0.0012273711085274827
500,0.006477526233426295,0.006537554754978589,0.01683481933001511,5.579546051825805,5.088258212231956,1.5341794819085857,1.5,1.5673061129039147,0.46638130960405033,0.2,0.5,0.02135281264103703,0.49791337917672085,3.8900610161403844,0.7083769095075593,0.07,0.8,0.0,0.04068092907791268,0.009292100824594198,0.019432135386005703,0.00012396616373432494,0.0015246617037637422,0.01204113730874152,0.0013361871602688231
600,0.006999133660764774,0.007069312186911371,0.020717670622187413,6.061231964701704,6.447785247471807,2.1272500391156046,1.5,1.5807289237843083,0.45602672304055925,0.2,0.5,0.023557040928458756,0.4972424360594151,3.621852217477158,0.6930601717328032,0.07,0.8,0.0,0.053458437609404594,0.009964381245550892,0.024935473924134532,0.00013412079958104585,0.0016427227546700956,0.014473624352691573,0.0014684757761479815
700,0.007569645464154733,0.0076501931809509986,0.024918072882161597,6.479640465966284,7.82379190902232,2.7671113798204634,1.5,1.59413875808001,0.44490566764156947,0.2,0.5,0.02584095228068307,0.49650569908834674,3.370167809128896,0.677207611718586,0.07,0.8,0.0,0.06749945929310343,0.010600664387089,0.03081111868893591,0.000145267993597172,0.0017702569435700084,0.01708888434060918,0.001625974540489517
800,0.008186342367917803,0.008277653619717969,0.029463239510628472,6.857249314874528,9.204873781072465,3.4429181487665526,1.5,1.607535568752406,0.4330362812537415,0.2,0.5,0.028267842875213948,0.49570004898911463,3.137130662275292,0.6609922837767676,0.07,0.8,0.0,0.08286796158244727,0.01121972798680532,0.03704474312160883,0.00015736325045314698,0.00190807741728094,0.019903185359202307,0.0018105909420307546
900,0.008847895976905369,0.008950479969663189,0.03437932817812216,7.209504095072783,10.583489947467681,4.14683526109168,1.5,1.6209193168070908,0.4204255178134454,0.2,0.5,0.03087200816119134,0.4948210168850459,2.922968736421184,0.6445344578847896,0.07,0.8,0.0,0.09965471363394514,0.011826416872165544,0.0436283442963021,0.0001703911957301986,0.002056959552191058,0.022931851933210155,0.002024389755735258
