miliseconds,c,V,n,h
0,0.29999892335044903,-60.02272216423288,0.10000620698653624,0.09918235968551592
100,0.2999593937092329,-60.04741682334835,0.09963283855074084,0.10265468674659954
200,0.2999147941798594,-60.11714357968655,0.09950371772856174,0.10463503878470058
300,0.2998717134735255,-60.179639709571475,0.09930194749463817,0.10670703470829289
400,0.29984808403926305,-60.189820555957226,0.09909123070687975,0.1090459301250745
500,0.29982955263013,-60.23510273833212,0.09879251337713182,0.10880759097256819
600,0.2997698868332364,-60.337049439278196,0.09874790260667497,0.1113800681636925
700,0.2997253173817759,-60.385892818333026,0.09836953117609583,0.11548518442876528
800,0.29971877622489607,-60.418516060774635,0.09808118304579609,0.11469595368873849
900,0.299675888130672,-60.462650466548965,0.0978716368367179,0.11690432521327988
1000,0.29960995530598555,-60.4900620964386,0.09769363726306336,0.12036579268039084
1100,0.29958212539179285,-60.57449737613677,0.09764003927163423,0.12187915702960006
1200,0.2995811020462399,-60.59863621386595,0.09721080515436996,0.12480764870117547
1300,0.2994964443107562,-60.654622321488425,0.0972493912996298,0.12600711621138208
1400,0.29948545589961284,-60.715305918043434,0.09699399586364664,0.1270305057861077
1500,0.2994266988615164,-60.73908722019833,0.09664216039522476,0.1316898691489078
1600,0.2994085096504214,-60.764726971391795,0.09653900300359149,0.1319290611540216
1700,0.2993977054160248,-60.844735634999964,0.09641663665928431,0.13335439052688228
1800,0.2993576255344622,-60.88521123638917,0.09613355401089643,0.1359072023808698
1900,0.29929076247213543,-60.92578575639182,0.09585970964901466,0.13830375514059792
2000,0.2992748066272011,-60.975557375552164,0.09557581610488827,0.14125169088421308
2100,0.29920462601901604,-61.0091036756987,0.09542677862978735,0.1433503715027392
2200,0.299174442848572,-61.04082046118382,0.09503272695130582,0.1442923870776703
2300,0.2991720029945383,-61.11137027597534,0.09501665819245024,0.14619170579134128
2400,0.2990924839183612,-61.138342241744205,0.09488209229110077,0.14742838332515637
2500,0.29905828225952646,-61.22663447195053,0.09467159582305298,0.151792267182898
2600,0.2990247040924564,-61.27807522664256,0.09434973173875714,0.15408160536636062
2700,0.29900987887119557,-61.27853900221514,0.09404548050613473,0.1544936060427438
2800,0.2989516130767195,-61.31674736956746,0.0939581273902542,0.15731960217708427
2900,0.2989032394066937,-61.39512302295943,0.09357524034911514,0.15857960591055462
3000,0.29887752152894376,-61.43439334283561,0.09341684369580895,0.16102466369949828
3100,0.2988527238906923,-61.46423977994076,0.09318539350136684,0.16217592570881592
3200,0.2988363537745973,-61.48962382657139,0.09293534702514579,0.16545891439422336
3300,0.2987811759644124,-61.54865398575305,0.09290521808573475,0.16856998642457044
3400,0.29871944901146014,-61.55987409006939,0.09265781168941409,0.16833047213016913
3500,0.2986924717452312,-61.643184522584754,0.09253452690932937,0.17144659244349245
3600,0.2986710750844388,-61.70310682505754,0.09224071924988035,0.17409282502018383
3700,0.29862858613546367,-61.69218098893031,0.09196848207977981,0.17417703060474016
3800,0.29861000903629975,-61.75010895242701,0.09181990075344544,0.17695300832254363
3900,0.29852860424951494,-61.82289190496808,0.09171744177543976,0.1808034777338389
4000,0.2985130577336955,-61.82367587450721,0.09129068439500647,0.18036141419762927
4100,0.2984472252497897,-61.89916033161091,0.09136857053245498,0.18233972127984105
4200,0.29842413091651293,-61.88871812021594,0.09105126947882565,0.18530695250843204
4300,0.298391124866048,-61.961199406952936,0.09072021946228465,0.187324661057132
4400,0.2983831894703749,-62.02219971311721,0.09055072494812774,0.18961850857706292
4500,0.29833289791126316,-62.04529258666222,0.09052284979755945,0.1912686907262737
4600,0.29825763420279633,-62.08904432062982,0.09018591906005745,0.19387729634801365
4700,0.2982333796922943,-62.09955377077307,0.09013677286957979,0.19694701810373258
4800,0.298230374328982,-62.17488876176527,0.08966764955253013,0.19627869727204295
4900,0.29814601047347444,-62.182961830698794,0.08959268328374294,0.20125350758380978
5000,0.29813017313104895,-62.228403210515566,0.0894881191226522,0.20248082328517103
