milliseconds,c,V,n,h
0,0.30000548417938633,-59.991972533355494,0.10006973143725378,0.10062907492931103
100,0.29995074864078913,-60.059532035180965,0.09969588164905906,0.10098896691546477
200,0.299924978822845,-60.11111160223508,0.0994761648196951,0.10357325943199755
300,0.29989861553858527,-60.16791178333767,0.09939714189697799,0.10630631052717268
400,0.29985504700566235,-60.233779296489715,0.0992593178360853,0.10719040048976168
500,0.29981169899417465,-60.232187849198674,0.09895513902979591,0.10948050418775451
600,0.29975464719399286,-60.322938955488574,0.09866884713004839,0.11160726837532225
700,0.2997282720963996,-60.36787097365509,0.09851946438958667,0.11356614669803836
800,0.299680037126063,-60.3983406246378,0.09834255271209545,0.11669684413097466
900,0.2996622462205976,-60.43613068231879,0.09794389403223674,0.11743303091694207
1000,0.2996328315086758,-60.52655439011998,0.0978955322654899,0.1210389934596502
1100,0.29959596974336833,-60.53354659698221,0.09753479334826382,0.12301710298430711
1200,0.2995650019031952,-60.59472041655376,0.09749487328459784,0.12490376421704108
1300,0.29950767082814084,-60.635907581416824,0.09698887788063308,0.12660147035789118
1400,0.2994808395798798,-60.69960353678794,0.09685184839593014,0.12795314582069345
1500,0.29944427746435387,-60.7500303257069,0.09674175303470664,0.12908575137312575
1600,0.2994117135625144,-60.806955116111,0.09648480597944933,0.1316379776795125
1700,0.2993722834946531,-60.807024626087816,0.09641766400887704,0.13369782278927744
1800,0.2993227473478348,-60.885668402950884,0.09612719911342174,0.13604193986014507
1900,0.29929584931731007,-60.9012023775999,0.09594009644669563,0.13856719920096716
2000,0.2992751330381483,-60.95505773281702,0.09557322859956989,0.14134915212941118
2100,0.29920253563221016,-61.012880368966314,0.09540276058603736,0.14223917921404433
2200,0.29916637213402963,-61.06294030796022,0.09519755001245049,0.1433616932097869
2300,0.2991313671494901,-61.11578825480027,0.09484137422962344,0.14622582520254043
2400,0.29910293351043465,-61.16619292759757,0.09484145816526263,0.14715483003463184
2500,0.29906369700732566,-61.23133002317917,0.09441433202170359,0.15004232141678325
2600,0.29901560922180576,-61.213628671138835,0.09443531750157777,0.15127986782693548
2700,0.29899758758137024,-61.31695439428258,0.0942453228230318,0.15470105377384902
2800,0.29896261721949713,-61.35154061371076,0.09388993113206213,0.1579115824179326
2900,0.29890953187376706,-61.40296531991408,0.09370829082718164,0.15789897035555223
3000,0.2988603836419955,-61.441674070739055,0.09338990207272761,0.16106535128571
3100,0.29883191444165175,-61.476810893517786,0.09322220564819195,0.16297658725529873
3200,0.29879706423043695,-61.53231013848504,0.09319946796690474,0.16356107316507928
3300,0.298783374371849,-61.536098956791335,0.09284114840985021,0.16773102348599356
3400,0.29872503142461826,-61.59732089187471,0.09252966065499382,0.16827586544647544
3500,0.2986787808166919,-61.60329865225982,0.0923817421935966,0.17205619359205368
3600,0.2986759241466038,-61.69667236744666,0.09219271303518474,0.1729370074680765
3700,0.29863891467399195,-61.694439143293316,0.09189267828356296,0.17401962493594234
3800,0.2985620350187007,-61.78877860305215,0.09179474445401327,0.17796776826369923
3900,0.2985258462771618,-61.82618842662097,0.09168713627550795,0.1791648216194248
4000,0.2985205181076995,-61.85437317549116,0.09146970506238769,0.18127471235382472
4100,0.29845670241523464,-61.87511547547052,0.09136951049014383,0.18321992039947835
4200,0.29843352011841956,-61.93316160735944,0.09100928643901532,0.1864681945130965
4300,0.2983944420239936,-61.9629853679047,0.09066925288956076,0.18796181672670242
4400,0.29836914740133064,-62.0120420344452,0.09048146813654873,0.18851740799293448
4500,0.2983405531144927,-62.06200508811646,0.09032634193701831,0.1910132179676406
4600,0.29830268529407133,-62.09709341647067,0.09014635829488198,0.1929829839795114
4700,0.2982536604549423,-62.12920372167799,0.09007625464065327,0.19589370048182514
4800,0.29818160483137945,-62.15851370632261,0.08976627051756685,0.19887576176560667
4900,0.29818948013897223,-62.2199611681077,0.08954587186718875,0.1996706803624894
5000,0.2981384645493234,-62.24867987208618,0.0894042744130179,0.20066538715990806
