miliseconds,c,V,n,h
0,0.2999849391952619,-60.00021674903284,0.09989203277908867,0.09861066457580966
100,0.29994757463787963,-60.075566283453426,0.09983407380262803,0.10105225560298929
200,0.299902732479938,-60.113270186364765,0.09962293878102081,0.10286997494541178
300,0.29986942162324387,-60.16416138546676,0.09918739031920114,0.10740864402799875
400,0.29986042070515107,-60.205603619083114,0.09897412591581314,0.10869005353900578
500,0.2998410948927679,-60.266064315716854,0.09891754208710261,0.1086949720121545
600,0.29979604388872816,-60.309544964210595,0.09875218145055795,0.11088302893664934
700,0.2997331437386266,-60.35735024868284,0.09836263995224802,0.1136956774144168
800,0.29970653402977615,-60.41870056815995,0.09826851432921037,0.11740907167973084
900,0.2996756986341125,-60.450857317173664,0.09792391873050975,0.11672845429665286
1000,0.29964319214714014,-60.506228755137386,0.09772607986188761,0.12087816097097843
1100,0.29961529679984084,-60.565477577256694,0.09769290897799819,0.12142377287910186
1200,0.29954315406850973,-60.57438789129739,0.09738250508173808,0.12384012539946505
1300,0.2995363760415059,-60.66090857775236,0.09699784581040029,0.12616257665495514
1400,0.2994877221731252,-60.69537406262346,0.096867905661694,0.12931690724097003
1500,0.2994271540464535,-60.761499144068004,0.09661501471333168,0.1309026033696826
1600,0.2994160243595161,-60.80422751098094,0.09633287740907615,0.13139068218312808
1700,0.29935706237596393,-60.85628510795877,0.09623049667868239,0.13526504378224322
1800,0.29935920325040244,-60.864247751673524,0.09615442356904344,0.1365710702885119
1900,0.29928313084176505,-60.932884716405,0.09587018912103262,0.13818227736902097
2000,0.29924800971185295,-60.95691281958334,0.09572994483378461,0.14108221043660915
2100,0.29923847615652494,-60.994784546216984,0.09543188941322221,0.1423343237692487
2200,0.2992104262619026,-61.08267549177601,0.09527627802807045,0.14492295923111945
2300,0.29916772200516745,-61.114992245517435,0.09484501523260128,0.14694435096740044
2400,0.2991178601050787,-61.1703068477159,0.09476111119045753,0.14767081517952116
2500,0.29907261901476484,-61.22606792619271,0.09446850092919998,0.1492320947304795
2600,0.2990547091438704,-61.240788320105004,0.09425018301276937,0.15201583938870628
2700,0.2989764302867567,-61.261697929143914,0.09412737036920063,0.15423505787402766
2800,0.2989670796716506,-61.311850180021914,0.09379715415863685,0.1571034601533859
2900,0.29894562469604363,-61.401615283090315,0.09382395323384127,0.15870224214377707
3000,0.2989116122271696,-61.41096435622535,0.0933775842416642,0.1618045471923778
3100,0.29884416348734105,-61.4881449158108,0.09334446125193659,0.16205934809501993
3200,0.298825115552535,-61.489514936205026,0.09299888148272152,0.16574832527914493
3300,0.29879556048084205,-61.55333217277725,0.0929090049562864,0.16828172513318052
3400,0.29871090481634094,-61.573144039723815,0.09252168397360525,0.16888665743568856
3500,0.29867598824387304,-61.63848914911516,0.09249783488127929,0.1713665656109638
3600,0.2986793513591072,-61.66607812149487,0.09236006370779776,0.17466255425318655
3700,0.2986064296584312,-61.729696828190214,0.09189612447836795,0.17576977445795958
3800,0.29859682910255686,-61.782640487266434,0.09167452344377121,0.177192840451839
3900,0.2985253485779887,-61.76622837574523,0.0916498042795165,0.17881419107258756
4000,0.2984887902992206,-61.80742147063769,0.09146665797522645,0.18016478502997388
4100,0.29847636440978026,-61.87624534784829,0.09108215726275638,0.1825820579246318
4200,0.2984545047278817,-61.888147905084836,0.09090597240231606,0.18526189254450012
4300,0.2983965995590938,-61.96360699600485,0.09089068249059513,0.18759646002859895
4400,0.29837956499674423,-62.02830186549162,0.09075413997229127,0.18997332380558601
4500,0.2982948660826275,-62.017152914694464,0.0903498563847627,0.19183389747338156
4600,0.29826096764591364,-62.07790997190436,0.09017046137176951,0.19253173584060695
4700,0.29825765663284826,-62.13235558319552,0.09003751147687515,0.195127361814365
4800,0.2981830673887005,-62.148584793261676,0.08980424325324243,0.19726127524287343
4900,0.2981433909963827,-62.20404806220624,0.08951178754000474,0.1998151264706043
5000,0.29811021088519746,-62.219648143396775,0.08929999287876801,0.20218650319380743
