milliseconds,c,V,n,h
0,0.3000224772128686,-60.02523304981701,0.10010721711668505,0.09924709500572619
100,0.29994586152414343,-60.0536929253501,0.09975357807590679,0.10261453872963305
200,0.29995188385985977,-60.12723723794205,0.09969292671721924,0.10493039199987178
300,0.29990101538401426,-60.123465235019815,0.09939510924956817,0.1060671773565422
400,0.29982651664301546,-60.22720715277621,0.09896635951108439,0.10679382288382447
500,0.299827608889806,-60.277474763641514,0.09885573206558242,0.11087637447543548
600,0.2998053495829739,-60.30553284506888,0.09858583255565125,0.11264089842503686
700,0.2997307040804646,-60.360365013816875,0.09839988781690796,0.11554681374821257
800,0.299703388333792,-60.425865633226884,0.0981558619448819,0.11562675638779912
900,0.2996796158221688,-60.42316692726474,0.09800775212428016,0.11743389960403365
1000,0.29963536431383747,-60.48811376592852,0.09781535519079565,0.12057878400986485
1100,0.29961282328748756,-60.57896921940315,0.09763578598429853,0.12341461898979163
1200,0.2995391946862808,-60.57007458118402,0.09722133930516998,0.12524945202176194
1300,0.2995428058983268,-60.64600219441519,0.09706930679075193,0.12553838254915115
1400,0.2994785095965485,-60.693248894565606,0.09697717540282692,0.1274094985165105
1500,0.29943582757014825,-60.734797971644824,0.09681825033200744,0.13091263961015545
1600,0.2994029973117182,-60.76417098795229,0.09661207147410923,0.13216019577197355
1700,0.29936894646071927,-60.86312366926042,0.09636805411572165,0.1342429296684306
1800,0.29934855700392987,-60.876605509266994,0.09616750299945541,0.1363852584235525
1900,0.2993227024784685,-60.92279842617359,0.09589343109171374,0.13756390367171073
2000,0.2992488923831129,-60.97133792325826,0.09577203301077288,0.13999766891026572
2100,0.2992242235934684,-61.00225743427841,0.09531475639563468,0.1421571883956509
2200,0.2992099307920342,-61.04499801305512,0.0951766214869132,0.14310585974768938
2300,0.29914901318542914,-61.09555719872539,0.09493807488727213,0.14775225981202458
2400,0.2991335331049618,-61.168239468109846,0.0946084923315121,0.14773500764654784
2500,0.29907977319171075,-61.19513488584659,0.09470561343425304,0.1513392558117601
2600,0.29903952800708,-61.220572796182616,0.09421062161740278,0.15387594586243433
2700,0.29902065108332726,-61.2612934653706,0.09424816789383565,0.1553695478374965
2800,0.29895062055595056,-61.316181568283206,0.09386426556731914,0.15547581572805078
2900,0.2989351146101986,-61.37914773103521,0.09381276309790271,0.15940932265840765
3000,0.29885953532090553,-61.41999511227488,0.0933970810961509,0.1595962640074048
3100,0.2988378574467825,-61.438578091338144,0.09338434795807972,0.1626257666172247
3200,0.298819054516616,-61.527005226473065,0.0930220271146767,0.1652054933033529
3300,0.2987731440956571,-61.56941833364264,0.09298832658184492,0.16670290743535582
3400,0.2987168906567273,-61.57703064765352,0.0925610456575952,0.16930306794848524
3500,0.2986729199563206,-61.65027434717825,0.09230680128162667,0.17062694210354898
3600,0.2986813059802698,-61.69557345370978,0.09214316529389165,0.17316890248191905
3700,0.29860723468773526,-61.71564221673453,0.09210489426225289,0.1754017949779156
3800,0.2985828056967111,-61.7426730120473,0.09197125382178566,0.17738714571422678
3900,0.29855744052083627,-61.81248360098357,0.09153900524419827,0.18064112010413516
4000,0.29853025621937257,-61.81837875594636,0.09155817792468478,0.18073457174067978
4100,0.2984727920497096,-61.867292346062804,0.09111817976504258,0.1844089286364069
4200,0.29842964730448024,-61.906159447469356,0.09085270926483373,0.18575260476179914
4300,0.2983976760033612,-61.94579022712789,0.09088610151030184,0.18809774582454492
4400,0.2983327700462404,-61.967740697925514,0.09073372534962457,0.18892290921129815
4500,0.2983325710607243,-62.02910622449082,0.09030127242927057,0.19268058136617264
4600,0.29827611951174976,-62.07838413890881,0.09014424688676807,0.19373294969495677
4700,0.29825818840145363,-62.13054437820704,0.0899700782725591,0.19552381737098853
4800,0.298216802150665,-62.12085837751399,0.08973280929334027,0.19789381980582627
4900,0.2981475860041815,-62.16935234853759,0.08958712380276575,0.19943228180903194
5000,0.29811672108010406,-62.223446804800616,0.08953796916949139,0.20124208239966276
