milliseconds,C,A_T,R,RC
0,4017.242523175409,0.0,53.088740914223635,0.2044680355491622
100,3470.341459854227,0.0,-0.5009423733093367,53.25238783226055
200,3182.505462397695,0.0,0.6126652060606358,53.26793053880336
300,2976.16389622565,0.0,-0.22566207192741106,52.566893109198155
400,2633.518721529002,0.0,0.13729962467238194,52.19159395560231
500,2335.9235530239844,0.0,-0.5379732294648625,53.23630695042042
600,2234.4721069921084,0.0,-0.09522892268508393,52.22598357339653
700,2046.0692545345198,0.0,0.7248292058993017,52.20074442776099
800,1868.4933636404135,0.0,0.17966432449353958,53.53085338583249
900,1505.1204908080401,0.0,0.516746255982356,53.14058459326235
1000,1465.2916078814508,0.0,-0.2640398274269946,52.68011574108701
1100,1376.2880422607525,0.0,-0.6096736472976231,52.80490246336838
1200,1133.1679990100788,0.0,0.5222734151814181,53.54210709717069
1300,1088.4026493607785,0.0,-0.5385690071565574,53.19349641263384
1400,945.8879777158096,0.0,-0.4098441482268411,53.16982806559612
1500,786.9320159072411,0.0,-0.11613492244188413,52.65487546761843
1600,850.2700375954823,0.0,-0.023735091646451018,52.82660205204916
1700,789.4600599765442,0.0,0.47601348270787364,53.39118658677743
1800,585.3684647118658,0.0,0.4630789158732909,52.593508602177174
1900,577.9399455670804,0.0,0.21107951542289494,52.6591525173109
2000,540.3485143386357,0.0,-0.07794558588274862,52.5972164718513
2100,495.0005402868189,0.0,-0.4391777677592735,52.39981383131276
2200,445.07470665353503,0.0,-0.5228658305189333,53.17257075511975
2300,463.206412682972,0.0,-0.44270004900156296,53.19765498887683
2400,316.35860589476204,0.0,0.10534988530300168,52.3078280066139
2500,258.8462715360889,0.0,-0.34168203259640595,52.75681539513733
2600,289.07735513795694,0.0,0.827510734779082,53.11408924123939
2700,279.83195806983383,0.0,0.08878424871131556,53.030712033059714
2800,138.05779676889318,0.0,0.9005486591214242,53.18465289958522
2900,167.83648476776406,0.0,0.16352812007185896,52.08882636496566
3000,218.9804951684779,0.0,0.9444538172815551,52.050980464913245
3100,108.67342490053879,0.0,-0.04398400859303292,52.58164985597764
3200,94.71621593538609,0.0,-0.24633405671670416,52.03680626280521
3300,199.1845414144194,0.0,1.0528118797728423,53.11336697511626
3400,147.69781379249653,0.0,1.0403087175069823,52.6304172683669
3500,215.27615304427295,0.0,0.6566759768057784,52.40533012953985
3600,178.94326723156297,0.0,0.877664442200637,51.745393593154404
3700,0.6607284509230595,0.0,0.08067800589576402,52.7229081793294
3800,94.49078223507007,0.0,1.1987554003833678,52.66208180629793
3900,71.26508310104161,0.0,0.4667132612590531,52.081037997395946
4000,147.3380845836739,0.0,1.0956720187372162,52.49964415114375
4100,125.59965153947735,0.0,0.41539969043159236,51.94008780055852
4200,51.34933276038869,0.0,1.1172779823845183,52.351443916740585
4300,40.32083139760674,0.0,1.2795931504919191,52.27555161429864
4400,57.53970262826675,0.0,0.43318967418307786,52.157337959233075
4500,103.13194439468936,0.0,0.22982021542755426,51.988420264714364
4600,116.94721789195265,0.0,1.1520730618982244,51.92973164388612
4700,34.147005186606386,0.0,0.7734924885438639,51.91419721972799
4800,-68.42635354044383,0.0,1.224887205450274,50.756005899476044
4900,43.412196715881464,0.0,1.099212041196505,50.872274139972795
5000,-69.32549918362238,0.0,0.9805437581297087,50.22658441238027
