milliseconds,taRNA,mT7cr,mGFPcr,pT7,pGFP,ara,pT3,mT3cr
0,0.006796941377,0.3569405099,0.176991329,0.05230744612,6.338921181,0.0,6.41674e-05,0.00566438
100,0.018080656534042533,0.3569405099001055,0.17699133051425178,0.052321348662959406,6.3390104922957455,0.009973,6.42005206977607e-05,0.005664382464706634
200,0.03044838214929189,0.35694050990021037,0.17699134147544107,0.052369093948209336,6.339317245548102,0.009942999999999999,6.43142607320242e-05,0.005664400401960095
300,0.042639330581555286,0.3569405099003145,0.17699137141125473,0.052450372184540316,6.339839505537943,0.009912999999999998,6.450787327926686e-05,0.0056644494730643995
400,0.05465544628000853,0.356940509900418,0.1769914295159621,0.052564707461974655,6.3405742686318876,0.009883,6.47802177620991e-05,0.005664544894686399
500,0.0664987585220245,0.3569405099005207,0.1769915252778288,0.05271160312616433,6.341518400292334,0.009852999999999999,6.513010638354695e-05,0.005664702526608972
600,0.0781712936153128,0.3569405099006226,0.17699166803035857,0.0528905632216721,6.342668770501244,0.009822999999999998,6.55563575726884e-05,0.005664938239747744
700,0.08967504750305487,0.35694050990072385,0.17699186688015406,0.053101099204643634,6.344022296100687,0.009792999999999998,6.605781056963178e-05,0.005665267714712686
800,0.10101196185247227,0.35694050990082443,0.17699213052128374,0.05334273577615758,6.345575977744132,0.009762999999999997,6.663334325507066e-05,0.005665706359729211
900,0.11218397988331834,0.35694050990092424,0.17699246761987586,0.053614997249022495,6.347326813717165,0.009732999999999997,6.728183493835368e-05,0.00566626968074173
1000,0.12319299940781561,0.3569405099010234,0.17699288646979078,0.05391741901089892,6.349271872448385,0.009702999999999996,6.800219911257305e-05,0.005666973025763225
1100,0.13404089015185594,0.3569405099011218,0.1769933950770821,0.0542495432861514,6.351408265851636,0.009672999999999996,6.879337529289929e-05,0.0056678318344152686
1200,0.144729512793398,0.35694050990121956,0.17699400135165425,0.05461091450071365,6.3537331198959714,0.009642999999999995,6.965431272050992e-05,0.005668861643654872
1300,0.1552607030186394,0.3569405099013166,0.17699471296095945,0.05500108316705601,6.356243599255923,0.009612999999999995,7.058398358411087e-05,0.005670078077638185
1400,0.16563626819936572,0.35694050990141296,0.17699553728864664,0.05541960669098867,6.358936912538977,0.009582999999999994,7.158138867594903e-05,0.005671496985511872
1500,0.17585797490620075,0.35694050990150866,0.17699648132129717,0.05586605241277737,6.3618103317323715,0.009552999999999994,7.264557253716422e-05,0.005673134667319485
1600,0.18592759625383118,0.3569405099016037,0.1769975521089343,0.05633998607932875,6.364861118651939,0.009522999999999995,7.377557249648458e-05,0.005675007341022152
1700,0.19584692510372836,0.356940509901698,0.17699875689550637,0.056840968629619,6.368086504456059,0.009492999999999994,7.497040527966095e-05,0.005677131034874902
1800,0.20561764124483045,0.35694050990179166,0.1770001018306484,0.05736858853354173,6.371483896031862,0.009462999999999994,7.622921209754065e-05,0.0056795231773668076
1900,0.21524146235677089,0.3569405099018847,0.1770015934317758,0.057922425035365786,6.375050641391657,0.009432999999999995,7.755109287993351e-05,0.005682200748698777
2000,0.2247201383404456,0.35694050990197707,0.17700323852919952,0.058502049534129574,6.378784038483763,0.009402999999999995,7.893511251079044e-05,0.005685180350678583
2100,0.2340553115362821,0.3569405099020688,0.17700504293241534,0.05910705961678337,6.382681552590583,0.009372999999999994,8.038046116836123e-05,0.005688480235765462
2200,0.24324861153846677,0.35694050990215986,0.177007012330347,0.05973705597365197,6.386740668829814,0.009342999999999994,8.188634406857727e-05,0.0056921188614896335
2300,0.25230170813679115,0.3569405099022503,0.17700915279106016,0.060391629508759335,6.390958809769945,0.009312999999999995,8.345191889711314e-05,0.0056961140368584975
2400,0.2612162061952163,0.3569405099023401,0.17701146979712695,0.061070386932235605,6.395333499070478,0.009282999999999994,8.507642982555561e-05,0.005700484969682306
2500,0.26999367923840506,0.35694050990242926,0.17701396855280568,0.06177294258353654,6.3998623091963935,0.009252999999999994,8.67591643302672e-05,0.005705251599381466
2600,0.2786357079197747,0.3569405099025178,0.17701665429984123,0.06249890906800954,6.4045428014584225,0.009222999999999993,8.849939096699693e-05,0.00571043337276584
2700,0.28714384496576206,0.3569405099026057,0.17701953207168622,0.06324790578793221,6.409372580796749,0.009192999999999995,9.02964274396344e-05,0.005716050783419213
2800,0.29551962805894394,0.356940509902693,0.17702260681880774,0.06401955580581503,6.414349275766623,0.009162999999999994,9.214962504722997e-05,0.005722125158852445
2900,0.30376456628112103,0.35694050990277965,0.177025883159203,0.06481348915021748,6.4194705591999055,0.009132999999999994,9.405835323353103e-05,0.005728677697949332
3000,0.3118801574346613,0.35694050990286574,0.1770293656754031,0.06562933859307182,6.424734121684607,0.009102999999999993,9.602201285013823e-05,0.005735730430637266
