miliseconds,K_ECF,K_ICF,K_urin,K_tiss,K_sal,met_act,K_milk,K_git,Gluc_b,ins_b,Gluc_stor,Gluc_prod,s24
0,0.17537286843204272,0.8972322212879539,-0.30884593679826045,1509.5625823538453,4.4892461151715,6.2467759882753695,0.0,42.685294262551295,0.5473467560113137,21.836484788353356,3648.0261170343547,34.41603411281556,-0.7438551521885739
100,0.18369242074438935,0.8976031926617953,0.8838980870513853,1509.70768820631,4.134735747371867,6.248813122798382,0.0,42.33896130653336,0.545992508398822,21.869547865328286,3647.94184283276,33.223623344843226,6.281966074193683
200,0.18602834682966832,0.8979567230931573,1.6720434765188756,1509.8258117446503,3.8296121073018017,6.247014205064877,0.0,41.93934530181218,0.5468305500323892,21.86703788224566,3647.95381089444,32.22158533783598,9.926862139246413
300,0.18628825512135452,0.898110475563916,4.036615275350532,1509.8940452512943,3.559260224481764,6.247803781958869,0.0,42.01123234229851,0.5467303849188296,21.844327185794334,3647.361271728028,31.713025009440386,15.070494133622882
400,0.18698753834547271,0.8982537505398674,4.099342563756468,1510.015250596891,3.239129927228857,6.245847907314638,0.0,41.465379587572144,0.5481210505954668,21.850144335342954,3647.334246401025,31.41631080570355,16.393716501304418
500,0.18686542909759413,0.8988468922137001,6.3027962574650545,1510.080088265351,3.0202702674323882,6.247746326658709,0.0,40.1785792967671,0.5486428113283265,21.8663653526682,3647.1560361317893,30.970342466866796,21.122673080107766
600,0.18690220650801426,0.8987698684938367,7.524169356861219,1510.2048009332168,2.805092155767691,6.25048369969705,0.0,40.20954749177053,0.5481672534687319,21.866504026388693,3647.472499628777,29.72080316774785,25.99219059468144
700,0.1874347168019221,0.8993755239647346,8.288520721361818,1510.301674645522,2.6770955713441325,6.249262830290266,0.0,39.584478104990275,0.5491810626291744,21.887459047577153,3647.135661307389,29.45315037669411,29.83445562217996
800,0.18759349286468102,0.8995258996392553,9.250158008498065,1510.34721968895,2.5060258485638363,6.247181014047648,0.0,39.21940253507339,0.549165792195344,21.87134785787196,3646.4369491751218,28.939760025379,34.824683869352384
900,0.18738516282515383,0.8999334496082865,10.858253536899747,1510.497842495235,2.309377273353026,6.2485842856561264,0.0,38.381811320400665,0.5493021988555044,21.90525194269027,3645.960831317622,28.22105889393523,38.648732591718975
1000,0.18790924142315293,0.8999759773239198,11.058233622759987,1510.502295427819,2.21650961859414,6.245946600360752,0.0,37.75883143762552,0.5487255627898191,21.91731103806464,3645.7159867540545,27.493926469958947,45.64604103031891
1100,0.18790385593811088,0.9003745327983964,12.92939486762069,1510.5989036675621,2.007998619551849,6.248283812251927,0.0,36.709677122898874,0.5494116709888127,21.910346140639383,3645.1651514276477,27.214772574550903,50.716318407872116
1200,0.18833520789738745,0.9006586025875523,13.889301870837002,1510.624918345816,1.8809548957796884,6.247729551415897,0.0,36.26192138923102,0.5494188384711317,21.906257339012132,3645.2485692569285,26.654381524214138,51.478288361968715
1300,0.1888786097406273,0.9010026641550986,13.981264434252127,1510.7499003149333,1.869263798480071,6.246492455424286,0.0,35.16203830179611,0.549048823097239,21.89881190971375,3644.9875346769168,25.42870526061418,58.47556998538454
1400,0.18889596127408598,0.9014597626849596,15.796024595912254,1510.7210780581267,1.686582217994014,6.246112335663606,0.0,35.31366673005929,0.5489860486849522,21.931006893678838,3644.3536513311888,24.299691561334917,60.10811149637471
1500,0.18929392371507212,0.9018912047327984,15.980633045490164,1510.7512947277357,1.634422960369224,6.2471769986759975,0.0,34.3463555320803,0.5476453720737708,21.92532115548471,3643.7853656151174,23.731223469544695,65.55999832654706
1600,0.18982781616583583,0.9021994856955906,17.425014211516636,1510.832792218564,1.52881077120903,6.244088482779334,0.0,33.17852135703871,0.5470680164483225,21.93326817935265,3643.051986028799,23.704013635665074,68.39241706473534
1700,0.19049829798721574,0.9022303906103921,18.946681192915133,1510.7888658929044,1.4561752937760613,6.247531090244119,0.0,32.809302240472924,0.5467088522336904,21.9241330010017,3642.5080232586306,22.550597264040697,71.03772734307337
1800,0.19063622990196658,0.9026282176687788,20.276482492879616,1510.787031396612,1.407959902863939,6.246667406961855,0.0,32.257885686700035,0.5472345660648247,21.903086920957783,3642.452153149196,21.603842858919535,77.00182907242441
1900,0.19126614593906058,0.90323698734887,20.809662253780605,1510.7945999009473,1.2869444434089647,6.248660472579505,0.0,31.755611698336384,0.5456259207681828,21.909654871196054,3641.716757621247,20.581843433107096,79.74993522786126
2000,0.19183182253565342,0.9035870297327652,21.570246400186885,1510.7432293249399,1.2972891106795177,6.2486466376644945,0.0,30.477586966969792,0.5464142586633312,21.909734991901438,3641.63924535788,19.77003569432197,83.784651487762
2100,0.19268545095229955,0.9036655601992775,22.54011388259276,1510.6369888126226,1.2136495211553264,6.248782085891729,0.0,30.524578038152274,0.5443829632811793,21.894458755169964,3640.5772828132817,18.946917848315255,87.38813822098153
2200,0.1932134354139288,0.9039219106598164,24.186655922902244,1510.5905423881647,1.1355603466835256,6.242753778429961,0.0,29.531372709651873,0.5447797432820909,21.897273002659443,3640.6782556735725,18.258201324048642,89.85849711518792
2300,0.19340094281280287,0.9045845674027383,24.61382794340703,1510.4930272150748,1.06599909896625,6.244206606313623,0.0,29.209944661205054,0.5441792082352174,21.86304618373997,3640.284688500077,17.48485912081219,90.12700755021498
2400,0.19410744442870997,0.9048323839712988,25.77172057133873,1510.4487052494019,1.0573536143940474,6.245586911416863,0.0,28.30821269850535,0.5430641634161837,21.862118080582356,3639.7494929563713,17.201803434746203,93.14719798178456
2500,0.19447692432049224,0.9052807795017194,26.43295763028571,1510.3439537554896,1.0000216762135747,6.2418047391187645,0.0,27.18344519222672,0.5424970528545815,21.841097997940306,3638.5904843598064,15.641639431196205,97.40362715578466
2600,0.19477960859117233,0.9057705021258727,27.36933482288849,1510.2160108857838,0.9947636868858509,6.24259356261235,0.0,26.70430393306749,0.5418821623554824,21.83946096372649,3638.3784425675735,15.516847619049571,103.15294300670251
2700,0.19552188474925092,0.9059525859795949,29.136070952785595,1510.1931901864696,0.9281852712735171,6.24429622106909,0.0,26.451651209239834,0.5403516489316535,21.829388718628756,3638.20530115945,14.299530017815359,102.66606445250775
2800,0.19547251833967638,0.9060550280845371,29.27271599820058,1510.0781138141335,0.8763865597820896,6.24404170653116,0.0,25.785958947924218,0.5399706678853639,21.815286404554925,3637.7136856983443,13.813532951906684,107.60767210796624
2900,0.19628705861963602,0.9064551933485225,30.313434303485177,1509.9407259727907,0.8164483433980428,6.244412648830995,0.0,25.157684759610024,0.5388389540038161,21.76806772685834,3636.7136385740864,12.684681433800675,107.28789125868765
3000,0.19632456132015572,0.9068840784377047,31.592092352875444,1509.773222191265,0.7387426400342069,6.24152991442093,0.0,24.843786639067993,0.5377154121834292,21.750733126815543,3636.115475721509,11.933175399210672,111.08239454701217
3100,0.19672873205128277,0.9072834555055795,32.59294344675586,1509.6884314859137,0.7048351430087776,6.236486011755487,0.0,23.537200656598745,0.5368339723073077,21.736377417101025,3635.529610095258,11.213605450920095,115.39623682081111
3200,0.19710701314264711,0.907433607591066,33.55479193699766,1509.5539229814558,0.6873826138683856,6.239276339050451,0.0,23.125256215418766,0.5350959235597553,21.708219724620903,3635.2477746710356,10.423320309071823,115.51643727893143
3300,0.19744461306406896,0.9078415801002587,33.921853849130564,1509.3350203758519,0.7059626288538974,6.237893898544205,0.0,22.47018076788345,0.5335145255372922,21.66781245608496,3634.584852056,10.401596455768617,120.94454574680167
3400,0.19722082297571372,0.9080873447261499,35.623888521265656,1509.2064741779702,0.5867430841706182,6.233517166535971,0.0,21.90101446264523,0.5323372132097559,21.6458347405665,3634.1906513483555,9.000483300076466,120.51958697598167
3500,0.19737566729522446,0.908591011811883,35.444067245927535,1509.1707458944145,0.6081095252010544,6.230237341383998,0.0,21.47474534032231,0.5305387202182866,21.61118418128659,3633.6988666745106,8.210532775070698,121.99781663762386
3600,0.1979185533770088,0.9089694683668336,37.3062307228163,1508.9761532333773,0.5458426989559299,6.230124387743142,0.0,20.797144876741996,0.5276938994334192,21.5737075899608,3632.842385806343,7.596343594007764,124.77824191591588
3700,0.19784709874761916,0.9089237205968698,38.15152362989563,1508.8883335931582,0.5347212708478678,6.224612650920448,0.0,19.994243416486725,0.5270623573260061,21.530159311824885,3632.3179542493126,7.45220911267901,128.6286240931659
3800,0.19813666870085453,0.9093969463846092,38.7549994281886,1508.726582119832,0.5171760493988771,6.22406920689751,0.0,20.04284162968901,0.5242942297278874,21.500417108405262,3631.3244714039474,6.5105739882127125,129.50774015638882
3900,0.1982828800585583,0.9098475602520786,38.88331895316743,1508.6097994557688,0.49988211893235207,6.216827149993546,0.0,19.58739357313015,0.5229040316618997,21.457399262171336,3631.1583832361616,5.589632586341641,131.54341258502288
