milliseconds,K_ECF,K_ICF,K_urin,K_tiss,K_sal,met_act,K_milk,K_git,Gluc_b,ins_b,Gluc_stor,Gluc_prod,s24
2000,0.19171171633622894,0.9034574760366217,22.118952468752678,1510.731410016269,1.278463957193437,6.248262782461271,0.0,30.48900178091677,0.5456550727378423,21.890352721404202,3641.570289350004,20.38431663699737,81.72190970894107
2100,0.1924256786435818,0.9037791230917299,23.015492444465064,1510.633172685463,1.1647476496045768,6.2464455292807735,0.0,30.399007722044026,0.5452325520560464,21.905081834466802,3640.779765701678,19.332301645378003,85.4713360421704
2200,0.19328039905562555,0.904245419824871,23.544221727746947,1510.6733797389143,1.1554953484975825,6.243687530429474,0.0,29.23680130121546,0.5442159253045129,21.885064038984783,3640.2270143975247,19.038198419104123,87.00170087154893
2300,0.19360692192370965,0.9044909496011573,24.55463669404647,1510.572760996255,1.1217556360682515,6.242077546564945,0.0,29.042222657268326,0.5440679691731971,21.88436824600858,3639.7682063357915,18.115243134793662,89.70235733088312
2400,0.194042155285921,0.9050261324097274,26.29789880227405,1510.50460161613,1.024578131352233,6.245278682165589,0.0,27.871544337801648,0.5421621684311018,21.84947910962247,3639.19829780628,17.016441055337005,92.89130553638815
2500,0.19476180973518725,0.9050868650052041,26.41223992436018,1510.3103550906583,0.9586865393435897,6.246112385601707,0.0,27.23407750211231,0.5423538890092794,21.867261227625104,3638.8848938209753,16.542457250413364,98.52059515544101
2600,0.19481055090831131,0.9054231258716948,28.31602444256993,1510.3119164378097,0.9766559518876162,6.246288776156537,0.0,26.602208528444354,0.5416974641934325,21.850700039212327,3638.614104149498,15.743929434634484,101.58308996698406
2700,0.19513285392470484,0.9057332463522588,28.32355956896464,1510.19780240274,0.9449556326250161,6.24472473751653,0.0,26.274922865119763,0.5401132052028362,21.8025372993133,3638.154930573484,14.89445096950233,102.07780764300364
2800,0.19592131091639745,0.9063583355773326,29.860353762291492,1510.0343893778404,0.8522347573177975,6.241102770277515,0.0,25.54086622716347,0.5399914359210276,21.803109085711938,3637.2271392732014,14.246703905904322,107.45669614749279
2900,0.19620622333292917,0.9067410444477801,30.966478029893814,1509.867941898374,0.8597440636132118,6.238437612410293,0.0,24.679920815830574,0.5378742997535955,21.779015285973166,3637.0335711251546,12.56284353454233,110.8749137145342
3000,0.1966227510150024,0.9067542566832958,31.625283994492477,1509.8183062887917,0.7477767226909287,6.2401409932572784,0.0,24.540836204312043,0.5366697505974403,21.763824214332644,3636.1207276072505,12.085607516622703,109.8081118230382
3100,0.19675523346392335,0.9072501673584655,33.12088627612328,1509.6356217252664,0.7514611529549279,6.242334839230918,0.0,23.565050494768105,0.5360065298947686,21.72643844799572,3636.1079279217893,11.777539145149163,112.23041971356946
3200,0.1967564209789112,0.9076341533222146,32.711575340937294,1509.4993927169028,0.7368233286864574,6.238174542328012,0.0,23.344926015304253,0.5352003624263518,21.70185181491393,3634.8113165367786,10.739807518778006,115.75215474695756
3300,0.19695737585609566,0.9080560924690526,34.679623017641305,1509.3545007393705,0.7170178646209039,6.233925831755391,0.0,22.466160729435256,0.5329943124368836,21.666633508375963,3634.702886955014,10.257829881484774,120.93238825576496
3400,0.1973081485726816,0.9084337473405893,34.975601984478644,1509.2181225951506,0.6698243491659408,6.232185787156941,0.0,22.495423331780742,0.5318166911646971,21.644608566439995,3633.8888209653783,8.741291332262406,123.65070146995001
3500,0.19775589542834857,0.908462784573123,35.70463368110436,1509.1511005602913,0.5475211194936775,6.2296239901493555,0.0,21.136020761325145,0.5299429713900548,21.610063566207025,3633.6682377625975,8.357657527624598,123.62588567438924
3600,0.19792490020510203,0.9089165487777159,36.552872897362725,1508.9721581856159,0.5934939688285171,6.232134950300345,0.0,21.045601189828353,0.528246391617947,21.560979463029557,3632.6431722140974,7.637318766271157,127.77918201988996
3700,0.19794307562464242,0.9089690768636504,37.146584130450506,1508.8929851789885,0.5326431711282852,6.229644247254155,0.0,20.03299681958161,0.5264559845696548,21.55054667379654,3632.189724293146,6.767911272323291,126.23161847015074
3800,0.1982940706783783,0.9093307920779523,38.6148005478225,1508.7086263938916,0.4977963280278903,6.221676540466513,0.0,19.670989282508543,0.5242024847515946,21.477891206264076,3631.625658865747,6.760328725100889,130.65183680658663
3900,0.19841322177971762,0.9095890363777213,39.16599997626743,1508.611946594085,0.5210494916444319,6.218055348332117,0.0,19.462724215021808,0.5219359544682,21.458502893916044,3631.290900511348,5.967490532086681,131.76656200265512
4000,0.19881310392415716,0.9097729314024277,40.33831471069726,1508.4109081335894,0.48837515427842326,6.211326993530702,0.0,18.740793632366167,0.5209790644727105,21.39292069549405,3630.1671748473887,5.844557212418021,135.85530085036672
4100,0.19884503801711134,0.9100312889003377,40.389921529060175,1508.3107688162058,0.4554715421195823,6.208142940715969,0.0,17.98778713699451,0.5180236399900693,21.352716189721615,3629.2472318174982,5.302195096400044,137.48241623973564
4200,0.19896360100489172,0.9103886675056396,41.212358594756324,1508.1690295091869,0.4089742210867986,6.201853293535299,0.0,17.57309687785098,0.5150849633656359,21.286200330437275,3628.7269827244904,4.553443288532661,136.49104884112356
4300,0.1994295189780055,0.9107468997664757,42.31281550373694,1508.0920725913898,0.3376086387930962,6.190961870596545,0.0,17.658874895493984,0.5130671105256512,21.214781443832567,3627.8504153526073,3.6873492195927895,138.45797416496833
4400,0.19969060175302084,0.910513102647478,43.44487452760031,1507.9563934451182,0.38146083868175396,6.172852637163671,0.0,16.560244554342,0.5097608867449723,21.173095689015916,3627.3896109788247,3.2804908895563134,140.45151691806697
4500,0.1995646455032103,0.9109082116152157,44.2038228563163,1507.804286376555,0.27567788478008026,6.155600148732675,0.0,15.959010270549525,0.5063365624756745,21.075125298085936,3626.2209600041465,2.7497757216232586,140.29077216915817
4600,0.20024796171488402,0.9108861668679784,44.14243009209597,1507.713573108241,0.26122520998807475,6.13649628159646,0.0,15.624916276094753,0.5027201890836153,21.008749413709992,3625.296747112143,3.0812890737368916,142.1958087719542
4700,0.2001042734189532,0.9112258547179802,44.865876615084645,1507.586024986155,0.21521025730187848,6.108783378948218,0.0,15.261990992988888,0.4998400927766017,20.931964891007787,3625.1400879088037,2.2536223487921068,146.91782193715824
4800,0.20042522030230922,0.9114063863372657,45.38506079437519,1507.4016271197008,0.2641012784480224,6.0657523343949045,0.0,14.533030266364934,0.4959552396437416,20.835968434212404,3623.8289526125673,2.3320290096837235,144.6996712169536
4900,0.20077664157810446,0.9111468847238027,45.61900472657383,1507.2762023064865,0.2764249061505227,6.015071824649241,0.0,14.138567444870532,0.4927462938242139,20.74399796864663,3622.9400738061177,2.3760815195987064,147.62623588978298
5000,0.201013762181696,0.9115242203516518,46.06186148596911,1507.2281147383906,0.18180714997925304,5.943461567545251,0.0,14.030641503102274,0.48923677867479465,20.653042728517487,3622.4476451212468,1.751844250889613,149.3945636906637
