milliseconds,K_ECF,K_ICF,K_urin,K_tiss,K_sal,met_act,K_milk,K_git,Gluc_b,ins_b,Gluc_stor,Gluc_prod,s24
0,0.17498583098398748,0.8974888544455352,0.6644702637480133,1509.61236531607,4.490227891511291,6.2474445232128515,0.0,42.84937563648692,0.5465835319479336,21.855389247962837,3647.7716522569754,33.87729664142934,-1.8685443163167819
100,0.18354731741396207,0.8975923749985306,1.3392563402183524,1509.6535158033216,4.152968750505002,6.250312319093011,0.0,42.797199271123574,0.5473047947493185,21.856899427013246,3647.9045475269972,33.28220213366832,6.971361897190441
200,0.18609683935664703,0.8978247801970636,1.8988746360581625,1509.8552212869101,3.8687218343780594,6.247611997039931,0.0,42.35555580008566,0.5477541829192061,21.861328932358962,3647.7045353360486,32.38492295185436,9.566884702040843
300,0.18678432553559268,0.8979430767019969,3.4129366614979877,1509.9327249948542,3.584158044159978,6.246273782350952,0.0,41.54201495048355,0.5475831027796546,21.844340072182586,3647.775607151405,32.07125812108829,12.29415464318858
400,0.18652306820613343,0.8982181100120568,4.5587104793992665,1510.020193008952,3.2710084754677564,6.251664828853379,0.0,40.906086263796276,0.5487224197930726,21.847527329255442,3647.9321479638643,31.385838375749856,19.485002964197513
500,0.1871571473416362,0.8986080599962734,5.004937530344658,1510.1563434792042,3.083705743811596,6.25139451596404,0.0,40.20748847125896,0.5484847512352847,21.865674190259956,3647.0620573075166,30.437291004575208,24.625830324256473
600,0.18709427549961147,0.89870633874567,6.947115489978555,1510.2000770275588,2.7993392638342516,6.250086291343708,0.0,40.2182471717725,0.5481029151912885,21.88249587559485,3647.4069268275666,30.324902461940262,28.190614012655203
700,0.18734074279005025,0.8993241058848152,7.34100932211439,1510.2764900948266,2.608977303226528,6.249420136003879,0.0,39.82172521862523,0.5498090259187054,21.898482630310536,3646.8037195589986,29.133114170986897,31.8054786909771
800,0.1876443310044062,0.8993712732542674,8.529253834336073,1510.3772899237254,2.488165107183201,6.245522209095284,0.0,38.51572900383921,0.5484109781502514,21.893616093824598,3646.6846039999223,28.38936994260651,37.35868443255993
900,0.18739327927987529,0.8997025519438913,10.783970699796683,1510.4183148853224,2.3571412378051964,6.246627366028076,0.0,38.58241117232379,0.5492213187472347,21.90758727193501,3646.4073296342945,28.240171338723584,40.02062402115358
1000,0.18803182232042023,0.9000287932714088,11.179643101450107,1510.5675432819614,2.225911328985619,6.248342544967995,0.0,37.629222751447756,0.5485186732519788,21.894378875494837,3645.9745698659535,27.59198650533122,45.97521332805975
1100,0.18788687076181865,0.900568300250303,12.878258276817279,1510.651091103638,2.0310521053835973,6.24826048914858,0.0,37.199115788527536,0.5489520054729717,21.922546314561927,3645.6264309030503,27.09347708961496,50.203305278563455
1200,0.18828975755940633,0.9009725029390477,12.982368818809682,1510.6774384973246,1.9241046894891518,6.249176151108679,0.0,35.90903602897792,0.5495107114006267,21.91461671630458,3644.743365323816,25.937803352786126,54.38801529208302
1300,0.18854107814133617,0.9010714340342253,15.10648213926476,1510.7079906718357,1.8527950051751216,6.2484046914276545,0.0,35.38817861967456,0.5490902927191511,21.92856627163474,3644.6291828397984,25.810374158499044,55.33001363606077
1400,0.18877670186952547,0.901241024781064,15.013583840169252,1510.817284071913,1.7169042965499044,6.248295823039359,0.0,34.5932750382039,0.5485251543898207,21.934986381791607,3644.1990171781035,24.87358061975355,59.42866656949804
1500,0.18934234916867665,0.9016327325184559,16.95062205758809,1510.8180693603997,1.6334351248905525,6.246847880807726,0.0,34.57737590621368,0.5473719838690501,21.910734755448015,3643.3993278769058,24.56490424095866,65.83992216692191
1600,0.1895944124142997,0.902187553564628,17.113773974505026,1510.839352183108,1.5956553777869928,6.248370330554423,0.0,33.72783993365715,0.5480972215828609,21.920118281729447,3643.5627146898664,22.997935353547366,66.25294131141985
1700,0.19037010740300211,0.9023865416261742,18.80734620310099,1510.8651582405648,1.4580523569360906,6.24669643955817,0.0,32.600751318805976,0.5473379369736414,21.904134307857117,3643.2312296009713,22.56942963635224,69.53499443568627
1800,0.19067889476955655,0.9026461941070338,19.2145831714198,1510.7813273068325,1.3707276644229254,6.249609500186011,0.0,32.37512996611657,0.5467993920682652,21.919518264668564,3642.494218437756,21.426384552513124,74.63020515209253
1900,0.1913312273605116,0.9028844039484866,20.786350667797997,1510.8082390352722,1.3819094954391675,6.246031995841957,0.0,31.75239222344167,0.545996300782147,21.91959422747611,3641.5562575167487,20.469531367219346,79.15520643005961
