milliseconds,Tumor_cells,NK_cells,CD8_T_cells,CD4_T_cells,Circulating_lymphocytes,IL_2
0,9890510.78748636,380.15193430862564,-27533.112427481195,1006653.3049729973,60000021229.582306,88957.71764804848
100,9876980.570780577,-101.26112428076414,1968745.1370956618,917023.7091494406,60003969909.632675,365531.79428851546
200,9436547.94524519,573.265683500042,2440789.217809376,833745.392131407,60005498165.29659,434876.22872645577
300,8998792.094573691,1254.9968668609179,2579159.723545727,826477.3756439527,60009009578.21061,433797.85375106434
400,8380844.357474039,654.839075688004,2576829.7019057497,753225.1144778681,60009816275.83564,423246.6230279546
500,8029830.74008239,-23.49331148462238,2689208.2255537747,704418.8357241612,60012037044.62979,409280.6566143833
600,7338023.339285719,804.6370952825919,2581724.453083032,704522.2807247253,60021569359.95795,399358.03231144993
700,6261133.564721656,1267.2460698776936,2689285.4706133027,694717.3453799145,60017495213.13848,381921.111141031
800,5753231.46376591,-406.2811320660751,2631590.533536639,652143.1940519006,60020852999.64464,374929.78954909666
900,5191224.54188208,923.2358204997195,2614028.9391956544,669117.542946607,60027810351.30923,372310.6036941663
1000,4552582.197166933,479.77114495612636,2521615.3759705764,662219.8707104388,60026010596.09212,358056.90968320856
1100,3847455.941458335,45.89706925819905,2411597.5996669806,670146.9762418247,60031352598.181755,347025.23640136106
1200,3382343.6654418097,1861.7110886009546,2396566.8088018517,660095.6702434577,60033141573.087845,347313.7754658304
1300,2732390.752563984,955.1467522361675,2356677.668375594,623844.5169715689,60038646020.18647,359303.52546966245
1400,2037825.8137954627,662.85699487297,2313909.937998461,669522.4808429556,60041047859.09125,360435.6906500078
1500,2193674.5459360788,820.9827106017793,2084251.7484641313,663364.355465639,60047988378.934166,366917.32459400815
1600,1709410.00740765,1073.5762168156161,2135459.6894848966,661728.7088643876,60043661991.07298,372134.5000647147
1700,1050100.8479354384,1643.682878871662,1898774.1470193279,709295.2529085594,60048444381.33136,364916.5855028025
1800,1074849.1700567584,2644.6406142843416,1785277.9601291723,715916.4292167249,60049593583.71439,364075.42208661634
1900,1018339.4872681809,1996.595023859637,1676969.8350304847,712242.6786184598,60052572978.313354,387044.3431116081
2000,521943.385041771,3994.6982960005444,1476653.3802233508,728160.3144654697,60055860492.43114,399154.4114729014
2100,603600.4140455199,2909.5929693745184,1387321.7722168353,750510.253849135,60058909805.12271,400105.02563260566
2200,181000.3718841386,4182.1263668122565,1338017.986232688,795624.2689042662,60062413623.250404,419369.7874222723
2300,584330.0123422443,3704.428736330715,1120325.5616263403,800782.4466143376,60065341656.9714,433373.3097658138
2400,427192.5214719115,5359.960354756252,985929.8045721186,823725.0198138983,60071885189.300186,440675.3444651282
2500,208333.25960368727,5415.283639296281,978695.1280631683,862368.0538815941,60077215215.09775,458999.25578205986
2600,114972.12325151205,6113.11585866281,878765.5093511807,871009.925901269,60074187610.345634,469919.6186270203
2700,235128.74353044716,7544.9630935878895,813674.2228270756,944654.7551515981,60082839586.98421,476806.34278351784
2800,244655.99318347382,8344.948829292065,690415.8650297545,926380.8177959922,60085415815.54376,481815.24377161963
2900,231898.4188227122,8473.460882418507,590109.0811798671,963222.2068957321,60083879139.97293,509458.1742101414
3000,216017.81948080243,9455.23663410001,557429.6997329294,1025263.3245257342,60088680676.64877,511846.182758867
3100,194119.44285924284,10695.264015277799,503316.2086825121,1015220.9608122148,60089902798.107925,529393.1808848892
3200,2018.0558684724092,12569.815586128723,468245.6645790984,1064127.6521777008,60096448158.56597,557094.695616365
3300,-113712.81870401649,13264.858371368093,339656.6994775175,1135104.770928892,60094731665.8767,571005.6383715408
3400,-209535.48438602465,14068.409927211585,275714.64961461845,1170713.6899582155,60097160489.723915,576051.2921994148
3500,-285203.5547653611,15689.882751587216,380620.0914460991,1155532.315713055,60105767358.89132,605115.0245234617
3600,-102040.76585045291,16965.085168568206,234107.8965506231,1192540.4896146911,60104140875.00634,609334.4732860929
3700,156360.31954006167,18083.002815161817,269700.8187548949,1264565.287859631,60107533848.86829,615858.8286909598
3800,-79935.07340128323,19279.61789306843,293876.8590322184,1281696.9606621733,60108791882.54241,627590.7347423893
3900,94819.48968396046,19795.695466387748,231817.35405660723,1295288.5900622418,60112029410.35954,611506.8728298816
4000,-281423.62426211993,19861.04914617978,225330.72290335168,1344447.7758202588,60113286335.42742,608542.3862463544
4100,-54504.506589120094,21970.297700209965,219096.44466499286,1380177.1785167856,60123850360.039055,603328.699571466
4200,213742.1161967443,23120.271035498954,134366.74780749634,1406940.6342778297,60118977090.83658,570189.6028931824
4300,-249071.15392776724,24713.675305926026,111562.7722711304,1425472.781147983,60127845073.447945,546387.2198455703
4400,-10921.60534409668,25165.984851508714,134120.78386561398,1442565.7066397998,60132610309.8744,493864.62087279063
4500,-150983.26034432155,25526.32073680023,118846.45648379339,1449409.5465366384,60134651480.97282,459489.5703758279
4600,29426.872898148584,28330.727008892238,102421.76063004274,1456128.5379038076,60131595339.81916,405274.68341414456
4700,-16087.13715596285,29229.86583185795,39373.8188432022,1428037.2204434543,60139720806.69986,342326.9498730014
4800,211599.63708068698,29712.35323366777,160386.91147989838,1417960.195228224,60139456271.83937,310291.8439660509
4900,-251158.30344440063,31442.637362485493,2107.8991825866106,1438372.9874426227,60145671574.11528,262466.30506003037
5000,-153461.68835600413,31322.628286657513,113512.98393787148,1433152.3725635966,60144026349.0955,224503.72130502338
