milliseconds,Tumor_cells,NK_cells,CD8_T_cells,CD4_T_cells,Circulating_lymphocytes,IL_2
0,10126454.085667573,1319.1460040152779,-3654.5553665836956,1010214.1421292833,60003803185.919174,102513.73655740065
100,9790722.851081097,188.82963794279823,2090232.6519112303,931175.1778604086,60004238792.56078,351746.5968795872
200,9662366.431166448,9.402682528177877,2567159.9729093667,880242.6259175565,60006366501.58151,427885.49434957164
300,8772871.692435632,1055.7608718714084,2624581.1951999553,825238.0659356687,60008177797.262245,450650.8208936421
400,8559406.7698819,207.07207783232536,2689909.788653246,760808.3620983793,60014806196.95289,420096.0490986009
500,7753422.580612619,607.4495744218564,2569928.558673445,713886.7982150749,60016516469.15801,402604.31102538994
600,7104849.505183793,17.81766020781083,2658243.8949053385,688514.1921231073,60019135660.908356,401269.5229481505
700,6404794.900093605,-462.95128817841135,2663734.08476066,712557.4619489328,60016712052.93213,387869.8024675172
800,5576938.268286153,40.947284260053266,2528780.358601092,664347.3512574752,60027705742.47961,373797.995524535
900,5106077.370901476,81.15297983949154,2475877.269554809,681786.0684136668,60024532348.676125,372722.980648551
1000,4291527.724679518,-167.10429760387376,2535151.404032977,678833.1640188124,60031138713.65925,348652.30515172385
1100,3517918.597507022,926.8336549859725,2535159.046626276,645587.3728122069,60033074620.2086,342992.5503929967
1200,2914824.3229362257,1883.1443178479408,2378490.558537289,664829.0007121379,60038333260.983406,359631.81458023126
1300,2615025.2716492345,1728.6278932207981,2313730.2967712223,628111.6024980196,60035820030.44764,343960.09178754
1400,1967234.2771648015,827.3150482783357,2217479.843112035,662783.9885821939,60038256017.75607,358494.30233445944
1500,1624549.280689077,2253.9924880438007,2126409.2835514294,647484.9164172437,60047059624.95721,363157.284575356
1600,1423900.699459059,806.9770595625162,2095894.354471268,704146.330003338,60043495838.642044,371344.9983720265
1700,1378532.5081632205,1392.0898831630984,2028800.0355226195,674915.7054919294,60049443124.31506,377605.20325068827
1800,1236865.4809182233,1953.4942928205064,1849772.9039977721,736777.2383080295,60053243284.565254,364320.5293315234
1900,701292.9471771478,2425.979326866032,1615263.2184873899,713682.5139723637,60052121589.523094,381299.35606638243
2000,775105.8627502655,3197.219189317657,1566119.591069794,761800.4294925214,60056111272.71527,398865.13608321216
2100,323875.435014888,4253.645594317837,1358248.2685095102,780110.1314357129,60062048750.55279,396295.0601623399
2200,235921.73378580087,4650.02073575082,1347057.7964685217,769408.0369900845,60063829686.76112,421739.17848697805
2300,453628.93723979377,3742.854189280601,1206680.5746183917,790376.3744597393,60063898639.53413,414368.94290133606
2400,595330.5292952606,6305.257186370598,1085158.357005775,860891.7696748187,60068034615.258675,440505.07029064454
2500,45907.303723519435,5527.7934129995965,1024373.3585130756,847802.105470252,60070318515.89293,452512.93439885945
2600,274601.88281450426,5924.390631314832,776383.067626992,906155.9826770124,60078985112.55292,453110.4673852082
2700,3207.472413058975,6583.112909678223,821734.9493240236,892928.3878553942,60079024226.01396,480430.82099312864
2800,127713.1952994665,8693.71674628888,614790.4249140811,946432.7328181446,60080903925.06293,499820.3591351107
2900,337949.66669031855,10140.177959164343,547753.6479147165,975919.5527185319,60084134094.03389,509012.15314832755
3000,370779.70631456154,9787.169032349151,445433.0149091462,1036764.7072406117,60092012673.65957,520031.57321527065
3100,195624.5566412008,11408.87526279646,519508.0787310802,1052750.5114634954,60091886546.65378,532319.4574288714
3200,133680.45193375545,12486.318453648308,348544.05642655696,1064872.0302203961,60096276738.114655,558932.0118106251
3300,-105253.21058176643,13210.269212446901,302225.2358876806,1119391.9479046417,60099251404.07913,571869.448291315
3400,-209583.36965092464,13904.75510113847,416251.8658548996,1147837.040760842,60104043696.27577,573300.5742507473
3500,-8979.18638021667,14530.609097416733,294961.6515714948,1162176.012968045,60099755001.31243,590234.9919876829
3600,294122.69146888563,16069.659159984967,201661.8306482996,1243915.8410940298,60102842688.21238,598579.0230006626
3700,96382.82400128318,18269.889475744647,261905.42615776273,1275997.738641016,60111122248.23809,624699.2931908767
3800,-188707.59040413558,18513.52534188247,252994.42711771157,1278619.3399246796,60114201646.281136,615931.212687812
3900,2675.9981397487563,18886.567584422213,153869.64081010796,1331699.0755988723,60113690440.257355,614771.9646408748
4000,70280.75265147872,21648.557505385,256613.08370567416,1356231.612351322,60119928044.54325,615969.1252803872
4100,77561.00015607549,21644.07750452403,79816.52770621263,1398942.708630539,60116292640.52701,605880.7821926336
4200,274069.43837653886,23284.14281845906,121247.28550841946,1373533.6275442578,60118967403.841705,577381.5188776751
4300,309877.520297042,23559.52831081188,73799.25013087134,1415730.6636567796,60125426120.33099,540021.3364585057
4400,-221573.3887459405,26265.060943775603,64846.400878673936,1402619.859438849,60126599961.56544,510025.18060609244
4500,39636.200042542165,26582.405656916926,162291.94622713554,1436522.6859731807,60135424487.508766,446313.3359951789
4600,221696.2963353297,27102.012326863314,95588.66215295788,1467703.3079417564,60132564351.45544,415149.01320389204
4700,-228324.967783296,28150.67818179643,147668.28978275083,1449031.7337200025,60137493715.092926,361529.39157091384
4800,-281888.67754208413,29579.031873999575,45504.7291062947,1442314.8774973701,60141133179.56241,309497.911159112
4900,315916.6074400852,31185.661637061075,148802.20694173372,1435136.6594854791,60142300586.481766,262915.7808455323
5000,-176503.37213139725,32402.57196649427,39224.58481905061,1391955.4873047315,60148341181.1625,218933.1944935515
