miliseconds,x2,x6,x5,x7,x8,x16,x15,x9,x11,x10,x12,x29,x30,x39,x46,x40,x45,x41,x44,x18,x17,x14,x22,x32,x13,x20,x21,x23,x27,x24,x25,x34,x36,x42,x37,x47,x48,x52,x51,x50,x53,x54,x55,x60,x59,x57,x61,x62,x63,x65,x68,x35,x28,x31,x56,x43,x58,x4,x26,x49,x33,x64,x19,x38,x66,x67
0,-0.00939636585525913,-0.0007147791678484034,-0.004111482771943488,-1.6107815583635052e-06,4.117263812550554e-09,2.2432585985896325e-11,100.0000000002754,999.9999999828309,4.359676840561817e-09,-4.524230728409586e-09,1.6187452322382297e-18,-3.2793043473741646e-32,6.896988145406853e-42,-7.706479771260631e-11,-1.7773765924316282e-11,3.6382306203432465e-11,2.8174319614844597e-12,7.672618292644115e-13,4.810143776451611e-12,-9.585482710961901e-11,49.999999999906194,2.667539961951205e-13,6.820220765969309e-30,4.408028631055201e-43,6.095235585950667e-18,6.134043281560944e-22,1.4367544370361295e-23,60.0,9.952363772780745e-23,-1.0036240332382606e-25,-2.969409079257255e-26,84.8052230980285,19000.00000000009,7.259883593060915e-11,-1.1610578751708256e-11,66.99999999999997,-2.901567852927085e-13,2.2194481983053076e-15,7.027107272114812e-16,67.0,41667.0,-5.5334930730128486e-14,1.1011170947823353e-13,-7.365986002423478e-16,67.0,-9.31838112698565e-30,35000.0,-2.49230570548999e-30,9.343767072827598e-32,-9.908294491550158e-65,-6.842641397975915e-30,33.8233792282358,9.591308715693485e-25,-2.2635963553243485e-41,2.0584748414906145e-29,1.063705948176085e-12,-4.640585346077099e-31,11.972884876829175,-1.2422638314404719e-29,1.1150220536245726e-13,-1.711250763464886e-47,6.186604419970713e-63,-1.155883277309981e-20,-0.03958474640096346,16667.0,-3.5210260692241353e-63
100,0.014034800542403362,-0.000122009009243465,0.12242377353319164,-2.860775019905649e-06,1.966720813683636e-10,-8.695615438973388e-11,100.00000000037696,999.999999998819,-1.9592309434871927e-08,-3.794180193147901e-09,1.9231724434388447e-18,-3.522803926041951e-32,-2.303788890348292e-41,3.826923252749871e-11,-1.0075946870255474e-11,-3.210829818361758e-11,-5.623342808748077e-12,-1.4429466619240228e-13,-3.976685718968961e-12,-5.277557052313983e-11,49.9999999999587,1.7293583440700344e-14,-3.541129824995678e-27,4.1264969492469454e-43,7.675938632336757e-19,-3.3866924697978572e-21,-3.0560410683480935e-22,60.0,-1.1900337407972726e-22,4.6401778088572637e-26,5.695296456843214e-26,83.63634687852766,19000.000000000095,-3.180847319347894e-11,-1.490775378707967e-11,67.00000000000014,1.0425126231859153e-13,-2.3359995711780673e-15,-1.8454870156314095e-15,67.0,41667.0,-4.8344186866273457e-14,1.6580144914721883e-13,2.521070038762223e-17,67.0,-6.307495024387652e-31,35000.0,-2.8728196979865975e-31,3.899403421157054e-31,-8.95878065880851e-65,9.98096075558772e-31,33.039261632430325,5.025574963410682e-24,1.5278105079914524e-41,1.3287238625486993e-29,-1.6325605730657013e-13,-1.298607524344891e-30,11.947312387321388,-1.26688543356039e-29,-4.299397537095098e-14,3.628556751073452e-47,3.133464669451737e-63,-6.500723179927612e-20,1.1537015098805377,16667.0,-3.617184222631278e-63
200,0.0636977976560351,0.0009166108981243839,0.21120854129959865,-1.7485105470047124e-06,5.639800078408758e-09,6.597241526158015e-11,100.00000000024927,1000.0000000113153,1.0525207109913473e-08,-7.646464290795135e-10,1.0351782555663315e-18,2.3196427829685445e-32,9.9632329182753e-42,4.1658927800525e-11,-2.002223736178871e-11,-3.438892099470591e-11,2.039233410902179e-12,6.602188322657209e-13,-1.763910034502877e-12,2.4709305467167942e-11,49.99999999998075,9.87400941379e-14,9.230789183418898e-27,-3.876829815248859e-43,5.143869359885265e-18,4.812480030046928e-21,3.03844359509377e-22,60.0,-8.723753933051361e-23,-6.645042183553672e-26,-4.878122664564329e-27,82.22198978601683,19000.000000000055,-6.523177287318886e-11,7.29616117494439e-12,67.00000000000011,-5.744092303067632e-15,1.3551708980339063e-15,5.71674711201298e-16,67.0,41667.0,1.3520370701311745e-13,1.2497436411498423e-13,-2.59390917195504e-16,67.0,1.5835867828788112e-29,35000.0,2.1225952461993422e-30,1.636222940023138e-31,-2.1384294183532836e-65,1.1232602055625837e-30,31.31835069641077,4.888881844869599e-24,1.2017502971397678e-41,-6.743462200101967e-30,7.956977022135161e-13,-9.28424396442788e-31,11.861536833839745,3.9335083990454194e-30,-1.8317645774522292e-13,9.640111410455343e-48,1.7586256925779334e-63,2.8409041559909966e-20,2.7698943455945155,16667.0,-2.92463984781069e-63
300,0.07814304143255653,-0.002024521284668373,0.32079243138059876,-6.63032740253911e-06,-5.465374654989054e-09,7.245408088310368e-11,100.00000000001624,999.9999999908864,-9.359309911639213e-09,2.5383056318044125e-09,-1.1671644238476413e-18,-3.107445803296795e-32,1.0291696342480201e-41,1.3474670888515634e-11,-1.764716069712831e-11,2.0579657200082344e-11,5.001083414013603e-12,2.3069696317170063e-13,-2.1401924894903563e-12,8.241832565233166e-11,49.99999999999834,-8.300797020809832e-14,5.884291898255277e-27,-2.494914128611087e-43,7.565892404801682e-18,7.404630221164477e-21,5.111669231400318e-22,60.0,-8.65465208047684e-23,4.92637468169388e-26,-2.5802702745157357e-26,81.09689820727786,19000.000000000022,4.271676315842273e-11,4.3494865031299326e-12,67.00000000000013,1.0280717965858972e-13,6.633192616845779e-16,-1.0586760756844696e-15,67.0,41667.0,-9.635652631989491e-14,-7.657156987768581e-14,-1.1695963161828422e-16,67.0,-2.5387445312057742e-30,35000.0,-9.600770342417062e-31,1.2047970475957278e-31,8.283613537141673e-65,-2.854321210519741e-30,30.407281941679653,-2.5538097959366313e-24,-9.799221163991498e-43,-3.3897951153268854e-29,-8.380580069545015e-13,-2.3385384713021502e-30,11.725207614192692,-1.348194036503215e-29,5.759467921490613e-14,-1.0592357190577898e-49,-1.4624535571953314e-63,-7.149483184778527e-20,3.8604450068608545,16667.0,3.172415653831477e-63
400,0.12671347859785395,-0.0013831756792395912,0.4227680551543396,1.6711988056076362e-06,-2.477382198028468e-09,-3.686769660603293e-12,99.99999999972992,1000.0000000025963,-1.744756796946441e-08,-3.6979667146310317e-09,2.5158790958155167e-18,-3.229203191075396e-33,-1.9525029298531096e-41,-2.438118382469594e-11,1.9458836505615416e-11,6.823397720731711e-12,-2.775007279021461e-12,-5.288407153831664e-13,3.7286411239970625e-12,8.228033096953927e-11,50.00000000005057,6.444140404955541e-14,-3.1170271703236442e-27,-1.7282437680961164e-43,-2.8720280540472757e-18,-6.200420586292233e-21,-1.768479036237882e-22,60.0,-1.2597929262267624e-22,3.1670621176606866e-27,4.30768405719755e-26,80.57822121200772,19000.00000000009,7.338335468876487e-11,-1.2535981373518486e-11,67.00000000000033,3.4387093135701126e-14,1.4083918713005343e-15,-1.1695024919172674e-15,67.0,41667.0,-1.3618625507333695e-13,1.1779898707306702e-13,-3.461468607418964e-16,67.0,5.01665349282695e-30,35000.0,5.378431034874732e-31,-5.505108808051151e-31,6.708418920064885e-65,4.3564689648445294e-30,29.506045429918753,2.186566401214583e-24,-3.224998904586467e-41,3.43342703082659e-30,9.187305875022677e-13,-1.7820002836343212e-30,11.60165512932636,1.291153376409989e-29,6.610490855372949e-14,1.1824108196094412e-47,-2.294852007020474e-63,-1.9513459495790054e-20,4.359468601378207,16667.0,-1.5870955161458778e-64
500,0.14764098557610847,0.002216068715609939,0.4462227181671665,5.220806555653195e-07,-1.645476258171942e-09,3.8536450227815224e-11,99.99999999986743,1000.0000000136876,1.4091996723801787e-09,-2.4305316917484573e-09,-1.9676776869738413e-18,3.2661438934588444e-32,1.2175643996866315e-41,-9.602063472508626e-11,-1.0119028998057487e-13,2.4009504813590595e-11,4.575096212928263e-12,1.9189554531621176e-13,-1.164810747541477e-12,-5.033236144756752e-11,49.99999999994815,-3.180107559234408e-13,-1.0915074175210875e-26,-2.4870966855023153e-43,-2.8341538032710618e-18,-5.0952393907101774e-21,-2.297666917452791e-22,60.0,-1.376426433967503e-22,-2.7333988490295406e-26,5.68942122710449e-26,79.59793364804807,18999.999999999985,3.5922825063886745e-11,6.317975921061293e-12,66.9999999999999,3.5683210287682427e-13,7.337569004548092e-16,1.0224124086896094e-16,67.0,41667.0,-2.945747661327375e-14,1.4912632558704347e-13,-2.1545259884883143e-16,67.0,-1.079058608490456e-29,35000.0,-1.2666823652554821e-30,-5.239822869640118e-32,4.806201025410707e-65,-4.890354079708191e-30,28.040500796372132,-2.1179890563588106e-24,-1.975183285157925e-41,-3.486100498060212e-29,2.712489471449859e-14,-1.7543203745858054e-30,11.57478463864286,-1.0326453810028114e-29,-8.54219823355588e-14,1.6362586319331318e-49,-2.4853784465208565e-63,-6.737109152073495e-20,5.591075026152071,16667.0,2.262528897823222e-65
600,0.1723888945433386,0.0005298122325706748,0.5693445897621436,1.149747516823833e-06,-1.1880067877344343e-09,9.515905739155928e-11,99.99999999966973,1000.0000000251775,1.6631325500325447e-08,-3.920111354844291e-09,3.113625934613646e-18,-3.3709113274040664e-32,-2.6914996935252573e-41,4.199068836726369e-11,9.214837423030382e-12,2.2612199350144642e-11,-8.623060555515549e-12,7.399128124571896e-13,4.875281774720097e-12,-6.729166649601213e-11,50.00000000005107,3.473321707324814e-13,-9.99047473141382e-27,1.2490914335592211e-43,4.1037081215650686e-18,6.185564191548599e-21,-2.6375544711048008e-22,60.0,5.55804120685447e-23,-1.2828854704039808e-25,-3.706653218836072e-26,78.19649303195108,19000.00000000007,6.577203464740062e-11,-6.0015868471575435e-12,66.99999999999962,-3.4426175470412327e-13,5.200826215647293e-16,6.274279177647282e-16,67.0,41667.0,1.1140890299754767e-13,2.2497776249050895e-15,1.9134536514745377e-16,67.0,-7.57700090801398e-30,35000.0,2.8881644053840542e-30,1.4364952479464498e-31,1.6459548248230487e-64,1.2396582624406726e-30,27.53058579801295,-4.149082127506722e-24,1.544066505038461e-41,-1.229470339286394e-29,-8.476840809061265e-13,-1.6268023791905773e-30,11.395481844759422,-2.57394849285487e-30,-1.8616166888076387e-13,2.464044541917153e-47,3.210743897580304e-63,-2.6784398292794127e-20,6.508834739734075,16667.0,6.244741713587927e-64
700,0.20060430107282623,-0.001652533072276053,0.6651214314648368,-8.330226536589385e-06,-2.0068420907764878e-09,5.220966044652688e-11,100.00000000022897,1000.0000000040145,-6.721061798481049e-09,1.2878909822157178e-09,2.8774084218300938e-18,2.093882290182451e-33,1.4306340001884534e-41,7.143516847355078e-11,2.1692899332401593e-11,2.1785920034019496e-11,8.962398165504748e-12,-9.710880697809542e-13,1.9672122003618516e-12,-7.680154800690898e-11,49.99999999991977,4.2290412058739225e-13,-1.1965365545526747e-26,-7.9053483955257e-44,-5.903396899796649e-18,4.0399434419534064e-21,5.637690586986581e-23,60.0,-1.3934012293425053e-23,7.65588764854166e-27,-3.6503073670598855e-26,77.03488671393683,18999.999999999967,-3.3139826678528907e-11,6.785387186369227e-12,67.00000000000017,3.2770086944561705e-13,9.330502132926212e-16,-1.0435537968879237e-15,67.0,41667.0,5.703010529158895e-14,9.538004081189481e-14,-2.7258066813036404e-17,67.0,-2.5062161778836654e-30,35000.0,2.4085002714178734e-30,3.352879767764865e-31,-1.5127371272498107e-64,7.898043663495175e-31,26.359438507172744,-4.0941715765810736e-24,-3.0302150228855034e-42,2.1674652119732606e-29,5.865760108946347e-13,1.70629861398267e-30,11.395568696197458,-1.567751818165876e-29,3.527246206405883e-13,-9.167522452258407e-48,-5.274627945422953e-63,-3.8562532145070676e-20,7.53816848521928,16667.0,-1.2797747891805302e-64
800,0.22800457934636764,0.0005971649985790563,0.7371428787606579,3.571742007789174e-06,6.217627357642841e-09,-2.965396088035534e-11,99.99999999957524,999.999999988922,5.194855645908759e-09,4.671283290707191e-09,-1.308863572885618e-18,2.3510882781857532e-32,-5.341654968717181e-42,2.03093073589387e-12,5.915829828677502e-13,1.1126117889115815e-11,1.737218954831691e-12,1.9505100241052308e-13,-3.019354857829438e-12,8.682534735760287e-11,49.99999999998206,7.52635002745356e-14,-7.027763554774762e-27,4.781661717501151e-43,7.437812283376247e-18,1.8271830180400094e-21,2.8298478213404856e-22,60.0,8.572337933581766e-23,-1.3555624330820638e-25,-1.1201756682791842e-26,76.58327008247099,19000.00000000009,-4.357910145574968e-11,-5.429194134937991e-12,67.00000000000045,-3.5237942301462545e-13,-1.5460343069286517e-15,-7.955489908213131e-16,67.0,41667.0,5.64756609296545e-14,-1.728785718908828e-13,-4.3195282256581206e-17,67.0,1.2255073880337854e-30,35000.0,1.3459561564058241e-30,-5.138260373230917e-31,-7.451611423521554e-65,-5.284329248372829e-30,25.396953029499514,5.592555081886462e-24,2.40054690187261e-41,3.0981205258956775e-29,1.5545448251455902e-12,-1.1700550839184985e-30,11.292544994106143,-1.5523765827279895e-29,1.6227054069644296e-13,-3.783489351227301e-47,3.352514614050132e-63,-9.303538028235306e-20,8.75809530413458,16667.0,3.2331562756618834e-63
900,0.25606428568680273,0.0026366921633767175,0.7906220174711223,4.3255498945846385e-06,5.692080545987967e-09,-3.486950695472721e-11,99.99999999999493,999.9999999796089,1.2486324774951194e-08,7.18808041588088e-10,2.4986294660363796e-19,-3.036057625781005e-32,2.9105170383099396e-41,2.5117966195172256e-11,1.564264265103395e-11,3.1831080246899614e-11,9.77212861608522e-13,3.988099848313566e-13,8.437017184163578e-13,2.8579549068943114e-11,49.999999999894854,-1.9413530047034796e-13,-1.2364223376517545e-26,-1.0234677265581533e-43,5.219767998810531e-18,1.9206578937778426e-21,-2.244034198407498e-22,60.0,9.111655190408736e-23,1.4447050193515784e-25,1.7393249775759335e-26,75.4250879590217,19000.000000000044,-7.59516275473345e-11,-1.5571529063840525e-12,66.99999999999967,-2.437461897404435e-13,-6.976041630486011e-16,-1.8092002113585757e-15,67.0,41667.0,1.301017086483074e-13,-1.2790433728319348e-13,6.062908706905629e-16,67.0,-9.898457682161913e-30,35000.0,1.8509784261222722e-30,-4.339465900575972e-31,-5.113827216665008e-65,-3.87395434350499e-30,24.642420469137843,-4.61098509916903e-24,-2.6258447274469903e-41,2.5068259043195e-29,8.64022380702903e-13,-1.8323013154870113e-30,11.143743636114012,4.038830599223314e-30,-3.123302820276321e-14,1.6834129975061653e-48,3.3127180725706365e-63,-6.078744878560032e-20,9.528606155520375,16667.0,-1.3063730845829257e-63
