miliseconds,x2,x6,x5,x7,x8,x16,x15,x9,x11,x10,x12,x29,x30,x39,x46,x40,x45,x41,x44,x18,x17,x14,x22,x32,x13,x20,x21,x23,x27,x24,x25,x34,x36,x42,x37,x47,x48,x52,x51,x50,x53,x54,x55,x60,x59,x57,x61,x62,x63,x65,x68,x35,x28,x31,x56,x43,x58,x4,x26,x49,x33,x64,x19,x38,x66,x67
0,0.016027170570350815,0.0015103773515462477,0.03504841069471217,4.352338449649641e-06,-2.8090456946440984e-09,-9.269184071532786e-12,100.00000000035897,1000.000000024144,2.9845402025422562e-09,-1.3589940593828674e-10,1.850738301869537e-18,5.72864410468321e-33,-1.3799859992666742e-41,4.2022026978339855e-12,2.06207486556063e-11,-2.881248745290393e-11,-8.578597815293999e-12,3.1707992186601093e-13,-4.824237535244712e-12,-9.132366909777982e-11,50.00000000008544,1.55481449571602e-13,8.401177750493355e-27,3.9938191430650705e-43,-8.216233922941851e-18,-8.414032141819422e-21,5.221181209906923e-22,60.0,1.396712609090031e-22,-1.5856446446026764e-25,-4.628848508000856e-26,84.94983683995908,19000.00000000003,6.032221150989115e-11,-1.0635349579131594e-11,66.99999999999989,2.908573675154277e-13,1.7571919215679369e-15,-5.376630007340612e-16,67.0,41667.0,-1.1598596411254616e-14,-9.856077009356877e-14,4.6534333099846e-16,67.0,1.3731594587025704e-29,35000.0,-2.881941859600605e-30,2.9589623469119656e-31,-1.774718679008025e-64,-5.1299580657519644e-30,34.3036447617968,4.9479138360181435e-25,-3.287208972367008e-41,5.861430609036272e-30,-3.3369582404838565e-13,1.6115884832392e-30,12.02486642462423,1.422439281503046e-29,-3.358167374587732e-13,-4.0898614549609976e-47,-3.6501120529634376e-64,-6.456950778615042e-20,0.30908316678651804,16667.0,9.881176195697217e-64
100,0.04678528968914547,-0.0014290587004311339,0.11502780876008814,3.5456199481717443e-06,-1.062206819185158e-09,-8.274545157822174e-11,99.9999999999272,999.9999999891832,-1.592454352587173e-08,4.390173361282567e-09,-5.170753793340497e-19,-1.6828760876562255e-32,2.0827812747165735e-41,-1.004835636252135e-10,-3.0913889154199653e-12,2.0591998231266765e-11,-8.324516384209957e-12,1.852506980209412e-13,1.4453469891909936e-12,-7.301048040954393e-11,49.999999999911694,-6.230353247097252e-14,5.712699835515164e-27,-3.0103104836088013e-43,7.294005903896233e-18,5.904009133393822e-21,-2.138573478846459e-22,60.0,-1.4018189570974808e-22,-7.14450064140292e-26,-1.822023150587786e-26,83.54570755697719,19000.000000000007,5.128730883619358e-11,-5.30815449188555e-12,66.99999999999993,3.0950566722164703e-13,4.72208678235198e-16,-3.4155431358839796e-16,67.0,41667.0,-1.1260324191758374e-13,8.821016194083969e-14,-3.613192921374033e-16,67.0,7.975020016232606e-30,35000.0,9.427916292471864e-31,1.6273637600645144e-31,1.4559695156219579e-64,5.875735812919291e-30,32.92066749949722,4.981287320608468e-25,-4.192189277314626e-42,-7.496492603774943e-32,-1.2274345412967121e-12,2.1326394494297176e-30,11.942189677508823,1.0145267518074688e-29,8.264752700320403e-14,-3.415942840606047e-47,1.3874000892144645e-63,-1.0416061061618809e-19,1.4386669690650022,16667.0,-1.8842160884122668e-63
200,0.06287341182355116,0.0009655100050658644,0.21196165293217786,-1.9617062946292457e-07,-6.3381412871666855e-09,-5.273098489023047e-11,100.00000000023539,999.9999999857511,1.752468371928016e-08,-1.3252087301551763e-09,-1.4117670925730189e-18,3.4966822008888e-32,1.8353597843310067e-41,-1.5867066068217947e-10,1.6648873651544766e-11,-2.3347653389120043e-11,-3.918801219951979e-14,2.516465250988152e-14,2.14706373357004e-14,-4.0053886563649375e-11,49.999999999924725,-3.822135164654452e-13,-1.3668238649926504e-27,-3.6203208454985534e-43,-7.824887252927824e-18,3.6432630976481585e-21,-3.078781181478921e-22,60.0,-6.200305891559765e-23,-1.4023103233573713e-25,6.293370337783193e-26,82.29939647121917,19000.000000000036,-1.6236195413322824e-11,-1.1923512124613138e-11,67.00000000000033,-1.8406252902496788e-13,-2.135359545984397e-15,1.8113941334281687e-15,67.0,41667.0,-4.647762196288486e-14,1.9949435738401383e-14,2.3558246908463063e-16,67.0,-5.8092598129426946e-30,35000.0,2.6264120132319552e-30,3.897126965486401e-31,5.572398004800331e-65,5.324906429681609e-30,31.896509537758146,4.274334394354692e-24,7.303868035383181e-42,2.2129642124952103e-29,6.194529822252869e-13,-1.305019833194418e-30,11.784549069353154,5.184056810895616e-30,-7.466156241143162e-14,3.130835590650122e-47,-4.3155133223668306e-63,-9.036923039899535e-20,2.3636737765033153,16667.0,1.6347038215084802e-63
300,0.0753284084854538,0.0008584801531709048,0.33247708156619127,5.595557862179084e-06,1.478984954309724e-09,2.6792293626893918e-11,99.99999999967812,999.9999999808446,-8.688047921903567e-10,2.7264675820929295e-09,6.9717786131378e-20,2.7377360145614233e-32,2.6307106674057546e-41,-1.4502947820120391e-10,-1.17391081109766e-11,3.838966620873453e-11,-8.410726272385561e-12,-6.870786128095694e-13,2.613828270706605e-12,7.151991676266667e-11,49.99999999999839,-4.1270354774883935e-13,-1.1610508034876467e-28,1.8733681880274304e-43,3.550291430039885e-18,7.158870789735772e-21,4.600334456690328e-22,60.0,-1.1026374960957303e-22,1.40602834873343e-26,4.8958899922094075e-26,81.35136314320279,19000.000000000055,4.519600164559975e-12,-8.75722143264612e-12,66.99999999999976,3.3233181375119145e-13,-2.1258816720069486e-16,1.2059733160798791e-15,67.0,41667.0,-3.134469658569904e-14,-1.7285602900717183e-13,-2.1011173498589113e-16,67.0,-5.762885888978806e-30,35000.0,9.603052002777786e-31,-4.879373506344293e-31,-1.7944875868989402e-64,2.462192067805703e-30,30.6404562756009,2.6271661730497243e-24,2.486594289698032e-41,-2.968448915890689e-29,-1.4639360068566863e-12,1.9292774933848006e-30,11.697576497378437,1.363970089707621e-29,8.692670676035238e-15,-7.198962910091822e-48,-5.104518991672858e-63,7.029648424645167e-20,3.957982110559607,16667.0,2.2075157166009746e-63
400,0.10549678579410755,0.001831729670747434,0.3553906722527497,7.047934476717483e-06,2.506525466175349e-09,1.8233479409981088e-11,99.99999999968516,999.9999999775379,1.5324368271042123e-08,-1.2508412654694455e-10,-2.1384005039367417e-18,-1.2817806466314595e-32,-2.229748159336671e-41,-1.4089039256273419e-10,1.390252301718483e-11,1.0082333766335706e-11,-2.161430406754736e-13,5.361380963398427e-13,-1.67147632451968e-12,2.973157839072584e-11,50.00000000000006,-2.2572733204043733e-13,1.4015424934003777e-26,2.109975942848802e-43,-2.5384747217365736e-18,-6.740087784806119e-21,-1.2765835452784496e-22,60.0,1.4378759090778795e-22,-8.715778294662332e-26,-3.6196353305326906e-26,80.43301559418191,18999.99999999998,3.339577410225485e-11,-5.271966194351234e-12,66.99999999999966,6.592333228445974e-14,-1.0269040279196131e-15,-2.342869374079581e-16,67.0,41667.0,1.494499879663005e-14,1.8447406008700956e-13,-7.018321874219974e-16,67.0,1.5718703312284067e-29,35000.0,-2.2218328082374297e-30,1.333649294676632e-31,-1.071637751535888e-64,-1.3246838178010034e-30,29.56375811967276,-5.2544755548449654e-24,2.8277912688600285e-41,1.9865840415018952e-29,-8.039073009325564e-13,1.6720687198388302e-30,11.58777597969386,4.2166012872894845e-30,-3.084267251932434e-13,-3.1945919534799865e-47,2.6089338735168437e-64,-7.939016156457227e-20,4.726163287344563,16667.0,-1.7202463891406817e-63
500,0.16039265819560874,-0.0016552939598068015,0.42528723203678787,6.360780364103607e-06,-3.5338346122355152e-09,-3.7201404104307625e-11,99.9999999998974,999.9999999958852,-1.9342528025870975e-08,4.138332222393969e-09,-8.470410842775649e-20,1.3238833807008863e-32,2.6588428265169215e-41,2.934554657289925e-11,1.0295213499565698e-11,1.6595538307997172e-11,-1.9119221540634773e-12,6.156818200772149e-13,5.653345245000583e-12,-5.402812009951322e-12,50.00000000002165,4.0150320823865946e-13,-2.644612773774499e-27,4.109384406109445e-43,6.418573723249184e-18,7.981089148112273e-21,-3.20629817124182e-22,60.0,-9.345817433849451e-23,-3.4454230718254044e-26,-6.137483929077731e-26,79.3664833642057,19000.000000000033,-1.904435988154722e-11,1.7091037292595403e-11,67.00000000000031,8.567788725877012e-14,1.8776078784660873e-15,-4.2652143691462573e-16,67.0,41667.0,-9.785563892951031e-14,-1.3649179281986477e-13,4.949120001667555e-16,67.0,3.603954239557775e-30,35000.0,-1.1396364406357987e-30,2.5453015081368896e-31,-7.535424328565114e-65,3.7797139417494974e-30,28.35469020821428,-2.7085424944583336e-24,2.803908813129037e-41,3.5498512727426097e-29,1.0377562459695397e-12,-5.842688674086988e-31,11.578312058700966,-1.220073665053588e-30,-2.433557228942344e-13,-3.400066574070078e-48,-1.0583748239937921e-63,-2.0365275844129852e-20,5.8540584117167445,16667.0,-1.6266536503361271e-63
600,0.18894377630765924,0.0022251395658935726,0.524010796265969,5.296049013958479e-06,5.616228382353248e-09,-8.186900877314318e-11,99.99999999998899,1000.0000000202147,2.0189716271195362e-08,5.088753905288095e-10,-1.784889695317249e-18,2.4716504538224276e-32,2.9702373302038716e-41,9.879434392336081e-11,-1.2809626010299319e-11,3.299236645376161e-11,2.823440156555733e-12,7.473516681526643e-13,-2.838465466130582e-12,9.781955929467335e-11,49.99999999992828,-3.2403410490558576e-13,6.892766064190736e-27,-4.275942684431762e-43,6.632628524893857e-18,3.513804155261651e-21,1.8203226185234676e-23,60.0,7.069663115956456e-23,7.964921851080928e-26,-1.2681680156525693e-26,78.0762994779457,19000.000000000033,-1.9855553443750754e-11,-1.7225788490718042e-11,67.00000000000026,-3.62517302734909e-13,1.4968549035153855e-17,1.5553011047798388e-15,67.0,41667.0,-3.129128391681994e-14,6.108779335372106e-15,5.032078176948057e-17,67.0,2.4430085699403636e-30,35000.0,2.5033811576144996e-30,-1.0482263875202792e-31,4.473470790528888e-65,2.4496009971322623e-30,27.373297406610984,5.0600222347531414e-24,-8.48614263597411e-42,3.118946567067051e-29,2.804959488219866e-13,1.1268901924580499e-30,11.406759520420529,-1.352392775378644e-29,-4.2482316264725573e-13,-1.4576228049668145e-47,-2.9577761498037503e-64,1.0534629644306881e-19,6.436813578625783,16667.0,-1.593064301277578e-63
700,0.1985837736895177,-0.0013467317506051062,0.6587124820341436,-1.3088489053725502e-06,-2.3799736062227366e-09,7.840602548638615e-11,99.9999999999719,1000.0000000018244,-7.185079895502346e-09,2.7731721835190063e-09,1.4243014182370582e-18,2.2509680947127115e-32,2.5430393363570427e-41,-4.987064743312855e-11,-6.206595560159197e-12,1.3887282587284612e-11,2.147830002152772e-12,-3.7452733282539985e-13,1.9821625200631728e-12,-7.141700646621425e-11,50.00000000010858,3.916311060023151e-13,3.449804164920961e-27,4.8092690370494996e-43,6.533459677725388e-18,-3.2140572620363356e-21,8.34278709183689e-23,60.0,-6.506432313534536e-23,7.778747610127226e-26,-4.8142021278900104e-26,77.27288128621424,19000.000000000073,-3.288542738799968e-11,-1.4936701431973482e-11,66.99999999999956,3.416459180233709e-13,-2.177394535723938e-15,1.3980414725713496e-15,67.0,41667.0,-4.1789132092781834e-14,-1.609513866182514e-13,3.656594331258317e-16,67.0,1.40365969596814e-29,35000.0,4.525722664759591e-31,3.7267291566416306e-31,9.637786745267423e-65,-6.338127029000995e-30,26.606493606980266,2.11469225382841e-24,1.7831996604932587e-41,1.7022095307908772e-29,9.019901816407809e-14,2.1684860297125976e-30,11.316674103997222,2.4062202452787344e-30,-4.092868643394356e-13,6.3695652709698176e-49,-5.253855005524745e-63,-9.457685890108518e-20,7.995838256311837,16667.0,-4.8685313489061736e-65
800,0.24654813046284962,-0.0008474597236609302,0.6931699726645951,1.8961369950897889e-06,7.185139224367311e-09,-2.2754263132724956e-11,99.99999999999834,1000.0000000088799,-1.3453511183010257e-08,3.3327643767929422e-09,6.301970567054225e-19,-2.674617562811402e-32,-1.5621118188522663e-41,1.0261218178712046e-10,-1.7890191324761512e-12,-2.3220162036487924e-11,7.397653742335252e-12,-7.857384239169035e-13,-5.5253716280919515e-12,3.846846611688248e-11,49.999999999983906,3.533600812768257e-13,-1.0597918296051282e-26,3.1431016136743087e-43,-7.23011521904724e-18,2.041030369947911e-21,4.563389946210932e-22,60.0,-1.0158385258024218e-22,7.69285545502073e-26,4.926767261860367e-26,76.6883071844882,18999.999999999975,-5.472874741356893e-12,-2.576686319429824e-12,66.99999999999959,2.1464601517045314e-13,1.0660327010471909e-16,7.436121639995893e-16,67.0,41667.0,-9.239732483576936e-14,-1.6227326497549875e-13,1.6943909957034532e-16,67.0,1.5994399804526767e-29,35000.0,2.757419590566444e-30,1.5820019812608592e-31,-8.027782503823675e-65,-5.224478650167557e-30,25.579997634449263,-5.136237718396844e-24,-3.80665865838165e-42,-2.629156869216485e-30,1.4402094207487273e-12,3.123869122893874e-31,11.294283706888931,-1.1529983973477037e-29,-1.304977064234841e-13,-3.1762482225283485e-47,4.1861301011023444e-63,-3.860833449920984e-20,8.903680135195152,16667.0,-8.866365398050672e-64
900,0.28241078567965594,0.001988457568951194,0.845425634208726,-7.16345807694048e-06,3.0652189233515738e-09,7.323945728104336e-11,100.00000000029446,1000.0000000191313,-1.688264236632702e-08,-3.5393202461441164e-09,1.9312817816814635e-18,2.6720308464156e-32,-2.0435092717550235e-41,6.849883125536808e-11,-4.7548182226229195e-12,-1.460214113320993e-11,-1.802907926007636e-12,6.338299373571336e-13,-2.3398611841757335e-12,6.108368061628425e-11,49.999999999984404,3.2901053015655965e-13,-8.49646729837062e-27,3.4062190775863314e-43,5.820162890181451e-18,-9.227832870051502e-21,2.676117709511229e-22,60.0,-4.884940999756716e-23,-3.6463086562466327e-26,-4.321630335620538e-26,75.46578594919983,19000.000000000044,-7.166589919384901e-12,1.4041116785888518e-11,67.00000000000031,1.5938208172113766e-13,1.6063596610105269e-15,5.413683904524117e-16,67.0,41667.0,-1.1562105342278032e-13,2.2002012890391537e-14,-2.0224584618624043e-16,67.0,-2.4349260888697947e-30,35000.0,1.0171674093660997e-31,1.445764189416876e-31,-1.0594451052784644e-64,3.163438983512121e-30,24.76687499489767,-2.1172361520765285e-24,1.2384936942524187e-41,5.35875695000383e-30,-1.14042753261154e-12,2.3436895892300926e-30,11.166854081306523,4.933384540187417e-30,-1.754760051519792e-13,2.1882641789689363e-47,-3.341570541424149e-63,-3.489326331949635e-20,9.719682207658876,16667.0,4.46279055112949e-64
