milliseconds,PX,PY,PZ,X,Y,Z
0,0.0,0.0,0.0,0.0,20.0,0.0
100,1.0253906898196532,14.60347294777525,1.0045404004949874,2.948227360370041,22.266942556408218,2.8292293382472953
200,4.043007853374229,30.64263346519186,3.7403782714651586,5.785910787627921,24.445282547600314,4.969775314699089
300,8.952531891404846,48.03248077785388,7.6531912241232956,8.478060849290465,26.485410938301712,6.31443349242575
400,15.620461128324832,66.63374629343966,12.252159348825932,10.964833902614368,28.2786474165231,7.077223076264432
500,23.87145360950924,86.22035862211264,17.210757856502095,13.186834153250958,29.689962219338092,7.478524968723146
600,33.49721787075172,106.4868641547402,22.330995409995367,15.106997649720212,30.63255000210718,7.662939605551152
700,44.27538205206377,127.10172008940813,27.494055623647732,16.717275364922113,31.112960402519448,7.715748290592598
800,55.98819219455433,147.76714961489503,32.6274806542878,18.03309703226993,31.20752531582464,7.686777444129168
900,68.4353729410449,168.24978232363245,37.68611992832291,19.083652881270037,31.013087724415183,7.605761675959237
1000,81.44042645128731,188.38202026909485,42.64136440735211,19.90342560692037,30.6155259013829,7.491014479905891
1100,94.85206146411464,208.04983006168362,47.474957949213106,20.526744097343915,30.08039666159285,7.354196332229808
1200,108.54283686458376,227.17852639799452,52.17531799633079,20.984964545735615,29.454485725427546,7.202985093549028
1300,122.40648194000069,245.72107536381196,56.73533031713204,21.305445123760073,28.77041226768853,7.0425735166378
1400,136.35492583900287,263.6496487916209,61.15093083906967,21.51144397446673,28.050794386682643,6.876561789958208
1500,150.31544682194308,280.9496981784686,65.42017955320763,21.622448144429626,27.311361427958843,6.707503274973271
1600,164.22813127745826,297.6159334096243,69.54265636181586,21.654681391839155,26.563144845339206,6.537235613482844
1700,178.04370408403784,313.6495236161951,73.51902872183584,21.62161574679119,25.81395382963883,6.367103410934056
1800,191.7217067302108,329.05616409115737,77.35075360416747,21.534444470576208,25.06937588816897,6.198100520906705
1900,205.22903509809126,343.8448289644749,81.0398793706787,21.40248577243576,24.333397107004725,6.0309673698952855
2000,218.53870391939316,358.0267825457721,84.58888411909307,21.233518541722113,23.608864418555257,5.866252057414793
2100,231.62883494538642,371.61486661860266,88.00055324373733,21.034056712168887,22.897810340798294,5.704359247024917
2200,244.48182639851566,384.62301453742884,91.27789322626352,20.80957623167675,22.201672222564618,5.545589587526742
2300,257.08367654702454,397.06590201293415,94.42406942045307,20.564696281282412,21.521439190165864,5.390162419533229
2400,269.4234283943298,408.9586721357286,97.44235475254426,20.30332250957058,20.857762001495416,5.238231615201716
2500,281.4926865410141,420.31671871132517,100.33608760145633,20.02877049616615,20.211042034521338,5.089901550870973
2600,293.2852065595908,431.1555203030542,103.10863842039213,19.74386887553118,19.58149505331434,4.945237701430995
2700,304.79659126745133,441.4905440890556,105.76338828445607,19.4510325125481,18.969187920757427,4.804274320165699
2800,316.02403037279686,451.3371683706433,108.3037124148182,19.152324014637376,18.37407822241973,4.667024691047554
2900,326.9660615866639,460.7106100571876,110.73296545933795,18.849507840892244,17.7960334762031,4.533481545296898
3000,337.6223623030985,469.6258641389384,113.05446806296897,18.54409700189149,17.234851528560526,4.403620148961624
3100,347.9935766880222,478.0976599625112,115.27149575165377,18.23739127579264,16.690278568218538,4.2774023915188994
3200,358.08117359757756,486.1404331184142,117.38727106042407,17.930508022747517,16.1620236774498,4.154780781609878
3300,367.8873275543926,493.7683082082063,119.40495862274771,17.62440725385588,15.649768769816658,4.035701124223255
3400,377.41481555827966,500.99508668662423,121.32766192623649,17.31991266613392,15.15317479494793,3.920103696232441
3500,386.66692357413467,507.83423605175636,123.1584203570055,17.01773036219344,14.67188668863187,3.8079239011708226
3600,395.6473665551576,514.2988812034883,124.90020648384557,16.718464512810304,14.205537433221645,3.699092732222509
3700,404.36022411778094,520.4018012306468,126.55592389822893,16.422629949334443,13.753753236040858,3.593538508216413
3800,412.80987164837103,526.1554256004207,128.12840544776878,16.130665602918942,13.316157717925874,3.49118792558747
3900,421.000944694838,531.5718406600871,129.6204141089516,15.842940971939301,12.892372333703962,3.391966313822737
4000,428.9382468417569,536.6627769780398,131.03463918445522,15.55977445768922,12.482021934643964,3.2957984615117164
4100,436.62679499021044,541.4396398205365,132.37370281274315,15.281423214438222,12.084730816664262,3.202608641096342
4200,444.07167380375097,545.9134800497355,133.64015234932674,15.00811250498862,11.700131238525216,3.112321549246614
4300,451.2781313740669,550.0950361468878,134.83646979790404,14.74001533064765,11.327856319270083,3.02486181190978
4400,458.25145115434975,553.9947122218606,135.96506582445537,14.477278059429059,10.96754741430642,2.940154999377074
4500,464.9969982514785,557.6226012469676,137.028284978257,14.220010393499,10.618850248804353,2.8581271360091702
4600,471.52015573232995,560.9884821789485,138.02840425045983,13.968297897143584,10.28141822661392,2.7787053689510612
4700,477.826322609171,564.1018292326868,138.96763495680435,13.722201953338708,9.954911730922026,2.701817831319398
4800,483.9208974556365,566.9718193203897,139.84812395729358,13.48176310730068,9.638998648322662,2.6273938534255783
4900,489.809252509736,569.607337161268,140.67195436213171,13.24700565315675,9.333355084398894,2.555364124171637
5000,495.4967454639341,572.0169867847204,141.44114798353127,13.017935868340615,9.037664456939815,2.485660589444526
