miliseconds,species_5,species_10,species_9,species_15,species_11,species_14,species_4,species_3,species_1,species_2,species_7
0,0.013151,0.001032977386433796,0.16597170581663237,0.028306436533295856,0.001692514775475577,0.00031603847865188585,165.80270651211694,696.4891752577844,13.228428823238632,176.36795857357595,1599.8070635004585
100,0.013150999999999998,0.0010287992566165255,0.16597684469721424,0.028317813969839664,0.0016918796797848815,0.0003160384786518958,165.80786931075474,694.3023921579958,13.10303115231428,176.37079037163107,1596.807233852663
200,0.013150999999999996,0.001021377379305615,0.165975789296776,0.02830708940521581,0.0016821763867144173,0.0003160384786519373,165.79955296569986,695.484572033996,13.13211778276919,176.36955240122637,1598.5490042286656
300,0.013150999999999996,0.0010371712471871353,0.16596950518938497,0.02831128257252655,0.0016905684290423545,0.0003160384786519558,165.8216245573959,697.7178418174633,13.16507784382195,176.3673977007766,1599.4295226219226
400,0.013150999999999994,0.001027030582650287,0.16596485261796098,0.028320314337018603,0.0016845304450691003,0.00031603847865193616,165.79510485111413,698.0455661856869,13.373063001423342,176.36872409588656,1593.0041934359888
500,0.013150999999999994,0.0010431743072132154,0.16595592522940414,0.02832619567596707,0.001674698049414557,0.00031603847865199525,165.79046091217413,702.9921126334676,13.312564776278817,176.37210550726738,1590.0805411389733
600,0.013150999999999994,0.001045377291752435,0.16595643078168373,0.028334289161443375,0.0016657644280066277,0.0003160384786520111,165.81473083429825,705.5034341937403,13.504737476574684,176.36984695505978,1592.8367555297996
700,0.013150999999999994,0.0010573057832387047,0.16593852261698444,0.028337888339781122,0.0016589867136083559,0.0003160384786520475,165.79853528220528,708.407043557148,13.466841796770188,176.37061845048592,1584.509517578044
800,0.013150999999999994,0.0010583033083040635,0.16593906380584944,0.028339872557962508,0.0016607823810315748,0.0003160384786520587,165.93062092734408,713.3183104239828,13.644107566695403,176.37394672936085,1583.7395773539013
900,0.013150999999999994,0.0010676860385408138,0.16593419754531497,0.028353997611739144,0.0016590594721912326,0.0003160384786520904,165.96446953707425,713.6137431139924,13.699773731316496,176.37397843730352,1581.4409712114564
1000,0.013150999999999994,0.0010740213641916368,0.16591521393295205,0.028358035353392038,0.001650185345471052,0.0003160384786521063,165.91764141623003,717.9421382526492,13.87341382641995,176.3763038002953,1574.5333589547306
1100,0.013150999999999996,0.0010872970236443353,0.16591493634892068,0.028352476609790987,0.00164077801112787,0.00031603847865210497,165.91185362983381,717.9262513488515,13.937402965229788,176.37508068643513,1574.843271104674
1200,0.013150999999999996,0.0010883592159416564,0.16590502872892626,0.02837042983421295,0.0016321901379830399,0.00031603847865215175,166.00303342702898,724.8157303455401,13.987530290730755,176.37644930421766,1573.445065170014
1300,0.013150999999999996,0.0010978474579845868,0.16590106934407017,0.02836521965034508,0.001627206389614314,0.000316038478652159,166.02837168075482,728.7056577569389,14.128434008212494,176.3784320025293,1568.1507822488265
1400,0.013150999999999996,0.0011102943741921028,0.16589923823708477,0.02837032519574774,0.0016215462464378339,0.00031603847865220445,166.05410917117638,729.367214168865,14.30508598490644,176.37864608133233,1564.257749698597
1500,0.013150999999999996,0.001106962558202286,0.16588560862042315,0.02838864680046421,0.0016196296160610238,0.00031603847865221887,166.07056146128934,730.4284877465959,14.309036714005899,176.37852438638032,1563.7326660886447
1600,0.013150999999999998,0.0011239507519058218,0.16588074748650075,0.028395508406750355,0.001612911701072828,0.00031603847865223784,166.10394955353564,734.786268285898,14.34077648245767,176.38281483001097,1560.1523929606697
1700,0.013150999999999998,0.001133687203199524,0.16587008259055286,0.028403005182293276,0.0015958542162609235,0.00031603847865226917,166.22975419638638,742.7468430057424,14.638515337908764,176.38443381198255,1555.9132348276642
1800,0.013151,0.0011457899967909897,0.16585593373924892,0.028404458268036815,0.0015884771571244639,0.0003160384786522755,166.26336370742789,744.4094156555459,14.59674483635812,176.38737696547778,1548.5613618624252
1900,0.013151,0.0011471878188012148,0.16585161204905594,0.028417420852356913,0.0015827674842586758,0.0003160384786523054,166.3789424576674,751.7950916203883,14.930257861688386,176.3869166429018,1546.2937672070848
2000,0.013151000000000001,0.0011637495431302543,0.16583078609591798,0.028425968438928525,0.0015724124183477681,0.0003160384786523523,166.36273025699072,755.3204516235401,15.0133647513775,176.3892685151057,1542.6740711322843
2100,0.013151000000000001,0.0011749196438081645,0.16582687417909575,0.028438247357533163,0.001557089044135175,0.0003160384786523714,166.52928155447165,758.9305984724177,15.034372632391905,176.3928874025979,1535.024004464123
2200,0.013151000000000003,0.0011839051941944932,0.16581644516582375,0.028447837654812232,0.0015453724316988264,0.0003160384786524221,166.5284948688129,761.2871911862911,15.26437993200116,176.39583069035308,1531.7248402756748
2300,0.013151000000000003,0.0012038663781810239,0.16579637362303687,0.028456227105029114,0.0015460439362286501,0.00031603847865243045,166.65002791991662,763.4441891960256,15.281875400451225,176.3977070599121,1530.7415785155304
2400,0.013151000000000006,0.0012110174828868904,0.16579564254971713,0.02846509732164729,0.0015308908977803395,0.0003160384786524803,166.65585608231768,774.0668506530055,15.606545750660274,176.3993920856131,1525.0537139741646
2500,0.013151000000000008,0.0012177853865399204,0.16578399663558818,0.028475192914614308,0.0015250458194698755,0.00031603847865248493,166.72025408595218,776.0198299390726,15.67864969806594,176.4018431118074,1518.6238609453828
2600,0.013151000000000008,0.0012337994386157677,0.16576776805278054,0.028493842877914243,0.0015150748218294744,0.00031603847865252727,166.83262936896028,778.3082798215435,15.716495467088565,176.40480135288087,1512.3291380773808
2700,0.01315100000000001,0.0012431374267236855,0.16575731036686703,0.02849562429608536,0.001500392234146317,0.0003160384786525447,166.88505990183478,782.6467214404477,15.971564611000826,176.41074778799086,1510.4452636380993
2800,0.013151000000000012,0.001248472346687269,0.16573950697070672,0.02850491307791249,0.0014838694158380383,0.0003160384786525966,167.04464924699806,792.9539316093308,16.11079695418358,176.41134090170723,1506.345899452252
2900,0.013151000000000013,0.0012648091169030788,0.16574161605769996,0.028529087423794047,0.0014846719620724574,0.0003160384786526428,167.14452615612913,797.7431525910059,16.3649737654241,176.41489974230905,1500.2844141242697
3000,0.013151000000000013,0.0012794544959065176,0.16571671942119887,0.028535958316335135,0.0014718836649728452,0.0003160384786526635,167.17894446723673,800.1323190278231,16.374325586078022,176.41816577442717,1494.3204747933196
3100,0.013151000000000015,0.0012887571158200785,0.165716365471454,0.028538364090887745,0.0014557413058623608,0.00031603847865270963,167.27740947701292,807.139635973229,16.528481844936362,176.42245565639462,1489.725085220025
3200,0.013151000000000017,0.001302103715074438,0.16569359980914145,0.028556550265442963,0.001441606262363305,0.000316038478652726,167.4345817118066,812.982009046133,16.742477379337593,176.423525523035,1480.6765176626238
