miliseconds,species_5,species_10,species_9,species_15,species_11,species_14,species_4,species_3,species_1,species_2,species_7
0,0.013151,0.0010261288697727678,0.16598136654331788,0.028315242566732228,0.0016944109441751954,0.0003160384786518745,165.78574649052146,692.1524563597249,13.199694414686238,176.37005457785526,1599.6218832612792
100,0.013150999999999998,0.001018483993693143,0.16597584581769076,0.028315131955683547,0.001683580639572652,0.00031603847865189426,165.78885506928847,698.0016171622,13.079855638433038,176.36827206490645,1600.2092371202182
200,0.013150999999999996,0.0010252623772791776,0.16597367469465985,0.028310337511445256,0.001679802001176533,0.0003160384786519288,165.78496938753563,697.4286487065518,13.24785232433322,176.3697740380047,1598.8635916862308
300,0.013150999999999996,0.001036257249372528,0.1659666256607733,0.028309099560929932,0.0016857038910117247,0.00031603847865192955,165.80599250160552,699.673397504126,13.238341118374313,176.36984906937428,1599.1327683079874
400,0.013150999999999994,0.0010429525461427979,0.16597230033084692,0.028322128588553607,0.001682465271377642,0.00031603847865195025,165.80102299627706,698.6913302642406,13.227767523914835,176.36863275299507,1593.7615115923834
500,0.013150999999999994,0.0010505333656247859,0.16595676700131315,0.028327335630740816,0.001674151400147957,0.0003160384786519874,165.83414170675576,699.9730713827645,13.376031022480095,176.37188198243115,1590.6543230476257
600,0.013150999999999994,0.0010508500862680137,0.1659561115583129,0.02832436773326524,0.0016740349194760207,0.00031603847865202,165.85057492241944,705.5075249401505,13.370091266102147,176.36970694830362,1588.1713214631695
700,0.013150999999999994,0.00105244416915907,0.1659422398743416,0.02833994664279483,0.0016647885078563372,0.00031603847865203103,165.85688875754408,707.5353738418904,13.637585617302975,176.37366457848657,1588.1632892573862
800,0.013150999999999994,0.001059682496987352,0.16593978397453163,0.02833459135137765,0.0016642337601221798,0.00031603847865204566,165.9123509840861,713.5057478271128,13.648293762769443,176.37058106774816,1586.1464968759649
900,0.013150999999999994,0.0010730953269362698,0.165934141854679,0.0283429559950185,0.0016596316550775748,0.00031603847865208936,165.86520154143568,711.234375521097,13.765954213252416,176.3722427479539,1578.7381319813712
1000,0.013150999999999994,0.0010748081688077284,0.1659213026531332,0.028359607071888986,0.0016435875615852526,0.00031603847865207537,165.91355919627688,718.9736371559922,13.770058202018651,176.3761081805995,1576.6396534748046
1100,0.013150999999999996,0.0010800277818320294,0.16592188573901004,0.02835979364988854,0.0016392564459374297,0.00031603847865211673,165.94519635481635,721.4222998227143,14.028266113008621,176.37532255848757,1572.6801086677888
1200,0.013150999999999996,0.0010873010249155388,0.16591370634648986,0.028363768604906345,0.0016413302117226209,0.0003160384786521539,165.98585779015045,722.3189087263255,14.008940945170673,176.3747016169793,1573.6383285434415
1300,0.013150999999999996,0.0011009121579886236,0.1659006729327748,0.028377040194009308,0.0016216008587806204,0.0003160384786521466,166.03339692090543,728.0735977432543,14.054663058727403,176.377741557397,1571.2930118809015
1400,0.013150999999999996,0.0011039143987634655,0.1658972976182313,0.02837367708132823,0.0016279732551262882,0.00031603847865220645,166.0176119808917,729.1251933235147,14.218449540924523,176.3765546684893,1566.8985918172682
1500,0.013150999999999996,0.0011129633332296691,0.16589059206237908,0.028379720494571416,0.0016154698599160908,0.00031603847865221344,166.13063489298875,732.6628150794842,14.387341690159717,176.38231245438894,1563.8268657988524
1600,0.013150999999999998,0.0011312306452944522,0.16587431254533386,0.028395183469139364,0.001613025257699394,0.0003160384786522537,166.21701550624664,737.9458118906199,14.47401810325151,176.3838083258736,1559.5754666256325
1700,0.013150999999999998,0.0011352435076683375,0.16586070696791302,0.028403432438045162,0.001591307304907911,0.0003160384786522874,166.26209477245183,742.1316588637186,14.67176009544974,176.38428680437548,1550.9730504190472
1800,0.013151,0.0011451733555039273,0.1658507549634262,0.028409404911003473,0.0015888532678884017,0.0003160384786523047,166.2359624469046,746.3974565994092,14.71696388859563,176.38522223877453,1546.2357091165698
1900,0.013151,0.0011599714206656246,0.16584809250694013,0.028422416741414228,0.0015795225632616846,0.00031603847865233975,166.34922612418558,751.345032751441,14.813743805337088,176.3872863402451,1548.2722338521864
2000,0.013151000000000001,0.0011667210220226531,0.1658326695184056,0.028435332478593766,0.0015658071699482185,0.0003160384786523312,166.4465864679909,756.60079144967,15.026566953063744,176.3915033792049,1539.4040061628352
2100,0.013151000000000001,0.0011672456058195628,0.16582873356621317,0.02844559610460184,0.0015554146213900665,0.00031603847865236935,166.4970981777948,758.8126541579942,15.084554968113968,176.3930070911941,1537.0394736943417
2200,0.013151000000000003,0.0011855024636568084,0.16582043285101833,0.028446589947320963,0.0015515397453960105,0.00031603847865240437,166.53613090243059,759.7584360119222,15.154912152209786,176.39487098633384,1531.1341588659643
2300,0.013151000000000003,0.0012008748127269023,0.16580773932307294,0.02845938541695085,0.0015448725014806516,0.00031603847865241744,166.56724841899583,765.1351124485731,15.370537753988572,176.39803316552815,1527.957020765317
2400,0.013151000000000006,0.001209728682911841,0.16579730870392467,0.028471521002022274,0.0015281156005451408,0.0003160384786524886,166.63352305584564,771.2530044195679,15.541542496073049,176.402075191059,1523.8703742912612
2500,0.013151000000000008,0.0012218760045347615,0.16577666803798044,0.02847401362597036,0.0015210461805128315,0.0003160384786525009,166.756813850869,774.182659429243,15.748889108520384,176.4033665677443,1516.558892545211
2600,0.013151000000000008,0.001224267732255914,0.16576354747699576,0.028494579661942722,0.0015041708734144258,0.0003160384786525269,166.8129640321188,781.3865931002781,15.883005574222702,176.40566147011415,1514.7515190596348
2700,0.01315100000000001,0.001238545872070319,0.16576178863278682,0.028500818682649306,0.0015063522125356296,0.00031603847865257654,166.8969768338852,788.163416815926,15.988860819304163,176.4082404588808,1509.7517480578579
2800,0.013151000000000012,0.001254584711157672,0.16574565450598316,0.02850559826550412,0.0014889150856646947,0.00031603847865260923,166.98661326957352,787.3043785474563,16.179180112964282,176.41288809985102,1501.2306131211076
2900,0.013151000000000013,0.001272587511615729,0.16574169723015358,0.028518275332337507,0.0014724214231307494,0.0003160384786526144,167.12764616703535,793.4486268831245,16.208652276995632,176.41511867202505,1500.816681063458
