miliseconds,FGFR,MSH,B_Raf,MAPK,C_Raf_inactive,C_Raf
0,5.776723706409383e-14,-0.03095907792761882,0.034112122961342736,-0.006017605853434922,-0.007056587495868663,-0.06404855385411565
100,-6.138864715394068e-14,0.14079922405075693,0.028561417702734272,0.014132699068434012,0.005950877906772198,-0.03581397729824168
200,4.1800897913391704e-14,0.13275417570330655,0.024969207348989483,0.00517727460713904,-0.0002204595728403527,-0.008737912097568147
300,-5.22883255923425e-14,0.2857546532670592,0.0029151145168372847,-0.016868225040761336,-0.002911567581139576,0.04274110139581421
400,-4.701922421900792e-14,0.3601312352057734,0.04685767742729703,0.004005426153590829,0.0018501905943249504,0.0702794894535587
500,-2.7669506179647847e-14,0.43805812276587774,0.10828153028131961,0.01849024442216036,-0.0066417843783327345,-0.052975953161529116
600,4.088507976179779e-14,0.48415557885017185,0.07774944983134863,-0.000544978059229974,0.0012904790027265778,-0.007733474677791922
700,-3.2252551488000655e-14,0.638843041999559,0.11319694519093193,0.005786849037017981,-0.023500144518209285,0.07546519393039818
800,5.435610753318341e-14,0.6963214067192776,0.17080329316532553,0.01344580544850397,0.022137537999596592,0.06924659197109463
900,-3.49832351781214e-14,0.8304277059938241,0.23771154725683163,0.021580090420137917,0.025516627149829642,0.006116013687462006
1000,3.508479682132413e-14,0.8626239376133041,0.25381884530011767,0.021442394910344637,0.010394181085458115,-0.0331612030300002
1100,3.7962938206451605e-14,0.9979667152695874,0.2688058741911864,0.022871494018078593,0.01812357159220917,0.00991813166328566
1200,-5.803867628257997e-14,1.0499094973150627,0.3459791684200007,-0.0017998717520783802,-0.015754799703027886,0.008320403088680185
1300,-3.786362025513029e-14,1.0688833353492553,0.35756797105643945,0.014156561323013857,-0.019154668689682557,0.11395601576928657
1400,1.9927251908251955e-14,1.1677905069140626,0.408709776964726,0.03762406309444957,-0.006501647306253714,0.07860996256125266
1500,1.4735685515694065e-14,1.309642527061997,0.5021351661983824,0.02109924055360916,-0.012014200647774283,0.0741009508865518
1600,1.0420292661726522e-14,1.324477647403344,0.5237566409797054,0.025649923079668152,-0.016921669677685176,0.13196693321316688
1700,-6.23965407109998e-14,1.3829947731744041,0.5698336560745269,0.042524360657176054,0.026836132602267544,0.14626313352584652
1800,3.6018119583964444e-14,1.4896353939698075,0.6102959116786373,0.03368091267531484,-0.007159123572544779,0.17782805229534643
1900,-1.6891184613798085e-14,1.5448798515738924,0.6663694785291597,0.04206812957703266,-0.007069838452890217,0.25528529093164726
2000,1.6792679454747383e-14,1.693003768398648,0.7396614324025577,0.05265766935627828,0.0004492624296433337,0.4024327567585341
2100,-5.973877022625955e-14,1.7596723510689019,0.8147560511149446,0.06452744922896471,0.027968348729376383,0.3793650251328971
2200,-5.0382498802897335e-14,1.8354740237480769,0.8614731494324158,0.10261820932646565,0.039960327219296536,0.48307169213482604
2300,2.084762408502255e-15,1.8491869986866303,0.9067555101967893,0.12115278416729283,0.06541926870875897,0.4806901448411193
2400,-4.5690472165120625e-14,1.938008869062951,0.906263028414872,0.12789187773224187,0.046975617126638954,0.6286684598134238
2500,4.9854977817542964e-14,1.9901215211759766,1.0116060175480879,0.14329354156485227,0.08470579138516093,0.7145982510252716
2600,2.5872153468176226e-14,2.1009541386819675,1.0073174084934673,0.1687308573255924,0.1079329443029933,0.8186540032308111
2700,-2.975197749086541e-14,2.1942882097299394,1.0607359648028518,0.1789379149106735,0.11262841670904383,0.9657638606155992
2800,5.697319825174394e-14,2.267935610455162,1.1669319226056774,0.20607440471905208,0.10518821260237349,1.052895734848646
2900,2.905874346539332e-15,2.2935548495587685,1.1675255207155648,0.22216203322653155,0.15004463914153943,1.185366534989673
3000,2.6075804190671795e-14,2.3128611730251274,1.2743682641730874,0.26107321837073666,0.18053844335790548,1.3128613234959257
3100,1.791297059742591e-14,2.392335109023519,1.2715480095966964,0.2694273168481176,0.22365057329832783,1.4663494239585606
3200,-4.840907198421747e-14,2.4877802085606513,1.3179851062956291,0.32038704810848334,0.26112618107217533,1.6541830924422862
3300,-4.553709061066323e-14,2.5673983414742794,1.3916926854934015,0.3608687218096506,0.3175638093929805,1.8776545631115145
3400,-2.0578431580578586e-14,2.6616127053748704,1.4232928624604122,0.3743914535804888,0.34876516721500644,1.9927684540805428
3500,2.039460221697784e-14,2.6849992974321553,1.5282580723507349,0.43369158719317946,0.3896628659416849,2.1447790980005976
3600,1.0990162777798085e-14,2.7749505014296343,1.5256425517034353,0.45686417988530786,0.4681946513903842,2.359068733882665
3700,1.5715834240813322e-14,2.791578204734799,1.623967009039846,0.5163867281022939,0.5295575182439015,2.5342788616436964
3800,3.0831132568145725e-14,2.8850312156759093,1.66391174817561,0.5563136377292305,0.5983815633671238,2.754154968047091
3900,3.208718535376573e-14,2.9675266394819175,1.7315939408950163,0.6067672361061386,0.6795658360704052,2.975115117593552
4000,2.4953898525223896e-14,2.98451624274275,1.7644123649250123,0.6406619717519636,0.796165528767215,3.0628003548384113
4100,2.2705447510776283e-14,3.088801440150859,1.7794454172747505,0.6762217301641625,0.8842756422761722,3.2447532524145553
4200,-5.106831394119071e-14,3.094387552222463,1.8686061128247105,0.7390997947970901,0.9617118383776655,3.428435827262082
4300,-6.019183923046622e-14,3.2102175740066863,1.862703066283961,0.8002375764710591,1.1018989804588948,3.6639958247677673
4400,5.224190977954341e-14,3.1916733695331803,1.9312023965576064,0.8365560355756428,1.214108677803797,3.7425098624114925
4500,-7.275271095882254e-15,3.3374025360923976,1.9630873870885543,0.8751794166525305,1.3609655741791888,3.8366363477949643
4600,-1.9425581567652132e-15,3.384055216042677,2.0491158690532307,0.9349045045495252,1.4544638363009605,4.034195047821226
4700,-5.516502753409802e-14,3.4084024758033884,2.0923646928799906,0.977067968832339,1.6200995678822654,4.039359146295088
4800,-3.0599505973623432e-15,3.4429428662913906,2.112633725003533,1.0338382612720138,1.7651416932751078,4.165132932826274
4900,-3.459380753501503e-14,3.502528401164288,2.1322674160433137,1.0614152286642686,1.9048276306703864,4.2360168684163355
5000,8.977959014289151e-12,3.55334241090192,2.176829185603013,1.120299735967153,2.0569741890841793,4.209660930981354
