milliseconds,D,N,v
0,2.348,0.07764,300.0
100,2.3335872902092727,0.09935428407489676,301.63596149562534
200,2.3198099884488395,0.11966322441926835,303.4170407720669
300,2.3066853342883507,0.13873526890363094,305.4159379367512
400,2.2942356774649877,0.15672867909521904,307.63509929384065
500,2.282481887346572,0.17378501446970085,310.05846886892266
600,2.271441984269112,0.1900291641872207,312.669329130679
700,2.261131566904748,0.20557107325122947,315.45472115966237
800,2.2515645829975166,0.22050774248833552,318.4061875428546
900,2.242754123954026,0.23492518062273024,321.519909372544
1000,2.234713253005657,0.24890029696993496,324.7962159224737
1100,2.2274556695639687,0.262502342843103,328.23901671800985
1200,2.2209963395806582,0.2757942348667186,331.85561713397647
1300,2.2153520862794998,0.2888337076484621,335.6565934130321
1400,2.2105421366497016,0.3016742745836205,339.65565948668916
1500,2.2065887932224566,0.31436627415091456,343.8700792067439
1600,2.2035181902775425,0.3269579367598258,348.32083717075415
1700,2.2013610554849823,0.3394962454249863,353.0329468396039
1800,2.200153548312366,0.35202773409472815,358.0360543988578
1900,2.199938272960445,0.36459936653553304,363.36543659793097
2000,2.2007655710415093,0.37725958550713934,369.0633618362736
2100,2.202695198079718,0.390059611784531,375.1806945545899
2200,2.2057983542144313,0.4030548344019102,381.778728054199
2300,2.2101602160298417,0.4163064136812981,388.93188800376555
2400,2.2158832470809884,0.4298833505352695,396.7317801521566
2500,2.2230916272600862,0.44386522912866705,405.2927801957642
2600,2.231937289378562,0.45834591686119674,414.7599874610619
2700,2.242607823781869,0.4734381329996768,425.3181617899184
2800,2.255336945927212,0.48927960091088696,437.2082671125608
2900,2.2704220117394818,0.5060432817548887,450.7530193954068
3000,2.2882459064058684,0.5239497534551014,466.38872863111305
3100,2.309310941940236,0.5432865094989954,484.7243621715419
3200,2.3342907850182764,0.5644367585171808,506.63538883162016
3300,2.3641157650510896,0.5879257622697238,533.4239918320832
3400,2.4001055865245204,0.6144894277956401,567.0948751839087
3500,2.444196960775804,0.6451862093564967,610.8885643399519
3600,2.4993430346474943,0.6815759837685654,670.3182041020939
3700,2.570212945867276,0.7259835331658105,755.2905481338896
3800,2.6643473877600905,0.7817686674944938,884.4737586171302
3900,2.793518773066348,0.8530251494158122,1092.8665882631947
4000,2.972437771232148,0.9414737503169522,1432.1572568900597
4100,3.207408230896128,1.0384532527164592,1904.9216189643234
4200,3.4831973751351106,1.124409055445626,2359.378543234189
4300,3.776735229358798,1.1858563595446843,2657.3037217464707
4400,4.073845468751925,1.2214640713805176,2813.356466125128
4500,4.368231940453123,1.2352728061234917,2886.520774422583
4600,4.657283057166031,1.2321385136400276,2917.4293783565763
4700,4.939914256184907,1.2163126149454686,2926.7064988008506
4800,5.215661336832841,1.1912017709186185,2923.417151881844
4900,5.484296019646965,1.1594528851030643,2910.8064688852965
5000,5.745649339319662,1.1230975026006236,2889.190763465728
