miliseconds,C,M,F,P
0,-0.009067837561736122,0.06372797248272702,-0.004776545179285892,1.1975501134417004
100,0.09364189755351245,0.040164925888920365,0.07705113092861286,1.378076751618496
200,0.18862911982053598,0.15273387813563158,0.212195287675742,-0.14352816628967574
300,0.23653943061441382,0.2796712425944142,0.29817013000715864,-0.3910434947705489
400,0.2866750644828253,0.18494852008161028,0.3414950038737145,1.538808021059483
500,0.32306449324471254,0.2479284760469785,0.4707658947123489,2.0771263099620745
600,0.3397731611675308,0.14840144213302792,0.608146693492342,2.864965810094481
700,0.3586585399699821,0.11340832446600253,0.6558475515454433,2.372919340475347
800,0.3802898676719912,0.21444084601064703,0.7191358170908121,3.222684945137534
900,0.38808182589228263,0.2205011936187371,0.8197576485165019,3.558993833967749
1000,0.39580527790088565,0.1236448010416256,0.9287327219485962,5.711793703545682
1100,0.4326700185984286,0.3093560736875479,1.0475283597516853,4.3066149132298746
1200,0.4477300989788133,0.28629260471046675,1.1134351435113103,5.718875455140483
1300,0.45630956867278405,0.18901080110302124,1.1641492759282772,7.15024136623391
1400,0.45539777277938637,0.2699242363682283,1.2444128247645614,8.123410591572844
1500,0.49027904909425196,0.0977662266471598,1.3685901507567364,9.571260245971029
1600,0.49509326539250087,0.28530073074250745,1.4056204868829012,10.828425397490953
1700,0.5116540113514644,0.1666419029936843,1.5882764819395463,11.52174409929647
1800,0.515311622861752,0.24642795463303097,1.5705566977865406,15.447811485066795
1900,0.5302642145049821,0.11216323060497996,1.6925206180254195,16.09401139436016
2000,0.550478819253435,0.06824930072955707,1.8191670588819706,18.12321358124501
2100,0.5652291835959168,0.26644403759835034,1.8757080559246437,18.53867970505903
2200,0.5780649448232007,0.03503029748082204,1.9682533311146706,19.42264463281899
2300,0.592102062166681,0.074881351924795,1.9907269609718374,21.30670143945858
2400,0.6145182063771893,0.12617175839376996,2.1412637138933395,25.253547674140112
2500,0.6207444373517339,0.049108133461189224,2.2115279752477512,25.744546440713577
2600,0.626671245561075,0.22134758139235278,2.1994210773013347,27.71779680359348
2700,0.6394222095643701,0.10456647993470142,2.350306528089095,30.887366294417454
2800,0.6602209644284331,0.06227258699704562,2.34630798478694,31.31951086412586
2900,0.6592470615523494,0.028667560735673933,2.5056916127605438,33.421197908267494
3000,0.6724022812982766,0.03803805740477037,2.501553770907645,37.62191376140585
3100,0.6839769250520508,0.16752916270088736,2.6177779245594555,39.6078680611233
3200,0.706964260092685,0.008036852235444009,2.6716799177416393,40.77726264244092
3300,0.6934588953224925,0.13253032532787234,2.7244141276274356,42.08875294950535
3400,0.6914033707996067,0.08085039222322872,2.8636331307270697,45.57926797491713
3500,0.6834228637501932,0.1951707597772511,2.8831928583420905,48.148780492526306
3600,0.6693787505128292,0.26633843824642367,2.987722275257183,50.89741423736404
3700,0.6237910442338759,0.294212019140007,2.968297663839128,51.692032481411914
3800,0.5722524375626189,0.22144752323465372,3.0289872793771844,54.84722365058584
3900,0.5108936865301342,0.3443670766602001,3.088914890468439,57.18426898792388
4000,0.41245276094092276,0.39752751216280674,3.1873069069950275,59.81547087142945
4100,0.297648086340737,0.6909804520606188,3.2097295363129263,63.52658647338165
4200,0.19715598245981647,1.0965975958046161,3.321974211272387,65.70269443626945
4300,0.096955647728445,1.4698554103067174,3.3477348993590663,69.38894186301236
4400,0.05884873610267892,2.165744314645855,3.2530959144972935,70.41058845066516
4500,0.039648051442770525,3.2844022047534587,3.2955359602164953,74.4364464934589
4600,0.01969257247856994,4.367972561649444,3.2036115686472746,76.2689296666345
4700,0.02359281210920751,5.917046073874992,3.1063602268721495,76.85437884761102
4800,0.0019752420151296426,7.755247738969893,3.019757994180193,80.18091678782717
4900,0.020035901082305782,10.017656653034853,2.815902593825635,82.829972326909
5000,0.0019482266307646826,12.378013407361847,2.593582699475426,84.18628769655388
