miliseconds,C,M,F,P
0,-0.0073549483745870975,-0.05484581589896253,0.006296229451809586,-0.11161991613320559
100,0.09386322854690762,0.06727213244190794,0.14339516293535717,0.8476007616338004
200,0.18394410473217157,0.15323109596881085,0.22913802019465154,0.8495845106079847
300,0.22878476513778684,0.2991736617451316,0.27645626479879587,-0.05032208197105198
400,0.2768073216896101,0.2666465216991689,0.36325174412980615,1.6943015310724183
500,0.32048636764190136,0.281552302832109,0.5235085172577605,1.7543069094897603
600,0.3418188455373714,0.3120583742779452,0.6287310742862489,2.369945827414416
700,0.3588105590921028,0.16348713658435063,0.7151444407761565,3.162425611449765
800,0.378243100922938,0.1925888272213123,0.7856436100903763,3.0710918210531726
900,0.39158492259122163,0.26994744601519216,0.8513645780291581,3.1557081103332822
1000,0.416355248013264,0.126720099825225,0.9928924469205909,4.870508215497679
1100,0.4138086942000428,0.2770429628758847,1.0210460428313395,5.024239308344168
1200,0.4463927780928145,0.28414170713149506,1.1506348816525889,6.719531906186216
1300,0.46173933594832184,0.2994681962583949,1.2495536335369466,8.753790734941111
1400,0.46095911738148687,0.13547683639960165,1.2753612121251205,9.63087653671071
1500,0.4787239651526046,0.09823952419435238,1.419116446932274,9.645314003337635
1600,0.5061356396324934,0.0879327824109448,1.5014448671029492,10.820063517260504
1700,0.5110263211761694,0.2245363283602207,1.5728034815070469,13.555519819943708
1800,0.5264485697183444,0.25250406678336823,1.627541283364823,13.991377111464335
1900,0.529822754425496,0.2266910271916136,1.7097967305051547,16.648685461831622
2000,0.5538043469945688,0.061116504301048646,1.8299549347672315,18.12583186850846
2100,0.577087864799626,0.12859943965195333,1.8935093745209652,17.775094588299815
2200,0.5719424572539914,0.07736800006817057,1.9838028293997747,20.69634897343231
2300,0.5920259863745756,0.2252500336107674,2.031596969972621,22.252074555068308
2400,0.5961707237585928,0.22394662344084265,2.057387142990654,25.52987815500063
2500,0.6268826424713522,0.21867711168542994,2.1865642234804357,26.828921161858876
2600,0.6334094085712582,0.010157890492992677,2.254387851192692,28.83377938827197
2700,0.6347499345188509,0.22383053912633366,2.352150712694845,30.803455352942578
2800,0.6506311219589294,0.10267949018876868,2.4070275566669976,31.7982831395755
2900,0.6773568129112948,0.18355594734464373,2.474108093719175,34.94429009871075
3000,0.678954376264148,0.07774802629816811,2.540534271982545,36.337600436628485
3100,0.692298084213104,0.031044970136644534,2.6432303845215146,37.31818386004801
3200,0.6911655980190243,0.018428473662404687,2.6686801289162356,39.91536579013775
3300,0.692348818269772,0.24194066722691834,2.748644340500826,42.386760744832266
3400,0.7033835330349142,0.27705169237801514,2.7990018249827475,45.38893911822595
3500,0.6897830534118478,0.04583176916589629,2.9117180039775903,46.603975692304275
3600,0.657880779405843,0.10564550657081331,2.9363261678714223,50.23884113909999
3700,0.6252472014659798,0.24118357316055458,2.958112956191125,53.26453858738849
3800,0.5720008244934226,0.378935652957226,3.10940918923577,53.84326395706152
3900,0.5140342366175992,0.3414791988941092,3.1310279356252178,58.97962774667876
4000,0.3976342401948006,0.4555440931599025,3.2088905628102444,59.99423251591359
4100,0.2962793602927386,0.6019006877094991,3.2256089213663497,62.587121514491436
4200,0.19214615337186972,0.9501400487076127,3.2983953827671115,66.55915886291612
4300,0.10188708060683098,1.6501553462289091,3.3380415591229,67.5444013598911
4400,0.05385967504905573,2.190311592734189,3.3485573192273113,69.90285683964744
4500,0.04118320976824106,3.337677107540475,3.320765686677633,72.14520490810996
4600,0.034244417196582055,4.38379228703212,3.270318291207604,75.30006208873974
4700,0.028948870169402268,5.938531484719687,3.1022477736959257,77.05817406712106
4800,0.007091700001192018,7.71319066128151,2.9669965701834893,79.87683920126379
4900,-0.00017193668919752297,10.024036184446597,2.8411439906824976,83.44728844750995
5000,0.0056586500977707874,12.206039177497292,2.5471456793128096,83.78603640248626
